name,role,all_improvement,t50_improvement,t100_raw_frame_diagnostic_improvement,hard_failure_improvement,easy_degradation,switch_rate,near_collision_005_delta_vs_endpoint,p05_min_distance_delta_vs_endpoint,jagged_rate_delta_vs_endpoint
endpoint_linear_reference,no_full_waypoint_shape_reference,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_proximity_guard,accuracy_priority_diagnostic,0.030166976195252437,0.01502943431774939,0.06118732156780071,0.03280214089079592,0.002532827637569346,0.21349589396340585,0.0033566895337319713,-0.0015142309056838422,0.0
proximity_guard,safety_sensitive_deployable,0.017743597342181783,0.010673426149055754,0.03480124336134305,0.01929354722729537,0.0024927762207753723,0.1696441434951736,-0.0006053046700172371,-0.0001248494575282963,0.0
