policy,comparison,subset,locality,rows,model_error,reference_error,gain_percent,model_p95,model_p99,reference_p95
producer_matched,ADE_vs_floor4,all,eu-locality-008,157961,17.904070581618253,18.01946869067815,0.640407944544974,63.87058491799408,131.398306991468,63.87110052866994
producer_matched,ADE_vs_floor4,all,eu-locality-020,1225,6.434335843858517,6.506789818623793,1.113513372721786,20.840106881217874,42.958840384020256,20.950455289077674
producer_matched,ADE_vs_floor4,all,eu-locality-048,8058,26.521097166813977,26.56803914779497,0.17668590715279597,89.55098636922551,160.18716362070072,89.55098636922551
producer_matched,ADE_vs_floor4,all,eu-locality-067,6903,28.87323009696195,28.924116458647177,0.17593056561633347,93.15038154789627,168.56927310186109,93.15038154789627
producer_matched,ADE_vs_floor4,easy,eu-locality-008,52276,2.060956276608316,2.2200121030134605,7.164637804867868,4.143676411638358,4.619624704157008,4.2501406752232125
producer_matched,ADE_vs_floor4,easy,eu-locality-020,695,1.6073018002588475,1.6710333648543638,3.8139013819793344,4.290387193402957,4.6911016198562985,4.2930456589077775
producer_matched,ADE_vs_floor4,easy,eu-locality-048,2050,2.0724082623116815,2.1848527331144614,5.146546909021765,4.221625522413697,4.6794033747554185,4.2902832393824175
producer_matched,ADE_vs_floor4,easy,eu-locality-067,1508,1.9807187279970617,2.0636627051599694,4.019260364376165,4.290976379671037,4.623940123557498,4.323981111443166
producer_matched,ADE_vs_floor4,hard,eu-locality-008,36762,52.53041481666225,52.54039116946299,0.018987968263428634,124.45172929758508,215.40553848762488,124.45172929758508
producer_matched,ADE_vs_floor4,hard,eu-locality-020,47,37.64541412593011,37.64541412593011,0.0,59.47714101421315,69.16719818649797,59.47714101421315
producer_matched,ADE_vs_floor4,hard,eu-locality-048,2992,57.380271221427684,57.382378989090256,0.0036731967194558734,127.11608694673164,211.57685641932093,127.11608694673164
producer_matched,ADE_vs_floor4,hard,eu-locality-067,2806,57.97611768659488,58.01275648649573,0.06315645406261838,132.24005022202874,207.56503644827586,132.24005022202874
producer_matched,ADE_vs_floor4,complete,eu-locality-008,97352,16.210422098000166,16.356827787016275,0.8950738549214465,58.9964059447833,120.35291613315462,59.006204879513994
producer_matched,ADE_vs_floor4,complete,eu-locality-020,364,6.745534611609161,6.904363427901251,2.30041216617084,22.682718227503177,49.70629992513765,22.682718227503177
producer_matched,ADE_vs_floor4,complete,eu-locality-048,4716,26.480045411148122,26.54681627821172,0.25152118568130266,91.38499461110202,161.22338275660073,91.38499461110202
producer_matched,ADE_vs_floor4,complete,eu-locality-067,3417,30.057823958943747,30.10543616909522,0.1581515374301401,92.49833101194194,166.3766421726747,92.49833101194194
producer_matched,ADE_vs_old_stop4,all,eu-locality-008,157961,17.904070581618253,17.98943571826429,0.47452926252359307,63.87058491799408,131.398306991468,63.86139156028711
producer_matched,ADE_vs_old_stop4,all,eu-locality-020,1225,6.434335843858517,6.452382222545509,0.27968551869006486,20.840106881217874,42.958840384020256,20.950455289077674
producer_matched,ADE_vs_old_stop4,all,eu-locality-048,8058,26.521097166813977,26.553830942929174,0.12327327151231415,89.55098636922551,160.18716362070072,89.55098636922551
producer_matched,ADE_vs_old_stop4,all,eu-locality-067,6903,28.87323009696195,28.873163253048368,-0.00023150879935318613,93.15038154789627,168.56927310186109,93.15038154789627
