view,site,seed,action,policy,cutoff,selected,complete_selected,incomplete_selected,easy_selected,zero_CV_harmed,predicted_harm,observed_positive_harm,observed_easy_benefit,observed_net_easy_harm,predicted_selected_denominator,observed_selected_denominator,observed_population_denominator,predicted_positive_selected_ratio,observed_positive_selected_ratio,observed_net_selected_ratio,observed_positive_population_ratio,observed_net_population_ratio,benefit_cancels_positive_harm_percent,predicted_to_observed_harm,predicted_to_observed_denominator
coupa_seed43,coupa,43,damped_velocity_005,aggregate_joint,6.246571682255203,3194,3046,148,600,0,127.3493829469371,37.006399641042535,640.9700575574984,-603.9636579164559,3230.94660073884,2897.8579438670754,22379.510980131203,3.941550223015612,1.2770260087925145,-20.841727566206732,0.1653583926561097,-2.698734831394046,1732.0519255448467,3.4412799997354577,1.1149430590884215
coupa_seed43,coupa,43,transformer,net_stop,6.246571682255203,13335,11275,2060,1470,5,3009.6971853735413,2797.5157211257265,1556.970312656856,1240.5454084688704,7104.162017051756,6699.599229523468,22379.510980131203,42.36526670069629,41.756463712004894,18.516710716099183,12.500343388242015,5.543219463420097,55.65546248406167,1.0758463885101717,1.0603861176867835
coupa_seed43,coupa,43,transformer,strict_stop,6.246571682255203,3157,2896,261,325,0,464.2343438789876,314.9911820852715,570.257041895303,-255.26585981003154,2411.991823931744,1666.4333959768949,22379.510980131203,19.246928587106385,18.902116510970284,-15.318095546230328,1.4074980564361947,-1.1406230459488576,181.03904944898693,1.4738010785118245,1.4473976756315476
coupa_seed43,coupa,43,transformer,pointwise,6.246571682255203,261,252,9,119,0,6.433145340656008,2.4627023915971353,144.44502070174224,-141.9823183101451,406.2861459541725,591.4119307311394,22379.510980131203,1.5834025857681207,0.4164106714168909,-24.007347659459278,0.011004272585685862,-0.634429941012557,5865.305576288712,2.6122301105510046,0.6869765806920684
coupa_seed43,coupa,43,transformer,aggregate_selected,6.246571682255203,314,303,11,128,0,8.154141156845128,2.4627023915971353,161.7623416280315,-159.29963923643436,476.2293677725448,640.1958883168061,22379.510980131203,1.71222980115323,0.3846795077163081,-24.882952568668117,0.011004272585685862,-0.7118101882470197,6568.489240923823,3.3110542242812078,0.7438807034900525
coupa_seed43,coupa,43,transformer,aggregate_population,6.246571682255203,3657,3372,285,524,0,241.94485393953744,149.4019706995383,908.258699247279,-758.8567285477407,2818.5605199986867,2569.8940984985766,22379.510980131203,8.583986479014833,5.81354581057734,-29.528715949466232,0.6675837145511319,-3.390854827978425,607.9295306444614,1.6194221053891702,1.0967613496779458
coupa_seed43,coupa,43,transformer,aggregate_joint,6.246571682255203,3657,3372,285,524,0,241.87088843880616,149.4019706995383,908.258699247279,-758.8567285477407,2819.4188846126995,2569.8940984985766,22379.510980131203,8.578749676355088,5.81354581057734,-29.528715949466232,0.6675837145511319,-3.390854827978425,607.9295306444614,1.6189270282467139,1.0970953574545754
coupa_seed43,coupa,43,eqmotion,net_stop,6.246571682255203,14960,12558,2402,1709,5,3915.4076735779936,3520.0017671204005,2101.443665047429,1418.5581020729715,8157.539380965029,7682.783779518257,22379.510980131203,47.99741062500154,45.8167490865026,18.46411590880306,15.728680444561546,6.338646556363025,59.70007414986476,1.112331167032641,1.061794736787001
coupa_seed43,coupa,43,eqmotion,strict_stop,6.246571682255203,2455,2363,92,379,0,373.3957784871305,145.6233354763561,1165.9819854296452,-1020.3586499532892,2367.2895676444396,1971.0110359800028,22379.510980131203,15.77313496374152,7.388255713340082,-51.76828700230785,0.6506993633848489,-4.559342922457849,800.6834767350581,2.5641204911678206,1.2010534311734098
coupa_seed43,coupa,43,eqmotion,pointwise,6.246571682255203,1,1,0,1,0,0.044204403716178654,0.0,3.4757771692634085,-3.4757771692634085,2.225876441288202,5.574473701492088,22379.510980131203,1.9859325026413341,0.0,-62.35166502504204,0.0,-0.015531068450732658,,,0.39929804327400703
coupa_seed43,coupa,43,eqmotion,aggregate_selected,6.246571682255203,1,1,0,1,0,0.044204403716178654,0.0,3.4757771692634085,-3.4757771692634085,2.225876441288202,5.574473701492088,22379.510980131203,1.9859325026413341,0.0,-62.35166502504204,0.0,-0.015531068450732658,,,0.39929804327400703
coupa_seed43,coupa,43,eqmotion,aggregate_population,6.246571682255203,1700,1563,137,343,0,182.56066801414119,90.73547154111957,930.047764521487,-839.3122929803675,1578.1159486887473,1717.9518176779231,22379.510980131203,11.568267095065506,5.281607470444809,-48.855403530165795,0.4054399205669668,-3.750360290381318,1025.010118672285,2.0120099109355287,0.9186031484991322
coupa_seed43,coupa,43,eqmotion,aggregate_joint,6.246571682255203,1700,1563,137,343,0,182.56066801414119,90.73547154111957,930.047764521487,-839.3122929803675,1578.1159486887473,1717.9518176779231,22379.510980131203,11.568267095065506,5.281607470444809,-48.855403530165795,0.4054399205669668,-3.750360290381318,1025.010118672285,2.0120099109355287,0.9186031484991322
deathCircle_seed17,deathCircle,17,damped_velocity_005,net_stop,5.001693538217094,10358,8034,2324,276,0,2139.8079977986936,932.8206032511127,123.02500083455215,809.7956024165605,1290.723134541551,968.4618064273257,7809.769151881625,165.78365573022188,96.31981323995687,83.61667925799905,11.944278827068356,10.36900818280211,13.188495237538632,2.2939115949421875,1.3327558464107672
deathCircle_seed17,deathCircle,17,damped_velocity_005,strict_stop,5.001693538217094,5385,4247,1138,154,0,739.1528122314247,240.73944422177144,94.49910341834436,146.24034080342707,672.6029096405317,535.3216649503659,7809.769151881625,109.89438220338063,44.97098846991227,27.31821825611826,3.082542384287627,1.8725309027628951,39.25368512992449,3.070343601651378,1.2564462708657502
deathCircle_seed17,deathCircle,17,damped_velocity_005,pointwise,5.001693538217094,171,159,12,53,0,1.5898980146729158,2.1945110067687095,47.26988996589991,-45.0753789591312,146.1587405070664,191.66102386276398,7809.769151881625,1.087788529893666,1.1449959739023705,-23.518281417199752,0.028099563048415856,-0.5771665984297513,2154.0055994297377,0.7244885123697551,0.7625897929655284
deathCircle_seed17,deathCircle,17,damped_velocity_005,aggregate_selected,5.001693538217094,206,193,13,56,0,1.9306995856376283,3.1351070461541117,49.60339982832285,-46.46829278216874,153.55811072048274,201.0777086498171,7809.769151881625,1.2573087651176065,1.5591519652802464,-23.109619208509418,0.04014340225919179,-0.595002129748906,1582.1915838303566,0.6158321094668999,0.7636754553828183
deathCircle_seed17,deathCircle,17,damped_velocity_005,aggregate_population,5.001693538217094,2108,1752,356,137,0,96.59265812271104,56.592057462394024,97.524115274655,-40.93205781226098,433.4696011808379,480.34699629090323,7809.769151881625,22.28360601518025,11.781495023260492,-8.521351882769366,0.7246316294606374,-0.524113543130774,172.32827299035864,1.706823580091567,0.9024093093700207
deathCircle_seed17,deathCircle,17,damped_velocity_005,aggregate_joint,5.001693538217094,2108,1752,356,137,0,96.62634540969074,56.592057462394024,97.524115274655,-40.93205781226098,433.5368261961204,480.34699629090323,7809.769151881625,22.28792101872785,11.781495023260492,-8.521351882769366,0.7246316294606374,-0.524113543130774,172.32827299035864,1.7074188453724253,0.9025492603134045
deathCircle_seed17,deathCircle,17,transformer,net_stop,5.001693538217094,16207,12313,3894,465,0,1447.5228832934292,640.505753635992,228.21656736918564,412.2891862668064,2517.0759763594374,1630.2572754543303,7809.769151881625,57.508112464171546,39.288630284290065,25.289823420779214,8.201340413265271,5.27914690240841,35.630681859398905,2.2599685874423474,1.543974692987009
deathCircle_seed17,deathCircle,17,transformer,strict_stop,5.001693538217094,4006,3115,891,93,0,200.80302872978206,83.76380499374565,68.9680633578134,14.795741635932245,468.53388054851155,315.8418248561816,7809.769151881625,42.857739230021615,26.520808329260213,4.684541587444753,1.0725516127908117,0.18945171551411957,82.33635442296706,2.397252951257113,1.4834446981866896
deathCircle_seed17,deathCircle,17,transformer,pointwise,5.001693538217094,256,224,32,22,0,1.0848653798807533,2.205736820421138,12.74098960029557,-10.535252779874433,81.65454940531222,72.83454313851274,7809.769151881625,1.3286037186927087,3.0284213030984333,-14.464637692364002,0.02824330370750722,-0.13489838911994156,577.6296375132802,0.49183808777042654,1.1210964727275914
