action,policy,seed,site,subset,rows,gain_percent,absolute_harm
damped_velocity_005,matched_net_selected,17,hyang,all,89183,0.4192537724272749,-0.06675929140555503
damped_velocity_005,matched_net_selected,17,coupa,hard,4416,0.5059287767217868,-0.21588810998263597
damped_velocity_005,matched_net_selected,17,deathCircle,hard,12715,0.07704432211067536,-0.04339381999602665
damped_velocity_005,matched_net_selected,17,gates,hard,6404,0.06114193703359305,-0.027558160974663792
damped_velocity_005,matched_net_selected,17,hyang,hard,18309,0.19779507590851342,-0.08735032879332749
damped_velocity_005,matched_net_selected,17,coupa,positive_easy,11220,2.332733349765448,-0.05144660927424072
damped_velocity_005,matched_net_selected,17,deathCircle,positive_easy,4581,0.6591553115292803,-0.01761295818392572
damped_velocity_005,matched_net_selected,17,gates,positive_easy,2923,1.0375884849267658,-0.02935519782660645
damped_velocity_005,matched_net_selected,17,hyang,positive_easy,19679,0.6868315897917143,-0.018272785984271955
damped_velocity_005,matched_net_selected,17,coupa,complete,24834,1.7872695491735535,-0.21288855027058062
damped_velocity_005,matched_net_selected,17,deathCircle,complete,27394,0.2678272783298685,-0.07341221245483709
damped_velocity_005,matched_net_selected,17,gates,complete,15281,0.30053284123183754,-0.06568943879561218
damped_velocity_005,matched_net_selected,17,hyang,complete,76409,0.44809106248286934,-0.07561352777734953
damped_velocity_005,matched_net_selected,17,coupa,zero_CV,2463,,0.0
damped_velocity_005,matched_net_selected,17,deathCircle,zero_CV,2984,,0.0
damped_velocity_005,matched_net_selected,17,gates,zero_CV,1565,,0.0
damped_velocity_005,matched_net_selected,17,hyang,zero_CV,4554,,0.0
damped_velocity_005,old_strict,29,coupa,all,27778,3.3672639296298823,-0.4009807211070502
damped_velocity_005,old_strict,29,deathCircle,all,35760,5.174250701618089,-1.2837668829807711
damped_velocity_005,old_strict,29,gates,all,20236,2.2484888612130827,-0.44433567417772935
damped_velocity_005,old_strict,29,hyang,all,89183,3.692078194677928,-0.5879029368384572
damped_velocity_005,old_strict,29,coupa,hard,4416,3.8284536886882714,-1.633664003780254
damped_velocity_005,old_strict,29,deathCircle,hard,12715,6.274410087815263,-3.5339479207929756
damped_velocity_005,old_strict,29,gates,hard,6404,2.9165467872704576,-1.3145587096722977
damped_velocity_005,old_strict,29,hyang,hard,18309,5.732278502984034,-2.5314907849484527
damped_velocity_005,old_strict,29,coupa,positive_easy,11220,1.248110288245885,-0.027526096086808227
damped_velocity_005,old_strict,29,deathCircle,positive_easy,4581,-2.4262088268206528,0.06482950810655108
damped_velocity_005,old_strict,29,gates,positive_easy,2923,-1.5762147714775798,0.044593880046008394
damped_velocity_005,old_strict,29,hyang,positive_easy,19679,-1.3627746576605038,0.03625588868411134
damped_velocity_005,old_strict,29,coupa,complete,24834,3.5581139451417942,-0.4238206373677862
damped_velocity_005,old_strict,29,deathCircle,complete,27394,5.484754351187792,-1.503386638593497
damped_velocity_005,old_strict,29,gates,complete,15281,2.2749258967117436,-0.4972455084910976
damped_velocity_005,old_strict,29,hyang,complete,76409,3.8082846532128456,-0.6426324055967285
damped_velocity_005,old_strict,29,coupa,zero_CV,2463,,0.0
damped_velocity_005,old_strict,29,deathCircle,zero_CV,2984,,0.0
damped_velocity_005,old_strict,29,gates,zero_CV,1565,,0.0
