trial,step,preclip_gradient,ade,cv_ade,normalized_ade,gain_percent,moving_ade,moving_cv_ade,zero_rows,easy_absolute_harm,easy_relative_degradation,max_prediction_norm
nonzero_only_context_radius_seed17,1600,124.75911712646484,51.51278305053711,2552.587890625,0.045681431889534,97.98194169998169,51.51278305053711,2552.587890625,0,,,26605.9140625
nonzero_only_context_radius_seed17,1700,152.3720245361328,41.96678161621094,2552.587890625,0.037216056138277054,98.35591316223145,41.96678161621094,2552.587890625,0,,,26594.416015625
nonzero_only_context_radius_seed17,1800,93.90328216552734,61.39622497558594,2552.587890625,0.05444604530930519,97.59474396705627,61.39622497558594,2552.587890625,0,,,26458.392578125
nonzero_only_context_radius_seed17,1900,101.98797607421875,49.77271270751953,2552.587890625,0.044138338416814804,98.05010557174683,49.77271270751953,2552.587890625,0,,,26538.9140625
nonzero_only_context_radius_seed17,2000,115.9122085571289,44.630401611328125,2552.587890625,0.0395781472325325,98.25156331062317,44.630401611328125,2552.587890625,0,,,26618.31640625
nonzero_only_training_cost_scale_seed17,0,,2552.587890625,2552.587890625,2.263629674911499,0.0,2552.587890625,2552.587890625,0,,,0.0
nonzero_only_training_cost_scale_seed17,1,0.0744331032037735,2552.58056640625,2552.587890625,2.2636232376098633,0.000286102294921875,2552.58056640625,2552.587890625,0,,,1.2722747325897217
nonzero_only_training_cost_scale_seed17,100,0.7223252654075623,1777.3033447265625,2552.587890625,1.5761089324951172,30.37249445915222,1777.3033447265625,2552.587890625,0,,,3805.255859375
nonzero_only_training_cost_scale_seed17,200,2.8935041427612305,1129.2354736328125,2552.587890625,1.0014036893844604,55.761152505874634,1129.2354736328125,2552.587890625,0,,,8464.96875
nonzero_only_training_cost_scale_seed17,300,8.402898788452148,670.2198486328125,2552.587890625,0.5943495631217957,73.74351620674133,670.2198486328125,2552.587890625,0,,,13070.1953125
nonzero_only_training_cost_scale_seed17,400,13.352214813232422,377.5104064941406,2552.587890625,0.334775447845459,85.21068096160889,377.5104064941406,2552.587890625,0,,,17257.068359375
nonzero_only_training_cost_scale_seed17,500,13.520881652832031,283.30108642578125,2552.587890625,0.2512308359146118,88.9014184474945,283.30108642578125,2552.587890625,0,,,19711.388671875
nonzero_only_training_cost_scale_seed17,600,6.81028938293457,217.98153686523438,2552.587890625,0.1933055818080902,91.46037101745605,217.98153686523438,2552.587890625,0,,,21563.5703125
nonzero_only_training_cost_scale_seed17,700,10.42723274230957,172.11233520507812,2552.587890625,0.15262886881828308,93.25733780860901,172.11233520507812,2552.587890625,0,,,23040.900390625
nonzero_only_training_cost_scale_seed17,800,19.38277244567871,126.09880065917969,2552.587890625,0.1118241548538208,95.05996108055115,126.09880065917969,2552.587890625,0,,,24268.349609375
nonzero_only_training_cost_scale_seed17,900,16.537729263305664,99.18177032470703,2552.587890625,0.08795419335365295,96.11446261405945,99.18177032470703,2552.587890625,0,,,24816.43359375
nonzero_only_training_cost_scale_seed17,1000,19.86448860168457,85.23155212402344,2552.587890625,0.07558316737413406,96.660977602005,85.23155212402344,2552.587890625,0,,,25601.22265625
nonzero_only_training_cost_scale_seed17,1100,21.096601486206055,77.51387023925781,2552.587890625,0.0687391385436058,96.96332216262817,77.51387023925781,2552.587890625,0,,,26310.0703125
nonzero_only_training_cost_scale_seed17,1200,20.83006477355957,69.10164642333984,2552.587890625,0.06127920001745224,97.29287624359131,69.10164642333984,2552.587890625,0,,,26485.375
nonzero_only_training_cost_scale_seed17,1300,21.33095932006836,65.6535415649414,2552.587890625,0.058221425861120224,97.42796421051025,65.6535415649414,2552.587890625,0,,,26491.541015625
nonzero_only_training_cost_scale_seed17,1400,21.562110900878906,61.73632049560547,2552.587890625,0.05474764108657837,97.58142232894897,61.73632049560547,2552.587890625,0,,,26523.4609375
nonzero_only_training_cost_scale_seed17,1500,19.31634521484375,58.388023376464844,2552.587890625,0.05177837982773781,97.71259427070618,58.388023376464844,2552.587890625,0,,,26482.697265625
nonzero_only_training_cost_scale_seed17,1600,20.87099266052246,53.540863037109375,2552.587890625,0.04747992753982544,97.9024887084961,53.540863037109375,2552.587890625,0,,,26506.90625
nonzero_only_training_cost_scale_seed17,1700,20.52549934387207,49.60665512084961,2552.587890625,0.0439910814166069,98.0566143989563,49.60665512084961,2552.587890625,0,,,26510.220703125
nonzero_only_training_cost_scale_seed17,1800,21.95510482788086,46.855628967285156,2552.587890625,0.04155147448182106,98.16438555717468,46.855628967285156,2552.587890625,0,,,26519.521484375
nonzero_only_training_cost_scale_seed17,1900,21.158170700073242,50.01856231689453,2552.587890625,0.04435635730624199,98.04047346115112,50.01856231689453,2552.587890625,0,,,26501.1875
nonzero_only_training_cost_scale_seed17,2000,21.324861526489258,43.0362548828125,2552.587890625,0.03816446289420128,98.31401705741882,43.0362548828125,2552.587890625,0,,,26525.33203125
nonzero_only_context_radius_seed29,0,,2552.587890625,2552.587890625,2.263629674911499,0.0,2552.587890625,2552.587890625,0,,,0.0
nonzero_only_context_radius_seed29,1,75.7232666015625,2535.16064453125,2552.587890625,2.2481751441955566,0.6827294826507568,2535.16064453125,2552.587890625,0,,,1903.964111328125
nonzero_only_context_radius_seed29,100,102.75263977050781,484.87054443359375,2552.587890625,0.4299822151660919,81.0047447681427,484.87054443359375,2552.587890625,0,,,12917.0029296875
nonzero_only_context_radius_seed29,200,83.77019500732422,75.80259704589844,2552.587890625,0.06722158938646317,97.03036546707153,75.80259704589844,2552.587890625,0,,,26578.697265625
nonzero_only_context_radius_seed29,300,165.6685791015625,78.02045440673828,2552.587890625,0.06918837875127792,96.94347381591797,78.02045440673828,2552.587890625,0,,,26658.79296875
nonzero_only_context_radius_seed29,400,101.12521362304688,64.057373046875,2552.587890625,0.05680594593286514,97.49049544334412,64.057373046875,2552.587890625,0,,,26524.2421875
nonzero_only_context_radius_seed29,500,143.7724151611328,69.38951110839844,2552.587890625,0.06153447553515434,97.2815990447998,69.38951110839844,2552.587890625,0,,,26648.607421875
nonzero_only_context_radius_seed29,600,153.50987243652344,54.60477828979492,2552.587890625,0.0484234057366848,97.86080718040466,54.60477828979492,2552.587890625,0,,,26471.6015625
nonzero_only_context_radius_seed29,700,146.415283203125,64.96295928955078,2552.587890625,0.05760901793837547,97.45501279830933,64.96295928955078,2552.587890625,0,,,26494.265625
nonzero_only_context_radius_seed29,800,157.44369506835938,66.56094360351562,2552.587890625,0.05902610719203949,97.39241600036621,66.56094360351562,2552.587890625,0,,,26491.396484375
nonzero_only_context_radius_seed29,900,127.15312957763672,73.83248901367188,2552.587890625,0.0654745027422905,97.10754156112671,73.83248901367188,2552.587890625,0,,,26517.34765625
nonzero_only_context_radius_seed29,1000,122.42758178710938,61.47439193725586,2552.587890625,0.05451536551117897,97.5916862487793,61.47439193725586,2552.587890625,0,,,26669.802734375
nonzero_only_context_radius_seed29,1100,158.1368865966797,54.7592658996582,2552.587890625,0.048560403287410736,97.85475730895996,54.7592658996582,2552.587890625,0,,,26667.330078125
nonzero_only_context_radius_seed29,1200,156.0216827392578,49.83018493652344,2552.587890625,0.04418930411338806,98.0478584766388,49.83018493652344,2552.587890625,0,,,26624.2265625
nonzero_only_context_radius_seed29,1300,166.93875122070312,52.10791778564453,2552.587890625,0.046209193766117096,97.95862436294556,52.10791778564453,2552.587890625,0,,,26621.580078125
nonzero_only_context_radius_seed29,1400,161.83929443359375,46.25398635864258,2552.587890625,0.041017938405275345,98.18795919418335,46.25398635864258,2552.587890625,0,,,26649.59375
nonzero_only_context_radius_seed29,1500,136.97007751464844,63.198699951171875,2552.587890625,0.056044477969408035,97.52413034439087,63.198699951171875,2552.587890625,0,,,26548.984375
nonzero_only_context_radius_seed29,1600,141.88815307617188,47.06310272216797,2552.587890625,0.041735462844371796,98.1562614440918,47.06310272216797,2552.587890625,0,,,26479.30859375
nonzero_only_context_radius_seed29,1700,112.38079071044922,50.16543960571289,2552.587890625,0.04448660835623741,98.0347216129303,50.16543960571289,2552.587890625,0,,,26570.583984375
nonzero_only_context_radius_seed29,1800,127.8199234008789,36.71303176879883,2552.587890625,0.03255704045295715,98.56173396110535,36.71303176879883,2552.587890625,0,,,26607.814453125
nonzero_only_context_radius_seed29,1900,120.75711059570312,43.35712432861328,2552.587890625,0.0384490080177784,98.3014464378357,43.35712432861328,2552.587890625,0,,,26621.63671875
nonzero_only_context_radius_seed29,2000,93.81101989746094,54.78721618652344,2552.587890625,0.0485851913690567,97.8536605834961,54.78721618652344,2552.587890625,0,,,26413.5390625
nonzero_only_training_cost_scale_seed29,0,,2552.587890625,2552.587890625,2.263629674911499,0.0,2552.587890625,2552.587890625,0,,,0.0
nonzero_only_training_cost_scale_seed29,1,0.07556750625371933,2552.58935546875,2552.587890625,2.2636311054229736,-5.9604644775390625e-05,2552.58935546875,2552.587890625,0,,,1.4602934122085571
nonzero_only_training_cost_scale_seed29,100,0.8260697722434998,1809.04150390625,2552.587890625,1.6042542457580566,29.129117727279663,1809.04150390625,2552.587890625,0,,,3985.7177734375
nonzero_only_training_cost_scale_seed29,200,3.0195159912109375,965.49462890625,2552.587890625,0.8561986684799194,62.17585206031799,965.49462890625,2552.587890625,0,,,12843.34765625
nonzero_only_training_cost_scale_seed29,300,7.103793621063232,521.7047119140625,2552.587890625,0.4626466631889343,79.56173419952393,521.7047119140625,2552.587890625,0,,,13036.3056640625
nonzero_only_training_cost_scale_seed29,400,10.012575149536133,293.5129089355469,2552.587890625,0.2602866590023041,88.50135803222656,293.5129089355469,2552.587890625,0,,,18761.369140625
nonzero_only_training_cost_scale_seed29,500,8.464378356933594,209.21632385253906,2552.587890625,0.1855325996875763,91.80375337600708,209.21632385253906,2552.587890625,0,,,21552.98828125
nonzero_only_training_cost_scale_seed29,600,14.306343078613281,147.67355346679688,2552.587890625,0.13095660507678986,94.21474933624268,147.67355346679688,2552.587890625,0,,,23542.8984375
nonzero_only_training_cost_scale_seed29,700,12.743552207946777,115.78901672363281,2552.587890625,0.102681465446949,95.46386003494263,115.78901672363281,2552.587890625,0,,,24723.15234375
nonzero_only_training_cost_scale_seed29,800,12.469339370727539,93.53394317626953,2552.587890625,0.08294571191072464,96.33572101593018,93.53394317626953,2552.587890625,0,,,25447.998046875
nonzero_only_training_cost_scale_seed29,900,10.34182071685791,82.2956314086914,2552.587890625,0.07297959923744202,96.7759907245636,82.2956314086914,2552.587890625,0,,,26254.234375
nonzero_only_training_cost_scale_seed29,1000,11.441179275512695,62.59636688232422,2552.587890625,0.05551033094525337,97.54772782325745,62.59636688232422,2552.587890625,0,,,26518.6796875
nonzero_only_training_cost_scale_seed29,1100,16.631418228149414,68.03192901611328,2552.587890625,0.060330573469400406,97.33478426933289,68.03192901611328,2552.587890625,0,,,26479.685546875
nonzero_only_training_cost_scale_seed29,1200,15.240437507629395,57.57865905761719,2552.587890625,0.05106063559651375,97.74430394172668,57.57865905761719,2552.587890625,0,,,26522.427734375
nonzero_only_training_cost_scale_seed29,1300,16.180814743041992,49.877567291259766,2552.587890625,0.04423132538795471,98.0459988117218,49.877567291259766,2552.587890625,0,,,26575.87890625
nonzero_only_training_cost_scale_seed29,1400,16.68141746520996,51.34228515625,2552.587890625,0.04553023353219032,97.98861742019653,51.34228515625,2552.587890625,0,,,26580.759765625
nonzero_only_training_cost_scale_seed29,1500,17.618377685546875,48.33304214477539,2552.587890625,0.04286164417862892,98.10650944709778,48.33304214477539,2552.587890625,0,,,26591.236328125
nonzero_only_training_cost_scale_seed29,1600,16.570594787597656,45.165279388427734,2552.587890625,0.04005247727036476,98.23060631752014,45.165279388427734,2552.587890625,0,,,26598.556640625
nonzero_only_training_cost_scale_seed29,1700,16.380233764648438,39.4785270690918,2552.587890625,0.0350094772875309,98.45339059829712,39.4785270690918,2552.587890625,0,,,26570.775390625
nonzero_only_training_cost_scale_seed29,1800,17.593963623046875,42.024818420410156,2552.587890625,0.037267521023750305,98.35363626480103,42.024818420410156,2552.587890625,0,,,26601.48046875
nonzero_only_training_cost_scale_seed29,1900,15.772862434387207,37.54067611694336,2552.587890625,0.03329099342226982,98.52930903434753,37.54067611694336,2552.587890625,0,,,26599.37890625
nonzero_only_training_cost_scale_seed29,2000,17.180938720703125,36.34123611450195,2552.587890625,0.03222733363509178,98.57629537582397,36.34123611450195,2552.587890625,0,,,26592.837890625
nonzero_only_context_radius_seed43,0,,2552.587890625,2552.587890625,2.263629674911499,0.0,2552.587890625,2552.587890625,0,,,0.0
nonzero_only_context_radius_seed43,1,73.69498443603516,2511.92236328125,2552.587890625,2.227567672729492,1.593106985092163,2511.92236328125,2552.587890625,0,,,1452.71142578125
nonzero_only_context_radius_seed43,100,89.17387390136719,326.19927978515625,2552.587890625,0.28927284479141235,87.22084164619446,326.19927978515625,2552.587890625,0,,,16332.8876953125
nonzero_only_context_radius_seed43,200,148.26968383789062,60.42253494262695,2552.587890625,0.053582578897476196,97.63289093971252,60.42253494262695,2552.587890625,0,,,26625.21875
nonzero_only_context_radius_seed43,300,64.6100082397461,79.99324798583984,2552.587890625,0.07093784958124161,96.8661904335022,79.99324798583984,2552.587890625,0,,,26475.123046875
nonzero_only_context_radius_seed43,400,142.36582946777344,80.83133697509766,2552.587890625,0.07168106734752655,96.83336019515991,80.83133697509766,2552.587890625,0,,,26430.26953125
nonzero_only_context_radius_seed43,500,167.86961364746094,61.29119873046875,2552.587890625,0.054352909326553345,97.59886264801025,61.29119873046875,2552.587890625,0,,,26456.3671875
nonzero_only_context_radius_seed43,600,162.1343536376953,72.43659210205078,2552.587890625,0.06423661857843399,97.16222882270813,72.43659210205078,2552.587890625,0,,,26491.482421875
nonzero_only_context_radius_seed43,700,155.3588409423828,64.4556655883789,2552.587890625,0.05715915188193321,97.47489094734192,64.4556655883789,2552.587890625,0,,,26553.880859375
nonzero_only_context_radius_seed43,800,118.63572692871094,89.48929595947266,2552.587890625,0.07935892045497894,96.49417400360107,89.48929595947266,2552.587890625,0,,,26453.37890625
nonzero_only_context_radius_seed43,900,152.170166015625,49.20542526245117,2552.587890625,0.04363527148962021,98.07233214378357,49.20542526245117,2552.587890625,0,,,26606.224609375
nonzero_only_context_radius_seed43,1000,88.15120697021484,64.89449310302734,2552.587890625,0.05754830315709114,97.45769500732422,64.89449310302734,2552.587890625,0,,,26636.009765625
nonzero_only_context_radius_seed43,1100,134.26544189453125,62.474212646484375,2552.587890625,0.0554020032286644,97.55251407623291,62.474212646484375,2552.587890625,0,,,26506.99609375
nonzero_only_context_radius_seed43,1200,161.7869110107422,42.69389724731445,2552.587890625,0.03786085918545723,98.32742810249329,42.69389724731445,2552.587890625,0,,,26539.345703125
nonzero_only_context_radius_seed43,1300,165.4446563720703,45.80681228637695,2552.587890625,0.04062138870358467,98.20547699928284,45.80681228637695,2552.587890625,0,,,26506.1484375
nonzero_only_context_radius_seed43,1400,160.02085876464844,44.61806106567383,2552.587890625,0.03956720605492592,98.25204610824585,44.61806106567383,2552.587890625,0,,,26455.400390625
nonzero_only_context_radius_seed43,1500,124.26253509521484,51.44953918457031,2552.587890625,0.045625343918800354,97.98441529273987,51.44953918457031,2552.587890625,0,,,26493.5546875
nonzero_only_context_radius_seed43,1600,136.96360778808594,41.618778228759766,2552.587890625,0.03690744563937187,98.36954474449158,41.618778228759766,2552.587890625,0,,,26547.65234375
nonzero_only_context_radius_seed43,1700,133.95065307617188,42.88919448852539,2552.587890625,0.038034047931432724,98.31977486610413,42.88919448852539,2552.587890625,0,,,26527.171875
nonzero_only_context_radius_seed43,1800,117.3390121459961,53.195655822753906,2552.587890625,0.04717379808425903,97.91601300239563,53.195655822753906,2552.587890625,0,,,26556.302734375
nonzero_only_context_radius_seed43,1900,92.12890625,63.93768310546875,2552.587890625,0.056699804961681366,97.49518036842346,63.93768310546875,2552.587890625,0,,,26575.02734375
nonzero_only_context_radius_seed43,2000,96.91048431396484,40.009124755859375,2552.587890625,0.035480011254549026,98.43260645866394,40.009124755859375,2552.587890625,0,,,26569.7265625
nonzero_only_training_cost_scale_seed43,0,,2552.587890625,2552.587890625,2.263629674911499,0.0,2552.587890625,2552.587890625,0,,,0.0
nonzero_only_training_cost_scale_seed43,1,0.07381749898195267,2552.5537109375,2552.587890625,2.263599395751953,0.001341104507446289,2552.5537109375,2552.587890625,0,,,1.3133161067962646
nonzero_only_training_cost_scale_seed43,100,0.8384929299354553,1781.91796875,2552.587890625,1.5802011489868164,30.191707611083984,1781.91796875,2552.587890625,0,,,3364.00146484375
nonzero_only_training_cost_scale_seed43,200,3.4719486236572266,917.0758056640625,2552.587890625,0.8132609128952026,64.07270431518555,917.0758056640625,2552.587890625,0,,,9820.84765625
nonzero_only_training_cost_scale_seed43,300,6.565525531768799,324.26373291015625,2552.587890625,0.28755640983581543,87.29666471481323,324.26373291015625,2552.587890625,0,,,17966.94140625
nonzero_only_training_cost_scale_seed43,400,8.57094955444336,195.20187377929688,2552.587890625,0.17310461401939392,92.35278367996216,195.20187377929688,2552.587890625,0,,,21766.482421875
nonzero_only_training_cost_scale_seed43,500,12.066540718078613,114.81648254394531,2552.587890625,0.10181902348995209,95.50195932388306,114.81648254394531,2552.587890625,0,,,24311.296875
nonzero_only_training_cost_scale_seed43,600,14.359721183776855,92.99502563476562,2552.587890625,0.08246779441833496,96.35683298110962,92.99502563476562,2552.587890625,0,,,25502.224609375
nonzero_only_training_cost_scale_seed43,700,14.934394836425781,67.9920654296875,2552.587890625,0.0602952241897583,97.336345911026,67.9920654296875,2552.587890625,0,,,26485.81640625
nonzero_only_training_cost_scale_seed43,800,7.173495292663574,100.00588989257812,2552.587890625,0.08868502080440521,96.08217477798462,100.00588989257812,2552.587890625,0,,,26701.87890625
nonzero_only_training_cost_scale_seed43,900,15.602499961853027,57.485107421875,2552.587890625,0.0509776771068573,97.74796962738037,57.485107421875,2552.587890625,0,,,26576.83984375
nonzero_only_training_cost_scale_seed43,1000,16.151174545288086,55.445518493652344,2552.587890625,0.04916897043585777,97.82786965370178,55.445518493652344,2552.587890625,0,,,26586.138671875
nonzero_only_training_cost_scale_seed43,1100,13.913765907287598,61.36412811279297,2552.587890625,0.05441758409142494,97.59600162506104,61.36412811279297,2552.587890625,0,,,26618.287109375
nonzero_only_training_cost_scale_seed43,1200,15.678010940551758,50.77210235595703,2552.587890625,0.04502459615468979,98.01095724105835,50.77210235595703,2552.587890625,0,,,26573.5078125
nonzero_only_training_cost_scale_seed43,1300,8.107001304626465,50.537803649902344,2552.587890625,0.044816821813583374,98.02013635635376,50.537803649902344,2552.587890625,0,,,26618.369140625
nonzero_only_training_cost_scale_seed43,1400,15.063865661621094,47.885379791259766,2552.587890625,0.04246465489268303,98.1240451335907,47.885379791259766,2552.587890625,0,,,26485.154296875
nonzero_only_training_cost_scale_seed43,1500,15.065540313720703,45.57112121582031,2552.587890625,0.04041237756609917,98.21470975875854,45.57112121582031,2552.587890625,0,,,26509.39453125
nonzero_only_training_cost_scale_seed43,1600,15.03439998626709,44.232879638671875,2552.587890625,0.03922562673687935,98.26713800430298,44.232879638671875,2552.587890625,0,,,26506.958984375
nonzero_only_training_cost_scale_seed43,1700,15.078070640563965,40.31617736816406,2552.587890625,0.0357523038983345,98.42057824134827,40.31617736816406,2552.587890625,0,,,26502.375
nonzero_only_training_cost_scale_seed43,1800,15.033914566040039,39.3270263671875,2552.587890625,0.03487512469291687,98.45932722091675,39.3270263671875,2552.587890625,0,,,26508.001953125
nonzero_only_training_cost_scale_seed43,1900,13.143632888793945,51.187984466552734,2552.587890625,0.04539339989423752,97.99466133117676,51.187984466552734,2552.587890625,0,,,26624.19921875
nonzero_only_training_cost_scale_seed43,2000,10.42823600769043,40.102821350097656,2552.587890625,0.03556310012936592,98.42893481254578,40.102821350097656,2552.587890625,0,,,26549.197265625
mixed_zero_context_radius_seed17,0,,1276.2939453125,1276.2939453125,1.1318148374557495,0.0,2552.587890625,2552.587890625,16,0.0,,0.0
mixed_zero_context_radius_seed17,1,37.261287689208984,1471.09716796875,1276.2939453125,1.3045659065246582,-15.263199806213379,2541.06982421875,2552.587890625,16,401.1245422363281,,1636.0186767578125
mixed_zero_context_radius_seed17,100,86.15149688720703,660.7335205078125,1276.2939453125,0.5859371423721313,48.23030233383179,1236.06396484375,2552.587890625,16,85.40296936035156,,10858.98828125
mixed_zero_context_radius_seed17,200,78.19950866699219,369.38665771484375,1276.2939453125,0.3275713324546814,71.05786800384521,632.5872802734375,2552.587890625,16,106.1859130859375,,12734.1640625
mixed_zero_context_radius_seed17,300,67.22589874267578,109.43421936035156,1276.2939453125,0.09704603999853134,91.42562747001648,132.25115966796875,2552.587890625,16,86.61725616455078,,26241.01171875
mixed_zero_context_radius_seed17,400,129.71400451660156,104.77052307128906,1276.2939453125,0.0929102823138237,91.79103374481201,133.321533203125,2552.587890625,16,76.21952819824219,,26711.98828125
mixed_zero_context_radius_seed17,500,114.97681427001953,124.87509155273438,1276.2939453125,0.11073897778987885,90.21580219268799,172.38819885253906,2552.587890625,16,77.36199188232422,,26585.587890625
mixed_zero_context_radius_seed17,600,101.93814086914062,57.82257843017578,1276.2939453125,0.05127694457769394,95.4694926738739,72.68197631835938,2552.587890625,16,42.96317672729492,,26654.49609375
mixed_zero_context_radius_seed17,700,104.52449035644531,49.14152526855469,1276.2939453125,0.043578602373600006,96.14967107772827,59.55767059326172,2552.587890625,16,38.72538757324219,,26615.966796875
mixed_zero_context_radius_seed17,800,68.49998474121094,73.37712097167969,1276.2939453125,0.06507068127393723,94.25076842308044,90.3067626953125,2552.587890625,16,56.447479248046875,,26687.00390625
mixed_zero_context_radius_seed17,900,90.32215118408203,38.88356018066406,1276.2939453125,0.03448186069726944,96.95339798927307,42.57169723510742,2552.587890625,16,35.1954231262207,,26556.26171875
mixed_zero_context_radius_seed17,1000,77.73948669433594,43.689476013183594,1276.2939453125,0.03874373808503151,96.57684564590454,55.129417419433594,2552.587890625,16,32.249534606933594,,26529.619140625
mixed_zero_context_radius_seed17,1100,135.3636474609375,41.17352294921875,1276.2939453125,0.0365125946700573,96.77397608757019,49.055397033691406,2552.587890625,16,33.29165267944336,,26568.458984375
mixed_zero_context_radius_seed17,1200,131.0130615234375,44.12003707885742,1276.2939453125,0.039125557988882065,96.54311537742615,51.46767807006836,2552.587890625,16,36.772396087646484,,26508.28515625
mixed_zero_context_radius_seed17,1300,142.79556274414062,42.77268981933594,1276.2939453125,0.03793073445558548,96.64868116378784,51.440757751464844,2552.587890625,16,34.10462951660156,,26642.345703125
mixed_zero_context_radius_seed17,1400,152.79876708984375,46.83955001831055,1276.2939453125,0.041537217795848846,96.3300347328186,56.90761947631836,2552.587890625,16,36.771484375,,26579.25
mixed_zero_context_radius_seed17,1500,129.3999786376953,38.70936965942383,1276.2939453125,0.03432738780975342,96.96704745292664,43.762332916259766,2552.587890625,16,33.65640640258789,,26462.734375
mixed_zero_context_radius_seed17,1600,119.68145751953125,42.1849479675293,1276.2939453125,0.037409525364637375,96.69473171234131,49.38206481933594,2552.587890625,16,34.987831115722656,,26466.5625
mixed_zero_context_radius_seed17,1700,109.10414123535156,31.695030212402344,1276.2939453125,0.028107088059186935,97.5166380405426,36.965370178222656,2552.587890625,16,26.424697875976562,,26535.84765625
mixed_zero_context_radius_seed17,1800,118.08834075927734,39.16796875,1276.2939453125,0.03473407402634621,96.93111777305603,45.748870849609375,2552.587890625,16,32.587074279785156,,26509.04296875
mixed_zero_context_radius_seed17,1900,105.3333740234375,46.843505859375,1276.2939453125,0.0415407232940197,96.32972478866577,53.971675872802734,2552.587890625,16,39.71533203125,,26496.98828125
mixed_zero_context_radius_seed17,2000,93.33853149414062,41.838619232177734,1276.2939453125,0.03710240125656128,96.72186374664307,49.175804138183594,2552.587890625,16,34.501426696777344,,26589.064453125
mixed_zero_training_cost_scale_seed17,0,,1276.2939453125,1276.2939453125,1.1318148374557495,0.0,2552.587890625,2552.587890625,16,0.0,,0.0
mixed_zero_training_cost_scale_seed17,1,0.03721655160188675,1276.689453125,1276.2939453125,1.132165551185608,-0.030994415283203125,2552.580810546875,2552.587890625,16,0.7980487942695618,,1.2722419500350952
mixed_zero_training_cost_scale_seed17,100,0.5250217318534851,1036.60693359375,1276.2939453125,0.9192609190940857,18.779921531677246,2055.814453125,2552.587890625,16,17.399669647216797,,3712.03369140625
mixed_zero_training_cost_scale_seed17,200,1.2419588565826416,816.1293334960938,1276.2939453125,0.7237418293952942,36.05475425720215,1613.3916015625,2552.587890625,16,18.867063522338867,,4745.498046875
mixed_zero_training_cost_scale_seed17,300,1.8191452026367188,640.0226440429688,1276.2939453125,0.5675707459449768,49.8530387878418,1257.707275390625,2552.587890625,16,22.337995529174805,,6947.77294921875
mixed_zero_training_cost_scale_seed17,400,2.8778724670410156,544.051513671875,1276.2939453125,0.4824637770652771,57.37255811691284,1066.806396484375,2552.587890625,16,21.29669952392578,,8462.2080078125
