group,subset,component,mean_pp,low_pp,high_pp
damping097_fold1_seed17_all,hard,support_difference,0.0,0.0,0.0
damping097_fold1_seed17_all,hard,total,0.0,0.0,0.0
damping097_fold1_seed17_all,hard,ranking_at_control_count,0.0,0.0,0.0
damping097_fold1_seed17_all,hard,ranking_at_supported_count,0.0,0.0,0.0
damping097_fold1_seed17_all,hard,coverage_with_supported_ranking,0.0,0.0,0.0
damping097_fold1_seed17_all,hard,coverage_with_control_ranking,0.0,0.0,0.0
damping097_fold1_seed17_easy,all,full_total,-2.860785476772762,-3.4163060155540337,-2.183024406910197
damping097_fold1_seed17_easy,all,support_difference,0.0,0.0,0.0
damping097_fold1_seed17_easy,all,total,-2.860785476772762,-3.4163060155540337,-2.183024406910197
damping097_fold1_seed17_easy,all,ranking_at_control_count,-0.41135578376452253,-0.6950935279560864,-0.15028992036844396
