model,dataset,subset,horizon,ADE,FDE,baseline_ADE,baseline_FDE,improvement,ci_low,ci_high,episodes,alpha_mean,failure_prob,intervention_rate,false_intervention_rate,residual_mag
failure_predictor_only_gate,tgsim,verified_t100,100,2.689692,6.12394,2.659638,6.062032,-0.010212,-0.518176,-0.004678,4,0.041716,0.17568,0.2,0.15,0.703979
failure_predictor_only_gate,tgsim_i90,all,1,0.006646,0.006646,0.006646,0.006646,0.0,0.0,0.0,6,0.044,0.359824,0.0,0.0,2.021986
failure_predictor_only_gate,tgsim_i90,all,10,0.109529,0.270248,0.11102,0.273352,0.011357,-0.031782,0.025952,6,0.044,0.359824,0.0,0.0,2.021986
failure_predictor_only_gate,tgsim_i90,all,25,0.578947,1.577096,0.593701,1.598133,0.013163,-0.139418,0.063636,6,0.044,0.359824,0.0,0.0,2.021986
failure_predictor_only_gate,tgsim_i90,all,50,1.848181,4.521113,1.863436,4.548539,0.00603,-0.021402,0.022526,6,0.044,0.359824,0.0,0.0,2.021986
failure_predictor_only_gate,tgsim_i90,all,100,4.594631,10.214488,4.693825,10.327657,0.010958,-0.012624,0.036247,6,0.044,0.359824,0.0,0.0,2.021986
failure_predictor_only_gate,tgsim_i90,hard,1,0.005737,0.005737,0.005737,0.005737,0.0,,,1,0.044,0.436376,0.0,0.0,1.235246
failure_predictor_only_gate,tgsim_i90,hard,10,0.088915,0.22171,0.089575,0.222759,0.004712,,,1,0.044,0.436376,0.0,0.0,1.235246
failure_predictor_only_gate,tgsim_i90,hard,25,0.509905,1.475633,0.507399,1.470148,-0.003731,,,1,0.044,0.436376,0.0,0.0,1.235246
failure_predictor_only_gate,tgsim_i90,hard,50,1.762932,4.031811,1.74692,4.008431,-0.005833,,,1,0.044,0.436376,0.0,0.0,1.235246
failure_predictor_only_gate,tgsim_i90,hard,100,3.222403,6.096299,3.376514,6.388728,0.045773,,,1,0.044,0.436376,0.0,0.0,1.235246
failure_predictor_only_gate,tgsim_i90,extreme,1,0.006827,0.006827,0.006827,0.006827,0.0,0.0,0.0,5,0.044,0.344514,0.0,0.0,2.179333
failure_predictor_only_gate,tgsim_i90,extreme,10,0.113652,0.279955,0.115309,0.283471,0.012402,-0.036255,0.026156,5,0.044,0.344514,0.0,0.0,2.179333
failure_predictor_only_gate,tgsim_i90,extreme,25,0.592755,1.597389,0.610961,1.62373,0.016223,-0.161785,0.071135,5,0.044,0.344514,0.0,0.0,2.179333
failure_predictor_only_gate,tgsim_i90,extreme,50,1.865231,4.618973,1.886739,4.656561,0.008072,-0.025404,0.027305,5,0.044,0.344514,0.0,0.0,2.179333
failure_predictor_only_gate,tgsim_i90,extreme,100,4.869077,11.038126,4.957287,11.115443,0.006956,-0.021927,0.029584,5,0.044,0.344514,0.0,0.0,2.179333
failure_predictor_only_gate,tgsim_i90,baseline_failure,1,0.005499,0.005499,0.005499,0.005499,0.0,0.0,0.0,5,0.044,0.386893,0.0,0.0,1.811009
failure_predictor_only_gate,tgsim_i90,baseline_failure,10,0.090016,0.221938,0.090014,0.222019,0.000368,-0.039902,0.017116,5,0.044,0.386893,0.0,0.0,1.811009
failure_predictor_only_gate,tgsim_i90,baseline_failure,25,0.532766,1.499595,0.522242,1.470105,-0.02006,-0.171752,0.026721,5,0.044,0.386893,0.0,0.0,1.811009
failure_predictor_only_gate,tgsim_i90,baseline_failure,50,1.802216,4.642147,1.803892,4.643147,0.000215,-0.02916,0.014059,5,0.044,0.386893,0.0,0.0,1.811009
failure_predictor_only_gate,tgsim_i90,baseline_failure,100,4.95257,11.622993,5.039774,11.775393,0.012942,-0.004378,0.042547,5,0.044,0.386893,0.0,0.0,1.811009
failure_predictor_only_gate,tgsim_i90,traffic,1,0.006646,0.006646,0.006646,0.006646,0.0,0.0,0.0,6,0.044,0.359824,0.0,0.0,2.021986
failure_predictor_only_gate,tgsim_i90,traffic,10,0.109529,0.270248,0.11102,0.273352,0.011357,-0.031782,0.025952,6,0.044,0.359824,0.0,0.0,2.021986
failure_predictor_only_gate,tgsim_i90,traffic,25,0.578947,1.577096,0.593701,1.598133,0.013163,-0.139418,0.063636,6,0.044,0.359824,0.0,0.0,2.021986
failure_predictor_only_gate,tgsim_i90,traffic,50,1.848181,4.521113,1.863436,4.548539,0.00603,-0.021402,0.022526,6,0.044,0.359824,0.0,0.0,2.021986
failure_predictor_only_gate,tgsim_i90,traffic,100,4.594631,10.214488,4.693825,10.327657,0.010958,-0.012624,0.036247,6,0.044,0.359824,0.0,0.0,2.021986
failure_predictor_only_gate,tgsim_i90,verified_t50,1,0.006646,0.006646,0.006646,0.006646,0.0,0.0,0.0,6,0.044,0.359824,0.0,0.0,2.021986
failure_predictor_only_gate,tgsim_i90,verified_t50,10,0.109529,0.270248,0.11102,0.273352,0.011357,-0.031782,0.025952,6,0.044,0.359824,0.0,0.0,2.021986
failure_predictor_only_gate,tgsim_i90,verified_t50,25,0.578947,1.577096,0.593701,1.598133,0.013163,-0.139418,0.063636,6,0.044,0.359824,0.0,0.0,2.021986
failure_predictor_only_gate,tgsim_i90,verified_t50,50,1.848181,4.521113,1.863436,4.548539,0.00603,-0.021402,0.022526,6,0.044,0.359824,0.0,0.0,2.021986
failure_predictor_only_gate,tgsim_i90,verified_t50,100,4.594631,10.214488,4.693825,10.327657,0.010958,-0.012624,0.036247,6,0.044,0.359824,0.0,0.0,2.021986
failure_predictor_only_gate,tgsim_i90,verified_t100,1,0.006646,0.006646,0.006646,0.006646,0.0,0.0,0.0,6,0.044,0.359824,0.0,0.0,2.021986
failure_predictor_only_gate,tgsim_i90,verified_t100,10,0.109529,0.270248,0.11102,0.273352,0.011357,-0.031782,0.025952,6,0.044,0.359824,0.0,0.0,2.021986
failure_predictor_only_gate,tgsim_i90,verified_t100,25,0.578947,1.577096,0.593701,1.598133,0.013163,-0.139418,0.063636,6,0.044,0.359824,0.0,0.0,2.021986
failure_predictor_only_gate,tgsim_i90,verified_t100,50,1.848181,4.521113,1.863436,4.548539,0.00603,-0.021402,0.022526,6,0.044,0.359824,0.0,0.0,2.021986
failure_predictor_only_gate,tgsim_i90,verified_t100,100,4.594631,10.214488,4.693825,10.327657,0.010958,-0.012624,0.036247,6,0.044,0.359824,0.0,0.0,2.021986
failure_predictor_only_gate,trajnet,all,1,0.059189,0.059189,0.059189,0.059189,0.0,0.0,0.0,7,0.0,0.221421,0.0,0.0,1.69381
failure_predictor_only_gate,trajnet,all,10,0.82033,1.434586,0.82033,1.434586,0.0,0.0,0.0,7,0.0,0.221421,0.0,0.0,1.69381
failure_predictor_only_gate,trajnet,easy,1,0.019507,0.019507,0.019507,0.019507,0.0,0.0,0.0,2,0.0,0.23259,0.0,0.0,2.055342
failure_predictor_only_gate,trajnet,easy,10,0.121791,0.18701,0.121791,0.18701,0.0,0.0,0.0,2,0.0,0.23259,0.0,0.0,2.055342
failure_predictor_only_gate,trajnet,medium,1,0.0,0.0,0.0,0.0,0.0,,,1,0.0,0.117108,0.0,0.0,0.402861
failure_predictor_only_gate,trajnet,medium,10,0.013868,0.069338,0.013868,0.069338,0.0,,,1,0.0,0.117108,0.0,0.0,0.402861
failure_predictor_only_gate,trajnet,hard,1,0.093828,0.093828,0.093828,0.093828,0.0,0.0,0.0,4,0.0,0.241914,0.0,0.0,1.835782
failure_predictor_only_gate,trajnet,hard,10,1.371215,2.399685,1.371215,2.399685,0.0,0.0,0.0,4,0.0,0.241914,0.0,0.0,1.835782
failure_predictor_only_gate,trajnet,baseline_failure,1,0.093828,0.093828,0.093828,0.093828,0.0,0.0,0.0,4,0.0,0.241914,0.0,0.0,1.835782
failure_predictor_only_gate,trajnet,baseline_failure,10,1.371215,2.399685,1.371215,2.399685,0.0,0.0,0.0,4,0.0,0.241914,0.0,0.0,1.835782
failure_predictor_only_gate,trajnet,pedestrian_drone,1,0.059189,0.059189,0.059189,0.059189,0.0,0.0,0.0,7,0.0,0.221421,0.0,0.0,1.69381
failure_predictor_only_gate,trajnet,pedestrian_drone,10,0.82033,1.434586,0.82033,1.434586,0.0,0.0,0.0,7,0.0,0.221421,0.0,0.0,1.69381
learned_alpha_gate,eth_ucy,all,1,0.084168,0.084168,0.084168,0.084168,0.0,0.0,0.0,6,0.046228,0.122073,0.166667,0.083333,0.735439
learned_alpha_gate,eth_ucy,all,10,0.354975,0.636288,0.395439,0.713643,0.108395,-0.063583,0.174196,6,0.046228,0.122073,0.166667,0.083333,0.735439
learned_alpha_gate,eth_ucy,easy,1,0.0,0.0,0.0,0.0,0.0,,,1,0.010655,0.080802,0.0,0.0,0.180569
learned_alpha_gate,eth_ucy,easy,10,0.004102,0.007458,0.0,0.0,-0.074583,,,1,0.010655,0.080802,0.0,0.0,0.180569
learned_alpha_gate,eth_ucy,medium,1,0.012018,0.012018,0.012018,0.012018,0.0,0.0,0.0,3,0.064782,0.142077,0.166667,0.166667,0.292917
learned_alpha_gate,eth_ucy,medium,10,0.119804,0.22115,0.144023,0.263202,0.159769,-0.098626,0.338628,3,0.064782,0.142077,0.166667,0.166667,0.292917
learned_alpha_gate,eth_ucy,hard,1,0.234475,0.234475,0.234475,0.234475,0.0,0.0,0.0,2,0.036182,0.112703,0.25,0.0,1.676659
learned_alpha_gate,eth_ucy,hard,10,0.883167,1.57341,0.970284,1.746128,0.098915,-0.029183,0.201812,2,0.036182,0.112703,0.25,0.0,1.676659
learned_alpha_gate,eth_ucy,baseline_failure,1,0.234475,0.234475,0.234475,0.234475,0.0,0.0,0.0,2,0.036182,0.112703,0.25,0.0,1.676659
learned_alpha_gate,eth_ucy,baseline_failure,10,0.883167,1.57341,0.970284,1.746128,0.098915,-0.029183,0.201812,2,0.036182,0.112703,0.25,0.0,1.676659
learned_alpha_gate,eth_ucy,pedestrian_drone,1,0.084168,0.084168,0.084168,0.084168,0.0,0.0,0.0,6,0.046228,0.122073,0.166667,0.083333,0.735439
learned_alpha_gate,eth_ucy,pedestrian_drone,10,0.354975,0.636288,0.395439,0.713643,0.108395,-0.063583,0.174196,6,0.046228,0.122073,0.166667,0.083333,0.735439
learned_alpha_gate,tgsim,all,1,0.001326,0.001326,0.001326,0.001326,0.0,0.0,0.0,4,0.139822,0.17568,0.25,0.15,0.703921
learned_alpha_gate,tgsim,all,10,0.042997,0.112008,0.042997,0.112008,0.0,0.0,0.0,4,0.139822,0.17568,0.25,0.15,0.703921
learned_alpha_gate,tgsim,all,25,0.410748,1.047276,0.257363,0.75285,-0.391081,-0.303993,-0.021443,4,0.139822,0.17568,0.25,0.15,0.703921
learned_alpha_gate,tgsim,all,50,1.373984,3.400095,0.982001,2.62938,-0.293116,-0.294565,0.059871,4,0.139822,0.17568,0.25,0.15,0.703921
learned_alpha_gate,tgsim,all,100,2.689689,6.123932,2.659638,6.062032,-0.010211,-0.518199,-0.004677,4,0.139822,0.17568,0.25,0.15,0.703921
learned_alpha_gate,tgsim,medium,1,0.000224,0.000224,0.000224,0.000224,0.0,0.0,0.0,2,0.057533,0.142705,0.2,0.2,0.551265
learned_alpha_gate,tgsim,medium,10,0.003985,0.010922,0.003985,0.010922,0.0,0.0,0.0,2,0.057533,0.142705,0.2,0.2,0.551265
learned_alpha_gate,tgsim,medium,25,0.017586,0.028397,0.012411,0.019863,-0.085348,-0.131833,-0.038863,2,0.057533,0.142705,0.2,0.2,0.551265
learned_alpha_gate,tgsim,medium,50,0.041179,0.101789,0.027277,0.069851,-0.319377,-0.29408,-0.256158,2,0.057533,0.142705,0.2,0.2,0.551265
learned_alpha_gate,tgsim,medium,100,0.097963,0.195507,0.064928,0.129012,-0.515417,-0.689417,-0.255579,2,0.057533,0.142705,0.2,0.2,0.551265
learned_alpha_gate,tgsim,hard,1,0.002428,0.002428,0.002428,0.002428,0.0,0.0,0.0,2,0.222112,0.208655,0.3,0.1,0.856577
learned_alpha_gate,tgsim,hard,10,0.08201,0.213094,0.08201,0.213094,0.0,0.0,0.0,2,0.222112,0.208655,0.3,0.1,0.856577
learned_alpha_gate,tgsim,hard,25,0.80391,2.066154,0.502315,1.485838,-0.390565,-0.39237,-0.004023,2,0.222112,0.208655,0.3,0.1,0.856577
learned_alpha_gate,tgsim,hard,50,2.706788,6.698401,1.936726,5.18891,-0.290907,-0.29505,0.177855,2,0.222112,0.208655,0.3,0.1,0.856577
learned_alpha_gate,tgsim,hard,100,5.281415,12.052357,5.254347,11.995052,-0.004777,-0.004811,-0.004543,2,0.222112,0.208655,0.3,0.1,0.856577
learned_alpha_gate,tgsim,baseline_failure,1,0.004669,0.004669,0.004669,0.004669,0.0,,,1,0.405995,0.325744,0.4,0.0,1.571425
learned_alpha_gate,tgsim,baseline_failure,10,0.159947,0.418199,0.159947,0.418199,0.0,,,1,0.405995,0.325744,0.4,0.0,1.571425
learned_alpha_gate,tgsim,baseline_failure,25,1.601399,4.11721,0.998028,2.956981,-0.39237,,,1,0.405995,0.325744,0.4,0.0,1.571425
learned_alpha_gate,tgsim,baseline_failure,50,5.39334,13.329147,3.847094,10.292379,-0.29505,,,1,0.405995,0.325744,0.4,0.0,1.571425
learned_alpha_gate,tgsim,baseline_failure,100,10.142799,21.068338,10.089779,20.967461,-0.004811,,,1,0.405995,0.325744,0.4,0.0,1.571425
learned_alpha_gate,tgsim,traffic,1,0.001326,0.001326,0.001326,0.001326,0.0,0.0,0.0,4,0.139822,0.17568,0.25,0.15,0.703921
learned_alpha_gate,tgsim,traffic,10,0.042997,0.112008,0.042997,0.112008,0.0,0.0,0.0,4,0.139822,0.17568,0.25,0.15,0.703921
learned_alpha_gate,tgsim,traffic,25,0.410748,1.047276,0.257363,0.75285,-0.391081,-0.303993,-0.021443,4,0.139822,0.17568,0.25,0.15,0.703921
learned_alpha_gate,tgsim,traffic,50,1.373984,3.400095,0.982001,2.62938,-0.293116,-0.294565,0.059871,4,0.139822,0.17568,0.25,0.15,0.703921
learned_alpha_gate,tgsim,traffic,100,2.689689,6.123932,2.659638,6.062032,-0.010211,-0.518199,-0.004677,4,0.139822,0.17568,0.25,0.15,0.703921
learned_alpha_gate,tgsim,verified_t50,1,0.001326,0.001326,0.001326,0.001326,0.0,0.0,0.0,4,0.139822,0.17568,0.25,0.15,0.703921
learned_alpha_gate,tgsim,verified_t50,10,0.042997,0.112008,0.042997,0.112008,0.0,0.0,0.0,4,0.139822,0.17568,0.25,0.15,0.703921
learned_alpha_gate,tgsim,verified_t50,25,0.410748,1.047276,0.257363,0.75285,-0.391081,-0.303993,-0.021443,4,0.139822,0.17568,0.25,0.15,0.703921
learned_alpha_gate,tgsim,verified_t50,50,1.373984,3.400095,0.982001,2.62938,-0.293116,-0.294565,0.059871,4,0.139822,0.17568,0.25,0.15,0.703921
learned_alpha_gate,tgsim,verified_t50,100,2.689689,6.123932,2.659638,6.062032,-0.010211,-0.518199,-0.004677,4,0.139822,0.17568,0.25,0.15,0.703921
learned_alpha_gate,tgsim,verified_t100,1,0.001326,0.001326,0.001326,0.001326,0.0,0.0,0.0,4,0.139822,0.17568,0.25,0.15,0.703921
learned_alpha_gate,tgsim,verified_t100,10,0.042997,0.112008,0.042997,0.112008,0.0,0.0,0.0,4,0.139822,0.17568,0.25,0.15,0.703921
learned_alpha_gate,tgsim,verified_t100,25,0.410748,1.047276,0.257363,0.75285,-0.391081,-0.303993,-0.021443,4,0.139822,0.17568,0.25,0.15,0.703921
learned_alpha_gate,tgsim,verified_t100,50,1.373984,3.400095,0.982001,2.62938,-0.293116,-0.294565,0.059871,4,0.139822,0.17568,0.25,0.15,0.703921
learned_alpha_gate,tgsim,verified_t100,100,2.689689,6.123932,2.659638,6.062032,-0.010211,-0.518199,-0.004677,4,0.139822,0.17568,0.25,0.15,0.703921
learned_alpha_gate,tgsim_i90,all,1,0.006646,0.006646,0.006646,0.006646,0.0,0.0,0.0,6,0.05405,0.359824,0.0,0.0,1.988971
learned_alpha_gate,tgsim_i90,all,10,0.109517,0.270223,0.11102,0.273352,0.011449,-0.032055,0.026166,6,0.05405,0.359824,0.0,0.0,1.988971
learned_alpha_gate,tgsim_i90,all,25,0.579167,1.577347,0.593701,1.598133,0.013006,-0.139347,0.063257,6,0.05405,0.359824,0.0,0.0,1.988971
learned_alpha_gate,tgsim_i90,all,50,1.825409,4.479506,1.863436,4.548539,0.015177,-0.056946,0.059128,6,0.05405,0.359824,0.0,0.0,1.988971
learned_alpha_gate,tgsim_i90,all,100,4.593199,10.207618,4.693825,10.327657,0.011623,-0.012298,0.036706,6,0.05405,0.359824,0.0,0.0,1.988971
learned_alpha_gate,tgsim_i90,hard,1,0.005737,0.005737,0.005737,0.005737,0.0,,,1,0.05405,0.436376,0.0,0.0,1.190348
learned_alpha_gate,tgsim_i90,hard,10,0.088909,0.221702,0.089575,0.222759,0.004748,,,1,0.05405,0.436376,0.0,0.0,1.190348
learned_alpha_gate,tgsim_i90,hard,25,0.509488,1.474803,0.507399,1.470148,-0.003166,,,1,0.05405,0.436376,0.0,0.0,1.190348
learned_alpha_gate,tgsim_i90,hard,50,1.783201,4.059753,1.74692,4.008431,-0.012803,,,1,0.05405,0.436376,0.0,0.0,1.190348
learned_alpha_gate,tgsim_i90,hard,100,3.222844,6.097229,3.376514,6.388728,0.045627,,,1,0.05405,0.436376,0.0,0.0,1.190348
learned_alpha_gate,tgsim_i90,extreme,1,0.006827,0.006827,0.006827,0.006827,0.0,0.0,0.0,5,0.05405,0.344514,0.0,0.0,2.148695
learned_alpha_gate,tgsim_i90,extreme,10,0.113639,0.279927,0.115309,0.283471,0.012502,-0.036561,0.026374,5,0.05405,0.344514,0.0,0.0,2.148695
learned_alpha_gate,tgsim_i90,extreme,25,0.593102,1.597856,0.610961,1.62373,0.015935,-0.161257,0.070831,5,0.05405,0.344514,0.0,0.0,2.148695
learned_alpha_gate,tgsim_i90,extreme,50,1.833851,4.563457,1.886739,4.656561,0.019994,-0.067793,0.071453,5,0.05405,0.344514,0.0,0.0,2.148695
learned_alpha_gate,tgsim_i90,extreme,100,4.867271,11.029695,4.957287,11.115443,0.007714,-0.021482,0.030482,5,0.05405,0.344514,0.0,0.0,2.148695
learned_alpha_gate,tgsim_i90,baseline_failure,1,0.005499,0.005499,0.005499,0.005499,0.0,0.0,0.0,5,0.05405,0.386893,0.0,0.0,1.773256
learned_alpha_gate,tgsim_i90,baseline_failure,10,0.090017,0.221938,0.090014,0.222019,0.000368,-0.040241,0.017252,5,0.05405,0.386893,0.0,0.0,1.773256
learned_alpha_gate,tgsim_i90,baseline_failure,25,0.532854,1.499645,0.522242,1.470105,-0.020094,-0.171216,0.026484,5,0.05405,0.386893,0.0,0.0,1.773256
learned_alpha_gate,tgsim_i90,baseline_failure,50,1.802386,4.644895,1.803892,4.643147,-0.000376,-0.07684,0.035331,5,0.05405,0.386893,0.0,0.0,1.773256
learned_alpha_gate,tgsim_i90,baseline_failure,100,4.950848,11.614855,5.039774,11.775393,0.013633,-0.003731,0.043758,5,0.05405,0.386893,0.0,0.0,1.773256
learned_alpha_gate,tgsim_i90,traffic,1,0.006646,0.006646,0.006646,0.006646,0.0,0.0,0.0,6,0.05405,0.359824,0.0,0.0,1.988971
learned_alpha_gate,tgsim_i90,traffic,10,0.109517,0.270223,0.11102,0.273352,0.011449,-0.032055,0.026166,6,0.05405,0.359824,0.0,0.0,1.988971
learned_alpha_gate,tgsim_i90,traffic,25,0.579167,1.577347,0.593701,1.598133,0.013006,-0.139347,0.063257,6,0.05405,0.359824,0.0,0.0,1.988971
learned_alpha_gate,tgsim_i90,traffic,50,1.825409,4.479506,1.863436,4.548539,0.015177,-0.056946,0.059128,6,0.05405,0.359824,0.0,0.0,1.988971
learned_alpha_gate,tgsim_i90,traffic,100,4.593199,10.207618,4.693825,10.327657,0.011623,-0.012298,0.036706,6,0.05405,0.359824,0.0,0.0,1.988971
learned_alpha_gate,tgsim_i90,verified_t50,1,0.006646,0.006646,0.006646,0.006646,0.0,0.0,0.0,6,0.05405,0.359824,0.0,0.0,1.988971
learned_alpha_gate,tgsim_i90,verified_t50,10,0.109517,0.270223,0.11102,0.273352,0.011449,-0.032055,0.026166,6,0.05405,0.359824,0.0,0.0,1.988971
