trial,step,objective_loss,normalized_batch_ade,gradient_norm,cv_normalized_batch_ade,cv_batch_objective_loss,excess_normalized_batch_ade
ade_mask_only_bookstore_seed17,1,1.0258290767669678,1.0258290767669678,7.103787899017334,1.0258290767669678,1.0258290767669678,0.0
ade_mask_only_bookstore_seed17,100,1.1195836067199707,1.1195836067199707,113.96119689941406,1.0961352586746216,1.0961352586746216,0.02344834804534912
ade_mask_only_bookstore_seed17,200,0.8993803858757019,0.8993803858757019,116.82171630859375,0.8827698230743408,0.8827698230743408,0.016610562801361084
ade_mask_only_bookstore_seed17,300,1.3367621898651123,1.3367621898651123,99.4566650390625,1.3224430084228516,1.3224430084228516,0.014319181442260742
ade_mask_only_bookstore_seed17,400,1.1920274496078491,1.1920274496078491,120.02027130126953,1.1764984130859375,1.1764984130859375,0.015529036521911621
ade_mask_only_bookstore_seed17,500,0.9943004846572876,0.9943004846572876,137.6434326171875,0.9736050367355347,0.9736050367355347,0.02069544792175293
ade_mask_only_bookstore_seed17,600,2.660752773284912,2.660752773284912,118.75003814697266,2.646632671356201,2.646632671356201,0.014120101928710938
ade_mask_only_bookstore_seed17,700,0.7129228711128235,0.7129228711128235,115.46837615966797,0.6968777179718018,0.6968777179718018,0.01604515314102173
ade_mask_only_bookstore_seed17,800,0.6400884389877319,0.6400884389877319,99.68013763427734,0.629859209060669,0.629859209060669,0.010229229927062988
ade_mask_only_bookstore_seed17,900,0.7934530973434448,0.7934530973434448,121.44064331054688,0.7782520651817322,0.7782520651817322,0.015201032161712646
ade_mask_only_bookstore_seed17,1000,0.635141134262085,0.635141134262085,101.30647277832031,0.6234331130981445,0.6234331130981445,0.01170802116394043
ade_mask_only_bookstore_seed17,1100,0.8865313529968262,0.8865313529968262,124.49331665039062,0.8682665824890137,0.8682665824890137,0.0182647705078125
ade_mask_only_bookstore_seed17,1200,0.40761151909828186,0.40761151909828186,134.745849609375,0.3918941617012024,0.3918941617012024,0.015717357397079468
ade_mask_only_bookstore_seed17,1300,1.66361403465271,1.66361403465271,129.28668212890625,1.642944574356079,1.642944574356079,0.02066946029663086
ade_mask_only_bookstore_seed17,1400,0.8074663281440735,0.8074663281440735,104.80290222167969,0.7970969676971436,0.7970969676971436,0.010369360446929932
ade_mask_only_bookstore_seed17,1500,0.334014892578125,0.334014892578125,124.87950897216797,0.3181971609592438,0.3181971609592438,0.015817731618881226
ade_mask_only_bookstore_seed17,1600,0.506216287612915,0.506216287612915,123.1926498413086,0.4917188286781311,0.4917188286781311,0.014497458934783936
ade_mask_only_bookstore_seed17,1700,0.48510855436325073,0.48510855436325073,108.2086410522461,0.4732478857040405,0.4732478857040405,0.011860668659210205
ade_mask_only_bookstore_seed17,1800,1.1771831512451172,1.1771831512451172,115.62899017333984,1.1662425994873047,1.1662425994873047,0.0109405517578125
ade_mask_only_bookstore_seed17,1900,0.9607608914375305,0.9607608914375305,117.20719909667969,0.9458187222480774,0.9458187222480774,0.014942169189453125
ade_mask_only_bookstore_seed17,2000,2.1573925018310547,2.1573925018310547,111.07683563232422,2.1420164108276367,2.1420164108276367,0.015376091003417969
log_ade_mask_only_bookstore_seed17,1,0.3337687849998474,1.0258290767669678,3.958810806274414,1.0258290767669678,0.3337687849998474,0.0
log_ade_mask_only_bookstore_seed17,100,0.4453716278076172,1.113692045211792,84.81134796142578,1.0961352586746216,0.4288206994533539,0.01755678653717041
log_ade_mask_only_bookstore_seed17,200,0.30607736110687256,0.9003795385360718,108.4616928100586,0.8827698230743408,0.290286660194397,0.017609715461730957
log_ade_mask_only_bookstore_seed17,300,0.4897100627422333,1.3364381790161133,90.87212371826172,1.3224430084228516,0.4771813154220581,0.013995170593261719
log_ade_mask_only_bookstore_seed17,400,0.3863544166088104,1.192201852798462,101.01691436767578,1.1764984130859375,0.3721984028816223,0.015703439712524414
log_ade_mask_only_bookstore_seed17,500,0.3142887055873871,0.9897347688674927,118.75838470458984,0.9736050367355347,0.2996143698692322,0.016129732131958008
log_ade_mask_only_bookstore_seed17,600,0.5804465413093567,2.661825656890869,106.91761779785156,2.646632671356201,0.5664671659469604,0.015192985534667969
log_ade_mask_only_bookstore_seed17,700,0.3607996702194214,0.7079331874847412,107.25159454345703,0.6968777179718018,0.35072532296180725,0.011055469512939453
log_ade_mask_only_bookstore_seed17,800,0.3632921576499939,0.6414269208908081,88.82427215576172,0.629859209060669,0.35318270325660706,0.01156771183013916
log_ade_mask_only_bookstore_seed17,900,0.3402639627456665,0.7916035652160645,109.40396881103516,0.7782520651817322,0.3282330334186554,0.013351500034332275
log_ade_mask_only_bookstore_seed17,1000,0.3470839858055115,0.6371652483940125,93.09365844726562,0.6234331130981445,0.33444008231163025,0.01373213529586792
log_ade_mask_only_bookstore_seed17,1100,0.3765335977077484,0.8844460248947144,119.1487808227539,0.8682665824890137,0.3617093563079834,0.016179442405700684
log_ade_mask_only_bookstore_seed17,1200,0.27772846817970276,0.4101051092147827,129.23704528808594,0.3918941617012024,0.26159703731536865,0.018210947513580322
log_ade_mask_only_bookstore_seed17,1300,0.4869389235973358,1.6545815467834473,105.38153076171875,1.642944574356079,0.4765801429748535,0.011636972427368164
log_ade_mask_only_bookstore_seed17,1400,0.39667779207229614,0.8060864210128784,90.65225982666016,0.7970969676971436,0.38862746953964233,0.008989453315734863
log_ade_mask_only_bookstore_seed17,1500,0.21976841986179352,0.3316384255886078,117.81322479248047,0.3181971609592438,0.20743855834007263,0.013441264629364014
log_ade_mask_only_bookstore_seed17,1600,0.2500380873680115,0.503692090511322,107.64409637451172,0.4917188286781311,0.23877714574337006,0.011973261833190918
log_ade_mask_only_bookstore_seed17,1700,0.3135986328125,0.4868090748786926,106.72073364257812,0.4732478857040405,0.3008185029029846,0.0135611891746521
log_ade_mask_only_bookstore_seed17,1800,0.38821256160736084,1.1774133443832397,99.04756927490234,1.1662425994873047,0.3783720135688782,0.011170744895935059
log_ade_mask_only_bookstore_seed17,1900,0.40775877237319946,0.9617136716842651,103.24462890625,0.9458187222480774,0.39300772547721863,0.015894949436187744
log_ade_mask_only_bookstore_seed17,2000,0.6043034791946411,2.1543853282928467,101.00669860839844,2.1420164108276367,0.5935270190238953,0.012368917465209961
ade_past_rgb_bookstore_seed17,1,1.0258290767669678,1.0258290767669678,7.1048970222473145,1.0258290767669678,1.0258290767669678,0.0
ade_past_rgb_bookstore_seed17,100,1.1161861419677734,1.1161861419677734,102.13914489746094,1.0961352586746216,1.0961352586746216,0.020050883293151855
