trial,step,learning_rate,loss,gradient_norm,proposal_ade,baseline_ade,expected_action_risk,cost_fit,mean_soft_gate,hard_rate
expected_cost_seed17,2001,0.0003,0.5102114677429199,57.454708099365234,0.5176572799682617,0.5027657151222229,0.5102114677429199,0.00018133482080884278,0.5,0.0
expected_cost_seed17,2100,0.0002998877618540835,1.2140064239501953,49.02363204956055,1.2204325199127197,1.2077696323394775,1.2140064239501953,0.00022022606572136283,0.4925275146961212,0.0
expected_cost_seed17,2200,0.00029954667478372774,0.6662336587905884,64.28575897216797,0.6758565902709961,0.6571635007858276,0.6662336587905884,0.0008967627072706819,0.4852161407470703,0.0
expected_cost_seed17,2300,0.0002989772533988172,1.1789780855178833,47.95546340942383,1.184783697128296,1.1736677885055542,1.1789780855178833,0.0031005260534584522,0.47771981358528137,0.0
expected_cost_seed17,2400,0.00029818037592536944,1.0344234704971313,53.426353454589844,1.041475772857666,1.028146743774414,1.0344234704971313,0.005417507607489824,0.47088485956192017,0.0
expected_cost_seed17,2500,0.0002971572713978897,0.8902716040611267,52.439361572265625,0.8975420594215393,0.883984386920929,0.8902716040611267,0.008746983483433723,0.46375203132629395,0.0
expected_cost_seed17,2600,0.0002959095177638147,1.793662190437317,55.03983688354492,1.8008335828781128,1.7876439094543457,1.793662190437317,0.013219404965639114,0.4562746584415436,0.0
expected_cost_seed17,2700,0.0002944390394498239,0.9803126454353333,55.95043182373047,0.9908168911933899,0.9717604517936707,0.9803126454353333,0.017561335116624832,0.4488258957862854,0.0
expected_cost_seed17,2800,0.0002927481043937714,0.9197863340377808,48.85682678222656,0.926531970500946,0.9144526720046997,0.9197863340377808,0.024907084181904793,0.44157710671424866,0.0
expected_cost_seed17,2900,0.0002908393205468154,0.8949049115180969,58.32351303100586,0.9054325819015503,0.8868181705474854,0.8949049115180969,0.030194412916898727,0.43442076444625854,0.0
expected_cost_seed17,3000,0.00028871563185114144,0.8746744990348816,48.388065338134766,0.8828073740005493,0.8685999512672424,0.8746744990348816,0.03865818679332733,0.4275348484516144,0.0
expected_cost_seed17,3100,0.00028638031369948206,0.6734352111816406,52.0494270324707,0.6806206107139587,0.6682220697402954,0.6734352111816406,0.04766169935464859,0.42046666145324707,0.0
expected_cost_seed17,3200,0.00028383696788343576,0.5105549097061157,46.660118103027344,0.5169795751571655,0.5060209035873413,0.5105549097061157,0.05699604004621506,0.4137759804725647,0.0
expected_cost_seed17,3300,0.000281089517038377,1.4545435905456543,42.42955017089844,1.4614945650100708,1.4497730731964111,1.4545435905456543,0.06667996942996979,0.4069260060787201,0.0
expected_cost_seed17,3400,0.0002781421985935247,1.126927137374878,38.23012924194336,1.1328611373901367,1.1229671239852905,1.126927137374878,0.07787129282951355,0.4002763032913208,0.0
expected_cost_seed17,3500,0.00027499955823649967,1.6189666986465454,42.48535919189453,1.6279141902923584,1.613153100013733,1.6189666986465454,0.0868474617600441,0.3938242793083191,0.0
expected_cost_seed17,3600,0.0002716664429024517,0.7884094715118408,47.53346252441406,0.795336127281189,0.784031331539154,0.7884094715118408,0.1002148687839508,0.38724976778030396,0.0
expected_cost_seed17,3700,0.00026814799329856817,0.5690834522247314,49.904727935791016,0.5808900594711304,0.5618059039115906,0.5690834522247314,0.10821807384490967,0.3813285231590271,0.0
expected_cost_seed17,3800,0.00026444963597549453,1.6356457471847534,41.974464416503906,1.6410335302352905,1.6324150562286377,1.6356457471847534,0.12646271288394928,0.37485745549201965,0.0
expected_cost_seed17,3900,0.00026057707495789445,0.6035280823707581,36.254981994628906,0.6098572015762329,0.5998287200927734,0.6035280823707581,0.1388934701681137,0.36889106035232544,0.0
expected_cost_seed17,4000,0.0002565362829470584,0.7547791004180908,38.50107955932617,0.7625738978385925,0.7503363490104675,0.7547791004180908,0.15147753059864044,0.36296647787094116,0.0
expected_cost_seed17,4100,0.00025233349210912855,1.1970947980880737,43.12993621826172,1.2057299613952637,1.1923015117645264,1.1970947980880737,0.16565528512001038,0.35690373182296753,0.0
expected_cost_seed17,4200,0.00024797518446314777,1.1501847505569458,31.17156982421875,1.1540777683258057,1.1480779647827148,1.1501847505569458,0.18500566482543945,0.3511134088039398,0.0
expected_cost_seed17,4300,0.0002434680818837576,1.0262689590454102,44.3588981628418,1.0364726781845093,1.0208820104599,1.0262689590454102,0.19421932101249695,0.3455545902252197,0.0
expected_cost_seed17,4400,0.0002388191357339628,1.2076719999313354,41.46234893798828,1.2148653268814087,1.2039680480957031,1.2076719999313354,0.21320076286792755,0.33988258242607117,0.0
expected_cost_seed17,4500,0.00023403551614395427,0.9799938797950745,36.7996826171875,0.9865134358406067,0.976707935333252,0.9799938797950745,0.22818529605865479,0.3351071774959564,0.0
expected_cost_seed17,4600,0.00022912460095252343,0.6083977222442627,40.45223617553711,0.6182007193565369,0.6035585403442383,0.6083977222442627,0.2389676719903946,0.3305225074291229,0.0
expected_cost_seed17,4700,0.00022409396432812584,1.0961005687713623,40.566162109375,1.1052531003952026,1.0916812419891357,1.0961005687713623,0.25554004311561584,0.3255787193775177,0.0
expected_cost_seed17,4800,0.00021895136508714194,0.9421879053115845,39.88440704345703,0.9505995512008667,0.938218891620636,0.9421879053115845,0.272695928812027,0.32064732909202576,0.0
expected_cost_seed17,4900,0.0002137047347273541,2.1937642097473145,35.530975341796875,2.1982009410858154,2.1917126178741455,2.1937642097473145,0.29179275035858154,0.3164169490337372,0.0
expected_cost_seed17,5000,0.0002083621651950939,0.8970120549201965,36.01128005981445,0.903161346912384,0.8942137360572815,0.8970120549201965,0.30331867933273315,0.3126588463783264,0.0
expected_cost_seed17,5100,0.00020293189640492807,0.4783768355846405,36.19771957397461,0.487029105424881,0.47451716661453247,0.4783768355846405,0.31615012884140015,0.30840781331062317,0.0
expected_cost_seed17,5200,0.00019742230353113102,0.7357607483863831,31.3892765045166,0.7397347688674927,0.7340187430381775,0.7357607483863831,0.3352775573730469,0.30480214953422546,0.0
expected_cost_seed17,5300,0.00019184188409054428,0.6549800634384155,30.49485206604004,0.6601907014846802,0.6527295112609863,0.6549800634384155,0.34656110405921936,0.301559716463089,0.0
expected_cost_seed17,5400,0.00018619924483674583,1.5980896949768066,25.81212043762207,1.6040339469909668,1.595567226409912,1.5980896949768066,0.3599548935890198,0.29800209403038025,0.0
expected_cost_seed17,5500,0.0001805030884857417,0.9515044689178467,30.520418167114258,0.95710688829422,0.9491605162620544,0.9515044689178467,0.3735724687576294,0.2948022484779358,0.0
expected_cost_seed17,5600,0.00017476220029365416,1.2048397064208984,24.436525344848633,1.208382487297058,1.2034684419631958,1.2048397064208984,0.3890978693962097,0.2918238639831543,0.0
expected_cost_seed17,5700,0.00016898543450710626,0.4711722433567047,28.57306671142578,0.47645220160484314,0.46902573108673096,0.4711722433567047,0.400989830493927,0.28847891092300415,0.0
expected_cost_seed17,5800,0.0001631817007072024,0.4538375437259674,32.7771110534668,0.46134933829307556,0.45083457231521606,0.4538375437259674,0.4107452630996704,0.2856120467185974,0.0
expected_cost_seed17,5900,0.00015735995006816515,0.760658860206604,35.587650299072266,0.7690982818603516,0.7573275566101074,0.760658860206604,0.4209887385368347,0.28306856751441956,0.0
expected_cost_seed17,6000,0.0001515291615518227,1.0673596858978271,25.155784606933594,1.0710697174072266,1.0659127235412598,1.0673596858978271,0.4388628602027893,0.2805103063583374,0.0
expected_cost_seed17,6100,0.00014569832805923908,1.0580118894577026,24.042587280273438,1.0522871017456055,1.0603325366973877,1.0580118894577026,0.4603637158870697,0.2786921262741089,0.0
expected_cost_seed17,6200,0.00013987644256084584,0.538792073726654,26.2157039642334,0.5416234135627747,0.5377098321914673,0.538792073726654,0.460822731256485,0.2761080265045166,0.0
expected_cost_seed17,6300,0.00013407248422646646,0.6344202756881714,31.820266723632812,0.6432700157165527,0.6310788989067078,0.6344202756881714,0.46220290660858154,0.27417248487472534,0.0
expected_cost_seed17,6400,0.00012829540457662598,1.1703333854675293,29.38391876220703,1.1733946800231934,1.1691882610321045,1.1703333854675293,0.4807606339454651,0.2719688415527344,0.0
expected_cost_seed17,6500,0.00012255411367650412,1.5314240455627441,27.35601806640625,1.5348440408706665,1.5301573276519775,1.5314240455627441,0.48791584372520447,0.2704303562641144,0.0
expected_cost_seed17,6600,0.00011685746639382604,0.529420793056488,33.5607795715332,0.5358039140701294,0.527071475982666,0.529420793056488,0.4926898181438446,0.2686871886253357,0.0
expected_cost_seed17,6700,0.00011121424874188406,0.8932739496231079,24.77364158630371,0.8972273468971252,0.8918293714523315,0.8932739496231079,0.502488374710083,0.26739904284477234,0.0
expected_cost_seed17,6800,0.00010563316432875535,0.5883222818374634,25.138673782348633,0.5884062051773071,0.5883017182350159,0.5883222818374634,0.5146312713623047,0.2660611569881439,0.0
expected_cost_seed17,6900,0.00010012282093361362,1.0373661518096924,25.9785213470459,1.0401856899261475,1.0363401174545288,1.0373661518096924,0.5172898769378662,0.2648168206214905,0.0
expected_cost_seed17,7000,9.469171723083938e-05,1.200804591178894,27.655197143554688,1.2023985385894775,1.20023775100708,1.200804591178894,0.524335503578186,0.2637641429901123,0.0
expected_cost_seed17,7100,8.934822968240351e-05,0.5960779190063477,28.40809440612793,0.6012933254241943,0.5942123532295227,0.5960779190063477,0.5233853459358215,0.26300248503685,0.0
expected_cost_seed17,7200,8.410059961874096e-05,0.9340783357620239,20.818912506103516,0.9351131916046143,0.933682918548584,0.9340783357620239,0.5332280993461609,0.26219701766967773,0.0
expected_cost_seed17,7300,7.895692052803984e-05,0.5960581302642822,27.86919593811035,0.5984972715377808,0.5951993465423584,0.5960581302642822,0.5363789796829224,0.26121291518211365,0.0
expected_cost_seed17,7400,7.392512557354857e-05,0.9136656522750854,23.608659744262695,0.9154680967330933,0.9130896925926208,0.9136656522750854,0.5386369228363037,0.26095712184906006,0.0
expected_cost_seed17,7500,6.90129753581554e-05,0.7290381789207458,22.08930015563965,0.7328622937202454,0.7276955842971802,0.7290381789207458,0.5393271446228027,0.26028433442115784,0.0
expected_cost_seed17,7600,6.422804595510925e-05,0.8687357902526855,25.827835083007812,0.8724996447563171,0.8674117922782898,0.8687357902526855,0.5427566170692444,0.2596395015716553,0.0
expected_cost_seed17,7700,5.957771722334337e-05,0.8913145065307617,21.70199966430664,0.8905030488967896,0.8915935754776001,0.8913145065307617,0.5513763427734375,0.25917118787765503,0.0
expected_cost_seed17,7800,5.506916142542272e-05,1.0514569282531738,22.842500686645508,1.044990062713623,1.0536922216415405,1.0514569282531738,0.5590065717697144,0.25916773080825806,0.0
expected_cost_seed17,7900,5.070933216567014e-05,1.0575456619262695,23.737205505371094,1.0580862760543823,1.057399034500122,1.0575456619262695,0.5510497689247131,0.258893221616745,0.0
expected_cost_seed17,8000,4.650495366553157e-05,0.5417110323905945,26.57880210876465,0.543671727180481,0.5410199761390686,0.5417110323905945,0.5510640144348145,0.25851255655288696,0.0
expected_cost_seed17,8100,4.2462510392722296e-05,1.798224687576294,24.20298194885254,1.7980214357376099,1.798353672027588,1.798224687576294,0.5530242919921875,0.25871193408966064,0.0
