family,seed,step,loss,gradient_norm,learning_rate,supported_batch_rows,mean_past_normalized_ADE
transformer,29,1200,0.7931680679321289,3.2529141902923584,0.00023885216315867728,63,305.6558837890625
transformer,29,1250,1.0173815488815308,7.120560646057129,0.0002340688550009797,64,54.0836296081543
transformer,29,1300,0.945168137550354,6.176213264465332,0.00022915816798029423,60,67.78652954101562
transformer,29,1350,0.7744510769844055,2.30029559135437,0.00022412767780696793,62,52.65091323852539
transformer,29,1400,0.9806836843490601,3.8254265785217285,0.00021898514501151274,63,176.51255798339844
transformer,29,1450,0.8492816686630249,2.2771787643432617,0.0002137385029724445,61,12.345343589782715
transformer,29,1500,1.130425214767456,4.4193525314331055,0.00020839584567747136,64,0.32344675064086914
transformer,29,1550,0.8478496074676514,2.2035977840423584,0.00020296541523690906,62,48.6315803527832
transformer,29,1600,0.7826187014579773,3.113199234008789,0.00019745558916858856,64,19.838001251220703
transformer,29,1650,0.916754961013794,1.35829758644104,0.0001918748674738704,63,15.77523422241211
transformer,29,1700,1.0187265872955322,1.4762160778045654,0.0001862318595247038,62,0.20213346183300018
transformer,29,1750,1.0126906633377075,3.066861152648926,0.00018053527078196,62,39.19488525390625
transformer,29,1800,1.070058822631836,4.28066349029541,0.0001747938893655294,62,1.5208399295806885
transformer,29,1850,0.872093915939331,1.7865583896636963,0.00016901657249690066,64,62.31372833251953
transformer,29,1900,0.9594168663024902,2.130272388458252,0.00016321223283513668,62,62.07545471191406
transformer,29,1950,0.8125412464141846,4.807892799377441,0.00015738982472732766,64,121.85346984863281
transformer,29,2000,0.9403601288795471,4.187392711639404,0.0001515583303947313,62,135.69992065429688
transformer,29,2050,1.2591350078582764,3.851393699645996,0.00014572674607591255,61,1.6088504791259766
transformer,29,2100,0.8252862691879272,2.2078254222869873,0.00013990406814825762,63,294.38818359375
transformer,29,2150,1.2378324270248413,3.3038759231567383,0.0001340992792492751,61,26.13047218322754
transformer,29,2200,0.8155040740966797,7.331669807434082,0.00012832133441909274,62,35.38038635253906
transformer,29,2250,0.9207160472869873,2.5419392585754395,0.00012257914728552898,61,116.34028625488281
transformer,29,2300,0.9050301909446716,3.624643564224243,0.00011688157631305119,63,118.94644927978516
transformer,29,2350,0.9939124584197998,2.71913480758667,0.00011123741113683434,63,80.04531860351562
transformer,29,2400,0.8624125123023987,5.22822904586792,0.00010565535900300224,64,718.4521484375
transformer,29,2450,0.8894718289375305,3.9490175247192383,0.00010014403133597081,63,108.00201416015625
transformer,29,2500,0.9078282117843628,6.619624137878418,9.471193045361487e-05,62,150.10610961914062
transformer,29,2550,0.9164873361587524,4.2668843269348145,8.936743645075374e-05,63,79.66763305664062
transformer,29,2600,0.9297044277191162,2.360968589782715,8.411879427119006e-05,64,363.5009460449219
transformer,29,2650,0.7841435074806213,1.793137788772583,7.897410098824593e-05,64,35.45775604248047
transformer,29,2700,0.878362774848938,3.822993755340576,7.394129331341849e-05,61,52.32275390625
transformer,29,2750,0.8682024478912354,1.764819622039795,6.90281353524261e-05,64,131.36602783203125
transformer,29,2800,0.6976844072341919,9.449492454528809,6.424220662753214e-05,62,494.7499694824219
transformer,29,2850,0.9523016214370728,4.43927001953125,5.95908903846265e-05,63,5.544138431549072
transformer,29,2900,1.0241470336914062,6.3691182136535645,5.508136220310183e-05,64,1.5572088956832886
transformer,29,2950,0.9410300850868225,3.246257781982422,5.072057892609671e-05,64,49.35908889770508
transformer,29,3000,0.8107187151908875,3.336449146270752,4.651526792818301e-05,64,139.1000213623047
transformer,29,3050,0.9910321831703186,6.625274181365967,4.2471916737054047e-05,62,95.89511108398438
transformer,29,3100,0.936249315738678,3.1505954265594482,3.8596763025224284e-05,63,80.23050689697266
transformer,29,3150,0.8843974471092224,4.45481538772583,3.489578498718005e-05,64,11.971385955810547
transformer,29,3200,0.8218052387237549,3.9429373741149902,3.13746921168271e-05,63,175.975830078125
transformer,29,3250,0.9828554391860962,3.7988674640655518,2.803891639946175e-05,64,183.22305297851562
transformer,29,3300,0.8268546462059021,3.347982168197632,2.4893603931854464e-05,63,47.725955963134766
transformer,29,3350,1.1446433067321777,3.4271304607391357,2.1943606983373167e-05,64,0.34703394770622253
transformer,29,3400,0.8565367460250854,8.428360939025879,1.9193476510393732e-05,64,83.27217864990234
transformer,29,3450,0.7697160243988037,1.7979165315628052,1.6647455135545614e-05,62,24.857620239257812
transformer,29,3500,0.8635097146034241,3.649953842163086,1.4309470602623549e-05,63,52.748870849609375
transformer,29,3550,1.075773000717163,1.3474944829940796,1.2183129717262534e-05,64,105.0374755859375
transformer,29,3600,0.9730110168457031,2.9777588844299316,1.0271712782723344e-05,62,178.48406982421875
transformer,29,3650,0.9569070339202881,2.3901634216308594,8.578168539373221e-06,63,224.7111358642578
transformer,29,3700,1.2409303188323975,1.9857509136199951,7.105109615667955e-06,62,0.5712376236915588
transformer,29,3750,0.9512481093406677,4.415823459625244,5.854808497653461e-06,63,18.023696899414062
transformer,29,3800,0.8245309591293335,3.263983964920044,4.829194023204497e-06,64,63.537818908691406
transformer,29,3850,0.888524055480957,4.410064220428467,4.029848406409195e-06,62,72.3902587890625
transformer,29,3900,0.8889584541320801,4.976558685302734,3.458004796689305e-06,63,73.56962585449219
transformer,29,3950,1.143903374671936,4.197300434112549,3.1145453764223597e-06,64,60.082218170166016
transformer,29,4000,0.8799871802330017,3.5860097408294678,2.9999999999999997e-06,63,18.200321197509766
transformer,43,1,1.6285405158996582,9.048547744750977,0.0003,63,73.12527465820312
transformer,43,50,0.9263217449188232,2.4559760093688965,0.00029988999006034904,63,48.78267288208008
transformer,43,100,1.034987449645996,3.240939140319824,0.0002995511049040809,63,57.84960174560547
transformer,43,150,0.7188924551010132,1.2902271747589111,0.00029898382150483655,63,76.26081085205078
transformer,43,200,0.8655253648757935,2.4964218139648438,0.0002981890150099629,63,40.09532165527344
transformer,43,250,0.8683772087097168,2.3864071369171143,0.00029716791156638426,63,35.12938690185547
transformer,43,300,0.9370217323303223,1.2433618307113647,0.00029592208642902746,64,154.0139617919922
transformer,43,350,0.9557778835296631,2.431857109069824,0.0002944534615306779,63,26.637128829956055
transformer,43,400,0.7005283832550049,2.1982884407043457,0.0002927643025170163,63,303.0928955078125
transformer,43,450,1.0084023475646973,3.0417397022247314,0.0002908572152514106,64,58.516910552978516
transformer,43,500,0.8788459300994873,3.3396735191345215,0.00028873514179485345,63,30.585697174072266
transformer,43,550,0.9195972681045532,1.5661343336105347,0.00028640135586724896,62,595.3504028320312
transformer,43,600,0.9692206382751465,2.234344482421875,0.0002838594577970492,62,161.6912841796875
transformer,43,650,0.7596128582954407,2.924694299697876,0.00028111336896703226,64,155.1054229736328
transformer,43,700,0.8219152688980103,2.220902442932129,0.00027816732576479037,63,37.96021270751953
transformer,43,750,0.9175678491592407,2.2599334716796875,0.00027502587304726044,63,176.0105438232422
transformer,43,800,0.7665817737579346,3.8175084590911865,0.00027169385712937896,63,64.20388793945312
transformer,43,850,1.0377877950668335,1.35284423828125,0.0002681764183076788,64,174.26339721679688
transformer,43,900,0.7964813709259033,3.1344728469848633,0.00026447898293036027,63,15.96812915802002
transformer,43,950,1.0495002269744873,6.201369762420654,0.000260607255026071,64,218.4875030517578
transformer,43,1000,1.0164542198181152,2.868964433670044,0.00025656720750430874,63,28.85494613647461
transformer,43,1050,0.7756049036979675,4.440691947937012,0.00025236507294102155,64,578.5377197265625
transformer,43,1100,1.045362949371338,3.2585296630859375,0.0002480073339636212,62,749.8165283203125
transformer,43,1150,1.455540657043457,2.5421230792999268,0.00024350071325024268,63,86.79326629638672
transformer,43,1200,0.7894808650016785,2.531057834625244,0.00023885216315867728,64,38.28261947631836
transformer,43,1250,0.88446044921875,4.410129547119141,0.0002340688550009797,64,80.94378662109375
transformer,43,1300,0.880054235458374,2.0563957691192627,0.00022915816798029423,62,193.60305786132812
transformer,43,1350,0.8859744668006897,4.020059108734131,0.00022412767780696793,63,85.23590087890625
transformer,43,1400,1.0590574741363525,1.7872679233551025,0.00021898514501151274,64,855.858154296875
transformer,43,1450,0.8662291765213013,4.2149658203125,0.0002137385029724445,64,55.496673583984375
transformer,43,1500,1.1279895305633545,5.068653583526611,0.00020839584567747136,62,48.30254364013672
transformer,43,1550,0.912408709526062,2.297246217727661,0.00020296541523690906,63,40.11449432373047
transformer,43,1600,0.987123966217041,3.632755756378174,0.00019745558916858856,64,71.63078308105469
transformer,43,1650,1.366808295249939,2.8625106811523438,0.0001918748674738704,62,53.60995864868164
transformer,43,1700,1.1719272136688232,2.048130750656128,0.0001862318595247038,63,48.2647705078125
transformer,43,1750,0.6062371134757996,3.5989410877227783,0.00018053527078196,63,32.74839782714844
transformer,43,1800,0.8704061508178711,4.411445617675781,0.0001747938893655294,62,45.54999542236328
transformer,43,1850,0.8573639392852783,3.136345386505127,0.00016901657249690066,62,17.0946102142334
transformer,43,1900,0.8243900537490845,1.6020145416259766,0.00016321223283513668,64,34.391204833984375
transformer,43,1950,0.8760839700698853,2.1556289196014404,0.00015738982472732766,64,42.38515090942383
transformer,43,2000,0.8337546586990356,2.319690465927124,0.0001515583303947313,62,116.7000961303711
transformer,43,2050,1.1830793619155884,2.871469497680664,0.00014572674607591255,64,4.163358688354492
transformer,43,2100,0.9221497178077698,1.8915364742279053,0.00013990406814825762,62,73.42792510986328
transformer,43,2150,0.8527128100395203,1.4894269704818726,0.0001340992792492751,63,62.82744598388672
transformer,43,2200,0.7977758646011353,1.1112110614776611,0.00012832133441909274,64,10.410113334655762
transformer,43,2250,0.8127225637435913,3.2352492809295654,0.00012257914728552898,62,0.37051254510879517
transformer,43,2300,0.902941882610321,5.665025234222412,0.00011688157631305119,61,573.0269165039062
transformer,43,2350,0.8595582842826843,1.388620376586914,0.00011123741113683434,62,225.90501403808594
transformer,43,2400,1.3436520099639893,2.231273651123047,0.00010565535900300224,62,30.197509765625
transformer,43,2450,0.971901535987854,4.6342058181762695,0.00010014403133597081,64,38.73272705078125
transformer,43,2500,1.407470464706421,8.968535423278809,9.471193045361487e-05,62,0.4404760003089905
transformer,43,2550,0.9486751556396484,1.7391279935836792,8.936743645075374e-05,62,5.5302348136901855
transformer,43,2600,0.9882687926292419,2.387488603591919,8.411879427119006e-05,63,73.69681549072266
transformer,43,2650,0.8146567344665527,0.9291776418685913,7.897410098824593e-05,62,133.26368713378906
transformer,43,2700,0.8833069205284119,3.8832921981811523,7.394129331341849e-05,64,0.4971328377723694
transformer,43,2750,1.038927435874939,4.584406852722168,6.90281353524261e-05,64,40.164764404296875
transformer,43,2800,0.9707623720169067,3.8817782402038574,6.424220662753214e-05,63,30.644880294799805
transformer,43,2850,1.014369249343872,2.780498743057251,5.95908903846265e-05,63,47.25817108154297
transformer,43,2900,0.9781845211982727,2.9083902835845947,5.508136220310183e-05,64,114.29751586914062
transformer,43,2950,1.1386005878448486,7.563268661499023,5.072057892609671e-05,63,26.33633804321289
transformer,43,3000,0.8124549388885498,1.9677656888961792,4.651526792818301e-05,61,48.07503890991211
transformer,43,3050,0.9659243822097778,3.330542802810669,4.2471916737054047e-05,61,26.990554809570312
transformer,43,3100,1.0443525314331055,4.888174533843994,3.8596763025224284e-05,61,528.38037109375
transformer,43,3150,1.2396204471588135,4.116565704345703,3.489578498718005e-05,62,187.88482666015625
transformer,43,3200,0.9028964042663574,2.4700241088867188,3.13746921168271e-05,61,35.71931838989258
transformer,43,3250,1.0587012767791748,1.9840142726898193,2.803891639946175e-05,64,8.244383811950684
transformer,43,3300,1.010964274406433,2.7600810527801514,2.4893603931854464e-05,64,13.952744483947754
transformer,43,3350,0.8431699275970459,5.2725653648376465,2.1943606983373167e-05,64,0.23732462525367737
transformer,43,3400,0.8501587510108948,3.8343117237091064,1.9193476510393732e-05,64,124.11717987060547
transformer,43,3450,0.7264466881752014,3.3836734294891357,1.6647455135545614e-05,60,29.707714080810547
transformer,43,3500,0.9299338459968567,4.461427688598633,1.4309470602623549e-05,63,73.56434631347656
transformer,43,3550,0.7639966011047363,5.671099662780762,1.2183129717262534e-05,61,15.824913024902344
transformer,43,3600,0.9278698563575745,8.655945777893066,1.0271712782723344e-05,64,66.64297485351562
transformer,43,3650,0.800628662109375,5.618224620819092,8.578168539373221e-06,64,262.3819885253906
transformer,43,3700,0.8546197414398193,5.629616737365723,7.105109615667955e-06,64,101.14111328125
transformer,43,3750,1.0200755596160889,7.6254706382751465,5.854808497653461e-06,64,98.0639877319336
transformer,43,3800,0.8934561610221863,1.5026367902755737,4.829194023204497e-06,62,132.9315185546875
transformer,43,3850,0.9908707141876221,2.6615102291107178,4.029848406409195e-06,64,65.00379180908203
transformer,43,3900,0.9255532026290894,2.776169776916504,3.458004796689305e-06,63,16.088430404663086
transformer,43,3950,0.9661296010017395,4.680703639984131,3.1145453764223597e-06,63,64.37210845947266
transformer,43,4000,1.0378296375274658,3.0456674098968506,2.9999999999999997e-06,63,607.114013671875
eqmotion,17,1,18.98405647277832,4.064216613769531,0.0003,64,44691.17578125
eqmotion,17,50,4.965286731719971,22.401992797851562,0.00029988999006034904,63,1977.055908203125
eqmotion,17,100,1.7972214221954346,20.101518630981445,0.0002995511049040809,63,1260.623291015625
eqmotion,17,150,1.0016863346099854,17.8541259765625,0.00029898382150483655,63,1320.466064453125
eqmotion,17,200,0.9335342645645142,28.88051414489746,0.0002981890150099629,63,256.18597412109375
eqmotion,17,250,1.1846281290054321,22.632055282592773,0.00029716791156638426,63,1019.5379638671875
eqmotion,17,300,1.307973861694336,52.16859817504883,0.00029592208642902746,64,1186.9814453125
eqmotion,17,350,0.9410825967788696,19.570844650268555,0.0002944534615306779,63,230.3922119140625
eqmotion,17,400,0.9018822908401489,51.731849670410156,0.0002927643025170163,63,466.36004638671875
eqmotion,17,450,0.9898006916046143,39.7279167175293,0.0002908572152514106,63,175.87620544433594
eqmotion,17,500,1.036874532699585,19.087371826171875,0.00028873514179485345,64,645.280029296875
eqmotion,17,550,1.0276652574539185,21.828834533691406,0.00028640135586724896,63,283.14910888671875
eqmotion,17,600,1.0130245685577393,32.23704147338867,0.0002838594577970492,63,621.7091064453125
eqmotion,17,650,0.9669911861419678,41.406761169433594,0.00028111336896703226,62,272.439453125
eqmotion,17,700,1.1198557615280151,45.547122955322266,0.00027816732576479037,62,621.6815795898438
eqmotion,17,750,0.8939850926399231,39.1832160949707,0.00027502587304726044,63,1043.2659912109375
eqmotion,17,800,1.117400884628296,19.188135147094727,0.00027169385712937896,63,284.6991271972656
eqmotion,17,850,0.9675756692886353,19.763172149658203,0.0002681764183076788,62,987.0996704101562
eqmotion,17,900,0.7451851963996887,22.644258499145508,0.00026447898293036027,63,515.0443115234375
eqmotion,17,950,0.9887338876724243,24.83379364013672,0.000260607255026071,63,871.1068725585938
eqmotion,17,1000,1.2101430892944336,19.426021575927734,0.00025656720750430874,63,1466.228515625
eqmotion,17,1050,1.302222728729248,36.16999435424805,0.00025236507294102155,64,868.4219360351562
eqmotion,17,1100,1.0348470211029053,11.38857364654541,0.0002480073339636212,64,218.05374145507812
eqmotion,17,1150,0.7958831787109375,27.81528663635254,0.00024350071325024268,63,422.8708801269531
eqmotion,17,1200,0.8641127347946167,29.111541748046875,0.00023885216315867728,63,578.7813720703125
eqmotion,17,1250,0.9010329842567444,18.272436141967773,0.0002340688550009797,64,357.0673828125
eqmotion,17,1300,0.7970613241195679,44.43228530883789,0.00022915816798029423,62,281.23431396484375
eqmotion,17,1350,1.1518876552581787,58.32943344116211,0.00022412767780696793,64,835.5921630859375
eqmotion,17,1400,0.9057512283325195,23.89352798461914,0.00021898514501151274,60,558.1027221679688
eqmotion,17,1450,0.8994040489196777,15.501676559448242,0.0002137385029724445,62,396.3085021972656
eqmotion,17,1500,0.9119969606399536,12.321028709411621,0.00020839584567747136,63,272.0625
eqmotion,17,1550,0.8543518781661987,7.927254676818848,0.00020296541523690906,61,115.19552612304688
eqmotion,17,1600,1.541616439819336,17.85282325744629,0.00019745558916858856,64,640.2421875
eqmotion,17,1650,0.8706821203231812,10.319826126098633,0.0001918748674738704,63,58.73809051513672
eqmotion,17,1700,0.8169912099838257,26.894563674926758,0.0001862318595247038,62,264.74530029296875
eqmotion,17,1750,1.1263573169708252,18.371875762939453,0.00018053527078196,64,200.56898498535156
eqmotion,17,1800,0.8832480311393738,18.193082809448242,0.0001747938893655294,63,367.12054443359375
eqmotion,17,1850,1.071331262588501,32.405311584472656,0.00016901657249690066,61,306.8944091796875
eqmotion,17,1900,1.0060875415802002,34.09326171875,0.00016321223283513668,64,280.41693115234375
eqmotion,17,1950,1.17994225025177,28.95063018798828,0.00015738982472732766,60,187.96267700195312
eqmotion,17,2000,0.9994051456451416,16.549049377441406,0.0001515583303947313,63,148.06692504882812
eqmotion,17,2050,0.9216644167900085,16.849336624145508,0.00014572674607591255,64,135.6296844482422
eqmotion,17,2100,0.764748752117157,17.2927303314209,0.00013990406814825762,60,87.04683685302734
eqmotion,17,2150,0.8721235394477844,14.911028861999512,0.0001340992792492751,64,254.9746856689453
eqmotion,17,2200,0.7546272873878479,34.30668640136719,0.00012832133441909274,64,312.94940185546875
eqmotion,17,2250,0.9379545450210571,18.580219268798828,0.00012257914728552898,62,172.86480712890625
eqmotion,17,2300,1.0473299026489258,10.724234580993652,0.00011688157631305119,64,215.0726318359375
eqmotion,17,2350,0.7650779485702515,18.154678344726562,0.00011123741113683434,63,384.0953063964844
eqmotion,17,2400,0.883037805557251,37.267879486083984,0.00010565535900300224,64,145.20230102539062
eqmotion,17,2450,0.9545649290084839,12.001506805419922,0.00010014403133597081,62,103.86212158203125
eqmotion,17,2500,0.603548526763916,21.856029510498047,9.471193045361487e-05,62,406.6564025878906
eqmotion,17,2550,0.7971920967102051,21.850906372070312,8.936743645075374e-05,63,222.68499755859375
eqmotion,17,2600,0.949794352054596,17.717342376708984,8.411879427119006e-05,63,178.05575561523438
eqmotion,17,2650,0.7929869890213013,7.922764301300049,7.897410098824593e-05,64,222.20001220703125
eqmotion,17,2700,0.7794075608253479,20.467369079589844,7.394129331341849e-05,63,403.24267578125
