group,action,metric,subset,locality,rows,model_error,reference_error,gain_percent,model_p95,model_p99,reference_p95
fold1_seed17_all,original_neural,ADE_vs_floor,all,eu-locality-008,157961,17.453725210283427,17.395796821555276,-0.3330022149739653,62.84109802226152,128.51404258376382,60.839020798358376
fold1_seed17_all,original_neural,ADE_vs_floor,all,eu-locality-020,1225,6.436962403375571,6.45284690000414,0.24616261434250442,20.950455289077674,42.958840384020256,20.950455289077674
fold1_seed17_all,original_neural,ADE_vs_floor,all,eu-locality-048,8058,25.77376175226862,25.165144698191387,-2.418492169929687,87.6015313195041,156.15820240975742,85.95711107357468
fold1_seed17_all,original_neural,ADE_vs_floor,all,eu-locality-067,6903,27.776210412337374,27.32588816592067,-1.6479692944741053,91.30935437858474,165.05475528355058,88.5042343006725
fold1_seed17_all,original_neural,ADE_vs_floor,all,eu-locality-074,102348,19.004435805074298,18.630400216981688,-2.007662657464948,63.207115984481845,130.89064904517912,61.57372433113355
fold1_seed17_all,original_neural,ADE_vs_floor,all,eu-locality-082,1368,13.413238974735496,13.294846095216887,-0.8905171122003619,51.77887705037489,100.89176991053361,51.33307131828658
fold1_seed17_all,original_neural,ADE_vs_floor,all,eu-locality-112,5004,23.70336613353194,23.644898546243283,-0.2472735807020232,84.72203923352906,185.7800808901213,83.55800123644538
fold1_seed17_all,original_neural,ADE_vs_floor,all,eu-locality-126,5790,19.203354415036696,18.80554261178729,-2.115396569307504,85.47172567161002,157.09863889864567,82.61895771370641
fold1_seed17_all,original_neural,ADE_vs_floor,easy,eu-locality-008,39889,1.5354656015969899,1.725511647012295,11.013895255031624,2.877915886298966,3.398476611050672,3.103640660084443
fold1_seed17_all,original_neural,ADE_vs_floor,easy,eu-locality-020,593,1.2226303282137696,1.260600786955964,3.012092260697652,3.027891249352242,3.3279908748399865,3.0442506244225767
fold1_seed17_all,original_neural,ADE_vs_floor,easy,eu-locality-048,1582,1.565735464468385,1.6923567216453617,7.481948430699148,3.0437027751824233,4.154978656903894,3.086517584966639
fold1_seed17_all,original_neural,ADE_vs_floor,easy,eu-locality-067,1219,1.5449029457839547,1.6070554939116386,3.867479894947623,3.1333540781034896,3.4360957796123297,3.125280103751406
fold1_seed17_all,original_neural,ADE_vs_floor,easy,eu-locality-074,17048,1.8419767498641908,2.0068201574667865,8.214159449677737,3.2534412764998226,5.253291363392203,3.313793954878173
fold1_seed17_all,original_neural,ADE_vs_floor,easy,eu-locality-082,513,1.501741355067218,1.5710258646135113,4.410144422627827,2.939819345169777,3.3985381727388595,2.9984720219030083
fold1_seed17_all,original_neural,ADE_vs_floor,easy,eu-locality-112,571,1.8846874061667074,2.0188449440994947,6.645262100236637,3.2012554596203366,3.7999425096836634,3.178153114730163
fold1_seed17_all,original_neural,ADE_vs_floor,easy,eu-locality-126,2160,1.2915022111906582,1.416586091380992,8.829952584695565,2.780660997830115,3.4254797801287244,2.9703261774895435
fold1_seed17_all,original_neural,ADE_vs_floor,hard,eu-locality-008,28100,58.865891021669235,57.33589933866362,-2.6684707149502884,134.76625014464534,225.46389059620284,132.85994836123012
fold1_seed17_all,original_neural,ADE_vs_floor,hard,eu-locality-020,30,43.81825835804657,43.55229376787365,-0.6106787201392017,64.04793996418368,69.65016417684733,64.72063289570352
fold1_seed17_all,original_neural,ADE_vs_floor,hard,eu-locality-048,2478,61.608139304250265,60.00802002288227,-2.6665090445540995,131.05074422578028,218.27184726636295,129.86404667789589
fold1_seed17_all,original_neural,ADE_vs_floor,hard,eu-locality-067,2296,61.99785617141677,61.1445543325057,-1.3955483823968828,142.53039066070582,211.98572422895387,136.10693578016483
fold1_seed17_all,original_neural,ADE_vs_floor,hard,eu-locality-074,19310,58.255788347580946,56.85751081358682,-2.459266179587982,134.57753264747956,238.15645757790958,129.22709705622097
fold1_seed17_all,original_neural,ADE_vs_floor,hard,eu-locality-082,184,55.20922100076192,54.04095437650237,-2.1618171583726253,110.41707800047281,199.4350034906187,111.15642414153585
fold1_seed17_all,original_neural,ADE_vs_floor,hard,eu-locality-112,1153,68.7665917981241,67.37662499884892,-2.062980743394194,173.29575179437632,312.16727648534334,172.32982222631605
fold1_seed17_all,original_neural,ADE_vs_floor,hard,eu-locality-126,1110,72.91683648091987,70.11498534016307,-3.9960803345584495,160.69598223874476,237.31079754913677,153.240353553536
fold1_seed17_all,original_neural,ADE_vs_floor,complete,eu-locality-008,97352,15.737735838595631,15.6954100347444,-0.2696699465482899,58.42178756662137,117.60616565689686,56.042965125667955
fold1_seed17_all,original_neural,ADE_vs_floor,complete,eu-locality-020,364,6.770770469506602,6.847017716967447,1.1135833236110781,22.682718227503177,49.70629992513765,22.937980186983854
fold1_seed17_all,original_neural,ADE_vs_floor,complete,eu-locality-048,4716,25.80736624680553,24.897313774880146,-3.6552235319601722,90.42714477586588,156.6505605822642,88.06005689575474
fold1_seed17_all,original_neural,ADE_vs_floor,complete,eu-locality-067,3417,28.480715430473964,28.095521177226605,-1.3710165788260564,90.7467838815698,162.91253676157967,88.05258726870653
fold1_seed17_all,original_neural,ADE_vs_floor,complete,eu-locality-074,67309,18.659877106914756,18.178618421538587,-2.6473886750709275,61.72743687843186,129.30892764521354,59.49381306100392
fold1_seed17_all,original_neural,ADE_vs_floor,complete,eu-locality-082,582,10.272904550995907,10.133731278395269,-1.3733665199643807,48.19172118275565,88.77064559267427,46.30650206106486
fold1_seed17_all,original_neural,ADE_vs_floor,complete,eu-locality-112,2417,19.894038346989007,19.982638893676565,0.4433876184170904,69.72111088892957,166.89078526843704,68.16569900614174
fold1_seed17_all,original_neural,ADE_vs_floor,complete,eu-locality-126,3637,18.78702684969002,18.329727838498602,-2.4948488882138964,83.77439135805838,163.85887416785963,79.33620099124832
fold1_seed17_all,original_neural,ADE_vs_floor,partial,eu-locality-008,60609,20.209998986662345,20.127009256500784,-0.4123301634332721,69.49349758112754,146.08405035940936,69.02456597814236
fold1_seed17_all,original_neural,ADE_vs_floor,partial,eu-locality-020,861,6.295840294116922,6.286205579011522,-0.1532675790554494,19.979117977348317,40.11869080861428,19.979117977348317
fold1_seed17_all,original_neural,ADE_vs_floor,partial,eu-locality-048,3342,25.72634140629732,25.543089232702407,-0.7174236911027032,81.14574783342586,153.4931695486789,83.3801782051998
fold1_seed17_all,original_neural,ADE_vs_floor,partial,eu-locality-067,3486,27.085649985781792,26.571488854494287,-1.9350106202292938,92.42691025873694,165.54385505546844,89.35660428978878
fold1_seed17_all,original_neural,ADE_vs_floor,partial,eu-locality-074,35039,19.666324027181687,19.49826119673224,-0.8619375274222518,65.85396505388174,134.61264880743056,65.54849871021246
fold1_seed17_all,original_neural,ADE_vs_floor,partial,eu-locality-082,786,15.738524769412896,15.63551889851228,-0.6587940673361103,54.22413936680799,102.3730102006377,52.84963841574215
fold1_seed17_all,original_neural,ADE_vs_floor,partial,eu-locality-112,2587,27.262370872640666,27.06649946632591,-0.7236673015601491,98.55625131131019,197.23458912134922,96.80442825231987
fold1_seed17_all,original_neural,ADE_vs_floor,partial,eu-locality-126,2153,19.90664440814671,19.609322607352066,-1.5162267802314222,86.85407428116426,149.32359671746252,84.69814760496907
fold1_seed17_all,original_neural,ADE_vs_floor,endpoint,eu-locality-008,121088,17.310278634492352,17.272563606465198,-0.21835223124051506,64.1221745706897,130.02225765526433,61.70769690349578
fold1_seed17_all,original_neural,ADE_vs_floor,endpoint,eu-locality-020,622,7.040034757061749,7.082613180021312,0.6011682676623997,24.767553584165828,41.43936474820229,24.227763795580458
fold1_seed17_all,original_neural,ADE_vs_floor,endpoint,eu-locality-048,5582,26.535571839812214,25.732296944927768,-3.1216602878616495,91.39884569301712,163.6659403065756,88.945353443926
fold1_seed17_all,original_neural,ADE_vs_floor,endpoint,eu-locality-067,4600,29.00850594593143,28.452363123692436,-1.9546454535999125,91.4345891139224,172.3080192547819,88.79621614667504
fold1_seed17_all,original_neural,ADE_vs_floor,endpoint,eu-locality-074,81289,19.644801427604342,19.189466150878374,-2.3728397295988746,65.00433551632563,137.0851100577229,63.28239839496035
fold1_seed17_all,original_neural,ADE_vs_floor,endpoint,eu-locality-082,859,12.049662158961945,11.969899994454149,-0.6663561478771785,52.352177285238206,101.93554190315359,51.850390589866755
fold1_seed17_all,original_neural,ADE_vs_floor,endpoint,eu-locality-112,3719,23.81276640991001,23.73830637580883,-0.31367037278220433,86.30749404836003,192.09824829838502,85.42925749298479
fold1_seed17_all,original_neural,ADE_vs_floor,endpoint,eu-locality-126,4579,18.787696722277314,18.375296005278237,-2.244321489463985,83.73970356606962,157.17576759316756,79.75066184792317
fold1_seed17_all,original_neural,ADE_vs_floor,easy_complete,eu-locality-008,28571,1.4814243693897438,1.701337724380782,12.925908350799531,2.706231356835467,3.2619405327403155,3.053364679180934
fold1_seed17_all,original_neural,ADE_vs_floor,easy_complete,eu-locality-020,178,1.2960931376977733,1.3548644219460297,4.337798180857211,2.9377130220046017,3.325721298545609,3.007716293724164
fold1_seed17_all,original_neural,ADE_vs_floor,easy_complete,eu-locality-048,1146,1.518626388982901,1.6711733295859044,9.128133982415964,2.800543491493108,3.710517106626515,3.0203870000949595
fold1_seed17_all,original_neural,ADE_vs_floor,easy_complete,eu-locality-067,551,1.582812116658903,1.6682729803277236,5.122714608255075,3.078780325807186,3.5055461836758575,3.089622175604263
fold1_seed17_all,original_neural,ADE_vs_floor,easy_complete,eu-locality-074,11433,1.7876041781523981,1.9947353726741512,10.383893390533904,3.1620480925686567,5.921387771210538,3.3074682429156583
fold1_seed17_all,original_neural,ADE_vs_floor,easy_complete,eu-locality-082,284,1.4154516846376781,1.4889217129831498,4.934445357658845,2.799013808148283,3.2661781630222095,2.8676160103460266
fold1_seed17_all,original_neural,ADE_vs_floor,easy_complete,eu-locality-112,330,1.8024951273800929,1.9677975547847593,8.40037772192208,3.2081805210892744,3.879411120243982,3.182728139768573
fold1_seed17_all,original_neural,ADE_vs_floor,easy_complete,eu-locality-126,1425,1.2928699933327417,1.4499730601132752,10.834895564767265,2.747954501677592,3.3389632542798435,2.9533926629715967
fold1_seed17_all,original_neural,ADE_vs_floor,hard_complete,eu-locality-008,16020,56.86902147136584,54.858252513495984,-3.6653901022005275,125.911501047642,216.880389944044,122.9075299508743
fold1_seed17_all,original_neural,ADE_vs_floor,hard_complete,eu-locality-020,12,43.781301733230265,43.9907556570682,0.4761316797345816,62.9047951209938,66.68741576262705,62.9047951209938
fold1_seed17_all,original_neural,ADE_vs_floor,hard_complete,eu-locality-048,1483,63.07301217346112,60.4311227849614,-4.371736394673054,132.96059989573786,214.40105615054253,129.74665839250656
fold1_seed17_all,original_neural,ADE_vs_floor,hard_complete,eu-locality-067,1231,58.91840929523528,58.60228549453726,-0.5394393717417012,142.04291380604946,208.1196815417212,130.37937798369035
fold1_seed17_all,original_neural,ADE_vs_floor,hard_complete,eu-locality-074,12476,57.691683659086166,55.94924251663458,-3.1143248131259904,132.54006260957132,239.44336448480914,127.57793429460527
fold1_seed17_all,original_neural,ADE_vs_floor,hard_complete,eu-locality-082,57,56.25224951822426,54.126300167986535,-3.927756642592639,112.22482304349282,129.3054324794315,111.63859838617915
fold1_seed17_all,original_neural,ADE_vs_floor,hard_complete,eu-locality-112,449,66.80607573102041,65.21717631655741,-2.4363204667902982,172.23780707090177,316.334053662744,172.51160488506287
fold1_seed17_all,original_neural,ADE_vs_floor,hard_complete,eu-locality-126,695,72.9281843908536,69.51088125946924,-4.91621321650102,166.0065211709221,236.54700954561608,154.53201140826133
fold1_seed17_all,original_neural,FDE_vs_floor,all,eu-locality-008,121088,34.25461827869807,33.91225640281392,-1.0095520387011003,135.00190980273103,274.1042039893767,128.93699572575338
fold1_seed17_all,original_neural,FDE_vs_floor,all,eu-locality-020,622,14.371267374732723,14.489826715495072,0.8182246971633167,54.18434016797015,99.18086841907973,51.424750580148505
fold1_seed17_all,original_neural,FDE_vs_floor,all,eu-locality-048,5582,57.0014020447626,54.262207295542225,-5.048070997741005,212.1266055277151,350.9892123640084,201.83937703662744
fold1_seed17_all,original_neural,FDE_vs_floor,all,eu-locality-067,4600,60.59206760353424,58.56933999394773,-3.4535605314923057,203.62276209978012,394.0447029702928,195.84787627467875
fold1_seed17_all,original_neural,FDE_vs_floor,all,eu-locality-074,81289,39.557247162919396,37.96555614940448,-4.192460680020571,136.37360446246305,280.89707159338667,130.52907007372093
fold1_seed17_all,original_neural,FDE_vs_floor,all,eu-locality-082,859,25.067876021851983,24.797176781093494,-1.0916534698614644,113.02788739776699,234.31504208196256,113.0556753805091
fold1_seed17_all,original_neural,FDE_vs_floor,all,eu-locality-112,3719,46.011911857900216,45.640299092646295,-0.8142207054769202,180.57026348277316,421.63704764077704,167.32356712735108
fold1_seed17_all,original_neural,FDE_vs_floor,all,eu-locality-126,4579,38.792340923055605,37.40832865274205,-3.6997436671421635,183.9753633060385,369.7432829866043,174.73891138116818
fold1_seed17_all,original_neural,FDE_vs_floor,easy,eu-locality-008,32900,2.261485475773908,2.825372713676457,19.95797705460256,4.871810076034718,8.454447686355005,5.766878510335466
fold1_seed17_all,original_neural,FDE_vs_floor,easy,eu-locality-020,290,2.169853701886569,2.284297764907499,5.010032613920822,5.5752032923371235,8.117093400465636,5.510004780476717
fold1_seed17_all,original_neural,FDE_vs_floor,easy,eu-locality-048,1250,2.4197015789398604,2.8583911979365233,15.34743107638148,5.351732213351233,10.95640517539204,5.940635535827595
fold1_seed17_all,original_neural,FDE_vs_floor,easy,eu-locality-067,734,2.5243824499551133,2.7400933197188144,7.872391360227004,6.283198648209014,11.272529747130795,6.159309644436956
fold1_seed17_all,original_neural,FDE_vs_floor,easy,eu-locality-074,12940,3.0728433435786267,3.5750938092734037,14.048595435230094,7.769754053335814,15.803010430462018,7.881170996318663
fold1_seed17_all,original_neural,FDE_vs_floor,easy,eu-locality-082,391,2.3195527127691,2.519829557692073,7.948031417903034,5.290271741315822,7.239878371521971,5.4370479440029476
fold1_seed17_all,original_neural,FDE_vs_floor,easy,eu-locality-112,423,2.9341607496611184,3.394605799738588,13.564021192473296,7.728486336185604,12.160143033600434,7.494707965226553
fold1_seed17_all,original_neural,FDE_vs_floor,easy,eu-locality-126,1768,2.009498516505426,2.3730464513429483,15.319882787451721,4.94180535498133,7.788709946383802,5.254428126600292
fold1_seed17_all,original_neural,FDE_vs_floor,hard,eu-locality-008,22002,121.17466824866082,115.73220029332174,-4.702639318655666,284.4266313471349,484.809236798081,278.76461612343115
fold1_seed17_all,original_neural,FDE_vs_floor,hard,eu-locality-020,18,89.28776442359735,89.46963811272323,0.20327978626306642,117.3151892488592,125.35412109059021,117.3151892488592
fold1_seed17_all,original_neural,FDE_vs_floor,hard,eu-locality-048,1769,139.8792554627615,132.33940485762693,-5.697358706763178,303.7782395306855,451.6177722863146,292.6400508335233
fold1_seed17_all,original_neural,FDE_vs_floor,hard,eu-locality-067,1633,129.80802894483955,126.10829616949981,-2.933774293776037,311.0635396217242,454.6588358272158,292.2990598362391
fold1_seed17_all,original_neural,FDE_vs_floor,hard,eu-locality-074,16042,119.25693068562535,114.14079072517804,-4.482306393658764,282.3649314048849,489.5235120057612,270.41699027721097
fold1_seed17_all,original_neural,FDE_vs_floor,hard,eu-locality-082,103,128.09338579158515,124.92962797459593,-2.532431952516956,275.8757296900002,384.9003515886814,277.93782304116826
fold1_seed17_all,original_neural,FDE_vs_floor,hard,eu-locality-112,847,141.29960279043416,136.30685443587734,-3.662874017025719,392.0069596646238,625.456663177057,387.3095468654183
fold1_seed17_all,original_neural,FDE_vs_floor,hard,eu-locality-126,868,155.39738271535646,146.12839037031202,-6.343046906597261,381.7058653169035,548.6473968982699,362.11048170639896
fold1_seed17_all,original_neural,FDE_vs_floor,complete,eu-locality-008,97352,31.20356454821788,30.86679420559438,-1.0910441180913555,124.38466035410667,247.4706913836477,117.87599862220392
fold1_seed17_all,original_neural,FDE_vs_floor,complete,eu-locality-020,364,14.006929184134057,14.202504383967584,1.3770472766359565,57.42336195362734,104.22276055606251,57.42336195362734
fold1_seed17_all,original_neural,FDE_vs_floor,complete,eu-locality-048,4716,55.873577805244324,52.85104989205095,-5.7189552891890205,209.00184909361826,339.765655128236,197.12872882760925
fold1_seed17_all,original_neural,FDE_vs_floor,complete,eu-locality-067,3417,59.89741402677609,58.32062759901091,-2.7036513368932313,200.3081849231849,394.5902657386637,190.6097981763269
fold1_seed17_all,original_neural,FDE_vs_floor,complete,eu-locality-074,67309,37.665025984695546,35.982078334370314,-4.677182998397478,129.47462754217364,265.5705914881821,123.16889942918073
fold1_seed17_all,original_neural,FDE_vs_floor,complete,eu-locality-082,582,20.558023111384813,20.16320601420782,-1.958106746014443,101.05798186988082,196.24839397056274,100.06965657397332
fold1_seed17_all,original_neural,FDE_vs_floor,complete,eu-locality-112,2417,37.866429265747975,37.92051839258192,0.14263815244816014,139.09119711488623,368.459982007544,130.6012441551685
fold1_seed17_all,original_neural,FDE_vs_floor,complete,eu-locality-126,3637,39.0451949255686,37.53508926193833,-4.023183888259885,185.05388817996158,381.72102862533023,174.57371370363668
fold1_seed17_all,original_neural,FDE_vs_floor,partial,eu-locality-008,23736,46.768360390667574,46.403065124743314,-0.7872222771108994,178.72881498363927,353.567484642873,173.41475939344994
fold1_seed17_all,original_neural,FDE_vs_floor,partial,eu-locality-020,258,14.885294899453324,14.895196206487341,0.06647315615556648,50.52160752263893,80.91138501947854,49.08504016204814
fold1_seed17_all,original_neural,FDE_vs_floor,partial,eu-locality-048,866,63.14322550153883,61.946985950120634,-1.9310698221563172,232.71276704526133,393.48486748673645,227.03540839811407
fold1_seed17_all,original_neural,FDE_vs_floor,partial,eu-locality-067,1183,62.59851838272491,59.287725668925845,-5.584280180162704,210.32556433996805,388.8132633418334,207.11494222439552
fold1_seed17_all,original_neural,FDE_vs_floor,partial,eu-locality-074,13980,48.66765598159391,47.515334994335426,-2.4251559783717402,167.25288237709512,343.4473631952292,163.61589893498478
fold1_seed17_all,original_neural,FDE_vs_floor,partial,eu-locality-082,277,34.5434514510646,34.53353413245617,-0.028717937093825086,135.9362830544737,306.87588104153093,146.71054103169644
fold1_seed17_all,original_neural,FDE_vs_floor,partial,eu-locality-112,1302,61.132980540874094,59.97110550743554,-1.9373913880818883,239.7598237941613,485.4941194884967,225.60420786032293
fold1_seed17_all,original_neural,FDE_vs_floor,partial,eu-locality-126,942,37.81608826154838,36.918914283690206,-2.4301201572834996,181.51222162026784,323.58180657766553,176.68912259972225
fold1_seed17_all,original_neural,FDE_vs_floor,endpoint,eu-locality-008,121088,34.25461827869807,33.91225640281392,-1.0095520387011003,135.00190980273103,274.1042039893767,128.93699572575338
fold1_seed17_all,original_neural,FDE_vs_floor,endpoint,eu-locality-020,622,14.371267374732723,14.489826715495072,0.8182246971633167,54.18434016797015,99.18086841907973,51.424750580148505
fold1_seed17_all,original_neural,FDE_vs_floor,endpoint,eu-locality-048,5582,57.0014020447626,54.262207295542225,-5.048070997741005,212.1266055277151,350.9892123640084,201.83937703662744
fold1_seed17_all,original_neural,FDE_vs_floor,endpoint,eu-locality-067,4600,60.59206760353424,58.56933999394773,-3.4535605314923057,203.62276209978012,394.0447029702928,195.84787627467875
fold1_seed17_all,original_neural,FDE_vs_floor,endpoint,eu-locality-074,81289,39.557247162919396,37.96555614940448,-4.192460680020571,136.37360446246305,280.89707159338667,130.52907007372093
fold1_seed17_all,original_neural,FDE_vs_floor,endpoint,eu-locality-082,859,25.067876021851983,24.797176781093494,-1.0916534698614644,113.02788739776699,234.31504208196256,113.0556753805091
fold1_seed17_all,original_neural,FDE_vs_floor,endpoint,eu-locality-112,3719,46.011911857900216,45.640299092646295,-0.8142207054769202,180.57026348277316,421.63704764077704,167.32356712735108
fold1_seed17_all,original_neural,FDE_vs_floor,endpoint,eu-locality-126,4579,38.792340923055605,37.40832865274205,-3.6997436671421635,183.9753633060385,369.7432829866043,174.73891138116818
fold1_seed17_all,original_neural,FDE_vs_floor,easy_complete,eu-locality-008,28571,2.2125343696788873,2.7848541359178514,20.55115773775832,4.772196547612618,8.077738936021587,5.6911761631746005
fold1_seed17_all,original_neural,FDE_vs_floor,easy_complete,eu-locality-020,178,2.1075477541311414,2.250636482624173,6.357700570382418,5.453136068733953,7.634992483488128,5.486303503667565
fold1_seed17_all,original_neural,FDE_vs_floor,easy_complete,eu-locality-048,1146,2.404400191734215,2.808351682605539,14.383935365835121,5.3443428930242645,10.141867372283643,5.819425013630099
fold1_seed17_all,original_neural,FDE_vs_floor,easy_complete,eu-locality-067,551,2.5394553385165746,2.777591331230789,8.573471195587768,6.8439493639255975,11.216517615079804,6.524621771064362
fold1_seed17_all,original_neural,FDE_vs_floor,easy_complete,eu-locality-074,11433,3.054005993367132,3.5619496111328406,14.26026960567144,7.721323281018766,15.392328946697592,7.707956616055733
fold1_seed17_all,original_neural,FDE_vs_floor,easy_complete,eu-locality-082,284,2.227551017812164,2.421242064724888,7.99965644635916,5.082419159169048,7.21743103881443,5.203489563006431
fold1_seed17_all,original_neural,FDE_vs_floor,easy_complete,eu-locality-112,330,2.8328234892695634,3.3201012776908585,14.676594105593022,7.468550772002023,12.114991962201312,7.551585216917998
fold1_seed17_all,original_neural,FDE_vs_floor,easy_complete,eu-locality-126,1425,1.9874115013330842,2.388822985463119,16.803735001411724,4.975223249670227,7.740791659042141,5.241750232337358
fold1_seed17_all,original_neural,FDE_vs_floor,hard_complete,eu-locality-008,16020,117.12446566832608,110.98967845509304,-5.527349298263995,267.4871067898393,460.36982413647445,259.6992760646809
fold1_seed17_all,original_neural,FDE_vs_floor,hard_complete,eu-locality-020,12,91.67652097939975,92.21205210121825,0.580760442496886,118.43938924577421,125.57896108997323,118.43938924577421
fold1_seed17_all,original_neural,FDE_vs_floor,hard_complete,eu-locality-048,1483,139.31927915157257,130.87398725033918,-6.452995036423093,301.2749809992164,448.12847767087516,290.98171092763556
fold1_seed17_all,original_neural,FDE_vs_floor,hard_complete,eu-locality-067,1231,125.50905275446485,123.3568309579945,-1.744712295019335,300.1127604707125,450.3860621876974,287.0731696517077
fold1_seed17_all,original_neural,FDE_vs_floor,hard_complete,eu-locality-074,12476,117.26259951331913,111.75287148992237,-4.930278703302604,273.0960226910935,470.5063125750273,261.57338443819987
fold1_seed17_all,original_neural,FDE_vs_floor,hard_complete,eu-locality-082,57,118.78809831059988,113.00953604996573,-5.113340398175992,243.99478619891514,282.8539699287314,236.13883358876924
fold1_seed17_all,original_neural,FDE_vs_floor,hard_complete,eu-locality-112,449,132.6947982656375,128.01045908028541,-3.6593409780791175,385.4130520732666,593.1207759351969,387.5177952946917
