group,subset,locality,indexed_rows,supported_rows,unknown_rows,floor_error_sum,oracle_gain_cost_sum,captured_gain_cost_sum,missed_gain_cost_sum,selected_harm_cost_sum,fallback_regression_cost_sum,fallback_relief_cost_sum,original_gain_cost_sum,rebased_gain_cost_sum,rebase_advantage_cost_sum,signed_oracle_deficit_cost_sum,union_oracle_gain_cost_sum,missed_source_support_abstain_cost_sum,missed_no_observed_motion_cost_sum,missed_nonpositive_utility_cost_sum,missed_zero_event_mass_cost_sum,missed_risk_veto_cost_sum,oracle_gain_pp,captured_gain_pp,missed_gain_pp,selected_harm_pp,fallback_regression_pp,fallback_relief_pp,original_gain_pp,rebased_gain_pp,rebase_advantage_pp,signed_oracle_deficit_pp,union_oracle_gain_pp,missed_source_support_abstain_pp,missed_no_observed_motion_pp,missed_nonpositive_utility_pp,missed_zero_event_mass_pp,missed_risk_veto_pp
fold0_seed17_all,all,eu-locality-007,5664,5526,138,72004.21047056574,10122.999868230843,1792.7568454913176,8330.243022739523,630.8997690483642,3181.7621351877406,395.4038104697747,-1624.5012482750128,1161.8570764429535,2786.358324717966,11747.501116505855,10625.713460515817,0.0,0.0,3867.931690028904,0.0,4462.31133271062,14.058899892206965,2.489794463094863,11.5691054291121,0.8761984402374173,4.418855667459056,0.5491398459697159,-2.256119798631894,1.6135960228574462,3.8697158214893395,16.315019690838856,14.757072386564744,0.0,0.0,5.371813210298386,0.0,6.197292218813715
fold0_seed17_all,all,eu-locality-008,161653,157961,3692,2733310.9338194467,365947.0873255964,57863.629206112615,308083.4581194838,19017.579834330067,150708.69299885933,39889.79482080528,-71972.8488062715,38846.049371782545,110818.89817805405,437919.93613186793,408736.1122416655,0.0,0.0,126647.5640953492,0.0,181435.8940241346,13.388417790223118,2.116979392653865,11.27143839756925,0.6957708176930851,5.51377785579131,1.4593946970045033,-2.633174583826027,1.42120857496078,4.054383158786807,16.021592374049145,14.95388275019666,0.0,0.0,4.633485438057195,0.0,6.637952959512058
fold0_seed17_all,all,eu-locality-020,1282,1225,57,7920.495633246595,628.8599276060281,89.6553604671634,539.2045671388648,13.00971149471545,106.92865850871627,67.28580385138508,37.00279431511676,76.64564897244796,39.642854657331185,591.8571332909115,702.3570332714444,0.0,0.0,369.8772858806493,0.0,169.32728125821546,7.939653737909577,1.1319412902752128,6.807712447634365,0.1642537550315244,1.3500248401107497,0.8495150678317432,0.4671777629646819,0.9676875352436886,0.5005097722790065,7.472475974944897,8.867589426137334,0.0,0.0,4.669875510417236,0.0,2.1378369372171293
fold0_seed17_all,all,eu-locality-048,8344,8058,286,202109.03883307328,28252.180985765925,3592.0174189310774,24660.163566834846,882.190595498434,12481.721619271962,1772.756043696806,-7999.138752142514,2709.826823432643,10708.965575575156,36251.31973790844,30090.150621208108,0.0,0.0,6693.031645780572,0.0,17967.131921054275,13.978682570995787,1.777267082991677,12.20141548800411,0.43649240063283684,6.175736469451481,0.8771285311791364,-3.957833255913505,1.34077468235884,5.298607938272344,17.936515826909293,14.888077641129295,0.0,0.0,3.3115944167685187,0.0,8.889821071235593
fold0_seed17_all,all,eu-locality-067,7105,6903,202,189559.04476947003,27261.851865357537,4052.7761862111092,23209.07567914643,736.6268972925916,9124.90926056518,951.5228657218819,-4857.23710592478,3316.1492889185174,8173.386394843296,32119.08897128232,28315.62124978569,0.0,0.0,6706.171409152458,0.0,16502.90426999397,14.381720428329713,2.1380020094213097,12.243718418908404,0.38860023703349617,4.813755667350154,0.5019664806177225,-2.562387414344618,1.7494017723878135,4.3117891867324305,16.94410784267433,14.937626049034693,0.0,0.0,3.537774426595201,0.0,8.705943992313204
fold0_seed17_all,all,eu-locality-110,8660,8550,110,249300.88835856854,38902.647825584674,5991.21141665646,32911.43640892822,268.0361853966082,11133.416957872132,673.5768573689836,-4736.664869243296,5723.175231259851,10459.840100503148,43639.312694827975,39643.765762606825,0.0,0.0,10205.412740886906,0.0,22706.023668041315,15.604696831096382,2.403205001034462,13.201491830061922,0.10751513448724367,4.465855308890428,0.27018630451094927,-1.8999791378322604,2.295689866547218,4.195669004379479,17.504675968928645,15.901975329340722,0.0,0.0,4.093612665434429,0.0,9.107879164627494
fold0_seed17_all,all,eu-locality-119,5787,5639,148,156240.67572037393,24909.7097968858,1418.187677661157,23491.52211922464,246.78668426220247,7541.7934765623195,1268.1086026396986,-5102.283880523666,1171.4009933989544,6273.684873922621,30011.993677409464,26194.66386278725,0.0,0.0,6348.514461728044,0.0,17143.007657496597,15.94316568463071,0.9076942807129861,15.035471403917722,0.1579529038288851,4.827035880246685,0.811637940499726,-3.2656565628628575,0.7497413768841007,4.015397939746959,19.208822247493565,16.765585365022485,0.0,0.0,4.063291734023262,0.0,10.972179669894459
fold0_seed17_all,all,eu-locality-124,3651,3550,101,146565.96134478113,17303.34821058359,2287.1796340331084,15016.168576550483,139.70192471932566,4043.542172688245,354.94451173635207,-1541.11995163811,2147.4777093137823,3688.5976609518925,18844.468162221703,17676.02596315203,0.0,0.0,5171.666889484082,0.0,9844.5016870664,11.805843629599146,1.5605121496475958,10.245331479951552,0.09531675938773496,2.758854877072197,0.24217390482731674,-1.051485581985019,1.4651953902598607,2.5166809722448797,12.857329211584167,12.060116688056258,0.0,0.0,3.5285593203446983,0.0,6.716772159606853
fold0_seed17_all,easy,eu-locality-007,2133,2133,0,3883.937774271897,434.22602109924713,147.2144654833221,287.0115556159251,60.57233249641111,53.30158249663156,34.07466095409879,67.41521144437823,86.642132986911,19.226921542532768,366.8108096548689,481.2332321373002,0.0,0.0,267.26967717613417,0.0,19.741878439790877,11.180045776625487,3.7903404750329623,7.389705301592525,1.5595598080292703,1.372359332060199,0.8773225250882554,1.7357438600317492,2.2307806670036925,0.49503680697194347,9.444301916593735,12.390343514901309,0.0,0.0,6.881409865693276,0.0,0.5082954358992476
fold0_seed17_all,easy,eu-locality-008,52276,52276,0,117294.54051969378,15437.763000711308,6984.424141043626,8453.338859667683,783.0650678886093,2794.5898961120547,1405.5389392138966,4812.308116256858,6201.359073155017,1389.050956898158,10625.45488445445,16969.356417037056,0.0,0.0,7984.581371315735,0.0,468.7574883519476,13.161535850101483,5.954602925334738,7.206932924766747,0.6676057252273668,2.382540469258109,1.1982986872077872,4.10275541805705,5.286997200107372,1.1842417820503213,9.058780432044435,14.467302861541025,0.0,0.0,6.807291572087383,0.0,0.3996413526793629
fold0_seed17_all,easy,eu-locality-020,695,695,0,1184.4093090447905,109.38264298207409,33.68021903325352,75.70242394882058,10.589318404296288,2.7361280179216285,25.576471466958917,45.93124407799452,23.090900628957225,-22.84034344903729,63.45139890407958,140.27165108681817,0.0,0.0,64.76454971594998,0.0,10.937874232870593,9.235206287789959,2.843630050528406,6.391576237261553,0.8940590320787349,0.2310120324981469,2.1594284401214296,3.8779874260729534,1.9495710184496704,-1.9284164076232826,5.357218861717006,11.84317364070241,0.0,0.0,5.468088541805002,0.0,0.9234876954565509
fold0_seed17_all,easy,eu-locality-048,2050,2050,0,4479.8806517933135,542.2224718795655,269.2555871816605,272.966884697905,38.681605684466355,108.9970244720734,25.046641086763895,146.62359811188458,230.5739814971941,83.95038338530952,395.59887376768086,570.0624955876439,0.0,0.0,241.57302468859686,0.0,31.3938600093081,12.103502615912587,6.010329473261223,6.093173142651363,0.8634517008613155,2.433034112827124,0.5590917043010426,3.2729353638738248,5.146877772399907,1.8739424085260812,8.830567252038758,12.724948271991256,0.0,0.0,5.392398670082745,0.0,0.7007744725686167
fold0_seed17_all,easy,eu-locality-067,1508,1508,0,3130.6282553586198,279.4950842461464,128.54098800153525,150.95409624461115,29.274558241189933,53.6722915788182,41.00412084457654,86.59825902610365,99.26642976034532,12.668170734241656,192.89682522004273,323.64591469346203,0.0,0.0,139.2218266741636,0.0,11.732269570447537,8.927763421535007,4.10591668881525,4.821846732719758,0.9351017065370629,1.714425578538386,1.3097729113762002,2.766162315116,3.1708149822781864,0.4046526671621857,6.161601106419006,10.338050010871948,0.0,0.0,4.447089060665731,0.0,0.3747576720540261
fold0_seed17_all,easy,eu-locality-110,2579,2579,0,5705.980920905809,750.5618264290174,446.05905443814663,304.50277199087066,34.091049211486066,144.15121976790914,6.011936239760474,273.82872169851186,411.9680052266606,138.13928352814867,476.7331047305054,760.997786785075,0.0,0.0,289.93016318705736,0.0,14.572608803813335,13.153949107664868,7.817394776134932,5.336554331529935,0.5974616754602502,2.526317941929352,0.10536201089866412,4.798977169643993,7.219933100674682,2.420955931030688,8.354971938020872,13.336844222470141,0.0,0.0,5.081162506604241,0.0,0.2553918249256952
fold0_seed17_all,easy,eu-locality-119,1658,1658,0,3764.0698442693115,492.8288491441202,215.07769195791514,277.75115718620503,17.95186161070114,109.15374166867385,88.986101609859,176.95819028839918,197.125830347214,20.167640058814825,315.87065885572105,586.619119792552,0.0,0.0,248.30890309213487,0.0,29.442254094070222,13.092978332865902,5.71396655365906,7.379011779206839,0.47692689969694196,2.8998861919328434,2.3640927318428426,4.701246193872118,5.2370396539621185,0.5357934600900002,8.391732138993783,15.584703367969192,0.0,0.0,6.596819755355445,0.0,0.7821920238513961
fold0_seed17_all,easy,eu-locality-124,1006,1006,0,2460.3130455510086,344.6508680134125,149.18216315805358,195.46870485535894,17.803912111145774,61.04620689858236,3.0709075048960797,73.40295165322152,131.3782510469078,57.97529939368628,271.24791636019097,350.44520253960104,0.0,0.0,187.75372883161384,0.0,7.714976023745097,14.0084152558003,6.0635439635545625,7.94487129224574,0.7236441778553604,2.4812373778602033,0.1248177548157626,2.98348016265476,5.339899785699201,2.356419623044441,11.02493509314554,14.243927339787598,0.0,0.0,7.631294284730533,0.0,0.3135770075152067
fold0_seed17_all,hard,eu-locality-007,1023,1023,0,40201.07117119474,6476.910953576085,1069.6904992541668,5407.220454321919,79.9379328328003,1678.68735257946,116.63972042723873,-572.295065730855,989.7525664213664,1562.047632152221,7049.206019306939,6615.779838311957,0.0,0.0,2182.7456890499825,0.0,3224.474765271935,16.111289487771124,2.6608507387749207,13.450438748996202,0.1988452807448529,4.175727918867717,0.29014082716983564,-1.4235816336678149,2.462005458030067,3.8855870916978814,17.534871121438936,16.45672527017728,0.0,0.0,5.429570967785517,0.0,8.020867781210683
