family,seed,head,recording,subset,rows,target_benefit_mean,target_harm_mean,predicted_benefit_mean,predicted_harm_mean,benefit_mse,harm_mse,actual_net_gain_mean,predicted_net_gain_mean,positive_harm_fraction
transformer,17,ridge,eth_hotel,all,1197,0.2290006909938753,6.007720038063007,0.2777746170837006,6.079569676018,1.3540568922216458,7.4660211956790965,-5.778719347069131,-5.8017950589342995,0.5889724310776943
transformer,17,ridge,eth_hotel,ridge_harm_clipped_to_zero,378,0.026905103046576388,0.02054072685317055,0.07499303287831406,0.0,0.04672125463870876,0.0013141242387165475,0.006364376193405839,0.07499303287831406,0.5767195767195767
transformer,17,ridge,eth_hotel,ridge_benefit_clipped_to_zero,376,0.02328764988851617,7.160964585356464,0.0,7.503279346576396,0.0035336672350828715,4.950074271554317,-7.1376769354679475,-7.503279346576396,0.6622340425531915
transformer,17,ridge,eth_hotel,eligible_conservative,330,0.03267340438747355,0.027278426024537165,0.09696606944569132,0.003091165152463046,0.05395472905518033,0.0036316530027229103,0.005394978362936386,0.09387490429322828,0.5848484848484848
transformer,17,ridge,eth_hotel,eligible_moderate,375,0.03712584386067465,0.027895333078922703,0.09230010950565339,0.006400434970855713,0.048515394213484,0.003678847754035187,0.009230510781751945,0.08589967453479767,0.5786666666666667
transformer,17,ridge,ucy_zara01,all,2234,0.011224659677987971,0.09067188988528271,0.03047123529774036,0.10863313041527355,0.004114196921686163,0.01151677426635898,-0.07944723020729473,-0.07816189511753319,0.8415398388540735
transformer,17,ridge,ucy_zara01,ridge_harm_clipped_to_zero,387,0.006232642568046232,0.05761536255250841,0.062124886398398596,0.0,0.007769575427299451,0.006893283130243244,-0.05138271998446218,0.062124886398398596,0.8320413436692506
transformer,17,ridge,ucy_zara01,ridge_benefit_clipped_to_zero,825,0.006520021028770839,0.06477026554491286,0.0,0.12722667892773945,0.0006806901991109648,0.013319649674816794,-0.058250244516142025,-0.12722667892773945,0.8424242424242424
transformer,17,ridge,ucy_zara01,eligible_conservative,414,0.006448925428085731,0.06684865166896005,0.07863298403144171,0.0061548589796259785,0.008656052218865284,0.007650551315549781,-0.060399726240874314,0.07247812505181572,0.8599033816425121
transformer,17,ridge,ucy_zara01,eligible_moderate,505,0.00687212822059778,0.06936857856383603,0.07740426468155762,0.011622120012151132,0.008537364443721884,0.008097852663638886,-0.06249645034323825,0.06578214466940649,0.8574257425742574
transformer,17,ridge,ucy_zara02,all,5741,0.016140521488852557,0.3861969890153455,0.05145276857981582,0.39315758335883144,0.011537951610562607,0.1185419474707038,-0.37005646752649296,-0.3417048147790156,0.8472391569412995
transformer,17,ridge,ucy_zara02,ridge_harm_clipped_to_zero,566,0.009989444401926385,0.26917288887977614,0.14138513863047208,0.0,0.045575233279625066,0.19850453718231476,-0.25918344447784974,0.14138513863047208,0.8268551236749117
transformer,17,ridge,ucy_zara02,ridge_benefit_clipped_to_zero,1705,0.008280583207298868,0.5519588849328041,0.0,0.7337178513800993,0.0016968561679381838,0.22805652181447128,-0.5436783017255051,-0.7337178513800993,0.8703812316715542
transformer,17,ridge,ucy_zara02,eligible_conservative,574,0.01245820700967334,0.2810474512674716,0.15724392546152613,0.004528441703278013,0.047802898155117374,0.20124974221177236,-0.26858924425779823,0.15271548375824812,0.837979094076655
