tag,pair,bank,weighting,bin,mean_target_minus_cap,normalized_mean_target_minus_cap,rows
fold0_seed43_controller1_full_eu-locality-119,full,in_sample_prev,uniform_positive_envelope,1,-0.13927796501527928,-1.0099622407162605,2661
fold0_seed43_controller1_full_eu-locality-119,full,in_sample_prev,uniform_positive_envelope,2,-0.5079307921247573,-2.382861720969953,2660
fold0_seed43_controller1_full_eu-locality-119,full,oof,registered_risk_weights,0,-0.010122124676645715,-0.04377676089560149,2829
fold0_seed43_controller1_full_eu-locality-119,full,oof,registered_risk_weights,1,-0.1264229857991135,-1.113942190190205,2646
fold0_seed43_controller1_full_eu-locality-119,full,oof,registered_risk_weights,2,-0.5403357847781676,-6.2169112993817635,2507
fold0_seed43_controller1_full_eu-locality-119,full,oof,uniform_positive_envelope,0,-0.005890553874051492,-0.026430633314722285,2661
fold0_seed43_controller1_full_eu-locality-119,full,oof,uniform_positive_envelope,1,-0.11171291304667723,-1.0574820376748433,2661
fold0_seed43_controller1_full_eu-locality-119,full,oof,uniform_positive_envelope,2,-0.5345511962084875,-6.1445033372028215,2660
fold0_seed43_controller1_full_eu-locality-119,full,original_in_sample,registered_risk_weights,0,-0.04975472142620736,-0.48472945127451433,2759
fold0_seed43_controller1_full_eu-locality-119,full,original_in_sample,registered_risk_weights,1,-0.13646926362495507,-1.7565386309745814,2702
fold0_seed43_controller1_full_eu-locality-119,full,original_in_sample,registered_risk_weights,2,-0.48991423656484306,-2.046064321702927,2521
fold0_seed43_controller1_full_eu-locality-119,full,original_in_sample,uniform_positive_envelope,0,-0.04509534980447917,-0.4551420490812935,2661
fold0_seed43_controller1_full_eu-locality-119,full,original_in_sample,uniform_positive_envelope,1,-0.11184129431979328,-1.4344594179671373,2661
fold0_seed43_controller1_full_eu-locality-119,full,original_in_sample,uniform_positive_envelope,2,-0.4431640919323236,-1.9337615237506325,2660
fold0_seed43_controller1_full_eu-locality-124,full,in_sample_next,registered_risk_weights,0,-0.036490016750348984,-0.1797064109825729,3183
fold0_seed43_controller1_full_eu-locality-124,full,in_sample_next,registered_risk_weights,1,-0.1784829299523584,-1.4252438138754666,3214
fold0_seed43_controller1_full_eu-locality-124,full,in_sample_next,registered_risk_weights,2,-0.6764123603086913,-2.9486673436259134,2917
fold0_seed43_controller1_full_eu-locality-124,full,in_sample_next,uniform_positive_envelope,0,-0.03667620573317625,-0.19701034755531893,3105
fold0_seed43_controller1_full_eu-locality-124,full,in_sample_next,uniform_positive_envelope,1,-0.16929752316178046,-1.667219545302929,3105
fold0_seed43_controller1_full_eu-locality-124,full,in_sample_next,uniform_positive_envelope,2,-0.632128708158874,-2.849053426566355,3104
fold0_seed43_controller1_full_eu-locality-124,full,in_sample_prev,registered_risk_weights,0,-0.05362130149052537,-0.5114460626413935,3240
fold0_seed43_controller1_full_eu-locality-124,full,in_sample_prev,registered_risk_weights,1,-0.23624928279856694,-1.212292493482308,3058
fold0_seed43_controller1_full_eu-locality-124,full,in_sample_prev,registered_risk_weights,2,-0.7345868817544752,-2.984712126868977,3016
fold0_seed43_controller1_full_eu-locality-124,full,in_sample_prev,uniform_positive_envelope,0,-0.047567791798834996,-0.4897315610661758,3105
fold0_seed43_controller1_full_eu-locality-124,full,in_sample_prev,uniform_positive_envelope,1,-0.22559058286095496,-1.2509839834633507,3105
fold0_seed43_controller1_full_eu-locality-124,full,in_sample_prev,uniform_positive_envelope,2,-0.7154175744957996,-3.1299895171394136,3104
fold0_seed43_controller1_full_eu-locality-124,full,oof,registered_risk_weights,0,-0.02337494932039895,-0.08644956155674104,2924
fold0_seed43_controller1_full_eu-locality-124,full,oof,registered_risk_weights,1,-0.17888851123515256,-1.1553661607184005,3048
fold0_seed43_controller1_full_eu-locality-124,full,oof,registered_risk_weights,2,-0.7039338077422289,-6.310918239674527,3342
fold0_seed43_controller1_full_eu-locality-124,full,oof,uniform_positive_envelope,0,-0.030531801927696788,-0.12305061061780273,3105
fold0_seed43_controller1_full_eu-locality-124,full,oof,uniform_positive_envelope,1,-0.19770432288843978,-1.350616687952438,3105
fold0_seed43_controller1_full_eu-locality-124,full,oof,uniform_positive_envelope,2,-0.7720825480260967,-7.298428608931272,3104
fold0_seed43_controller1_full_eu-locality-124,full,original_in_sample,registered_risk_weights,0,-0.05728324913143679,-0.2694366973440624,3083
fold0_seed43_controller1_full_eu-locality-124,full,original_in_sample,registered_risk_weights,1,-0.22820566979491802,-1.1974626510148603,3169
fold0_seed43_controller1_full_eu-locality-124,full,original_in_sample,registered_risk_weights,2,-0.6899915742742294,-4.12253032514355,3062
fold0_seed43_controller1_full_eu-locality-124,full,original_in_sample,uniform_positive_envelope,0,-0.05944240888196789,-0.3051012347758948,3105
fold0_seed43_controller1_full_eu-locality-124,full,original_in_sample,uniform_positive_envelope,1,-0.22707051144885715,-1.3197015403663537,3105
fold0_seed43_controller1_full_eu-locality-124,full,original_in_sample,uniform_positive_envelope,2,-0.6782411501815615,-4.156585999520915,3104
fold0_seed43_controller1_motion_only_eu-locality-007,motion_only,in_sample_next,registered_risk_weights,0,-0.029655741202632938,-0.28627440899987394,1752
fold0_seed43_controller1_motion_only_eu-locality-007,motion_only,in_sample_next,registered_risk_weights,1,-0.2730482026011503,-3.1461600879110585,1560
fold0_seed43_controller1_motion_only_eu-locality-007,motion_only,in_sample_next,registered_risk_weights,2,-1.1844361317547025,-3.669357290938157,1485
fold0_seed43_controller1_motion_only_eu-locality-007,motion_only,in_sample_next,uniform_positive_envelope,0,-0.024218162617456337,-1.02446637455156,1599
fold0_seed43_controller1_motion_only_eu-locality-007,motion_only,in_sample_next,uniform_positive_envelope,1,-0.21934392743505624,-2.16722140525159,1599
fold0_seed43_controller1_motion_only_eu-locality-007,motion_only,in_sample_next,uniform_positive_envelope,2,-1.0958096327928115,-3.358967859322706,1599
fold0_seed43_controller1_motion_only_eu-locality-007,motion_only,in_sample_prev,registered_risk_weights,0,-0.03790043126465823,-1.4989177734055894,1572
fold0_seed43_controller1_motion_only_eu-locality-007,motion_only,in_sample_prev,registered_risk_weights,1,-0.25581301762443853,-1.448388592159314,1608
fold0_seed43_controller1_motion_only_eu-locality-007,motion_only,in_sample_prev,registered_risk_weights,2,-1.1752077932620764,-3.9030012889355596,1617
fold0_seed43_controller1_motion_only_eu-locality-007,motion_only,in_sample_prev,uniform_positive_envelope,0,-0.03695039935577472,-1.8343851088184664,1599
fold0_seed43_controller1_motion_only_eu-locality-007,motion_only,in_sample_prev,uniform_positive_envelope,1,-0.25523418649366414,-1.443513756123977,1599
fold0_seed43_controller1_motion_only_eu-locality-007,motion_only,in_sample_prev,uniform_positive_envelope,2,-1.1271350528486999,-3.8533287650629893,1599
fold0_seed43_controller1_motion_only_eu-locality-007,motion_only,oof,registered_risk_weights,0,-0.038188342241791046,-0.36541548567759863,1578
fold0_seed43_controller1_motion_only_eu-locality-007,motion_only,oof,registered_risk_weights,1,-0.2040097378397072,-0.7535827649122071,1612
fold0_seed43_controller1_motion_only_eu-locality-007,motion_only,oof,registered_risk_weights,2,-1.232777277553474,-6.304285418140746,1607
fold0_seed43_controller1_motion_only_eu-locality-007,motion_only,oof,uniform_positive_envelope,0,-0.03786461281355301,-0.373168089319071,1599
fold0_seed43_controller1_motion_only_eu-locality-007,motion_only,oof,uniform_positive_envelope,1,-0.19812855183624528,-0.7446368025174335,1599
fold0_seed43_controller1_motion_only_eu-locality-007,motion_only,oof,uniform_positive_envelope,2,-1.1503110808415968,-6.05094011788947,1599
fold0_seed43_controller1_motion_only_eu-locality-007,motion_only,original_in_sample,registered_risk_weights,0,-0.0823605618112988,-2.582982808463207,1609
fold0_seed43_controller1_motion_only_eu-locality-007,motion_only,original_in_sample,registered_risk_weights,1,-0.33952715350299095,-1.3528014769768046,1597
fold0_seed43_controller1_motion_only_eu-locality-007,motion_only,original_in_sample,registered_risk_weights,2,-0.977992179992856,-4.045247948026294,1591
fold0_seed43_controller1_motion_only_eu-locality-007,motion_only,original_in_sample,uniform_positive_envelope,0,-0.07590246284547511,-2.7162177986156872,1599
fold0_seed43_controller1_motion_only_eu-locality-007,motion_only,original_in_sample,uniform_positive_envelope,1,-0.3242634061417926,-1.3128797075157672,1599
fold0_seed43_controller1_motion_only_eu-locality-007,motion_only,original_in_sample,uniform_positive_envelope,2,-0.9547380259766158,-4.054546308008461,1599
fold0_seed43_controller1_motion_only_eu-locality-110,motion_only,in_sample_next,registered_risk_weights,0,-0.009810973799067231,-0.08470944242364319,1406
fold0_seed43_controller1_motion_only_eu-locality-110,motion_only,in_sample_next,registered_risk_weights,1,-0.20730195019149322,-1.127496570332328,1303
fold0_seed43_controller1_motion_only_eu-locality-110,motion_only,in_sample_next,registered_risk_weights,2,-1.120589426178316,-4.190744423040251,1351
fold0_seed43_controller1_motion_only_eu-locality-110,motion_only,in_sample_next,uniform_positive_envelope,0,-0.0061551452460314685,-0.05073836409589934,1354
fold0_seed43_controller1_motion_only_eu-locality-110,motion_only,in_sample_next,uniform_positive_envelope,1,-0.1848626530718786,-0.9531428891928052,1353
fold0_seed43_controller1_motion_only_eu-locality-110,motion_only,in_sample_next,uniform_positive_envelope,2,-1.0850341163686346,-3.83780659821577,1353
fold0_seed43_controller1_motion_only_eu-locality-110,motion_only,in_sample_prev,registered_risk_weights,0,-0.012074390835497145,-0.08521384223437493,1365
fold0_seed43_controller1_motion_only_eu-locality-110,motion_only,in_sample_prev,registered_risk_weights,1,-0.2394166589123285,-1.5562357709334662,1286
fold0_seed43_controller1_motion_only_eu-locality-110,motion_only,in_sample_prev,registered_risk_weights,2,-1.1228255768178754,-4.100368401164711,1409
fold0_seed43_controller1_motion_only_eu-locality-110,motion_only,in_sample_prev,uniform_positive_envelope,0,-0.009289062674348248,-0.06255689752401138,1354
fold0_seed43_controller1_motion_only_eu-locality-110,motion_only,in_sample_prev,uniform_positive_envelope,1,-0.24388448894958015,-1.5076985664513145,1353
fold0_seed43_controller1_motion_only_eu-locality-110,motion_only,in_sample_prev,uniform_positive_envelope,2,-1.076477188064504,-3.713214943941085,1353
fold0_seed43_controller1_motion_only_eu-locality-110,motion_only,oof,registered_risk_weights,0,-0.00848142710903779,-0.0515890243106632,1339
fold0_seed43_controller1_motion_only_eu-locality-110,motion_only,oof,registered_risk_weights,1,-0.15087836638159297,-0.6041694917228748,1392
fold0_seed43_controller1_motion_only_eu-locality-110,motion_only,oof,registered_risk_weights,2,-1.0420345863971274,-6.086783299631278,1329
fold0_seed43_controller1_motion_only_eu-locality-110,motion_only,oof,uniform_positive_envelope,0,-0.0078108897961441486,-0.04520659291010085,1354
fold0_seed43_controller1_motion_only_eu-locality-110,motion_only,oof,uniform_positive_envelope,1,-0.1451257773501018,-0.5505875652748184,1353
fold0_seed43_controller1_motion_only_eu-locality-110,motion_only,oof,uniform_positive_envelope,2,-0.9811681775657106,-5.407365241800187,1353
fold0_seed43_controller1_motion_only_eu-locality-110,motion_only,original_in_sample,registered_risk_weights,0,-0.04737923664557194,-0.3343457156526712,1374
fold0_seed43_controller1_motion_only_eu-locality-110,motion_only,original_in_sample,registered_risk_weights,1,-0.35124553510190104,-1.6967847138567116,1309
fold0_seed43_controller1_motion_only_eu-locality-110,motion_only,original_in_sample,registered_risk_weights,2,-1.0637668976873726,-4.5039255145846155,1377
fold0_seed43_controller1_motion_only_eu-locality-110,motion_only,original_in_sample,uniform_positive_envelope,0,-0.039607930837816704,-0.26673835212693053,1354
fold0_seed43_controller1_motion_only_eu-locality-110,motion_only,original_in_sample,uniform_positive_envelope,1,-0.3395670392726675,-1.5475742766229672,1353
fold0_seed43_controller1_motion_only_eu-locality-110,motion_only,original_in_sample,uniform_positive_envelope,2,-1.0294116102641153,-4.1320176952649135,1353
fold0_seed43_controller1_motion_only_eu-locality-119,motion_only,in_sample_next,registered_risk_weights,0,-0.008706876086975656,-0.07095995590480111,1231
fold0_seed43_controller1_motion_only_eu-locality-119,motion_only,in_sample_next,registered_risk_weights,1,-0.10933397273127499,-0.6154195517856647,1457
fold0_seed43_controller1_motion_only_eu-locality-119,motion_only,in_sample_next,registered_risk_weights,2,-0.8117848827608196,-12.777497447481,1450
fold0_seed43_controller1_motion_only_eu-locality-119,motion_only,in_sample_next,uniform_positive_envelope,0,-0.014124392086141302,-0.1189933654851951,1380
fold0_seed43_controller1_motion_only_eu-locality-119,motion_only,in_sample_next,uniform_positive_envelope,1,-0.12178251675712201,-0.7057535941984537,1379
fold0_seed43_controller1_motion_only_eu-locality-119,motion_only,in_sample_next,uniform_positive_envelope,2,-0.7296135295703041,-11.234165294591504,1379
fold0_seed43_controller1_motion_only_eu-locality-119,motion_only,in_sample_prev,registered_risk_weights,0,-0.01558387091939981,-0.10250445538871326,1463
fold0_seed43_controller1_motion_only_eu-locality-119,motion_only,in_sample_prev,registered_risk_weights,1,-0.14871173826604478,-3.641925407314497,1353
fold0_seed43_controller1_motion_only_eu-locality-119,motion_only,in_sample_prev,registered_risk_weights,2,-0.9159157193207046,-5.695070594032858,1322
fold0_seed43_controller1_motion_only_eu-locality-119,motion_only,in_sample_prev,uniform_positive_envelope,0,-0.012159886053831805,-0.08279515766094835,1380
fold0_seed43_controller1_motion_only_eu-locality-119,motion_only,in_sample_prev,uniform_positive_envelope,1,-0.1289205705783817,-3.7862716110778196,1379
fold0_seed43_controller1_motion_only_eu-locality-119,motion_only,in_sample_prev,uniform_positive_envelope,2,-0.8036706670121762,-5.0477979891948745,1379
fold0_seed43_controller1_motion_only_eu-locality-119,motion_only,oof,registered_risk_weights,0,-0.0076523552474452965,-0.04156928452030564,1395
fold0_seed43_controller1_motion_only_eu-locality-119,motion_only,oof,registered_risk_weights,1,-0.1494602014579418,-1.2979580381904485,1415
fold0_seed43_controller1_motion_only_eu-locality-119,motion_only,oof,registered_risk_weights,2,-0.796050261417106,-13.488249741946913,1328
fold0_seed43_controller1_motion_only_eu-locality-119,motion_only,oof,uniform_positive_envelope,0,-0.007031506403888298,-0.03949430492003588,1380
fold0_seed43_controller1_motion_only_eu-locality-119,motion_only,oof,uniform_positive_envelope,1,-0.12606192006033007,-1.134401302870476,1379
fold0_seed43_controller1_motion_only_eu-locality-119,motion_only,oof,uniform_positive_envelope,2,-0.7851823314776274,-12.378211701533084,1379
fold0_seed43_controller1_motion_only_eu-locality-119,motion_only,original_in_sample,registered_risk_weights,0,-0.0042667512310487505,-0.027995296417995752,1365
fold0_seed43_controller1_motion_only_eu-locality-119,motion_only,original_in_sample,registered_risk_weights,1,-0.0985976402865854,-0.9472437515373785,1398
fold0_seed43_controller1_motion_only_eu-locality-119,motion_only,original_in_sample,registered_risk_weights,2,-0.7727508213471608,-6.002489731798016,1375
fold0_seed43_controller1_motion_only_eu-locality-119,motion_only,original_in_sample,uniform_positive_envelope,0,-0.004495154846081569,-0.030524955557926375,1380
fold0_seed43_controller1_motion_only_eu-locality-119,motion_only,original_in_sample,uniform_positive_envelope,1,-0.09148037038162517,-0.9090619278963201,1379
fold0_seed43_controller1_motion_only_eu-locality-119,motion_only,original_in_sample,uniform_positive_envelope,2,-0.6861474337991385,-5.380096825356128,1379
fold0_seed43_controller1_motion_only_eu-locality-124,motion_only,in_sample_next,registered_risk_weights,0,-0.01029997539345893,-0.07337306089939127,1657
fold0_seed43_controller1_motion_only_eu-locality-124,motion_only,in_sample_next,registered_risk_weights,1,-0.1777105388285565,-1.7038579817859816,1936
fold0_seed43_controller1_motion_only_eu-locality-124,motion_only,in_sample_next,registered_risk_weights,2,-0.9389189470743278,-3.209712765930343,1691
fold0_seed43_controller1_motion_only_eu-locality-124,motion_only,in_sample_next,uniform_positive_envelope,0,-0.01731239069434731,-0.13319532609564744,1762
fold0_seed43_controller1_motion_only_eu-locality-124,motion_only,in_sample_next,uniform_positive_envelope,1,-0.17781811994614471,-1.827455548247058,1761
fold0_seed43_controller1_motion_only_eu-locality-124,motion_only,in_sample_next,uniform_positive_envelope,2,-0.9066005295015613,-3.3181630213019924,1761
fold0_seed43_controller1_motion_only_eu-locality-124,motion_only,in_sample_prev,registered_risk_weights,0,-0.017298459693835356,-0.12263012264867217,1780
fold0_seed43_controller1_motion_only_eu-locality-124,motion_only,in_sample_prev,registered_risk_weights,1,-0.197647385251767,-1.485788538991021,1788
fold0_seed43_controller1_motion_only_eu-locality-124,motion_only,in_sample_prev,registered_risk_weights,2,-0.9861500402532202,-3.5183600957264223,1716
fold0_seed43_controller1_motion_only_eu-locality-124,motion_only,in_sample_prev,uniform_positive_envelope,0,-0.017783359173976103,-0.13622338087373834,1762
fold0_seed43_controller1_motion_only_eu-locality-124,motion_only,in_sample_prev,uniform_positive_envelope,1,-0.19222412636885788,-1.5456700958844696,1761
fold0_seed43_controller1_motion_only_eu-locality-124,motion_only,in_sample_prev,uniform_positive_envelope,2,-0.9851767361792647,-3.7640318037223937,1761
fold0_seed43_controller1_motion_only_eu-locality-124,motion_only,oof,registered_risk_weights,0,-0.014546943306129715,-0.08582622751368231,1773
fold0_seed43_controller1_motion_only_eu-locality-124,motion_only,oof,registered_risk_weights,1,-0.19203378240271615,-0.9032975474254489,1745
fold0_seed43_controller1_motion_only_eu-locality-124,motion_only,oof,registered_risk_weights,2,-0.8557387125045508,-4.165127109977783,1766
fold0_seed43_controller1_motion_only_eu-locality-124,motion_only,oof,uniform_positive_envelope,0,-0.01518545199003048,-0.09680911513172266,1762
fold0_seed43_controller1_motion_only_eu-locality-124,motion_only,oof,uniform_positive_envelope,1,-0.1893352090385626,-0.9525163222592057,1761
fold0_seed43_controller1_motion_only_eu-locality-124,motion_only,oof,uniform_positive_envelope,2,-0.9052964689072485,-4.7132355331797395,1761
fold0_seed43_controller1_motion_only_eu-locality-124,motion_only,original_in_sample,registered_risk_weights,0,-0.012341914020876116,-0.08794379413216548,1702
fold0_seed43_controller1_motion_only_eu-locality-124,motion_only,original_in_sample,registered_risk_weights,1,-0.2001374173764469,-1.2305474887708863,1835
fold0_seed43_controller1_motion_only_eu-locality-124,motion_only,original_in_sample,registered_risk_weights,2,-0.9257423637319859,-3.498993687107392,1747
fold0_seed43_controller1_motion_only_eu-locality-124,motion_only,original_in_sample,uniform_positive_envelope,0,-0.01625718955994364,-0.12517290600954137,1762
fold0_seed43_controller1_motion_only_eu-locality-124,motion_only,original_in_sample,uniform_positive_envelope,1,-0.20376875342252343,-1.3443064134113105,1761
fold0_seed43_controller1_motion_only_eu-locality-124,motion_only,original_in_sample,uniform_positive_envelope,2,-0.9239826875551005,-3.735930271925172,1761
fold0_seed43_controller2_full_eu-locality-008,full,in_sample_next,registered_risk_weights,0,0.011374615620223903,0.0260473743910519,2147
fold0_seed43_controller2_full_eu-locality-008,full,in_sample_next,registered_risk_weights,1,-0.2274668705989543,-0.7260328703956644,2393
fold0_seed43_controller2_full_eu-locality-008,full,in_sample_next,registered_risk_weights,2,-0.8557020217464314,-1.2920360298725868,2470
fold0_seed43_controller2_full_eu-locality-008,full,in_sample_next,uniform_positive_envelope,0,-0.030214434528688272,-0.10612492420114185,2337
fold0_seed43_controller2_full_eu-locality-008,full,in_sample_next,uniform_positive_envelope,1,-0.2602237513048047,-0.8308305377041807,2337
fold0_seed43_controller2_full_eu-locality-008,full,in_sample_next,uniform_positive_envelope,2,-0.9211911215254671,-2.847419147102177,2336
fold0_seed43_controller2_full_eu-locality-008,full,in_sample_prev,registered_risk_weights,0,-0.011928119353131856,-0.040403763254038376,2271
fold0_seed43_controller2_full_eu-locality-008,full,in_sample_prev,registered_risk_weights,1,-0.281251971805789,-2.448236106903116,2379
fold0_seed43_controller2_full_eu-locality-008,full,in_sample_prev,registered_risk_weights,2,-0.8977479153930823,-1.1334895496802764,2360
fold0_seed43_controller2_full_eu-locality-008,full,in_sample_prev,uniform_positive_envelope,0,-0.038432033975044605,-0.14281261821056038,2337
fold0_seed43_controller2_full_eu-locality-008,full,in_sample_prev,uniform_positive_envelope,1,-0.3021159768432109,-2.682682555054535,2337
fold0_seed43_controller2_full_eu-locality-008,full,in_sample_prev,uniform_positive_envelope,2,-0.8859845746069188,-1.987291991998446,2336
fold0_seed43_controller2_full_eu-locality-008,full,oof,registered_risk_weights,0,0.07581013563555795,0.10473573342199594,2074
fold0_seed43_controller2_full_eu-locality-008,full,oof,registered_risk_weights,1,-0.14536469270405658,-0.34616444757589404,2412
fold0_seed43_controller2_full_eu-locality-008,full,oof,registered_risk_weights,2,-0.7521750257252359,-4.571811534959949,2524
fold0_seed43_controller2_full_eu-locality-008,full,oof,uniform_positive_envelope,0,-0.006954799845085696,-0.018147873243831974,2337
fold0_seed43_controller2_full_eu-locality-008,full,oof,uniform_positive_envelope,1,-0.18770314759588685,-0.5690910324949907,2337
fold0_seed43_controller2_full_eu-locality-008,full,oof,uniform_positive_envelope,2,-0.800978480291977,-4.77515521650359,2336
fold0_seed43_controller2_full_eu-locality-008,full,original_in_sample,registered_risk_weights,0,0.01439307475412826,0.031460195624827526,2048
fold0_seed43_controller2_full_eu-locality-008,full,original_in_sample,registered_risk_weights,1,-0.18668772068449124,-1.1373495439262102,2418
fold0_seed43_controller2_full_eu-locality-008,full,original_in_sample,registered_risk_weights,2,-0.7598344564436728,-1.0840907118495857,2544
fold0_seed43_controller2_full_eu-locality-008,full,original_in_sample,uniform_positive_envelope,0,-0.04216219548474089,-0.1416708894905736,2337
fold0_seed43_controller2_full_eu-locality-008,full,original_in_sample,uniform_positive_envelope,1,-0.21739687575592412,-1.0356505686458415,2337
fold0_seed43_controller2_full_eu-locality-008,full,original_in_sample,uniform_positive_envelope,2,-0.8129486355667003,-2.090622214921966,2336
fold0_seed43_controller2_full_eu-locality-020,full,in_sample_next,registered_risk_weights,0,-0.2791642189840879,-3.0049426185542907,15042
fold0_seed43_controller2_full_eu-locality-020,full,in_sample_next,registered_risk_weights,1,-0.5784470256611185,-2.662699330677847,25642
fold0_seed43_controller2_full_eu-locality-020,full,in_sample_next,registered_risk_weights,2,-0.7681948745875277,-3.3196468007373623,36291
fold0_seed43_controller2_full_eu-locality-020,full,in_sample_next,uniform_positive_envelope,0,-0.5414942589448533,-2.424612568814827,25659
fold0_seed43_controller2_full_eu-locality-020,full,in_sample_next,uniform_positive_envelope,1,-0.6376160353933686,-2.0504096258005164,25658
fold0_seed43_controller2_full_eu-locality-020,full,in_sample_next,uniform_positive_envelope,2,-0.7587125652157383,-2.4867044389311017,25658
fold0_seed43_controller2_full_eu-locality-020,full,in_sample_prev,registered_risk_weights,0,-0.3003146745841075,-2.92182411720478,14012
fold0_seed43_controller2_full_eu-locality-020,full,in_sample_prev,registered_risk_weights,1,-0.5762044397593997,-2.929977192344169,24887
fold0_seed43_controller2_full_eu-locality-020,full,in_sample_prev,registered_risk_weights,2,-0.8617141974793823,-3.5139324782965464,38076
fold0_seed43_controller2_full_eu-locality-020,full,in_sample_prev,uniform_positive_envelope,0,-0.6174641083164909,-2.3865779386177914,25659
fold0_seed43_controller2_full_eu-locality-020,full,in_sample_prev,uniform_positive_envelope,1,-0.6576954801415154,-2.2717503502371823,25658
fold0_seed43_controller2_full_eu-locality-020,full,in_sample_prev,uniform_positive_envelope,2,-0.8642002909998066,-2.89818223030674,25658
fold0_seed43_controller2_full_eu-locality-020,full,oof,registered_risk_weights,0,-0.3438815857666764,-1.600989803841008,29023
fold0_seed43_controller2_full_eu-locality-020,full,oof,registered_risk_weights,1,-0.5600185120993943,-3.2947942553240392,16731
fold0_seed43_controller2_full_eu-locality-020,full,oof,registered_risk_weights,2,-0.7610702999444021,-4.106900952271279,31221
fold0_seed43_controller2_full_eu-locality-020,full,oof,uniform_positive_envelope,0,-0.16358577806331648,-0.47209662551116544,25659
fold0_seed43_controller2_full_eu-locality-020,full,oof,uniform_positive_envelope,1,-0.4388939897034762,-1.8708194637704707,25658
fold0_seed43_controller2_full_eu-locality-020,full,oof,uniform_positive_envelope,2,-1.0083486809337323,-3.968462530960286,25658
fold0_seed43_controller2_full_eu-locality-020,full,original_in_sample,registered_risk_weights,0,-0.3207831740326519,-2.8629370942577355,18066
fold0_seed43_controller2_full_eu-locality-020,full,original_in_sample,registered_risk_weights,1,-0.5104604885604059,-2.4320157493660632,21763
fold0_seed43_controller2_full_eu-locality-020,full,original_in_sample,registered_risk_weights,2,-0.7544612083499691,-3.2845027497953243,37146
fold0_seed43_controller2_full_eu-locality-020,full,original_in_sample,uniform_positive_envelope,0,-0.45997795138321995,-1.9972534475300106,25659
fold0_seed43_controller2_full_eu-locality-020,full,original_in_sample,uniform_positive_envelope,1,-0.5212630889454288,-1.7517420149006075,25658
fold0_seed43_controller2_full_eu-locality-020,full,original_in_sample,uniform_positive_envelope,2,-0.8987460926883625,-2.8697271996390805,25658
fold0_seed43_controller2_full_eu-locality-048,full,in_sample_next,registered_risk_weights,0,-0.08672722747895617,-1.0506908019082088,8780
fold0_seed43_controller2_full_eu-locality-048,full,in_sample_next,registered_risk_weights,1,-0.48190282617194746,-2.1286989478430507,24937
fold0_seed43_controller2_full_eu-locality-048,full,in_sample_next,registered_risk_weights,2,-0.8479156006995576,-1.3522009100549826,39639
fold0_seed43_controller2_full_eu-locality-048,full,in_sample_next,uniform_positive_envelope,0,-0.5245401341009073,-2.7772471125196097,24452
fold0_seed43_controller2_full_eu-locality-048,full,in_sample_next,uniform_positive_envelope,1,-0.6472831372219843,-2.039072360055464,24452
fold0_seed43_controller2_full_eu-locality-048,full,in_sample_next,uniform_positive_envelope,2,-0.7598835421260937,-2.6538031844591163,24452
fold0_seed43_controller2_full_eu-locality-048,full,in_sample_prev,registered_risk_weights,0,-0.22301294278651654,-0.6553722875444673,12600
fold0_seed43_controller2_full_eu-locality-048,full,in_sample_prev,registered_risk_weights,1,-0.5508223259783556,-2.229087088503526,26748
fold0_seed43_controller2_full_eu-locality-048,full,in_sample_prev,registered_risk_weights,2,-0.8333357386243314,-1.590857293862842,34008
fold0_seed43_controller2_full_eu-locality-048,full,in_sample_prev,uniform_positive_envelope,0,-0.5662280055138411,-2.5544358321556864,24452
fold0_seed43_controller2_full_eu-locality-048,full,in_sample_prev,uniform_positive_envelope,1,-0.5784707943048392,-1.746229807061033,24452
fold0_seed43_controller2_full_eu-locality-048,full,in_sample_prev,uniform_positive_envelope,2,-1.0464810617853173,-4.28815570194879,24452
fold0_seed43_controller2_full_eu-locality-048,full,oof,registered_risk_weights,0,-0.08585175184866672,-0.2217209542458254,33042
fold0_seed43_controller2_full_eu-locality-048,full,oof,registered_risk_weights,1,-0.4629464073013968,-0.9052014784536253,22872
fold0_seed43_controller2_full_eu-locality-048,full,oof,registered_risk_weights,2,-1.0586666907115028,-5.304083118591786,17442
fold0_seed43_controller2_full_eu-locality-048,full,oof,uniform_positive_envelope,0,-0.056510522772875806,-0.22242622689673813,24452
fold0_seed43_controller2_full_eu-locality-048,full,oof,uniform_positive_envelope,1,-0.2822220759904669,-1.0027783487333857,24452
fold0_seed43_controller2_full_eu-locality-048,full,oof,uniform_positive_envelope,2,-0.9130545550676856,-3.341311300157761,24452
fold0_seed43_controller2_full_eu-locality-048,full,original_in_sample,registered_risk_weights,0,-0.21099669237545882,-0.6068117868758222,14608
fold0_seed43_controller2_full_eu-locality-048,full,original_in_sample,registered_risk_weights,1,-0.5155711250329867,-2.181334625477068,26148
fold0_seed43_controller2_full_eu-locality-048,full,original_in_sample,registered_risk_weights,2,-0.7155903181961513,-1.3660895870638992,32600
fold0_seed43_controller2_full_eu-locality-048,full,original_in_sample,uniform_positive_envelope,0,-0.4962339378825722,-2.353460025449833,24452
fold0_seed43_controller2_full_eu-locality-048,full,original_in_sample,uniform_positive_envelope,1,-0.5082320813594744,-1.662617314910033,24452
fold0_seed43_controller2_full_eu-locality-048,full,original_in_sample,uniform_positive_envelope,2,-0.8071411836285205,-2.8442860607564087,24452
