view_action,policy,count,predicted_easy_harm_sum,actual_easy_harm_sum,predicted_easy_denominator_sum,actual_easy_denominator_sum,predicted_positive_easy_harm_ratio_percent,observed_positive_easy_harm_ratio_percent
hyang_seed17__damped_velocity_005,matched_product,1182,10.541653584922638,5.390112337905064,738.1960864771164,698.2289825628114,1.4280289177947874,0.7719691494502204
coupa_seed29__damped_velocity_005,net_stop,5897,2619.0214381441056,2310.741398168493,4163.626918290622,3620.273442762518,62.90240431098341,63.82781396769959
coupa_seed29__damped_velocity_005,strict_stop,3694,468.40299277093595,286.2125967732218,3317.0721023790184,2862.51738889983,14.120977124223357,9.998632598114058
coupa_seed29__damped_velocity_005,joint_easy_moment,1021,18.168476414143758,1.1818767123121292,1816.2822618325304,2351.4482501976345,1.0003112839858244,0.05026165097245048
coupa_seed29__damped_velocity_005,product_easy_marginals,1503,27.994839955949317,2.4140172831911118,2133.601059982357,2230.6296134136815,1.3120934593171232,0.10822134112605006
coupa_seed29__damped_velocity_005,matched_joint,1021,18.168476414143758,1.1818767123121292,1816.2822618325304,2351.4482501976345,1.0003112839858244,0.05026165097245048
coupa_seed29__damped_velocity_005,matched_product,1020,19.327299694064337,2.398895502090454,1177.18089929339,679.600213900318,1.6418291959770726,0.3529862782595177
deathCircle_seed29__damped_velocity_005,net_stop,7957,2105.4822087275766,875.5178428970464,1273.2511838413557,948.0965489708095,165.3626743448538,92.34479798997795
deathCircle_seed29__damped_velocity_005,strict_stop,4366,793.6925882372698,261.6179783228176,684.1006113223945,540.022044676587,116.01986244436029,48.44579603773353
deathCircle_seed29__damped_velocity_005,joint_easy_moment,167,1.7119891813360182,2.1945110067687095,147.28370211203952,182.15319759764884,1.1623751690011828,1.204761176697035
deathCircle_seed29__damped_velocity_005,product_easy_marginals,238,2.022055611748238,3.2502071548287788,134.9901163834233,177.0552679645994,1.4979286379788208,1.8357020337167422
deathCircle_seed29__damped_velocity_005,matched_joint,167,1.7119891813360182,2.1945110067687095,147.28370211203952,182.15319759764884,1.1623751690011828,1.204761176697035
deathCircle_seed29__damped_velocity_005,matched_product,169,1.221208292168938,3.2502071548287788,55.407725374772,65.39212348389927,2.2040397506102516,4.970334318060552
gates_seed29__damped_velocity_005,net_stop,3405,1247.3834977074803,606.3525552909405,715.6320290437284,509.914567857831,174.30515224064396,118.91257742218444
gates_seed29__damped_velocity_005,strict_stop,1415,211.89782218491123,162.5097147923992,346.10637927530234,323.3928514812412,61.2233217511319,50.251486403627496
gates_seed29__damped_velocity_005,joint_easy_moment,127,1.386624741894801,1.6103071478719437,125.64390421667322,157.91218474857413,1.1036148156488064,1.0197485079671686
gates_seed29__damped_velocity_005,product_easy_marginals,169,2.011459349436589,1.6103071478719437,141.88399749374474,164.14450384004243,1.4176787974452638,0.9810301960772173
gates_seed29__damped_velocity_005,matched_joint,127,1.386624741894801,1.6103071478719437,125.64390421667322,157.91218474857413,1.1036148156488064,1.0197485079671686
gates_seed29__damped_velocity_005,matched_product,129,1.2969604027527315,1.3305144402933597,88.20279693668458,73.01355607612872,1.4704300178641054,1.8222841233839895
hyang_seed29__damped_velocity_005,net_stop,19911,5405.256626712771,5587.325307961659,3945.7689050399554,5076.979452200645,136.98867715766636,110.0521552345421
hyang_seed29__damped_velocity_005,strict_stop,8712,1217.9154680088204,1149.7358863712197,2097.0246487119584,2495.6824798908865,58.07826192013969,46.06899698320146
hyang_seed29__damped_velocity_005,joint_easy_moment,1119,10.70085633656904,6.604531392100699,914.0896848398256,1238.8503041052231,1.1706571591434303,0.533117792376934
hyang_seed29__damped_velocity_005,product_easy_marginals,1462,13.78266383016093,7.438884284283554,991.174781951569,1301.8988549158505,1.3905381857096502,0.5713872668521837
hyang_seed29__damped_velocity_005,matched_joint,1119,10.70085633656904,6.604531392100699,914.0896848398256,1238.8503041052231,1.1706571591434303,0.533117792376934
hyang_seed29__damped_velocity_005,matched_product,1119,9.923310199423181,4.621428492052642,650.0255110280737,570.7503277209839,1.526603191885281,0.8097110536065896
coupa_seed43__damped_velocity_005,net_stop,6188,2967.7348310368225,2858.762410694384,4277.6361239741545,3776.7941813205007,69.37791679858073,75.69283030654479
