policy,seed,subset,site,rows,model_error,reference_error,absolute_harm,gain_percent,model_p95,model_p99,reference_p95,status
eqmotion__product_easy_marginals,29,positive_easy,coupa,11220,2.2054217761071366,2.2054217761071366,0.0,0.0,5.688593111585037,6.125000007450581,5.688593111585037,defined
eqmotion__product_easy_marginals,29,positive_easy,deathCircle,4581,2.6686103558423393,2.6720498000786166,-0.0034394442362772892,0.12871931639059087,4.742793428198573,4.967282003479047,4.73875633966901,defined
eqmotion__product_easy_marginals,29,positive_easy,gates,2923,2.82692892361625,2.8291753670221667,-0.0022464434059168426,0.07940276280156144,5.050768113241588,5.230939722866429,5.050768113241588,defined
eqmotion__product_easy_marginals,29,positive_easy,hyang,19679,2.6478368222439994,2.6604463533503466,-0.012609531106347216,0.47396299085180615,5.084284965235267,5.289945462088267,5.0852898573061935,defined
eqmotion__product_easy_marginals,29,hard,coupa,4416,42.671640735975274,42.671640735975274,0.0,0.0,83.68020660994014,117.51461239101063,83.68020660994014,defined
eqmotion__product_easy_marginals,29,hard,deathCircle,12715,56.3232825781358,56.32319009010599,9.248802981431936e-05,-0.0001642095017517775,131.7154986698712,384.3017765189178,131.7154986698712,defined
eqmotion__product_easy_marginals,29,hard,gates,6404,45.072436876713674,45.072436876713674,0.0,0.0,100.44817818608435,162.71421020469313,100.44817818608435,defined
eqmotion__product_easy_marginals,29,hard,hyang,18309,44.16206596205283,44.16203406081268,3.1901240149068144e-05,-7.223679983070497e-05,88.51562033239446,159.51821920567963,88.51562033239446,defined
eqmotion__product_easy_marginals,43,all,coupa,27778,11.908068117579171,11.908205875359586,-0.0001377577804149155,0.0011568306918507965,45.2720158430477,77.69192946370413,45.2720158430477,defined
eqmotion__product_easy_marginals,43,all,deathCircle,35760,24.80241242825912,24.81068191340851,-0.008269485149387634,0.033330342060922113,74.1003428865828,186.71668884635787,74.1003428865828,defined
eqmotion__product_easy_marginals,43,all,gates,20236,19.755275655853396,19.761524366102755,-0.006248710249359135,0.031620588238012726,63.51413075556157,119.37381405539219,63.51413075556157,defined
eqmotion__product_easy_marginals,43,all,hyang,89183,15.899247397496444,15.923360932222653,-0.024113534726209807,0.1514349566580142,48.7622634939038,89.31745547278106,48.7622634939038,defined
eqmotion__product_easy_marginals,43,complete,coupa,24834,11.911230535476546,11.91138462404965,-0.00015408857310283963,0.0012936243599437347,46.686806643226895,80.40344616150492,46.686806643226895,defined
eqmotion__product_easy_marginals,43,complete,deathCircle,27394,27.3997156864922,27.410282071573928,-0.010566385081727248,0.038548983385633395,77.00976659652929,186.96553273984352,77.00976659652929,defined
eqmotion__product_easy_marginals,43,complete,gates,15281,21.849647722807497,21.857657394899473,-0.008009672091976228,0.03664469594003572,67.08977164913256,122.41314224932498,67.08977164913256,defined
eqmotion__product_easy_marginals,43,complete,hyang,76409,16.847176863089448,16.87458958863734,-0.027412725547890204,0.162449731911396,51.00479833178511,91.37704807716683,51.00479833178511,defined
eqmotion__product_easy_marginals,43,zero_CV,coupa,2463,0.0,0.0,0.0,,0.0,0.0,0.0,zero_reference_percentage_undefined
eqmotion__product_easy_marginals,43,zero_CV,deathCircle,2984,0.0,0.0,0.0,,0.0,0.0,0.0,zero_reference_percentage_undefined
eqmotion__product_easy_marginals,43,zero_CV,gates,1565,0.0,0.0,0.0,,0.0,0.0,0.0,zero_reference_percentage_undefined
eqmotion__product_easy_marginals,43,zero_CV,hyang,4554,0.0,0.0,0.0,,0.0,0.0,0.0,zero_reference_percentage_undefined
eqmotion__product_easy_marginals,43,positive_easy,coupa,11220,2.2054217761071366,2.2054217761071366,0.0,0.0,5.688593111585037,6.125000007450581,5.688593111585037,defined
eqmotion__product_easy_marginals,43,positive_easy,deathCircle,4581,2.665352428283207,2.6720498000786166,-0.0066973717954095235,0.2506454705751504,4.737632390987025,4.964727692325079,4.73875633966901,defined
eqmotion__product_easy_marginals,43,positive_easy,gates,2923,2.8232804977309054,2.8291753670221667,-0.005894869291261262,0.20835998220448682,5.050768113241588,5.230939722866429,5.050768113241588,defined
eqmotion__product_easy_marginals,43,positive_easy,hyang,19679,2.6425061046627163,2.6604463533503466,-0.017940248687630334,0.6743322850708111,5.084257018036869,5.2891435113492,5.0852898573061935,defined
eqmotion__product_easy_marginals,43,hard,coupa,4416,42.671640735975274,42.671640735975274,0.0,0.0,83.68020660994014,117.51461239101063,83.68020660994014,defined
eqmotion__product_easy_marginals,43,hard,deathCircle,12715,56.32328765592752,56.32319009010599,9.756582153386262e-05,-0.00017322495651228564,131.7154986698712,384.3017765189178,131.7154986698712,defined
eqmotion__product_easy_marginals,43,hard,gates,6404,45.072436876713674,45.072436876713674,0.0,0.0,100.44817818608435,162.71421020469313,100.44817818608435,defined
eqmotion__product_easy_marginals,43,hard,hyang,18309,44.1618804127581,44.16203406081268,-0.00015364805457807051,0.00034791888064988896,88.51562033239446,159.51821920567963,88.51562033239446,defined
eqmotion__matched_joint,17,all,coupa,27778,11.908205875359586,11.908205875359586,0.0,0.0,45.2720158430477,77.69192946370413,45.2720158430477,defined
eqmotion__matched_joint,17,all,deathCircle,35760,24.810648824410084,24.81068191340851,-3.308899842480173e-05,0.0001333659370605922,74.1003428865828,186.71668884635787,74.1003428865828,defined
eqmotion__matched_joint,17,all,gates,20236,19.760894051512746,19.761524366102755,-0.0006303145900083962,0.0031896051050028795,63.51413075556157,119.37381405539219,63.51413075556157,defined
eqmotion__matched_joint,17,all,hyang,89183,15.923333128958493,15.923360932222653,-2.7803264160297658e-05,0.00017460675719727092,48.7622634939038,89.31745547278106,48.7622634939038,defined
eqmotion__matched_joint,17,complete,coupa,24834,11.91138462404965,11.91138462404965,0.0,0.0,46.686806643226895,80.40344616150492,46.686806643226895,defined
eqmotion__matched_joint,17,complete,deathCircle,27394,27.41023887734951,27.410282071573928,-4.3194224417675287e-05,0.00015758402013288375,77.00976659652929,186.96553273984352,77.00976659652929,defined
eqmotion__matched_joint,17,complete,gates,15281,21.856822695204208,21.857657394899473,-0.000834699695264618,0.00381879759657755,67.08977164913256,122.41314224932498,67.08977164913256,defined
eqmotion__matched_joint,17,complete,hyang,76409,16.874557137244075,16.87458958863734,-3.24513932632442e-05,0.000192309229762877,51.00479833178511,91.37704807716683,51.00479833178511,defined
eqmotion__matched_joint,17,zero_CV,coupa,2463,0.0,0.0,0.0,,0.0,0.0,0.0,zero_reference_percentage_undefined
eqmotion__matched_joint,17,zero_CV,deathCircle,2984,0.0,0.0,0.0,,0.0,0.0,0.0,zero_reference_percentage_undefined
eqmotion__matched_joint,17,zero_CV,gates,1565,0.0,0.0,0.0,,0.0,0.0,0.0,zero_reference_percentage_undefined
eqmotion__matched_joint,17,zero_CV,hyang,4554,0.0,0.0,0.0,,0.0,0.0,0.0,zero_reference_percentage_undefined
