baseline_FDE,count,false_intervention_rate,horizon,improvement,intervention_rate,latent_enabled,model,model_FDE,oracle_labels_used_as_inputs,physical_validity,residual_clip,smc_enabled,subset,threshold,trial_id
1.182493621672914,4,1.0,100,0.005525146597681243,1.0,False,conservative_fallback_model,1.1759601710623482,False,preserved_by_bounded_residual,0.25,False,easy,0.45,8
3.1065663971471946,105,0.14285714285714285,50,0.003032696847722567,0.580952380952381,False,conservative_fallback_model,3.0971451230273255,False,preserved_by_bounded_residual,0.25,False,hard,0.45,8
5.16106973024446,17,0.23529411764705882,100,0.004045152135767914,1.0,False,conservative_fallback_model,5.140192418002314,False,preserved_by_bounded_residual,0.25,False,hard,0.45,8
7.0874100229705705,41,0.0,50,0.002975508850500217,0.8292682926829268,False,conservative_fallback_model,7.066321371720098,False,preserved_by_bounded_residual,0.25,False,baseline_failure,0.45,8
7.999764244713486,8,0.0,100,0.00465455984466669,1.0,False,conservative_fallback_model,7.962528863293242,False,preserved_by_bounded_residual,0.25,False,baseline_failure,0.45,8
7.0874100229705705,41,0.0,50,0.002975508850500217,0.8292682926829268,False,conservative_fallback_model,7.066321371720098,False,preserved_by_bounded_residual,0.25,False,correction_needed,0.45,8
7.999764244713486,8,0.0,100,0.00465455984466669,1.0,False,conservative_fallback_model,7.962528863293242,False,preserved_by_bounded_residual,0.25,False,correction_needed,0.45,8
3.1065663971471946,105,0.20952380952380953,50,0.009176227786756534,0.7238095238095238,False,t50_official_model,3.0780598362522884,False,preserved_by_bounded_residual,0.25,False,all,0.36,9
5.16106973024446,17,0.23529411764705882,100,0.0114760269479769,1.0,False,t50_official_model,5.101841154939787,False,preserved_by_bounded_residual,0.25,False,all,0.36,9
0.3003835123796306,51,0.43137254901960786,50,0.04896442245038805,0.43137254901960786,False,t50_official_model,0.285675407182343,False,preserved_by_bounded_residual,0.25,False,easy,0.36,9
1.182493621672914,4,1.0,100,0.048250862717596765,1.0,False,t50_official_model,1.1254372842691405,False,preserved_by_bounded_residual,0.25,False,easy,0.36,9
3.1065663971471946,105,0.20952380952380953,50,0.009176227786756534,0.7238095238095238,False,t50_official_model,3.0780598362522884,False,preserved_by_bounded_residual,0.25,False,hard,0.36,9
5.16106973024446,17,0.23529411764705882,100,0.0114760269479769,1.0,False,t50_official_model,5.101841154939787,False,preserved_by_bounded_residual,0.25,False,hard,0.36,9
7.0874100229705705,41,0.0,50,0.0058721312203486855,1.0,False,t50_official_model,7.045791821303273,False,preserved_by_bounded_residual,0.25,False,baseline_failure,0.36,9
7.999764244713486,8,0.0,100,0.00789362952398513,1.0,False,t50_official_model,7.936617069486495,False,preserved_by_bounded_residual,0.25,False,baseline_failure,0.36,9
7.0874100229705705,41,0.0,50,0.0058721312203486855,1.0,False,t50_official_model,7.045791821303273,False,preserved_by_bounded_residual,0.25,False,correction_needed,0.36,9
7.999764244713486,8,0.0,100,0.00789362952398513,1.0,False,t50_official_model,7.936617069486495,False,preserved_by_bounded_residual,0.25,False,correction_needed,0.36,9
3.1065663971471946,105,0.20952380952380953,50,0.009176227786756534,0.7238095238095238,False,t100_diagnostic_model,3.0780598362522884,False,preserved_by_bounded_residual,0.25,False,all,0.36,10
