model,dataset,subset,horizon,FDE,ADE,baseline_FDE,baseline_ADE,improvement,episodes,alpha,residual_magnitude,physical_validity,trial_id,alpha_regularization,residual_clip,hard_failure_weight,t100_weight,interaction_mode,scene_goal_mode
interaction_only,eth_ucy,hard,10,3.032878,3.032878,3.026775,3.026775,-0.002017,22,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap,all,1,0.367126,0.367126,0.346507,0.346507,-0.059505,154,0.75,0.030806,0.969194,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap,all,5,1.616659,1.616659,1.604352,1.604352,-0.007671,132,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap,all,10,2.685109,2.685109,2.674885,2.674885,-0.003822,104,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap,all,25,2.477797,2.477797,2.466785,2.466785,-0.004464,43,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap,all,50,2.846869,2.846869,2.821185,2.821185,-0.009104,21,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap,baseline_failure,1,0.367126,0.367126,0.346507,0.346507,-0.059505,154,0.75,0.030806,0.969194,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap,baseline_failure,5,1.616659,1.616659,1.604352,1.604352,-0.007671,132,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap,baseline_failure,10,2.685109,2.685109,2.674885,2.674885,-0.003822,104,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap,baseline_failure,25,2.477797,2.477797,2.466785,2.466785,-0.004464,43,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap,baseline_failure,50,2.846869,2.846869,2.821185,2.821185,-0.009104,21,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap,ge5,1,0.367126,0.367126,0.346507,0.346507,-0.059505,154,0.75,0.030806,0.969194,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap,ge5,5,1.616659,1.616659,1.604352,1.604352,-0.007671,132,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap,ge5,10,2.685109,2.685109,2.674885,2.674885,-0.003822,104,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap,ge5,25,2.477797,2.477797,2.466785,2.466785,-0.004464,43,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap,ge5,50,2.846869,2.846869,2.821185,2.821185,-0.009104,21,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap,goalbench_official,1,0.367126,0.367126,0.346507,0.346507,-0.059505,154,0.75,0.030806,0.969194,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap,goalbench_official,5,1.616659,1.616659,1.604352,1.604352,-0.007671,132,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap,goalbench_official,10,2.685109,2.685109,2.674885,2.674885,-0.003822,104,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap,goalbench_official,25,2.477797,2.477797,2.466785,2.466785,-0.004464,43,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap,goalbench_official,50,2.846869,2.846869,2.821185,2.821185,-0.009104,21,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap,hard,1,0.367126,0.367126,0.346507,0.346507,-0.059505,154,0.75,0.030806,0.969194,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap,hard,5,1.616659,1.616659,1.604352,1.604352,-0.007671,132,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap,hard,10,2.685109,2.685109,2.674885,2.674885,-0.003822,104,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap,hard,25,2.477797,2.477797,2.466785,2.466785,-0.004464,43,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap,hard,50,2.846869,2.846869,2.821185,2.821185,-0.009104,21,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap,verified_t50,50,2.846869,2.846869,2.821185,2.821185,-0.009104,21,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap_stage14,all,1,0.619796,0.619796,0.60757,0.60757,-0.020122,13,0.75,0.024988,0.975012,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap_stage14,all,5,2.913844,2.913844,2.937948,2.937948,0.008204,13,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap_stage14,all,10,5.541321,5.541321,5.566892,5.566892,0.004593,13,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap_stage14,all,25,5.796176,5.796176,5.813266,5.813266,0.00294,13,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap_stage14,all,50,4.29556,4.29556,4.312465,4.312465,0.00392,13,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap_stage14,all,100,5.887798,5.887798,5.923605,5.923605,0.006045,13,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap_stage14,easy,1,0.619796,0.619796,0.60757,0.60757,-0.020122,13,0.75,0.024988,0.975012,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap_stage14,easy,5,2.913844,2.913844,2.937948,2.937948,0.008204,13,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap_stage14,easy,10,5.541321,5.541321,5.566892,5.566892,0.004593,13,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap_stage14,easy,25,5.796176,5.796176,5.813266,5.813266,0.00294,13,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap_stage14,easy,50,4.29556,4.29556,4.312465,4.312465,0.00392,13,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap_stage14,easy,100,5.887798,5.887798,5.923605,5.923605,0.006045,13,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap_stage14,ge5,1,0.619796,0.619796,0.60757,0.60757,-0.020122,13,0.75,0.024988,0.975012,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap_stage14,ge5,5,2.913844,2.913844,2.937948,2.937948,0.008204,13,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap_stage14,ge5,10,5.541321,5.541321,5.566892,5.566892,0.004593,13,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap_stage14,ge5,25,5.796176,5.796176,5.813266,5.813266,0.00294,13,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap_stage14,ge5,50,4.29556,4.29556,4.312465,4.312465,0.00392,13,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap_stage14,ge5,100,5.887798,5.887798,5.923605,5.923605,0.006045,13,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap_stage14,verified_t100,100,5.887798,5.887798,5.923605,5.923605,0.006045,13,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,eth_ucy_ewap_stage14,verified_t50,50,4.29556,4.29556,4.312465,4.312465,0.00392,13,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,trajnet,all,1,0.307235,0.307235,0.291144,0.291144,-0.055269,30,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,trajnet,all,5,1.436807,1.436807,1.422272,1.422272,-0.01022,30,0.75,0.03493,0.96507,6,low,0.05,1,1,none,none
interaction_only,trajnet,all,10,2.83273,2.83273,2.832472,2.832472,-9.1e-05,30,0.75,0.037439,0.962561,6,low,0.05,1,1,none,none
interaction_only,trajnet,baseline_failure,1,0.307235,0.307235,0.291144,0.291144,-0.055269,30,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,trajnet,baseline_failure,5,1.436807,1.436807,1.422272,1.422272,-0.01022,30,0.75,0.03493,0.96507,6,low,0.05,1,1,none,none
interaction_only,trajnet,baseline_failure,10,2.83273,2.83273,2.832472,2.832472,-9.1e-05,30,0.75,0.037439,0.962561,6,low,0.05,1,1,none,none
interaction_only,trajnet,ge5,1,0.307235,0.307235,0.291144,0.291144,-0.055269,30,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,trajnet,ge5,5,1.436807,1.436807,1.422272,1.422272,-0.01022,30,0.75,0.03493,0.96507,6,low,0.05,1,1,none,none
interaction_only,trajnet,ge5,10,2.83273,2.83273,2.832472,2.832472,-9.1e-05,30,0.75,0.037439,0.962561,6,low,0.05,1,1,none,none
interaction_only,trajnet,goalbench_official,1,0.307235,0.307235,0.291144,0.291144,-0.055269,30,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,trajnet,goalbench_official,5,1.436807,1.436807,1.422272,1.422272,-0.01022,30,0.75,0.03493,0.96507,6,low,0.05,1,1,none,none
interaction_only,trajnet,goalbench_official,10,2.83273,2.83273,2.832472,2.832472,-9.1e-05,30,0.75,0.037439,0.962561,6,low,0.05,1,1,none,none
interaction_only,trajnet,hard,1,0.307235,0.307235,0.291144,0.291144,-0.055269,30,0.75,0.0375,0.9625,6,low,0.05,1,1,none,none
interaction_only,trajnet,hard,5,1.436807,1.436807,1.422272,1.422272,-0.01022,30,0.75,0.03493,0.96507,6,low,0.05,1,1,none,none
interaction_only,trajnet,hard,10,2.83273,2.83273,2.832472,2.832472,-9.1e-05,30,0.75,0.037439,0.962561,6,low,0.05,1,1,none,none
scene_goal,aerialmpt,all,1,0.538483,0.538483,0.514499,0.514499,-0.046616,8,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,aerialmpt,all,5,2.755473,2.755473,2.7401,2.7401,-0.00561,8,0.75,0.037357,0.962643,7,low,0.05,1,1,none,none
scene_goal,aerialmpt,all,10,4.191439,4.191439,4.176528,4.176528,-0.00357,7,0.75,0.037094,0.962906,7,low,0.05,1,1,none,none
scene_goal,aerialmpt,baseline_failure,1,0.538483,0.538483,0.514499,0.514499,-0.046616,8,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,aerialmpt,baseline_failure,5,2.755473,2.755473,2.7401,2.7401,-0.00561,8,0.75,0.037357,0.962643,7,low,0.05,1,1,none,none
scene_goal,aerialmpt,baseline_failure,10,4.191439,4.191439,4.176528,4.176528,-0.00357,7,0.75,0.037094,0.962906,7,low,0.05,1,1,none,none
scene_goal,aerialmpt,ge5,1,0.538483,0.538483,0.514499,0.514499,-0.046616,8,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,aerialmpt,ge5,5,2.755473,2.755473,2.7401,2.7401,-0.00561,8,0.75,0.037357,0.962643,7,low,0.05,1,1,none,none
scene_goal,aerialmpt,ge5,10,4.191439,4.191439,4.176528,4.176528,-0.00357,7,0.75,0.037094,0.962906,7,low,0.05,1,1,none,none
scene_goal,aerialmpt,goalbench_official,1,0.538483,0.538483,0.514499,0.514499,-0.046616,8,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,aerialmpt,goalbench_official,5,2.755473,2.755473,2.7401,2.7401,-0.00561,8,0.75,0.037357,0.962643,7,low,0.05,1,1,none,none
scene_goal,aerialmpt,goalbench_official,10,4.191439,4.191439,4.176528,4.176528,-0.00357,7,0.75,0.037094,0.962906,7,low,0.05,1,1,none,none
scene_goal,aerialmpt,hard,1,0.538483,0.538483,0.514499,0.514499,-0.046616,8,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,aerialmpt,hard,5,2.755473,2.755473,2.7401,2.7401,-0.00561,8,0.75,0.037357,0.962643,7,low,0.05,1,1,none,none
scene_goal,aerialmpt,hard,10,4.191439,4.191439,4.176528,4.176528,-0.00357,7,0.75,0.037094,0.962906,7,low,0.05,1,1,none,none
scene_goal,eth_ucy,all,1,0.311997,0.311997,0.299653,0.299653,-0.041194,30,0.75,0.037394,0.962606,7,low,0.05,1,1,none,none
scene_goal,eth_ucy,all,5,1.538577,1.538577,1.529704,1.529704,-0.0058,28,0.75,0.036502,0.963498,7,low,0.05,1,1,none,none
scene_goal,eth_ucy,all,10,3.079984,3.079984,3.077245,3.077245,-0.00089,25,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy,baseline_failure,1,0.31241,0.31241,0.300267,0.300267,-0.040442,28,0.75,0.037387,0.962613,7,low,0.05,1,1,none,none
scene_goal,eth_ucy,baseline_failure,5,1.579994,1.579994,1.571979,1.571979,-0.005098,26,0.75,0.036425,0.963575,7,low,0.05,1,1,none,none
scene_goal,eth_ucy,baseline_failure,10,3.210481,3.210481,3.208317,3.208317,-0.000674,23,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy,easy,1,0.430041,0.430041,0.410458,0.410458,-0.04771,3,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy,easy,5,1.964277,1.964277,1.962682,1.962682,-0.000812,3,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy,easy,10,3.965311,3.965311,3.960468,3.960468,-0.001223,3,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy,ge5,1,0.28352,0.28352,0.270747,0.270747,-0.047179,20,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy,ge5,5,1.391689,1.391689,1.382494,1.382494,-0.006651,20,0.75,0.036103,0.963897,7,low,0.05,1,1,none,none
scene_goal,eth_ucy,ge5,10,2.77965,2.77965,2.776366,2.776366,-0.001183,19,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy,goalbench_official,1,0.311997,0.311997,0.299653,0.299653,-0.041194,30,0.75,0.037394,0.962606,7,low,0.05,1,1,none,none
scene_goal,eth_ucy,goalbench_official,5,1.538577,1.538577,1.529704,1.529704,-0.0058,28,0.75,0.036502,0.963498,7,low,0.05,1,1,none,none
scene_goal,eth_ucy,goalbench_official,10,3.079984,3.079984,3.077245,3.077245,-0.00089,25,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy,hard,1,0.3086,0.3086,0.296464,0.296464,-0.040934,27,0.75,0.037383,0.962617,7,low,0.05,1,1,none,none
scene_goal,eth_ucy,hard,5,1.52281,1.52281,1.513668,1.513668,-0.00604,25,0.75,0.036382,0.963618,7,low,0.05,1,1,none,none
scene_goal,eth_ucy,hard,10,3.029394,3.029394,3.026775,3.026775,-0.000865,22,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap,all,1,0.357875,0.357875,0.346507,0.346507,-0.032809,154,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap,all,5,1.613726,1.613726,1.604352,1.604352,-0.005843,132,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap,all,10,2.683844,2.683844,2.674885,2.674885,-0.003349,104,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap,all,25,2.479484,2.479484,2.466785,2.466785,-0.005148,43,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap,all,50,2.850537,2.850537,2.821185,2.821185,-0.010404,21,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap,baseline_failure,1,0.357875,0.357875,0.346507,0.346507,-0.032809,154,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap,baseline_failure,5,1.613726,1.613726,1.604352,1.604352,-0.005843,132,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap,baseline_failure,10,2.683844,2.683844,2.674885,2.674885,-0.003349,104,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap,baseline_failure,25,2.479484,2.479484,2.466785,2.466785,-0.005148,43,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap,baseline_failure,50,2.850537,2.850537,2.821185,2.821185,-0.010404,21,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap,ge5,1,0.357875,0.357875,0.346507,0.346507,-0.032809,154,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap,ge5,5,1.613726,1.613726,1.604352,1.604352,-0.005843,132,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap,ge5,10,2.683844,2.683844,2.674885,2.674885,-0.003349,104,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap,ge5,25,2.479484,2.479484,2.466785,2.466785,-0.005148,43,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap,ge5,50,2.850537,2.850537,2.821185,2.821185,-0.010404,21,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap,goalbench_official,1,0.357875,0.357875,0.346507,0.346507,-0.032809,154,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap,goalbench_official,5,1.613726,1.613726,1.604352,1.604352,-0.005843,132,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap,goalbench_official,10,2.683844,2.683844,2.674885,2.674885,-0.003349,104,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap,goalbench_official,25,2.479484,2.479484,2.466785,2.466785,-0.005148,43,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap,goalbench_official,50,2.850537,2.850537,2.821185,2.821185,-0.010404,21,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap,hard,1,0.357875,0.357875,0.346507,0.346507,-0.032809,154,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap,hard,5,1.613726,1.613726,1.604352,1.604352,-0.005843,132,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap,hard,10,2.683844,2.683844,2.674885,2.674885,-0.003349,104,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap,hard,25,2.479484,2.479484,2.466785,2.466785,-0.005148,43,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap,hard,50,2.850537,2.850537,2.821185,2.821185,-0.010404,21,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap,verified_t50,50,2.850537,2.850537,2.821185,2.821185,-0.010404,21,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap_stage14,all,1,0.583951,0.583951,0.60757,0.60757,0.038874,13,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap_stage14,all,5,2.913669,2.913669,2.937948,2.937948,0.008264,13,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap_stage14,all,10,5.541336,5.541336,5.566892,5.566892,0.004591,13,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap_stage14,all,25,5.796648,5.796648,5.813266,5.813266,0.002859,13,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap_stage14,all,50,4.295925,4.295925,4.312465,4.312465,0.003835,13,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap_stage14,all,100,5.887764,5.887764,5.923605,5.923605,0.00605,13,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap_stage14,easy,1,0.583951,0.583951,0.60757,0.60757,0.038874,13,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap_stage14,easy,5,2.913669,2.913669,2.937948,2.937948,0.008264,13,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap_stage14,easy,10,5.541336,5.541336,5.566892,5.566892,0.004591,13,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap_stage14,easy,25,5.796648,5.796648,5.813266,5.813266,0.002859,13,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap_stage14,easy,50,4.295925,4.295925,4.312465,4.312465,0.003835,13,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap_stage14,easy,100,5.887764,5.887764,5.923605,5.923605,0.00605,13,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap_stage14,ge5,1,0.583951,0.583951,0.60757,0.60757,0.038874,13,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap_stage14,ge5,5,2.913669,2.913669,2.937948,2.937948,0.008264,13,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap_stage14,ge5,10,5.541336,5.541336,5.566892,5.566892,0.004591,13,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap_stage14,ge5,25,5.796648,5.796648,5.813266,5.813266,0.002859,13,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap_stage14,ge5,50,4.295925,4.295925,4.312465,4.312465,0.003835,13,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap_stage14,ge5,100,5.887764,5.887764,5.923605,5.923605,0.00605,13,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap_stage14,verified_t100,100,5.887764,5.887764,5.923605,5.923605,0.00605,13,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,eth_ucy_ewap_stage14,verified_t50,50,4.295925,4.295925,4.312465,4.312465,0.003835,13,0.75,0.0375,0.9625,7,low,0.05,1,1,none,none
scene_goal,trajnet,all,1,0.302964,0.302964,0.291144,0.291144,-0.040597,30,0.75,0.03727,0.96273,7,low,0.05,1,1,none,none
scene_goal,trajnet,all,5,1.426378,1.426378,1.422272,1.422272,-0.002887,30,0.75,0.036001,0.963999,7,low,0.05,1,1,none,none
scene_goal,trajnet,all,10,2.833466,2.833466,2.832472,2.832472,-0.000351,30,0.75,0.037445,0.962555,7,low,0.05,1,1,none,none
scene_goal,trajnet,baseline_failure,1,0.302964,0.302964,0.291144,0.291144,-0.040597,30,0.75,0.03727,0.96273,7,low,0.05,1,1,none,none
scene_goal,trajnet,baseline_failure,5,1.426378,1.426378,1.422272,1.422272,-0.002887,30,0.75,0.036001,0.963999,7,low,0.05,1,1,none,none
scene_goal,trajnet,baseline_failure,10,2.833466,2.833466,2.832472,2.832472,-0.000351,30,0.75,0.037445,0.962555,7,low,0.05,1,1,none,none
scene_goal,trajnet,ge5,1,0.302964,0.302964,0.291144,0.291144,-0.040597,30,0.75,0.03727,0.96273,7,low,0.05,1,1,none,none
scene_goal,trajnet,ge5,5,1.426378,1.426378,1.422272,1.422272,-0.002887,30,0.75,0.036001,0.963999,7,low,0.05,1,1,none,none
scene_goal,trajnet,ge5,10,2.833466,2.833466,2.832472,2.832472,-0.000351,30,0.75,0.037445,0.962555,7,low,0.05,1,1,none,none
scene_goal,trajnet,goalbench_official,1,0.302964,0.302964,0.291144,0.291144,-0.040597,30,0.75,0.03727,0.96273,7,low,0.05,1,1,none,none
scene_goal,trajnet,goalbench_official,5,1.426378,1.426378,1.422272,1.422272,-0.002887,30,0.75,0.036001,0.963999,7,low,0.05,1,1,none,none
scene_goal,trajnet,goalbench_official,10,2.833466,2.833466,2.832472,2.832472,-0.000351,30,0.75,0.037445,0.962555,7,low,0.05,1,1,none,none
scene_goal,trajnet,hard,1,0.302964,0.302964,0.291144,0.291144,-0.040597,30,0.75,0.03727,0.96273,7,low,0.05,1,1,none,none
scene_goal,trajnet,hard,5,1.426378,1.426378,1.422272,1.422272,-0.002887,30,0.75,0.036001,0.963999,7,low,0.05,1,1,none,none
scene_goal,trajnet,hard,10,2.833466,2.833466,2.832472,2.832472,-0.000351,30,0.75,0.037445,0.962555,7,low,0.05,1,1,none,none
goal_interaction,aerialmpt,all,1,0.537744,0.537744,0.514499,0.514499,-0.045179,8,0.75,0.037469,0.962531,8,low,0.05,1,1,none,none
goal_interaction,aerialmpt,all,5,2.755504,2.755504,2.7401,2.7401,-0.005622,8,0.75,0.037198,0.962802,8,low,0.05,1,1,none,none
goal_interaction,aerialmpt,all,10,4.189062,4.189062,4.176528,4.176528,-0.003001,7,0.75,0.037428,0.962572,8,low,0.05,1,1,none,none
goal_interaction,aerialmpt,baseline_failure,1,0.537744,0.537744,0.514499,0.514499,-0.045179,8,0.75,0.037469,0.962531,8,low,0.05,1,1,none,none
goal_interaction,aerialmpt,baseline_failure,5,2.755504,2.755504,2.7401,2.7401,-0.005622,8,0.75,0.037198,0.962802,8,low,0.05,1,1,none,none
goal_interaction,aerialmpt,baseline_failure,10,4.189062,4.189062,4.176528,4.176528,-0.003001,7,0.75,0.037428,0.962572,8,low,0.05,1,1,none,none
goal_interaction,aerialmpt,ge5,1,0.537744,0.537744,0.514499,0.514499,-0.045179,8,0.75,0.037469,0.962531,8,low,0.05,1,1,none,none
goal_interaction,aerialmpt,ge5,5,2.755504,2.755504,2.7401,2.7401,-0.005622,8,0.75,0.037198,0.962802,8,low,0.05,1,1,none,none
goal_interaction,aerialmpt,ge5,10,4.189062,4.189062,4.176528,4.176528,-0.003001,7,0.75,0.037428,0.962572,8,low,0.05,1,1,none,none
goal_interaction,aerialmpt,goalbench_official,1,0.537744,0.537744,0.514499,0.514499,-0.045179,8,0.75,0.037469,0.962531,8,low,0.05,1,1,none,none
goal_interaction,aerialmpt,goalbench_official,5,2.755504,2.755504,2.7401,2.7401,-0.005622,8,0.75,0.037198,0.962802,8,low,0.05,1,1,none,none
goal_interaction,aerialmpt,goalbench_official,10,4.189062,4.189062,4.176528,4.176528,-0.003001,7,0.75,0.037428,0.962572,8,low,0.05,1,1,none,none
goal_interaction,aerialmpt,hard,1,0.537744,0.537744,0.514499,0.514499,-0.045179,8,0.75,0.037469,0.962531,8,low,0.05,1,1,none,none
goal_interaction,aerialmpt,hard,5,2.755504,2.755504,2.7401,2.7401,-0.005622,8,0.75,0.037198,0.962802,8,low,0.05,1,1,none,none
goal_interaction,aerialmpt,hard,10,4.189062,4.189062,4.176528,4.176528,-0.003001,7,0.75,0.037428,0.962572,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy,all,1,0.311583,0.311583,0.299653,0.299653,-0.039812,30,0.75,0.037283,0.962717,8,low,0.05,1,1,none,none
goal_interaction,eth_ucy,all,5,1.539473,1.539473,1.529704,1.529704,-0.006386,28,0.75,0.036982,0.963018,8,low,0.05,1,1,none,none
