model,dataset,subset,horizon,FDE,ADE,baseline_FDE,baseline_ADE,improvement,episodes,alpha,residual_magnitude,physical_validity,trial_id,stage15_model,fallback_mode
residual_no_alpha,aerialmpt,ge5,1,0.546252,0.546252,0.514499,0.514499,-0.061715,8,1.0,0.047866,0.952134,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,aerialmpt,ge5,5,2.757842,2.757842,2.7401,2.7401,-0.006475,8,1.0,0.039263,0.960737,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,aerialmpt,ge5,10,4.198414,4.198414,4.176528,4.176528,-0.00524,7,1.0,0.04999,0.95001,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,aerialmpt,goalbench_official,1,0.546252,0.546252,0.514499,0.514499,-0.061715,8,1.0,0.047866,0.952134,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,aerialmpt,goalbench_official,5,2.757842,2.757842,2.7401,2.7401,-0.006475,8,1.0,0.039263,0.960737,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,aerialmpt,goalbench_official,10,4.198414,4.198414,4.176528,4.176528,-0.00524,7,1.0,0.04999,0.95001,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,aerialmpt,hard,1,0.546252,0.546252,0.514499,0.514499,-0.061715,8,1.0,0.047866,0.952134,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,aerialmpt,hard,5,2.757842,2.757842,2.7401,2.7401,-0.006475,8,1.0,0.039263,0.960737,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,aerialmpt,hard,10,4.198414,4.198414,4.176528,4.176528,-0.00524,7,1.0,0.04999,0.95001,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy,all,1,0.316535,0.316535,0.299653,0.299653,-0.05634,30,1.0,0.049767,0.950233,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy,all,5,1.550619,1.550619,1.529704,1.529704,-0.013672,28,1.0,0.040509,0.959491,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy,all,10,3.089228,3.089228,3.077245,3.077245,-0.003894,25,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy,baseline_failure,1,0.316892,0.316892,0.300267,0.300267,-0.055367,28,1.0,0.049751,0.950249,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy,baseline_failure,5,1.592082,1.592082,1.571979,1.571979,-0.012788,26,1.0,0.040768,0.959232,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy,baseline_failure,10,3.21818,3.21818,3.208317,3.208317,-0.003074,23,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy,easy,1,0.430214,0.430214,0.410458,0.410458,-0.04813,3,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy,easy,5,1.988689,1.988689,1.962682,1.962682,-0.013251,3,1.0,0.042638,0.957362,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy,easy,10,3.974409,3.974409,3.960468,3.960468,-0.00352,3,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy,ge5,1,0.288884,0.288884,0.270747,0.270747,-0.066989,20,1.0,0.049651,0.950349,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy,ge5,5,1.404512,1.404512,1.382494,1.382494,-0.015926,20,1.0,0.040279,0.959721,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy,ge5,10,2.789209,2.789209,2.776366,2.776366,-0.004626,19,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy,goalbench_official,1,0.316535,0.316535,0.299653,0.299653,-0.05634,30,1.0,0.049767,0.950233,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy,goalbench_official,5,1.550619,1.550619,1.529704,1.529704,-0.013672,28,1.0,0.040509,0.959491,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy,goalbench_official,10,3.089228,3.089228,3.077245,3.077245,-0.003894,25,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy,hard,1,0.313264,0.313264,0.296464,0.296464,-0.056667,27,1.0,0.049741,0.950259,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy,hard,5,1.534394,1.534394,1.513668,1.513668,-0.013692,25,1.0,0.040253,0.959747,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy,hard,10,3.038646,3.038646,3.026775,3.026775,-0.003922,22,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap,all,1,0.362481,0.362481,0.346507,0.346507,-0.046101,154,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap,all,5,1.61796,1.61796,1.604352,1.604352,-0.008482,132,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap,all,10,2.688762,2.688762,2.674885,2.674885,-0.005188,104,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap,all,25,2.483146,2.483146,2.466785,2.466785,-0.006632,43,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap,all,50,2.857328,2.857328,2.821185,2.821185,-0.012811,21,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap,baseline_failure,1,0.362481,0.362481,0.346507,0.346507,-0.046101,154,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap,baseline_failure,5,1.61796,1.61796,1.604352,1.604352,-0.008482,132,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap,baseline_failure,10,2.688762,2.688762,2.674885,2.674885,-0.005188,104,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap,baseline_failure,25,2.483146,2.483146,2.466785,2.466785,-0.006632,43,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap,baseline_failure,50,2.857328,2.857328,2.821185,2.821185,-0.012811,21,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap,ge5,1,0.362481,0.362481,0.346507,0.346507,-0.046101,154,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap,ge5,5,1.61796,1.61796,1.604352,1.604352,-0.008482,132,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap,ge5,10,2.688762,2.688762,2.674885,2.674885,-0.005188,104,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap,ge5,25,2.483146,2.483146,2.466785,2.466785,-0.006632,43,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap,ge5,50,2.857328,2.857328,2.821185,2.821185,-0.012811,21,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap,goalbench_official,1,0.362481,0.362481,0.346507,0.346507,-0.046101,154,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap,goalbench_official,5,1.61796,1.61796,1.604352,1.604352,-0.008482,132,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap,goalbench_official,10,2.688762,2.688762,2.674885,2.674885,-0.005188,104,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap,goalbench_official,25,2.483146,2.483146,2.466785,2.466785,-0.006632,43,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap,goalbench_official,50,2.857328,2.857328,2.821185,2.821185,-0.012811,21,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap,hard,1,0.362481,0.362481,0.346507,0.346507,-0.046101,154,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap,hard,5,1.61796,1.61796,1.604352,1.604352,-0.008482,132,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap,hard,10,2.688762,2.688762,2.674885,2.674885,-0.005188,104,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap,hard,25,2.483146,2.483146,2.466785,2.466785,-0.006632,43,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap,hard,50,2.857328,2.857328,2.821185,2.821185,-0.012811,21,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap,verified_t50,50,2.857328,2.857328,2.821185,2.821185,-0.012811,21,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage14,all,1,0.57827,0.57827,0.60757,0.60757,0.048225,13,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage14,all,5,2.9063,2.9063,2.937948,2.937948,0.010772,13,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage14,all,10,5.533333,5.533333,5.566892,5.566892,0.006028,13,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage14,all,25,5.790074,5.790074,5.813266,5.813266,0.003989,13,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage14,all,50,4.288994,4.288994,4.312465,4.312465,0.005442,13,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage14,all,100,5.876208,5.876208,5.923605,5.923605,0.008001,13,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage14,easy,1,0.57827,0.57827,0.60757,0.60757,0.048225,13,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage14,easy,5,2.9063,2.9063,2.937948,2.937948,0.010772,13,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage14,easy,10,5.533333,5.533333,5.566892,5.566892,0.006028,13,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage14,easy,25,5.790074,5.790074,5.813266,5.813266,0.003989,13,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage14,easy,50,4.288994,4.288994,4.312465,4.312465,0.005442,13,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage14,easy,100,5.876208,5.876208,5.923605,5.923605,0.008001,13,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage14,ge5,1,0.57827,0.57827,0.60757,0.60757,0.048225,13,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage14,ge5,5,2.9063,2.9063,2.937948,2.937948,0.010772,13,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage14,ge5,10,5.533333,5.533333,5.566892,5.566892,0.006028,13,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage14,ge5,25,5.790074,5.790074,5.813266,5.813266,0.003989,13,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage14,ge5,50,4.288994,4.288994,4.312465,4.312465,0.005442,13,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage14,ge5,100,5.876208,5.876208,5.923605,5.923605,0.008001,13,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage14,verified_t100,100,5.876208,5.876208,5.923605,5.923605,0.008001,13,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage14,verified_t50,50,4.288994,4.288994,4.312465,4.312465,0.005442,13,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage15,all,1,0.501418,0.501418,0.514271,0.514271,0.024992,83,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage15,all,5,2.421236,2.421236,2.436802,2.436802,0.006388,83,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage15,all,10,4.382817,4.382817,4.398198,4.398198,0.003497,83,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage15,all,25,3.521131,3.521131,3.524453,3.524453,0.000942,83,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage15,all,50,3.107607,3.107607,3.106566,3.106566,-0.000335,83,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage15,all,100,5.135005,5.135005,5.16107,5.16107,0.00505,17,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage15,easy,1,0.501418,0.501418,0.514271,0.514271,0.024992,83,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage15,easy,5,2.421236,2.421236,2.436802,2.436802,0.006388,83,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage15,easy,10,4.382817,4.382817,4.398198,4.398198,0.003497,83,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage15,easy,25,3.521131,3.521131,3.524453,3.524453,0.000942,83,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage15,easy,50,3.107607,3.107607,3.106566,3.106566,-0.000335,83,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage15,easy,100,5.135005,5.135005,5.16107,5.16107,0.00505,17,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage15,ge5,1,0.501418,0.501418,0.514271,0.514271,0.024992,83,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage15,ge5,5,2.421236,2.421236,2.436802,2.436802,0.006388,83,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage15,ge5,10,4.382817,4.382817,4.398198,4.398198,0.003497,83,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage15,ge5,25,3.521131,3.521131,3.524453,3.524453,0.000942,83,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage15,ge5,50,3.107607,3.107607,3.106566,3.106566,-0.000335,83,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage15,ge5,100,5.135005,5.135005,5.16107,5.16107,0.00505,17,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage15,verified_t100,100,5.135005,5.135005,5.16107,5.16107,0.00505,17,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,eth_ucy_ewap_stage15,verified_t50,50,3.107607,3.107607,3.106566,3.106566,-0.000335,83,1.0,0.05,0.95,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,trajnet,all,1,0.312462,0.312462,0.291144,0.291144,-0.073221,30,1.0,0.049835,0.950165,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,trajnet,all,5,1.443318,1.443318,1.422272,1.422272,-0.014798,30,1.0,0.039261,0.960739,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,trajnet,all,10,2.835479,2.835479,2.832472,2.832472,-0.001062,30,1.0,0.049697,0.950303,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,trajnet,baseline_failure,1,0.312462,0.312462,0.291144,0.291144,-0.073221,30,1.0,0.049835,0.950165,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,trajnet,baseline_failure,5,1.443318,1.443318,1.422272,1.422272,-0.014798,30,1.0,0.039261,0.960739,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,trajnet,baseline_failure,10,2.835479,2.835479,2.832472,2.832472,-0.001062,30,1.0,0.049697,0.950303,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,trajnet,ge5,1,0.312462,0.312462,0.291144,0.291144,-0.073221,30,1.0,0.049835,0.950165,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,trajnet,ge5,5,1.443318,1.443318,1.422272,1.422272,-0.014798,30,1.0,0.039261,0.960739,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,trajnet,ge5,10,2.835479,2.835479,2.832472,2.832472,-0.001062,30,1.0,0.049697,0.950303,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,trajnet,goalbench_official,1,0.312462,0.312462,0.291144,0.291144,-0.073221,30,1.0,0.049835,0.950165,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,trajnet,goalbench_official,5,1.443318,1.443318,1.422272,1.422272,-0.014798,30,1.0,0.039261,0.960739,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,trajnet,goalbench_official,10,2.835479,2.835479,2.832472,2.832472,-0.001062,30,1.0,0.049697,0.950303,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,trajnet,hard,1,0.312462,0.312462,0.291144,0.291144,-0.073221,30,1.0,0.049835,0.950165,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,trajnet,hard,5,1.443318,1.443318,1.422272,1.422272,-0.014798,30,1.0,0.039261,0.960739,4,baseline_preserving,intervention_threshold_high_alpha_regularization
residual_no_alpha,trajnet,hard,10,2.835479,2.835479,2.832472,2.832472,-0.001062,30,1.0,0.049697,0.950303,4,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,aerialmpt,all,1,0.518319,0.518319,0.514499,0.514499,-0.007424,8,0.12,0.005989,0.994011,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,aerialmpt,all,5,2.74239,2.74239,2.7401,2.7401,-0.000836,8,0.12,0.005989,0.994011,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,aerialmpt,all,10,4.178758,4.178758,4.176528,4.176528,-0.000534,7,0.12,0.005989,0.994011,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,aerialmpt,baseline_failure,1,0.518319,0.518319,0.514499,0.514499,-0.007424,8,0.12,0.005989,0.994011,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,aerialmpt,baseline_failure,5,2.74239,2.74239,2.7401,2.7401,-0.000836,8,0.12,0.005989,0.994011,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,aerialmpt,baseline_failure,10,4.178758,4.178758,4.176528,4.176528,-0.000534,7,0.12,0.005989,0.994011,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,aerialmpt,ge5,1,0.518319,0.518319,0.514499,0.514499,-0.007424,8,0.12,0.005989,0.994011,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,aerialmpt,ge5,5,2.74239,2.74239,2.7401,2.7401,-0.000836,8,0.12,0.005989,0.994011,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,aerialmpt,ge5,10,4.178758,4.178758,4.176528,4.176528,-0.000534,7,0.12,0.005989,0.994011,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,aerialmpt,goalbench_official,1,0.518319,0.518319,0.514499,0.514499,-0.007424,8,0.12,0.005989,0.994011,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,aerialmpt,goalbench_official,5,2.74239,2.74239,2.7401,2.7401,-0.000836,8,0.12,0.005989,0.994011,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,aerialmpt,goalbench_official,10,4.178758,4.178758,4.176528,4.176528,-0.000534,7,0.12,0.005989,0.994011,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,aerialmpt,hard,1,0.518319,0.518319,0.514499,0.514499,-0.007424,8,0.12,0.005989,0.994011,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,aerialmpt,hard,5,2.74239,2.74239,2.7401,2.7401,-0.000836,8,0.12,0.005989,0.994011,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,aerialmpt,hard,10,4.178758,4.178758,4.176528,4.176528,-0.000534,7,0.12,0.005989,0.994011,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy,all,1,0.300977,0.300977,0.299653,0.299653,-0.004417,30,0.12,0.005925,0.994075,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy,all,5,1.531056,1.531056,1.529704,1.529704,-0.000884,28,0.12,0.005991,0.994009,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy,all,10,3.077665,3.077665,3.077245,3.077245,-0.000137,25,0.12,0.00599,0.99401,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy,baseline_failure,1,0.301505,0.301505,0.300267,0.300267,-0.004125,28,0.12,0.005939,0.994061,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy,baseline_failure,5,1.573273,1.573273,1.571979,1.571979,-0.000823,26,0.12,0.00599,0.99401,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy,baseline_failure,10,3.208693,3.208693,3.208317,3.208317,-0.000117,23,0.12,0.005989,0.994011,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy,easy,1,0.4136,0.4136,0.410458,0.410458,-0.007653,3,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy,easy,5,1.964355,1.964355,1.962682,1.962682,-0.000852,3,0.12,0.005913,0.994087,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy,easy,10,3.960465,3.960465,3.960468,3.960468,1e-06,3,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy,ge5,1,0.272041,0.272041,0.270747,0.270747,-0.004779,20,0.12,0.005971,0.994029,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy,ge5,5,1.383803,1.383803,1.382494,1.382494,-0.000947,20,0.12,0.005987,0.994013,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy,ge5,10,2.77675,2.77675,2.776366,2.776366,-0.000138,19,0.12,0.005986,0.994014,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy,goalbench_official,1,0.300977,0.300977,0.299653,0.299653,-0.004417,30,0.12,0.005925,0.994075,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy,goalbench_official,5,1.531056,1.531056,1.529704,1.529704,-0.000884,28,0.12,0.005991,0.994009,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy,goalbench_official,10,3.077665,3.077665,3.077245,3.077245,-0.000137,25,0.12,0.00599,0.99401,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy,hard,1,0.297736,0.297736,0.296464,0.296464,-0.004288,27,0.12,0.005917,0.994083,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy,hard,5,1.515008,1.515008,1.513668,1.513668,-0.000885,25,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy,hard,10,3.02722,3.02722,3.026775,3.026775,-0.000147,22,0.12,0.005988,0.994012,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap,all,1,0.347997,0.347997,0.346507,0.346507,-0.004301,154,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap,all,5,1.605627,1.605627,1.604352,1.604352,-0.000794,132,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap,all,10,2.676069,2.676069,2.674885,2.674885,-0.000443,104,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
no_scene_no_goal_no_interaction,eth_ucy_ewap,all,25,2.467811,2.467811,2.466785,2.466785,-0.000416,43,0.12,0.006,0.994,5,baseline_preserving,intervention_threshold_high_alpha_regularization
