model,dataset,subset,horizon,ADE,FDE,baseline_ADE,baseline_FDE,improvement,ci_low,ci_high,episodes,alpha_mean,failure_prob,residual_mag,physical_validity
gated_residual_all_data,eth_ucy,all,1,0.084168,0.084168,0.084168,0.084168,0.0,0.0,0.0,6,0.04003,0.08056,0.744906,1.0
gated_residual_all_data,eth_ucy,all,10,0.35676,0.63948,0.395439,0.713643,0.103923,-0.052308,0.178446,6,0.04003,0.08056,0.744906,1.0
gated_residual_all_data,eth_ucy,easy,1,0.009014,0.009014,0.009014,0.009014,0.0,0.0,0.0,4,0.043119,0.086739,0.269642,1.0
gated_residual_all_data,eth_ucy,easy,10,0.092598,0.170413,0.108017,0.197401,0.136718,-0.070771,0.225636,4,0.043119,0.086739,0.269642,1.0
gated_residual_all_data,eth_ucy,medium,1,0.234475,0.234475,0.234475,0.234475,0.0,0.0,0.0,2,0.033852,0.068204,1.695434,1.0
gated_residual_all_data,eth_ucy,medium,10,0.885085,1.577613,0.970284,1.746128,0.096508,-0.024967,0.194085,2,0.033852,0.068204,1.695434,1.0
gated_residual_all_data,eth_ucy,extreme,1,0.20025,0.20025,0.20025,0.20025,0.0,,,1,0.058718,0.117936,2.152139,1.0
gated_residual_all_data,eth_ucy,extreme,10,0.86691,1.560752,1.058601,1.936622,0.194085,,,1,0.058718,0.117936,2.152139,1.0
gated_residual_all_data,tgsim,all,1,0.001326,0.001326,0.001326,0.001326,0.0,0.0,0.0,4,0.155318,0.17754,0.716553,1.0
gated_residual_all_data,tgsim,all,10,0.043011,0.112039,0.042997,0.112008,-0.000281,-0.000604,0.000139,4,0.155318,0.17754,0.716553,1.0
gated_residual_all_data,tgsim,all,25,0.405568,1.037244,0.257363,0.75285,-0.377756,-0.288721,-0.00292,4,0.155318,0.17754,0.716553,1.0
gated_residual_all_data,tgsim,all,50,1.367703,3.38756,0.982001,2.62938,-0.288349,-0.252729,0.049545,4,0.155318,0.17754,0.716553,1.0
gated_residual_all_data,tgsim,all,100,2.902592,6.531357,2.659638,6.062032,-0.07742,-0.48869,-0.023025,4,0.155318,0.17754,0.716553,1.0
gated_residual_all_data,tgsim,easy,1,0.000224,0.000224,0.000224,0.000224,0.0,0.0,0.0,2,0.044317,0.04134,0.577825,1.0
gated_residual_all_data,tgsim,easy,10,0.003997,0.010957,0.003985,0.010922,-0.003252,-0.00085,0.00014,2,0.044317,0.04134,0.577825,1.0
gated_residual_all_data,tgsim,easy,25,0.01421,0.021736,0.012411,0.019863,-0.094312,-0.035264,-0.002201,2,0.044317,0.04134,0.577825,1.0
gated_residual_all_data,tgsim,easy,50,0.035869,0.090029,0.027277,0.069851,-0.28888,-0.213388,-0.116445,2,0.044317,0.04134,0.577825,1.0
gated_residual_all_data,tgsim,easy,100,0.104373,0.208527,0.064928,0.129012,-0.616337,-0.570397,-0.406983,2,0.044317,0.04134,0.577825,1.0
gated_residual_all_data,tgsim,medium,1,0.000187,0.000187,0.000187,0.000187,0.0,,,1,0.032445,0.027094,0.145887,1.0
gated_residual_all_data,tgsim,medium,10,0.004064,0.007977,0.004072,0.00799,0.001691,,,1,0.032445,0.027094,0.145887,1.0
gated_residual_all_data,tgsim,medium,25,0.006447,0.015203,0.006603,0.014695,-0.034546,,,1,0.032445,0.027094,0.145887,1.0
gated_residual_all_data,tgsim,medium,50,0.021404,0.071721,0.026358,0.08544,0.160569,,,1,0.032445,0.027094,0.145887,1.0
gated_residual_all_data,tgsim,medium,100,0.419788,3.033386,0.418916,3.022644,-0.003554,,,1,0.032445,0.027094,0.145887,1.0
gated_residual_all_data,tgsim,hard,1,0.004669,0.004669,0.004669,0.004669,0.0,,,1,0.500192,0.600384,1.564674,1.0
gated_residual_all_data,tgsim,hard,10,0.159986,0.418267,0.159947,0.418199,-0.000164,,,1,0.500192,0.600384,1.564674,1.0
gated_residual_all_data,tgsim,hard,25,1.587405,4.0903,0.998028,2.956981,-0.383269,,,1,0.500192,0.600384,1.564674,1.0
gated_residual_all_data,tgsim,hard,50,5.377667,13.298462,3.847094,10.292379,-0.292069,,,1,0.500192,0.600384,1.564674,1.0
gated_residual_all_data,tgsim,hard,100,10.981833,22.674988,10.089779,20.967461,-0.081437,,,1,0.500192,0.600384,1.564674,1.0
gated_residual_all_data,tgsim,extreme,1,0.004669,0.004669,0.004669,0.004669,0.0,,,1,0.500192,0.600384,1.564674,1.0
gated_residual_all_data,tgsim,extreme,10,0.159986,0.418267,0.159947,0.418199,-0.000164,,,1,0.500192,0.600384,1.564674,1.0
gated_residual_all_data,tgsim,extreme,25,1.587405,4.0903,0.998028,2.956981,-0.383269,,,1,0.500192,0.600384,1.564674,1.0
gated_residual_all_data,tgsim,extreme,50,5.377667,13.298462,3.847094,10.292379,-0.292069,,,1,0.500192,0.600384,1.564674,1.0
gated_residual_all_data,tgsim,extreme,100,10.981833,22.674988,10.089779,20.967461,-0.081437,,,1,0.500192,0.600384,1.564674,1.0
gated_residual_all_data,tgsim_i90,all,1,0.006646,0.006646,0.006646,0.006646,0.0,0.0,0.0,6,0.04,0.501855,1.953136,1.0
gated_residual_all_data,tgsim_i90,all,10,0.108798,0.268661,0.11102,0.273352,0.017163,-0.048119,0.038411,6,0.04,0.501855,1.953136,1.0
gated_residual_all_data,tgsim_i90,all,25,0.58389,1.584255,0.593701,1.598133,0.008684,-0.084922,0.044156,6,0.04,0.501855,1.953136,1.0
gated_residual_all_data,tgsim_i90,all,50,1.839456,4.50585,1.863436,4.548539,0.009385,-0.037405,0.038851,6,0.04,0.501855,1.953136,1.0
gated_residual_all_data,tgsim_i90,all,100,4.631411,10.252016,4.693825,10.327657,0.007324,-0.00687,0.024605,6,0.04,0.501855,1.953136,1.0
gated_residual_all_data,tgsim_i90,easy,1,0.005737,0.005737,0.005737,0.005737,0.0,,,1,0.04,0.512914,1.126504,1.0
gated_residual_all_data,tgsim_i90,easy,10,0.088598,0.221239,0.089575,0.222759,0.006824,,,1,0.04,0.512914,1.126504,1.0
gated_residual_all_data,tgsim_i90,easy,25,0.509106,1.473855,0.507399,1.470148,-0.002522,,,1,0.04,0.512914,1.126504,1.0
gated_residual_all_data,tgsim_i90,easy,50,1.764843,4.032975,1.74692,4.008431,-0.006123,,,1,0.04,0.512914,1.126504,1.0
gated_residual_all_data,tgsim_i90,easy,100,3.281115,6.2075,3.376514,6.388728,0.028367,,,1,0.04,0.512914,1.126504,1.0
gated_residual_all_data,tgsim_i90,medium,1,0.00965,0.00965,0.00965,0.00965,0.0,0.0,0.0,2,0.04,0.493398,2.50929,1.0
gated_residual_all_data,tgsim_i90,medium,10,0.164386,0.432959,0.170639,0.445353,0.02783,-0.01089,0.05418,2,0.04,0.493398,2.50929,1.0
gated_residual_all_data,tgsim_i90,medium,25,0.952631,2.553172,0.992054,2.621675,0.02613,-0.010626,0.075478,2,0.04,0.493398,2.50929,1.0
gated_residual_all_data,tgsim_i90,medium,50,2.77048,6.38267,2.869926,6.569806,0.028484,0.012112,0.064897,2,0.04,0.493398,2.50929,1.0
gated_residual_all_data,tgsim_i90,medium,100,5.979411,11.485254,6.096972,11.59791,0.009713,-0.014207,0.013388,2,0.04,0.493398,2.50929,1.0
gated_residual_all_data,tgsim_i90,hard,1,0.004946,0.004946,0.004946,0.004946,0.0,0.0,0.0,3,0.04,0.503807,1.85791,1.0
gated_residual_all_data,tgsim_i90,hard,10,0.078472,0.174936,0.078422,0.175549,0.003495,-0.111265,0.054227,3,0.04,0.503807,1.85791,1.0
gated_residual_all_data,tgsim_i90,hard,25,0.362991,0.975111,0.356899,0.958433,-0.017401,-0.128103,0.05165,3,0.04,0.503807,1.85791,1.0
gated_residual_all_data,tgsim_i90,hard,50,1.243645,3.412262,1.231282,3.381064,-0.009227,-0.079472,0.039496,3,0.04,0.503807,1.85791,1.0
gated_residual_all_data,tgsim_i90,hard,100,4.182844,10.778029,4.197497,10.793798,0.001461,-0.013724,0.034632,3,0.04,0.503807,1.85791,1.0
gated_residual_all_data,tgsim_i90,extreme,1,0.009579,0.009579,0.009579,0.009579,0.0,,,1,0.04,0.463578,2.286494,1.0
gated_residual_all_data,tgsim_i90,extreme,10,0.07146,0.158359,0.069445,0.155181,-0.020482,,,1,0.04,0.463578,2.286494,1.0
gated_residual_all_data,tgsim_i90,extreme,25,0.292401,0.717719,0.259138,0.636217,-0.128103,,,1,0.04,0.463578,2.286494,1.0
gated_residual_all_data,tgsim_i90,extreme,50,1.027098,2.93454,0.930289,2.718497,-0.079472,,,1,0.04,0.463578,2.286494,1.0
gated_residual_all_data,tgsim_i90,extreme,100,3.782606,10.790105,3.717157,10.644025,-0.013724,,,1,0.04,0.463578,2.286494,1.0
gated_residual_all_data,trajnet,all,1,0.059189,0.059189,0.059189,0.059189,0.0,0.0,0.0,7,0.0,0.217364,1.691421,1.0
gated_residual_all_data,trajnet,all,10,0.82033,1.434586,0.82033,1.434586,0.0,0.0,0.0,7,0.0,0.217364,1.691421,1.0
gated_residual_all_data,trajnet,easy,1,0.077037,0.077037,0.077037,0.077037,0.0,0.0,0.0,4,0.0,0.242265,2.030737,1.0
gated_residual_all_data,trajnet,easy,10,0.729312,1.315717,0.729312,1.315717,0.0,0.0,0.0,4,0.0,0.242265,2.030737,1.0
gated_residual_all_data,trajnet,medium,1,0.013794,0.013794,0.013794,0.013794,0.0,0.0,0.0,2,0.0,0.245451,0.969025,1.0
gated_residual_all_data,trajnet,medium,10,0.778382,1.245864,0.778382,1.245864,0.0,0.0,0.0,2,0.0,0.245451,0.969025,1.0
gated_residual_all_data,trajnet,hard,1,0.078587,0.078587,0.078587,0.078587,0.0,,,1,0.0,0.061584,1.778952,1.0
gated_residual_all_data,trajnet,hard,10,1.268302,2.287502,1.268302,2.287502,0.0,,,1,0.0,0.061584,1.778952,1.0
gated_residual_failure_classifier_aux,eth_ucy,all,1,0.084168,0.084168,0.084168,0.084168,0.0,0.0,0.0,6,0.02721,0.10934,0.752596,1.0
gated_residual_failure_classifier_aux,eth_ucy,all,10,0.369291,0.663455,0.395439,0.713643,0.070327,-0.045035,0.11754,6,0.02721,0.10934,0.752596,1.0
gated_residual_failure_classifier_aux,eth_ucy,easy,1,0.009014,0.009014,0.009014,0.009014,0.0,0.0,0.0,4,0.028141,0.113065,0.274613,1.0
gated_residual_failure_classifier_aux,eth_ucy,easy,10,0.098303,0.180313,0.108017,0.197401,0.086568,-0.059708,0.149979,4,0.028141,0.113065,0.274613,1.0
gated_residual_failure_classifier_aux,eth_ucy,medium,1,0.234475,0.234475,0.234475,0.234475,0.0,0.0,0.0,2,0.025348,0.101891,1.708563,1.0
gated_residual_failure_classifier_aux,eth_ucy,medium,10,0.911266,1.629741,0.970284,1.746128,0.066654,-0.025968,0.141055,2,0.025348,0.101891,1.708563,1.0
gated_residual_failure_classifier_aux,eth_ucy,extreme,1,0.20025,0.20025,0.20025,0.20025,0.0,,,1,0.041445,0.16628,2.167769,1.0
gated_residual_failure_classifier_aux,eth_ucy,extreme,10,0.918418,1.663452,1.058601,1.936622,0.141055,,,1,0.041445,0.16628,2.167769,1.0
gated_residual_failure_classifier_aux,tgsim,all,1,0.001326,0.001326,0.001326,0.001326,0.0,0.0,0.0,4,0.149895,0.189991,0.720622,1.0
gated_residual_failure_classifier_aux,tgsim,all,10,0.043011,0.112039,0.042997,0.112008,-0.000274,-0.000604,0.000164,4,0.149895,0.189991,0.720622,1.0
gated_residual_failure_classifier_aux,tgsim,all,25,0.40861,1.043302,0.257363,0.75285,-0.385803,-0.291287,-0.01991,4,0.149895,0.189991,0.720622,1.0
gated_residual_failure_classifier_aux,tgsim,all,50,1.369542,3.391377,0.982001,2.62938,-0.289801,-0.267409,0.052651,4,0.149895,0.189991,0.720622,1.0
gated_residual_failure_classifier_aux,tgsim,all,100,2.786248,6.306686,2.659638,6.062032,-0.040358,-0.479315,-0.011711,4,0.149895,0.189991,0.720622,1.0
gated_residual_failure_classifier_aux,tgsim,easy,1,0.000224,0.000224,0.000224,0.000224,0.0,0.0,0.0,2,0.057431,0.063375,0.587205,1.0
gated_residual_failure_classifier_aux,tgsim,easy,10,0.003997,0.010955,0.003985,0.010922,-0.003097,-0.00085,0.000174,2,0.057431,0.063375,0.587205,1.0
gated_residual_failure_classifier_aux,tgsim,easy,25,0.019314,0.03188,0.012411,0.019863,-0.60505,-0.198031,-0.042326,2,0.057431,0.063375,0.587205,1.0
gated_residual_failure_classifier_aux,tgsim,easy,50,0.039534,0.097934,0.027277,0.069851,-0.402044,-0.242668,-0.23514,2,0.057431,0.063375,0.587205,1.0
gated_residual_failure_classifier_aux,tgsim,easy,100,0.09593,0.191341,0.064928,0.129012,-0.48313,-0.625613,-0.247797,2,0.057431,0.063375,0.587205,1.0
gated_residual_failure_classifier_aux,tgsim,medium,1,0.000187,0.000187,0.000187,0.000187,0.0,,,1,0.034528,0.032837,0.145236,1.0
gated_residual_failure_classifier_aux,tgsim,medium,10,0.004064,0.007977,0.004072,0.00799,0.001691,,,1,0.034528,0.032837,0.145236,1.0
gated_residual_failure_classifier_aux,tgsim,medium,25,0.006449,0.015377,0.006603,0.014695,-0.046375,,,1,0.034528,0.032837,0.145236,1.0
gated_residual_failure_classifier_aux,tgsim,medium,50,0.020994,0.070331,0.026358,0.08544,0.17684,,,1,0.034528,0.032837,0.145236,1.0
gated_residual_failure_classifier_aux,tgsim,medium,100,0.419424,3.029117,0.418916,3.022644,-0.002141,,,1,0.034528,0.032837,0.145236,1.0
gated_residual_failure_classifier_aux,tgsim,hard,1,0.004669,0.004669,0.004669,0.004669,0.0,,,1,0.450191,0.600379,1.562841,1.0
gated_residual_failure_classifier_aux,tgsim,hard,10,0.159986,0.418267,0.159947,0.418199,-0.000164,,,1,0.450191,0.600379,1.562841,1.0
gated_residual_failure_classifier_aux,tgsim,hard,25,1.589364,4.09407,0.998028,2.956981,-0.384544,,,1,0.450191,0.600379,1.562841,1.0
gated_residual_failure_classifier_aux,tgsim,hard,50,5.378105,13.29931,3.847094,10.292379,-0.292151,,,1,0.450191,0.600379,1.562841,1.0
gated_residual_failure_classifier_aux,tgsim,hard,100,10.533706,21.814943,10.089779,20.967461,-0.040419,,,1,0.450191,0.600379,1.562841,1.0
gated_residual_failure_classifier_aux,tgsim,extreme,1,0.004669,0.004669,0.004669,0.004669,0.0,,,1,0.450191,0.600379,1.562841,1.0
gated_residual_failure_classifier_aux,tgsim,extreme,10,0.159986,0.418267,0.159947,0.418199,-0.000164,,,1,0.450191,0.600379,1.562841,1.0
gated_residual_failure_classifier_aux,tgsim,extreme,25,1.589364,4.09407,0.998028,2.956981,-0.384544,,,1,0.450191,0.600379,1.562841,1.0
gated_residual_failure_classifier_aux,tgsim,extreme,50,5.378105,13.29931,3.847094,10.292379,-0.292151,,,1,0.450191,0.600379,1.562841,1.0
gated_residual_failure_classifier_aux,tgsim,extreme,100,10.533706,21.814943,10.089779,20.967461,-0.040419,,,1,0.450191,0.600379,1.562841,1.0
gated_residual_failure_classifier_aux,tgsim_i90,all,1,0.006646,0.006646,0.006646,0.006646,0.0,0.0,0.0,6,0.03,0.532501,2.053172,1.0
gated_residual_failure_classifier_aux,tgsim_i90,all,10,0.108753,0.268525,0.11102,0.273352,0.017659,-0.048428,0.03877,6,0.03,0.532501,2.053172,1.0
gated_residual_failure_classifier_aux,tgsim_i90,all,25,0.583773,1.584376,0.593701,1.598133,0.008608,-0.086654,0.044674,6,0.03,0.532501,2.053172,1.0
gated_residual_failure_classifier_aux,tgsim_i90,all,50,1.863436,4.548539,1.863436,4.548539,0.0,0.0,0.0,6,0.03,0.532501,2.053172,1.0
gated_residual_failure_classifier_aux,tgsim_i90,all,100,4.632672,10.261156,4.693825,10.327657,0.006439,-0.007044,0.024489,6,0.03,0.532501,2.053172,1.0
gated_residual_failure_classifier_aux,tgsim_i90,easy,1,0.005737,0.005737,0.005737,0.005737,0.0,,,1,0.03,0.555847,1.280213,1.0
gated_residual_failure_classifier_aux,tgsim_i90,easy,10,0.088746,0.221481,0.089575,0.222759,0.005738,,,1,0.03,0.555847,1.280213,1.0
gated_residual_failure_classifier_aux,tgsim_i90,easy,25,0.509578,1.474815,0.507399,1.470148,-0.003174,,,1,0.03,0.555847,1.280213,1.0
gated_residual_failure_classifier_aux,tgsim_i90,easy,50,1.74692,4.008431,1.74692,4.008431,0.0,,,1,0.03,0.555847,1.280213,1.0
gated_residual_failure_classifier_aux,tgsim_i90,easy,100,3.27359,6.197868,3.376514,6.388728,0.029874,,,1,0.03,0.555847,1.280213,1.0
gated_residual_failure_classifier_aux,tgsim_i90,medium,1,0.00965,0.00965,0.00965,0.00965,0.0,0.0,0.0,2,0.03,0.521434,2.586027,1.0
gated_residual_failure_classifier_aux,tgsim_i90,medium,10,0.164315,0.432648,0.170639,0.445353,0.028528,-0.011633,0.055858,2,0.03,0.521434,2.586027,1.0
gated_residual_failure_classifier_aux,tgsim_i90,medium,25,0.951117,2.551222,0.992054,2.621675,0.026873,-0.010096,0.076508,2,0.03,0.521434,2.586027,1.0
gated_residual_failure_classifier_aux,tgsim_i90,medium,50,2.869926,6.569806,2.869926,6.569806,0.0,0.0,0.0,2,0.03,0.521434,2.586027,1.0
gated_residual_failure_classifier_aux,tgsim_i90,medium,100,5.977546,11.48178,6.096972,11.59791,0.010013,-0.014426,0.013767,2,0.03,0.521434,2.586027,1.0
gated_residual_failure_classifier_aux,tgsim_i90,hard,1,0.004946,0.004946,0.004946,0.004946,0.0,0.0,0.0,3,0.03,0.532097,1.955588,1.0
gated_residual_failure_classifier_aux,tgsim_i90,hard,10,0.078381,0.174791,0.078422,0.175549,0.00432,-0.1121,0.055285,3,0.03,0.532097,1.955588,1.0
gated_residual_failure_classifier_aux,tgsim_i90,hard,25,0.363607,0.976333,0.356899,0.958433,-0.018676,-0.132845,0.051787,3,0.03,0.532097,1.955588,1.0
gated_residual_failure_classifier_aux,tgsim_i90,hard,50,1.231282,3.381064,1.231282,3.381064,0.0,0.0,0.0,3,0.03,0.532097,1.955588,1.0
gated_residual_failure_classifier_aux,tgsim_i90,hard,100,4.189116,10.801836,4.197497,10.793798,-0.000745,-0.011785,0.032805,3,0.03,0.532097,1.955588,1.0
gated_residual_failure_classifier_aux,tgsim_i90,extreme,1,0.009579,0.009579,0.009579,0.009579,0.0,,,1,0.03,0.493926,2.30608,1.0
gated_residual_failure_classifier_aux,tgsim_i90,extreme,10,0.071368,0.158156,0.069445,0.155181,-0.019174,,,1,0.03,0.493926,2.30608,1.0
gated_residual_failure_classifier_aux,tgsim_i90,extreme,25,0.293904,0.720736,0.259138,0.636217,-0.132845,,,1,0.03,0.493926,2.30608,1.0
gated_residual_failure_classifier_aux,tgsim_i90,extreme,50,0.930289,2.718497,0.930289,2.718497,0.0,,,1,0.03,0.493926,2.30608,1.0
gated_residual_failure_classifier_aux,tgsim_i90,extreme,100,3.771668,10.76946,3.717157,10.644025,-0.011785,,,1,0.03,0.493926,2.30608,1.0
gated_residual_failure_classifier_aux,trajnet,all,1,0.059189,0.059189,0.059189,0.059189,0.0,0.0,0.0,7,0.0,0.217009,1.71782,1.0
gated_residual_failure_classifier_aux,trajnet,all,10,0.82033,1.434586,0.82033,1.434586,0.0,0.0,0.0,7,0.0,0.217009,1.71782,1.0
gated_residual_failure_classifier_aux,trajnet,easy,1,0.077037,0.077037,0.077037,0.077037,0.0,0.0,0.0,4,0.0,0.241702,2.053967,1.0
gated_residual_failure_classifier_aux,trajnet,easy,10,0.729312,1.315717,0.729312,1.315717,0.0,0.0,0.0,4,0.0,0.241702,2.053967,1.0
gated_residual_failure_classifier_aux,trajnet,medium,1,0.013794,0.013794,0.013794,0.013794,0.0,0.0,0.0,2,0.0,0.247217,0.997016,1.0
gated_residual_failure_classifier_aux,trajnet,medium,10,0.778382,1.245864,0.778382,1.245864,0.0,0.0,0.0,2,0.0,0.247217,0.997016,1.0
gated_residual_failure_classifier_aux,trajnet,hard,1,0.078587,0.078587,0.078587,0.078587,0.0,,,1,0.0,0.057823,1.814841,1.0
gated_residual_failure_classifier_aux,trajnet,hard,10,1.268302,2.287502,1.268302,2.287502,0.0,,,1,0.0,0.057823,1.814841,1.0
gated_residual_hard_weighted,eth_ucy,all,1,0.084168,0.084168,0.084168,0.084168,0.0,0.0,0.0,6,0.022551,0.090703,0.74874,1.0
gated_residual_hard_weighted,eth_ucy,all,10,0.374617,0.673919,0.395439,0.713643,0.055664,-0.035649,0.100347,6,0.022551,0.090703,0.74874,1.0
gated_residual_hard_weighted,eth_ucy,easy,1,0.009014,0.009014,0.009014,0.009014,0.0,0.0,0.0,4,0.024237,0.097447,0.272108,1.0
gated_residual_hard_weighted,eth_ucy,easy,10,0.09949,0.182403,0.108017,0.197401,0.075978,-0.04763,0.129169,4,0.024237,0.097447,0.272108,1.0
gated_residual_hard_weighted,eth_ucy,medium,1,0.234475,0.234475,0.234475,0.234475,0.0,0.0,0.0,2,0.019179,0.077215,1.702004,1.0
gated_residual_hard_weighted,eth_ucy,medium,10,0.92487,1.656951,0.970284,1.746128,0.051071,-0.019418,0.107693,2,0.019179,0.077215,1.702004,1.0
gated_residual_hard_weighted,eth_ucy,extreme,1,0.20025,0.20025,0.20025,0.20025,0.0,,,1,0.031403,0.126112,2.159887,1.0
gated_residual_hard_weighted,eth_ucy,extreme,10,0.951213,1.728062,1.058601,1.936622,0.107693,,,1,0.031403,0.126112,2.159887,1.0
gated_residual_hard_weighted,tgsim,all,1,0.001326,0.001326,0.001326,0.001326,0.0,0.0,0.0,4,0.152487,0.193447,0.721772,1.0
gated_residual_hard_weighted,tgsim,all,10,0.043011,0.112039,0.042997,0.112008,-0.000274,-0.000604,0.000164,4,0.152487,0.193447,0.721772,1.0
gated_residual_hard_weighted,tgsim,all,25,0.410449,1.046834,0.257363,0.75285,-0.390494,-0.358779,-0.018057,4,0.152487,0.193447,0.721772,1.0
gated_residual_hard_weighted,tgsim,all,50,1.370356,3.393164,0.982001,2.62938,-0.290481,-0.302337,0.042322,4,0.152487,0.193447,0.721772,1.0
gated_residual_hard_weighted,tgsim,all,100,2.788464,6.310842,2.659638,6.062032,-0.041044,-0.651536,-0.011521,4,0.152487,0.193447,0.721772,1.0
gated_residual_hard_weighted,tgsim,easy,1,0.000224,0.000224,0.000224,0.000224,0.0,0.0,0.0,2,0.063866,0.071955,0.590021,1.0
gated_residual_hard_weighted,tgsim,easy,10,0.003997,0.010955,0.003985,0.010922,-0.003097,-0.00085,0.000174,2,0.063866,0.071955,0.590021,1.0
gated_residual_hard_weighted,tgsim,easy,25,0.022711,0.03845,0.012411,0.019863,-0.935824,-0.332644,-0.039114,2,0.063866,0.071955,0.590021,1.0
gated_residual_hard_weighted,tgsim,easy,50,0.04102,0.101058,0.027277,0.069851,-0.446765,-0.312511,-0.231598,2,0.063866,0.071955,0.590021,1.0
gated_residual_hard_weighted,tgsim,easy,100,0.100707,0.200773,0.064928,0.129012,-0.556236,-0.855266,-0.231427,2,0.063866,0.071955,0.590021,1.0
gated_residual_hard_weighted,tgsim,medium,1,0.000187,0.000187,0.000187,0.000187,0.0,,,1,0.032028,0.029505,0.144843,1.0
gated_residual_hard_weighted,tgsim,medium,10,0.004064,0.007977,0.004072,0.00799,0.001691,,,1,0.032028,0.029505,0.144843,1.0
gated_residual_hard_weighted,tgsim,medium,25,0.006442,0.015271,0.006603,0.014695,-0.039175,,,1,0.032028,0.029505,0.144843,1.0
gated_residual_hard_weighted,tgsim,medium,50,0.021222,0.071118,0.026358,0.08544,0.167625,,,1,0.032028,0.029505,0.144843,1.0
gated_residual_hard_weighted,tgsim,medium,100,0.419366,3.028426,0.418916,3.022644,-0.001913,,,1,0.032028,0.029505,0.144843,1.0
gated_residual_hard_weighted,tgsim,hard,1,0.004669,0.004669,0.004669,0.004669,0.0,,,1,0.450189,0.600373,1.562203,1.0
gated_residual_hard_weighted,tgsim,hard,10,0.159986,0.418267,0.159947,0.418199,-0.000164,,,1,0.450189,0.600373,1.562203,1.0
gated_residual_hard_weighted,tgsim,hard,25,1.589931,4.095162,0.998028,2.956981,-0.384913,,,1,0.450189,0.600373,1.562203,1.0
gated_residual_hard_weighted,tgsim,hard,50,5.378164,13.299423,3.847094,10.292379,-0.292162,,,1,0.450189,0.600373,1.562203,1.0
gated_residual_hard_weighted,tgsim,hard,100,10.533076,21.813395,10.089779,20.967461,-0.040345,,,1,0.450189,0.600373,1.562203,1.0
gated_residual_hard_weighted,tgsim,extreme,1,0.004669,0.004669,0.004669,0.004669,0.0,,,1,0.450189,0.600373,1.562203,1.0
gated_residual_hard_weighted,tgsim,extreme,10,0.159986,0.418267,0.159947,0.418199,-0.000164,,,1,0.450189,0.600373,1.562203,1.0
gated_residual_hard_weighted,tgsim,extreme,25,1.589931,4.095162,0.998028,2.956981,-0.384913,,,1,0.450189,0.600373,1.562203,1.0
gated_residual_hard_weighted,tgsim,extreme,50,5.378164,13.299423,3.847094,10.292379,-0.292162,,,1,0.450189,0.600373,1.562203,1.0
gated_residual_hard_weighted,tgsim,extreme,100,10.533076,21.813395,10.089779,20.967461,-0.040345,,,1,0.450189,0.600373,1.562203,1.0
gated_residual_hard_weighted,tgsim_i90,all,1,0.006646,0.006646,0.006646,0.006646,0.0,0.0,0.0,6,0.04,0.512313,1.99552,1.0
gated_residual_hard_weighted,tgsim_i90,all,10,0.108737,0.268474,0.11102,0.273352,0.017845,-0.048561,0.038891,6,0.04,0.512313,1.99552,1.0
gated_residual_hard_weighted,tgsim_i90,all,25,0.584043,1.584715,0.593701,1.598133,0.008396,-0.08694,0.044388,6,0.04,0.512313,1.99552,1.0
gated_residual_hard_weighted,tgsim_i90,all,50,1.839247,4.505387,1.863436,4.548539,0.009487,-0.03857,0.039429,6,0.04,0.512313,1.99552,1.0
gated_residual_hard_weighted,tgsim_i90,all,100,4.630223,10.252297,4.693825,10.327657,0.007297,-0.005769,0.025127,6,0.04,0.512313,1.99552,1.0
gated_residual_hard_weighted,tgsim_i90,easy,1,0.005737,0.005737,0.005737,0.005737,0.0,,,1,0.04,0.544567,1.209523,1.0
gated_residual_hard_weighted,tgsim_i90,easy,10,0.088801,0.221576,0.089575,0.222759,0.005315,,,1,0.04,0.544567,1.209523,1.0
gated_residual_hard_weighted,tgsim_i90,easy,25,0.509272,1.474184,0.507399,1.470148,-0.002746,,,1,0.04,0.544567,1.209523,1.0
gated_residual_hard_weighted,tgsim_i90,easy,50,1.765708,4.034344,1.74692,4.008431,-0.006464,,,1,0.04,0.544567,1.209523,1.0
gated_residual_hard_weighted,tgsim_i90,easy,100,3.274446,6.199121,3.376514,6.388728,0.029678,,,1,0.04,0.544567,1.209523,1.0
gated_residual_hard_weighted,tgsim_i90,medium,1,0.00965,0.00965,0.00965,0.00965,0.0,0.0,0.0,2,0.04,0.495355,2.543494,1.0
gated_residual_hard_weighted,tgsim_i90,medium,10,0.164289,0.432527,0.170639,0.445353,0.028799,-0.011877,0.05648,2,0.04,0.495355,2.543494,1.0
gated_residual_hard_weighted,tgsim_i90,medium,25,0.952325,2.552952,0.992054,2.621675,0.026213,-0.010926,0.076077,2,0.04,0.495355,2.543494,1.0
gated_residual_hard_weighted,tgsim_i90,medium,50,2.768379,6.378464,2.869926,6.569806,0.029124,0.013008,0.064968,2,0.04,0.495355,2.543494,1.0
gated_residual_hard_weighted,tgsim_i90,medium,100,5.978553,11.483565,6.096972,11.59791,0.009859,-0.014254,0.013564,2,0.04,0.495355,2.543494,1.0
gated_residual_hard_weighted,tgsim_i90,hard,1,0.004946,0.004946,0.004946,0.004946,0.0,0.0,0.0,3,0.04,0.512866,1.892204,1.0
gated_residual_hard_weighted,tgsim_i90,hard,10,0.078347,0.174738,0.078422,0.175549,0.004618,-0.11244,0.05568,3,0.04,0.512866,1.892204,1.0
