group,subset,component,mean_pp,low_pp,high_pp
neural_fold0_seed17_all,all,full_total,0.5846420276254983,0.3770997122012984,0.8187026292398611
neural_fold0_seed17_all,all,support_difference,0.0,0.0,0.0
neural_fold0_seed17_all,all,total,0.5846420276254983,0.3770997122012984,0.8187026292398611
neural_fold0_seed17_all,all,ranking_at_control_count,-0.038801576415691374,-0.16138551932244777,0.07708072280186819
neural_fold0_seed17_all,all,ranking_at_ranked_count,-0.08992727809059177,-0.19858472525924445,0.016860753519431258
neural_fold0_seed17_all,all,coverage_with_ranked_ranking,0.6234436040411897,0.3883442218475907,0.8490001093184248
neural_fold0_seed17_all,all,coverage_with_control_ranking,0.67456930571609,0.43996816770055647,0.89774536018602
neural_fold0_seed17_all,easy,full_total,0.47847408102811284,0.21516251720353322,0.7886888489726226
neural_fold0_seed17_all,easy,support_difference,0.0,0.0,0.0
neural_fold0_seed17_all,easy,total,0.47847408102811284,0.21516251720353322,0.7886888489726226
neural_fold0_seed17_all,easy,ranking_at_control_count,0.3936411927083186,0.2102697332697174,0.6976542441132259
neural_fold0_seed17_all,easy,ranking_at_ranked_count,0.23647295973181648,-0.12422705369754106,0.6425826592030188
neural_fold0_seed17_all,easy,coverage_with_ranked_ranking,0.08483288831979426,-0.050860551983102284,0.19716612506942582
neural_fold0_seed17_all,easy,coverage_with_control_ranking,0.24200112129629642,0.11924938333592335,0.3693807056905783
neural_fold0_seed17_all,hard,full_total,0.6291458405366008,0.36739835428749185,0.9251874622032996
neural_fold0_seed17_all,hard,support_difference,0.0,0.0,0.0
neural_fold0_seed17_all,hard,total,0.6291458405366008,0.36739835428749185,0.9251874622032996
neural_fold0_seed17_all,hard,ranking_at_control_count,-0.06832469157595074,-0.17959989130713927,0.037251360877110916
neural_fold0_seed17_all,hard,ranking_at_ranked_count,-0.1650491545529375,-0.24166613391385885,-0.09161855620557298
neural_fold0_seed17_all,hard,coverage_with_ranked_ranking,0.6974705321125516,0.4295469691779854,0.9644915496049575
neural_fold0_seed17_all,hard,coverage_with_control_ranking,0.7941949950895384,0.5093257677347925,1.1043912062483712
neural_fold0_seed17_easy,all,full_total,-0.13432154891745493,-0.2599510613812541,-0.02212541567442347
neural_fold0_seed17_easy,all,support_difference,0.0,0.0,0.0
neural_fold0_seed17_easy,all,total,-0.13432154891745493,-0.2599510613812541,-0.02212541567442347
neural_fold0_seed17_easy,all,ranking_at_control_count,-0.08669663778439407,-0.16405269053441449,-0.016340221016720245
neural_fold0_seed17_easy,all,ranking_at_ranked_count,-0.06622400790483829,-0.13561671435115602,-0.010788498313371541
neural_fold0_seed17_easy,all,coverage_with_ranked_ranking,-0.047624911133060846,-0.10072683914201493,-0.0015832967857858887
neural_fold0_seed17_easy,all,coverage_with_control_ranking,-0.06809754101261663,-0.15444922672475137,-0.0030714376180083717
neural_fold0_seed17_easy,easy,full_total,-0.15232237265417203,-0.36950316306357595,0.09527076428401311
neural_fold0_seed17_easy,easy,support_difference,0.0,0.0,0.0
neural_fold0_seed17_easy,easy,total,-0.15232237265417203,-0.36950316306357595,0.09527076428401311
neural_fold0_seed17_easy,easy,ranking_at_control_count,0.16419145894294557,0.03194797859792037,0.3248385255696319
neural_fold0_seed17_easy,easy,ranking_at_ranked_count,0.21953430392461937,0.0962075216604657,0.35560278041341853
neural_fold0_seed17_easy,easy,coverage_with_ranked_ranking,-0.3165138315971176,-0.5518117949262883,-0.03676787075371829
neural_fold0_seed17_easy,easy,coverage_with_control_ranking,-0.3718566765787914,-0.6081417032291148,-0.047744609046357224
neural_fold0_seed17_easy,hard,full_total,-0.20330157012950828,-0.42879031212552443,-0.0383436188649035
neural_fold0_seed17_easy,hard,support_difference,0.0,0.0,0.0
neural_fold0_seed17_easy,hard,total,-0.20330157012950828,-0.42879031212552443,-0.0383436188649035
neural_fold0_seed17_easy,hard,ranking_at_control_count,-0.1641054641483557,-0.3397422151423814,-0.03563290079969735
neural_fold0_seed17_easy,hard,ranking_at_ranked_count,-0.13280882032624863,-0.24798228480668763,-0.033911135393763316
neural_fold0_seed17_easy,hard,coverage_with_ranked_ranking,-0.039196105981152626,-0.09357454544905819,0.0015065886141247156
neural_fold0_seed17_easy,hard,coverage_with_control_ranking,-0.07049274980325966,-0.19671727231609037,0.0010182723382624102
damping097_fold0_seed17_all,all,full_total,0.10661248236531431,-0.005954803607232897,0.243545607463638
damping097_fold0_seed17_all,all,support_difference,0.0,0.0,0.0
damping097_fold0_seed17_all,all,total,0.10661248236531431,-0.005954803607232897,0.243545607463638
damping097_fold0_seed17_all,all,ranking_at_control_count,-0.2231713910435849,-0.4019641125210603,0.01630889393909389
damping097_fold0_seed17_all,all,ranking_at_ranked_count,-0.12720643334600404,-0.24562752885546135,0.06466119375907733
damping097_fold0_seed17_all,all,coverage_with_ranked_ranking,0.32978387340889925,0.16804064867007862,0.49337844290095195
damping097_fold0_seed17_all,all,coverage_with_control_ranking,0.23381891571131835,0.1292864362516479,0.33518362402906415
damping097_fold0_seed17_all,easy,full_total,0.03509944386001508,-0.12165860786426025,0.235821947457544
damping097_fold0_seed17_all,easy,support_difference,0.0,0.0,0.0
damping097_fold0_seed17_all,easy,total,0.03509944386001508,-0.12165860786426025,0.235821947457544
damping097_fold0_seed17_all,easy,ranking_at_control_count,0.0765440067052677,-0.1063220595430297,0.2778791209197648
damping097_fold0_seed17_all,easy,ranking_at_ranked_count,0.15761217596809596,-0.015203720888676631,0.35794519304156036
damping097_fold0_seed17_all,easy,coverage_with_ranked_ranking,-0.04144456284525263,-0.09812797732604381,0.009276916927656234
damping097_fold0_seed17_all,easy,coverage_with_control_ranking,-0.12251273210808086,-0.22103546150536138,-0.04135619314176561
damping097_fold0_seed17_all,hard,full_total,0.16655087771482407,-0.05660978782761639,0.5373166171447106
damping097_fold0_seed17_all,hard,support_difference,0.0,0.0,0.0
damping097_fold0_seed17_all,hard,total,0.16655087771482407,-0.05660978782761639,0.5373166171447106
damping097_fold0_seed17_all,hard,ranking_at_control_count,-0.22096411630764382,-0.563044187896836,0.2941646769593036
damping097_fold0_seed17_all,hard,ranking_at_ranked_count,-0.11992103658003098,-0.4129017742480762,0.3488423587398415
damping097_fold0_seed17_all,hard,coverage_with_ranked_ranking,0.3875149940224679,0.1957398257108934,0.56946450725742
damping097_fold0_seed17_all,hard,coverage_with_control_ranking,0.28647191429485497,0.15049924255856903,0.42153765114501923
damping097_fold0_seed17_easy,all,full_total,1.5352021203498025,1.2129026723303473,1.8112469362311936
damping097_fold0_seed17_easy,all,support_difference,0.0,0.0,0.0
damping097_fold0_seed17_easy,all,total,1.5352021203498025,1.2129026723303473,1.8112469362311936
damping097_fold0_seed17_easy,all,ranking_at_control_count,0.3182230734921303,0.18356037575702316,0.45005032386431215
damping097_fold0_seed17_easy,all,ranking_at_ranked_count,0.10150746802378591,-0.04265981106230568,0.2650123044304767
damping097_fold0_seed17_easy,all,coverage_with_ranked_ranking,1.2169790468576724,0.8908794108487533,1.497118090554824
damping097_fold0_seed17_easy,all,coverage_with_control_ranking,1.4336946523260168,1.0216011974374224,1.762254581837403
damping097_fold0_seed17_easy,easy,full_total,-0.4379473141663926,-0.9147094079880738,-0.1277294514711038
damping097_fold0_seed17_easy,easy,support_difference,0.0,0.0,0.0
damping097_fold0_seed17_easy,easy,total,-0.4379473141663926,-0.9147094079880738,-0.1277294514711038
damping097_fold0_seed17_easy,easy,ranking_at_control_count,-0.04583837755435144,-0.10649566777783748,0.00340319053758149
damping097_fold0_seed17_easy,easy,ranking_at_ranked_count,-0.015805301155631387,-0.16073381805354206,0.1960058636696646
damping097_fold0_seed17_easy,easy,coverage_with_ranked_ranking,-0.3921089366120412,-0.86444768593192,-0.0814083201462256
damping097_fold0_seed17_easy,easy,coverage_with_control_ranking,-0.42214201301076126,-1.0750905789494491,-0.045560049249225895
damping097_fold0_seed17_easy,hard,full_total,1.8897008644305986,1.5421693871849054,2.1680730026267634
damping097_fold0_seed17_easy,hard,support_difference,0.0,0.0,0.0
damping097_fold0_seed17_easy,hard,total,1.8897008644305986,1.5421693871849054,2.1680730026267634
damping097_fold0_seed17_easy,hard,ranking_at_control_count,0.5567948257911863,0.3297317340631153,0.836307038382827
damping097_fold0_seed17_easy,hard,ranking_at_ranked_count,0.22512685024149154,0.017614944532452898,0.5218532503913887
damping097_fold0_seed17_easy,hard,coverage_with_ranked_ranking,1.3329060386394123,1.0567915792914673,1.5842384990356944
damping097_fold0_seed17_easy,hard,coverage_with_control_ranking,1.6645740141891072,1.3539609999389366,1.9471706753715445
neural_fold0_seed29_all,all,full_total,0.09697911402568915,-0.13198513081681418,0.3465457495949912
neural_fold0_seed29_all,all,support_difference,0.0,0.0,0.0
neural_fold0_seed29_all,all,total,0.09697911402568915,-0.13198513081681418,0.3465457495949912
neural_fold0_seed29_all,all,ranking_at_control_count,-0.27458535488681546,-0.43831851810165107,-0.11637557895459417
neural_fold0_seed29_all,all,ranking_at_ranked_count,-0.32106992304884996,-0.4595322767943123,-0.1918203948970594
neural_fold0_seed29_all,all,coverage_with_ranked_ranking,0.37156446891250455,0.14001828569150876,0.6179837205108403
neural_fold0_seed29_all,all,coverage_with_control_ranking,0.4180490370745391,0.22248155733581995,0.6341244661005478
neural_fold0_seed29_all,easy,full_total,0.6091869382036579,0.3585449516525475,0.9214210222724651
neural_fold0_seed29_all,easy,support_difference,0.0,0.0,0.0
neural_fold0_seed29_all,easy,total,0.6091869382036579,0.3585449516525475,0.9214210222724651
neural_fold0_seed29_all,easy,ranking_at_control_count,0.5291487550870693,0.22335875062235472,0.8786618281872308
neural_fold0_seed29_all,easy,ranking_at_ranked_count,0.3033623628432999,0.07836848120075554,0.5718812958228514
neural_fold0_seed29_all,easy,coverage_with_ranked_ranking,0.08003818311658877,-0.16185218996156478,0.2920203268186294
neural_fold0_seed29_all,easy,coverage_with_control_ranking,0.305824575360358,0.21633533017923756,0.3954800747298631
neural_fold0_seed29_all,hard,full_total,-0.07855230915916459,-0.3317653654594475,0.18260437053698544
neural_fold0_seed29_all,hard,support_difference,0.0,0.0,0.0
neural_fold0_seed29_all,hard,total,-0.07855230915916459,-0.3317653654594475,0.18260437053698544
neural_fold0_seed29_all,hard,ranking_at_control_count,-0.4050221917938013,-0.630759621056077,-0.176786068763774
neural_fold0_seed29_all,hard,ranking_at_ranked_count,-0.4635528505309036,-0.6947998918756652,-0.22765416947024175
neural_fold0_seed29_all,hard,coverage_with_ranked_ranking,0.3264698826346367,0.048107457752285324,0.6223845962642744
neural_fold0_seed29_all,hard,coverage_with_control_ranking,0.385000541371739,0.08123071476138094,0.7232173964713433
neural_fold0_seed29_easy,all,full_total,-0.08345034816820393,-0.1831817269529392,-0.0036025112551387093
neural_fold0_seed29_easy,all,support_difference,0.0,0.0,0.0
neural_fold0_seed29_easy,all,total,-0.08345034816820393,-0.1831817269529392,-0.0036025112551387093
neural_fold0_seed29_easy,all,ranking_at_control_count,-0.007948222133335701,-0.06117362215894185,0.03899877838080147
neural_fold0_seed29_easy,all,ranking_at_ranked_count,-0.014707869763797931,-0.07623931665100034,0.04809411005660298
neural_fold0_seed29_easy,all,coverage_with_ranked_ranking,-0.07550212603486822,-0.1342043217998361,-0.028380279893961118
neural_fold0_seed29_easy,all,coverage_with_control_ranking,-0.068742478404406,-0.14218301532508495,0.0021774982974955837
neural_fold0_seed29_easy,easy,full_total,-0.9647036518021627,-1.7296511194001056,-0.2989720282334197
neural_fold0_seed29_easy,easy,support_difference,0.0,0.0,0.0
neural_fold0_seed29_easy,easy,total,-0.9647036518021627,-1.7296511194001056,-0.2989720282334197
neural_fold0_seed29_easy,easy,ranking_at_control_count,-0.04108609930774117,-0.19925459256707245,0.10145513854867085
neural_fold0_seed29_easy,easy,ranking_at_ranked_count,0.0759708052559912,-0.05298611428094259,0.20600157602882008
neural_fold0_seed29_easy,easy,coverage_with_ranked_ranking,-0.9236175524944217,-1.5567397563378471,-0.3309885306276625
neural_fold0_seed29_easy,easy,coverage_with_control_ranking,-1.040674457058154,-1.7709397293229474,-0.32791037781085064
neural_fold0_seed29_easy,hard,full_total,-0.08334273034555113,-0.16276315425934335,-0.02379430493448044
neural_fold0_seed29_easy,hard,support_difference,0.0,0.0,0.0
neural_fold0_seed29_easy,hard,total,-0.08334273034555113,-0.16276315425934335,-0.02379430493448044
neural_fold0_seed29_easy,hard,ranking_at_control_count,-0.06598682292366019,-0.11871078973904534,-0.021166084075489415
neural_fold0_seed29_easy,hard,ranking_at_ranked_count,-0.04138391252552226,-0.08729594429985675,-0.007820219959881702
neural_fold0_seed29_easy,hard,coverage_with_ranked_ranking,-0.017355907421890936,-0.046924630096259454,0.002258729890823458
neural_fold0_seed29_easy,hard,coverage_with_control_ranking,-0.04195881782002886,-0.07987698603685602,-0.00911404742170624
damping097_fold0_seed29_all,all,full_total,0.2432199079426891,0.037225102354976204,0.47721429859735165
damping097_fold0_seed29_all,all,support_difference,0.0,0.0,0.0
damping097_fold0_seed29_all,all,total,0.2432199079426891,0.037225102354976204,0.47721429859735165
damping097_fold0_seed29_all,all,ranking_at_control_count,-0.19734609754248414,-0.32612892938464677,-0.0550084206559439
damping097_fold0_seed29_all,all,ranking_at_ranked_count,-0.18143348870737117,-0.3365590109615442,-0.006563256797000327
damping097_fold0_seed29_all,all,coverage_with_ranked_ranking,0.4405660054851732,0.22850325148694656,0.6630384096535334
damping097_fold0_seed29_all,all,coverage_with_control_ranking,0.4246533966500603,0.2362902574667105,0.6032947672128203
damping097_fold0_seed29_all,easy,full_total,-0.10675956285660218,-0.22229224070076303,-0.008472222632341358
damping097_fold0_seed29_all,easy,support_difference,0.0,0.0,0.0
damping097_fold0_seed29_all,easy,total,-0.10675956285660218,-0.22229224070076303,-0.008472222632341358
damping097_fold0_seed29_all,easy,ranking_at_control_count,0.019942371461835726,-0.08382288529609751,0.1399958263220926
damping097_fold0_seed29_all,easy,ranking_at_ranked_count,-0.05439804002653488,-0.18487163559703432,0.05820945844673234
damping097_fold0_seed29_all,easy,coverage_with_ranked_ranking,-0.1267019343184379,-0.22218556219157434,-0.04054114480781869
damping097_fold0_seed29_all,easy,coverage_with_control_ranking,-0.05236152283006731,-0.13109887264794068,0.014815738598102493
damping097_fold0_seed29_all,hard,full_total,0.3054279008023414,0.09720863909090367,0.54175878995809
damping097_fold0_seed29_all,hard,support_difference,0.0,0.0,0.0
damping097_fold0_seed29_all,hard,total,0.3054279008023414,0.09720863909090367,0.54175878995809
damping097_fold0_seed29_all,hard,ranking_at_control_count,-0.27337688983098524,-0.4589043848181092,-0.09158987780211751
damping097_fold0_seed29_all,hard,ranking_at_ranked_count,-0.19455989651046274,-0.4220625836732,0.04722871751255988
damping097_fold0_seed29_all,hard,coverage_with_ranked_ranking,0.5788047906333266,0.3734777554075284,0.7901550161393276
damping097_fold0_seed29_all,hard,coverage_with_control_ranking,0.4999877973128041,0.3157893661458113,0.6902155630387999
damping097_fold0_seed29_easy,all,full_total,0.5052955691292711,0.3624156493412242,0.7051644002079835
damping097_fold0_seed29_easy,all,support_difference,0.0,0.0,0.0
damping097_fold0_seed29_easy,all,total,0.5052955691292711,0.3624156493412242,0.7051644002079835
damping097_fold0_seed29_easy,all,ranking_at_control_count,-0.07593954057548374,-0.10312000434671528,-0.03840520674047934
damping097_fold0_seed29_easy,all,ranking_at_ranked_count,-0.07452580951919567,-0.21065279537797713,0.14378103234794543
damping097_fold0_seed29_easy,all,coverage_with_ranked_ranking,0.5812351097047549,0.4207862933529998,0.7960859599342619
damping097_fold0_seed29_easy,all,coverage_with_control_ranking,0.5798213786484668,0.3145041733785438,0.8400138112209579
damping097_fold0_seed29_easy,easy,full_total,-0.3095847671417538,-0.7679872712752932,-0.03139958252369601
damping097_fold0_seed29_easy,easy,support_difference,0.0,0.0,0.0
damping097_fold0_seed29_easy,easy,total,-0.3095847671417538,-0.7679872712752932,-0.03139958252369601
damping097_fold0_seed29_easy,easy,ranking_at_control_count,-0.01645151958108973,-0.047775652610394535,0.017799492193124374
damping097_fold0_seed29_easy,easy,ranking_at_ranked_count,0.09225705814354399,-0.15571155131644449,0.4364648848416343
damping097_fold0_seed29_easy,easy,coverage_with_ranked_ranking,-0.29313324756066406,-0.7575148245077507,-0.022304644018204162
damping097_fold0_seed29_easy,easy,coverage_with_control_ranking,-0.4018418252852978,-1.1719390524140207,0.015371732208645935
damping097_fold0_seed29_easy,hard,full_total,0.5839978993849267,0.328935489828373,0.8962849507609746
damping097_fold0_seed29_easy,hard,support_difference,0.0,0.0,0.0
damping097_fold0_seed29_easy,hard,total,0.5839978993849267,0.328935489828373,0.8962849507609746
damping097_fold0_seed29_easy,hard,ranking_at_control_count,-0.18400409334779025,-0.3729900344727395,-0.0610437871487118
damping097_fold0_seed29_easy,hard,ranking_at_ranked_count,-0.05017229717783196,-0.25777627084651883,0.3005758809075623
damping097_fold0_seed29_easy,hard,coverage_with_ranked_ranking,0.768001992732717,0.4086320966213921,1.2481248337075481
damping097_fold0_seed29_easy,hard,coverage_with_control_ranking,0.6341701965627586,0.44560836832906214,0.8616877017874374
neural_fold0_seed43_all,all,full_total,-0.18707853863466184,-0.5451440847337906,0.18725393547388103
neural_fold0_seed43_all,all,support_difference,0.0,0.0,0.0
neural_fold0_seed43_all,all,total,-0.18707853863466184,-0.5451440847337906,0.18725393547388103
neural_fold0_seed43_all,all,ranking_at_control_count,-0.45215428755688714,-0.7415249449669136,-0.2009624316885594
neural_fold0_seed43_all,all,ranking_at_ranked_count,-0.44806962877520146,-0.7366615413829892,-0.17449317867371839
neural_fold0_seed43_all,all,coverage_with_ranked_ranking,0.26507574892222524,0.09264125106715516,0.45865621363707326
neural_fold0_seed43_all,all,coverage_with_control_ranking,0.26099109014053956,0.11920294639427471,0.4140941526592223
neural_fold0_seed43_all,easy,full_total,0.5412201180147875,0.317670877827778,0.7407468556486189
neural_fold0_seed43_all,easy,support_difference,0.0,0.0,0.0
neural_fold0_seed43_all,easy,total,0.5412201180147875,0.317670877827778,0.7407468556486189
