view,subset,locality,rows,model_error,reference_error,gain_percent,model_p95,model_p99
neural_fold0_seed17_all_control_original,FDE,eu-locality-007,3935,29.571337544952563,30.3989429494991,2.7224808636320597,101.45598690496715,177.47588961282636
neural_fold0_seed17_all_control_original,FDE,eu-locality-008,121088,35.67085444882428,36.53765155314232,2.37233940188335,136.20570039898757,279.8637657527088
neural_fold0_seed17_all_control_original,FDE,eu-locality-020,622,14.3855673078008,14.784980358069301,2.7014783962868827,54.18434016797015,99.18086841907973
neural_fold0_seed17_all_control_original,FDE,eu-locality-048,5582,58.441061594350806,59.3222642810702,1.48545018872549,214.8070099027701,354.7542058509512
neural_fold0_seed17_all_control_original,FDE,eu-locality-067,4600,62.90457171197509,64.59716991132642,2.620235842645724,206.1504848436635,394.0447029702928
neural_fold0_seed17_all_control_original,FDE,eu-locality-110,7204,57.187924199955155,58.79692993015807,2.736547183865168,248.84290014844612,576.9384996688452
neural_fold0_seed17_all_control_original,FDE,eu-locality-119,4147,65.02748889060719,65.72973460040133,1.0683836076067932,270.12766901222096,484.5542592170748
neural_fold0_seed17_all_control_original,FDE,eu-locality-124,2645,82.40882301506436,84.4124249059004,2.3735864632126957,371.96831720997017,720.9688355333298
neural_fold0_seed17_all_ranked_original,FDE,eu-locality-007,3935,29.077377972418127,30.3989429494991,4.347404379410335,100.64641919891027,177.47588961282636
neural_fold0_seed17_all_ranked_original,FDE,eu-locality-008,121088,35.13339789688198,36.53765155314232,3.8433057313985164,135.05447205498194,277.8297557076242
neural_fold0_seed17_all_ranked_original,FDE,eu-locality-020,622,14.289621252517101,14.784980358069301,3.3504211270855344,53.963574416924075,99.18086841907973
neural_fold0_seed17_all_ranked_original,FDE,eu-locality-048,5582,58.007095088935515,59.3222642810702,2.2169908854176246,214.0187379151913,354.61477747772864
neural_fold0_seed17_all_ranked_original,FDE,eu-locality-067,4600,62.077114802647884,64.59716991132642,3.9011850087826705,203.09808019544076,394.0447029702928
neural_fold0_seed17_all_ranked_original,FDE,eu-locality-110,7204,56.77516345296592,58.79692993015807,3.4385578968046615,247.1138091787453,584.7464834418972
neural_fold0_seed17_all_ranked_original,FDE,eu-locality-119,4147,64.6538913841024,65.72973460040133,1.6367679298257332,270.12766901222096,484.5542592170748
neural_fold0_seed17_all_ranked_original,FDE,eu-locality-124,2645,82.10723292887448,84.4124249059004,2.730868091510996,370.92724591771514,725.0889044622928
neural_fold0_seed17_all_control_common,FDE,eu-locality-007,3935,29.571337544952563,30.3989429494991,2.7224808636320597,101.45598690496715,177.47588961282636
neural_fold0_seed17_all_control_common,FDE,eu-locality-008,121088,35.67085444882428,36.53765155314232,2.37233940188335,136.20570039898757,279.8637657527088
neural_fold0_seed17_all_control_common,FDE,eu-locality-020,622,14.3855673078008,14.784980358069301,2.7014783962868827,54.18434016797015,99.18086841907973
neural_fold0_seed17_all_control_common,FDE,eu-locality-048,5582,58.441061594350806,59.3222642810702,1.48545018872549,214.8070099027701,354.7542058509512
neural_fold0_seed17_all_control_common,FDE,eu-locality-067,4600,62.90457171197509,64.59716991132642,2.620235842645724,206.1504848436635,394.0447029702928
neural_fold0_seed17_all_control_common,FDE,eu-locality-110,7204,57.187924199955155,58.79692993015807,2.736547183865168,248.84290014844612,576.9384996688452
neural_fold0_seed17_all_control_common,FDE,eu-locality-119,4147,65.02748889060719,65.72973460040133,1.0683836076067932,270.12766901222096,484.5542592170748
neural_fold0_seed17_all_control_common,FDE,eu-locality-124,2645,82.40882301506436,84.4124249059004,2.3735864632126957,371.96831720997017,720.9688355333298
neural_fold0_seed17_all_ranked_common,FDE,eu-locality-007,3935,29.077377972418127,30.3989429494991,4.347404379410335,100.64641919891027,177.47588961282636
neural_fold0_seed17_all_ranked_common,FDE,eu-locality-008,121088,35.13339789688198,36.53765155314232,3.8433057313985164,135.05447205498194,277.8297557076242
neural_fold0_seed17_all_ranked_common,FDE,eu-locality-020,622,14.289621252517101,14.784980358069301,3.3504211270855344,53.963574416924075,99.18086841907973
neural_fold0_seed17_all_ranked_common,FDE,eu-locality-048,5582,58.007095088935515,59.3222642810702,2.2169908854176246,214.0187379151913,354.61477747772864
neural_fold0_seed17_all_ranked_common,FDE,eu-locality-067,4600,62.077114802647884,64.59716991132642,3.9011850087826705,203.09808019544076,394.0447029702928
neural_fold0_seed17_all_ranked_common,FDE,eu-locality-110,7204,56.77516345296592,58.79692993015807,3.4385578968046615,247.1138091787453,584.7464834418972
neural_fold0_seed17_all_ranked_common,FDE,eu-locality-119,4147,64.6538913841024,65.72973460040133,1.6367679298257332,270.12766901222096,484.5542592170748
neural_fold0_seed17_all_ranked_common,FDE,eu-locality-124,2645,82.10723292887448,84.4124249059004,2.730868091510996,370.92724591771514,725.0889044622928
neural_fold0_seed17_all_ranked_at_control,FDE,eu-locality-007,3935,29.475218994272627,30.3989429494991,3.0386713010417177,101.22912504869973,178.8430245622791
neural_fold0_seed17_all_ranked_at_control,FDE,eu-locality-008,121088,35.716724109118275,36.53765155314232,2.2467986012457364,136.509341579038,281.08769058882297
neural_fold0_seed17_all_ranked_at_control,FDE,eu-locality-020,622,14.351146574555576,14.784980358069301,2.9342871820384198,54.18434016797015,99.18086841907973
neural_fold0_seed17_all_ranked_at_control,FDE,eu-locality-048,5582,58.46368198632796,59.3222642810702,1.447318818907939,215.2863082525073,354.7542058509512
neural_fold0_seed17_all_ranked_at_control,FDE,eu-locality-067,4600,63.137343689436875,64.59716991132642,2.2598919177008403,206.1504848436635,394.0447029702928
neural_fold0_seed17_all_ranked_at_control,FDE,eu-locality-110,7204,57.37308860071176,58.79692993015807,2.42162529767731,249.43962408686775,584.7464834418972
neural_fold0_seed17_all_ranked_at_control,FDE,eu-locality-119,4147,64.95672046282051,65.72973460040133,1.1760493820343165,270.12766901222096,484.5542592170748
neural_fold0_seed17_all_ranked_at_control,FDE,eu-locality-124,2645,82.46365145805046,84.4124249059004,2.3086334150717147,371.7975279685446,732.5492510630884
neural_fold0_seed17_all_control_at_ranked,FDE,eu-locality-007,3935,29.143159681435534,30.3989429494991,4.131009654348061,101.22912504869973,176.62012939580015
neural_fold0_seed17_all_control_at_ranked,FDE,eu-locality-008,121088,35.08984375121964,36.53765155314232,3.9625091936106194,135.3026567624894,276.46619039818546
neural_fold0_seed17_all_control_at_ranked,FDE,eu-locality-020,622,14.330245089520764,14.784980358069301,3.0756569000130796,53.963574416924075,99.18086841907973
neural_fold0_seed17_all_control_at_ranked,FDE,eu-locality-048,5582,57.993486234966994,59.3222642810702,2.239931435872744,213.97422722627343,354.61477747772864
neural_fold0_seed17_all_control_at_ranked,FDE,eu-locality-067,4600,61.945703034953695,64.59716991132642,4.104617710052061,203.1385795900326,394.0447029702928
neural_fold0_seed17_all_control_at_ranked,FDE,eu-locality-110,7204,56.535690236966914,58.79692993015807,3.8458465363364613,246.34334856884146,576.9384996688452
neural_fold0_seed17_all_control_at_ranked,FDE,eu-locality-119,4147,64.61563240063226,65.72973460040133,1.694974438193242,269.23382252616926,484.5542592170748
neural_fold0_seed17_all_control_at_ranked,FDE,eu-locality-124,2645,81.90889321884855,84.4124249059004,2.965833157669251,369.6380478107621,720.9688355333298
neural_fold0_seed17_easy_control_original,FDE,eu-locality-007,3935,29.908242692623723,30.3989429494991,1.6142017098770944,101.97677634025015,180.30773703058676
neural_fold0_seed17_easy_control_original,FDE,eu-locality-008,121088,36.34695926537132,36.53765155314232,0.5219062519484785,137.02703657514868,281.8905341335689
neural_fold0_seed17_easy_control_original,FDE,eu-locality-020,622,14.353472675158262,14.784980358069301,2.9185543197257746,54.18434016797015,99.18086841907973
neural_fold0_seed17_easy_control_original,FDE,eu-locality-048,5582,59.240691896551176,59.3222642810702,0.13750719988119275,216.2196458274127,355.1127410078038
neural_fold0_seed17_easy_control_original,FDE,eu-locality-067,4600,64.18132919602172,64.59716991132642,0.6437444796351444,207.16877909819794,394.0447029702928
neural_fold0_seed17_easy_control_original,FDE,eu-locality-110,7204,58.232817438370205,58.79692993015807,0.9594250796052584,251.12962827604994,576.9384996688452
neural_fold0_seed17_easy_control_original,FDE,eu-locality-119,4147,65.65933018947004,65.72973460040133,0.107111965930351,270.5290560144782,484.5542592170748
neural_fold0_seed17_easy_control_original,FDE,eu-locality-124,2645,84.08342684158053,84.4124249059004,0.38975075610802046,379.2183705697583,749.8979417287693
neural_fold0_seed17_easy_ranked_original,FDE,eu-locality-007,3935,30.057868711471688,30.3989429494991,1.1219937436444116,101.85154087095664,180.8682328668919
neural_fold0_seed17_easy_ranked_original,FDE,eu-locality-008,121088,36.30955289040804,36.53765155314232,0.624283863462094,137.14622274539582,282.06393121697823
neural_fold0_seed17_easy_ranked_original,FDE,eu-locality-020,622,14.406712712673395,14.784980358069301,2.558458897035032,54.18434016797015,99.18086841907973
neural_fold0_seed17_easy_ranked_original,FDE,eu-locality-048,5582,59.20409661989806,59.3222642810702,0.19919614095014193,216.55248685578948,355.1127410078038
neural_fold0_seed17_easy_ranked_original,FDE,eu-locality-067,4600,64.37279759064509,64.59716991132642,0.34734079060944056,207.16877909819794,394.0447029702928
neural_fold0_seed17_easy_ranked_original,FDE,eu-locality-110,7204,58.28422688377953,58.79692993015807,0.8719894848039811,251.12962827604994,578.5671613813302
neural_fold0_seed17_easy_ranked_original,FDE,eu-locality-119,4147,65.66883347198235,65.72973460040133,0.09265384804795218,270.5290560144782,484.5542592170748
neural_fold0_seed17_easy_ranked_original,FDE,eu-locality-124,2645,84.19373773528292,84.4124249059004,0.25906988320885116,381.9827743206876,749.8979417287693
neural_fold0_seed17_easy_control_common,FDE,eu-locality-007,3935,29.908242692623723,30.3989429494991,1.6142017098770944,101.97677634025015,180.30773703058676
neural_fold0_seed17_easy_control_common,FDE,eu-locality-008,121088,36.34695926537132,36.53765155314232,0.5219062519484785,137.02703657514868,281.8905341335689
neural_fold0_seed17_easy_control_common,FDE,eu-locality-020,622,14.353472675158262,14.784980358069301,2.9185543197257746,54.18434016797015,99.18086841907973
neural_fold0_seed17_easy_control_common,FDE,eu-locality-048,5582,59.240691896551176,59.3222642810702,0.13750719988119275,216.2196458274127,355.1127410078038
neural_fold0_seed17_easy_control_common,FDE,eu-locality-067,4600,64.18132919602172,64.59716991132642,0.6437444796351444,207.16877909819794,394.0447029702928
neural_fold0_seed17_easy_control_common,FDE,eu-locality-110,7204,58.232817438370205,58.79692993015807,0.9594250796052584,251.12962827604994,576.9384996688452
neural_fold0_seed17_easy_control_common,FDE,eu-locality-119,4147,65.65933018947004,65.72973460040133,0.107111965930351,270.5290560144782,484.5542592170748
neural_fold0_seed17_easy_control_common,FDE,eu-locality-124,2645,84.08342684158053,84.4124249059004,0.38975075610802046,379.2183705697583,749.8979417287693
neural_fold0_seed17_easy_ranked_common,FDE,eu-locality-007,3935,30.057868711471688,30.3989429494991,1.1219937436444116,101.85154087095664,180.8682328668919
neural_fold0_seed17_easy_ranked_common,FDE,eu-locality-008,121088,36.30955289040804,36.53765155314232,0.624283863462094,137.14622274539582,282.06393121697823
neural_fold0_seed17_easy_ranked_common,FDE,eu-locality-020,622,14.406712712673395,14.784980358069301,2.558458897035032,54.18434016797015,99.18086841907973
neural_fold0_seed17_easy_ranked_common,FDE,eu-locality-048,5582,59.20409661989806,59.3222642810702,0.19919614095014193,216.55248685578948,355.1127410078038
neural_fold0_seed17_easy_ranked_common,FDE,eu-locality-067,4600,64.37279759064509,64.59716991132642,0.34734079060944056,207.16877909819794,394.0447029702928
neural_fold0_seed17_easy_ranked_common,FDE,eu-locality-110,7204,58.28422688377953,58.79692993015807,0.8719894848039811,251.12962827604994,578.5671613813302
neural_fold0_seed17_easy_ranked_common,FDE,eu-locality-119,4147,65.66883347198235,65.72973460040133,0.09265384804795218,270.5290560144782,484.5542592170748
neural_fold0_seed17_easy_ranked_common,FDE,eu-locality-124,2645,84.19373773528292,84.4124249059004,0.25906988320885116,381.9827743206876,749.8979417287693
neural_fold0_seed17_easy_ranked_at_control,FDE,eu-locality-007,3935,29.9681048722298,30.3989429494991,1.417279798133242,101.81100868822931,180.8682328668919
neural_fold0_seed17_easy_ranked_at_control,FDE,eu-locality-008,121088,36.34302550197887,36.53765155314232,0.5326725799012388,137.14622274539582,282.06393121697823
neural_fold0_seed17_easy_ranked_at_control,FDE,eu-locality-020,622,14.340901235855556,14.784980358069301,3.0035827675034876,54.18434016797015,99.18086841907973
neural_fold0_seed17_easy_ranked_at_control,FDE,eu-locality-048,5582,59.19962676499069,59.3222642810702,0.20673100996018157,216.55248685578948,355.1127410078038
neural_fold0_seed17_easy_ranked_at_control,FDE,eu-locality-067,4600,64.33598521777218,64.59716991132642,0.4043283845294954,207.16877909819794,394.0447029702928
neural_fold0_seed17_easy_ranked_at_control,FDE,eu-locality-110,7204,58.24474156506304,58.79692993015807,0.9391448937061009,251.12962827604994,578.5671613813302
neural_fold0_seed17_easy_ranked_at_control,FDE,eu-locality-119,4147,65.65132222035666,65.72973460040133,0.11929514172143163,270.5290560144782,484.5542592170748
neural_fold0_seed17_easy_ranked_at_control,FDE,eu-locality-124,2645,84.13770609066357,84.4124249059004,0.3254483158647181,381.9827743206876,749.8979417287693
