view,head,step,trees,loss,gradient_norm,fitting_fraction_MSE,nodes
transformer_seed43,bounded_fraction,300,,0.09739486873149872,0.03924812003970146,,
transformer_seed43,bounded_fraction,400,,0.09708086401224136,0.05275264382362366,,
transformer_seed43,bounded_fraction,500,,0.0953972190618515,0.03576014190912247,,
transformer_seed43,bounded_fraction,600,,0.08765926957130432,0.03986067697405815,,
transformer_seed43,bounded_fraction,700,,0.09526383876800537,0.048623934388160706,,
transformer_seed43,bounded_fraction,800,,0.09788155555725098,0.054666731506586075,,
transformer_seed43,bounded_fraction,900,,0.09196460247039795,0.054591041058301926,,
transformer_seed43,bounded_fraction,1000,,0.09688103944063187,0.03968070074915886,,
transformer_seed43,bounded_fraction,1100,,0.08709947764873505,0.04962225630879402,,
transformer_seed43,bounded_fraction,1200,,0.08977436274290085,0.04647006094455719,,
transformer_seed43,bounded_fraction,1300,,0.08407063037157059,0.041508451104164124,,
transformer_seed43,bounded_fraction,1400,,0.0893269032239914,0.052444830536842346,,
transformer_seed43,bounded_fraction,1500,,0.09465833008289337,0.05561389401555061,,
transformer_seed43,bounded_fraction,1600,,0.08875219523906708,0.04624658450484276,,
transformer_seed43,bounded_fraction,1700,,0.1011774092912674,0.05782663822174072,,
transformer_seed43,bounded_fraction,1800,,0.09650818258523941,0.0560380257666111,,
transformer_seed43,bounded_fraction,1900,,0.09310410916805267,0.0739789679646492,,
transformer_seed43,bounded_fraction,2000,,0.09278276562690735,0.046416401863098145,,
transformer_seed43,bounded_fraction,2100,,0.08442125469446182,0.045132581144571304,,
transformer_seed43,bounded_fraction,2200,,0.09922639280557632,0.08159048110246658,,
transformer_seed43,bounded_fraction,2300,,0.09125334024429321,0.040151603519916534,,
transformer_seed43,bounded_fraction,2400,,0.08518847078084946,0.07026791572570801,,
transformer_seed43,bounded_fraction,2500,,0.08901703357696533,0.0660378560423851,,
transformer_seed43,bounded_fraction,2600,,0.10017145425081253,0.04094540327787399,,
transformer_seed43,bounded_fraction,2700,,0.0878240317106247,0.06966778635978699,,
transformer_seed43,bounded_fraction,2800,,0.09890860319137573,0.061647020280361176,,
transformer_seed43,bounded_fraction,2900,,0.08778557181358337,0.043378446251153946,,
transformer_seed43,bounded_fraction,3000,,0.1019231379032135,0.04327606409788132,,
transformer_seed43,matched_fraction_forest,,16,,,0.090791137321286,25834
transformer_seed43,matched_fraction_forest,,32,,,0.09052770948343028,52144
transformer_seed43,matched_fraction_forest,,48,,,0.09059586632647731,77870
transformer_seed43,matched_fraction_forest,,64,,,0.09059054483438868,103422
transformer_seed43,matched_fraction_forest,,80,,,0.09043383649574624,130652
transformer_seed43,matched_fraction_forest,,96,,,0.09038189840085403,157890
transformer_seed43,matched_fraction_forest,,112,,,0.09028325711588692,185780
transformer_seed43,matched_fraction_forest,,128,,,0.09029967061217402,211862
eqmotion_seed17,bounded_fraction,1,,0.1418411135673523,0.04136667028069496,,
eqmotion_seed17,bounded_fraction,100,,0.11181007325649261,0.03553544729948044,,
eqmotion_seed17,bounded_fraction,200,,0.11825136840343475,0.017440252006053925,,
eqmotion_seed17,bounded_fraction,300,,0.12010416388511658,0.028175482526421547,,
eqmotion_seed17,bounded_fraction,400,,0.1177760511636734,0.02870818041265011,,
eqmotion_seed17,bounded_fraction,500,,0.10854191333055496,0.02575845643877983,,
eqmotion_seed17,bounded_fraction,600,,0.09821006655693054,0.027693161740899086,,
eqmotion_seed17,bounded_fraction,700,,0.1096905991435051,0.029798127710819244,,
eqmotion_seed17,bounded_fraction,800,,0.12031770497560501,0.05054482817649841,,
eqmotion_seed17,bounded_fraction,900,,0.10440336167812347,0.02515936642885208,,
eqmotion_seed17,bounded_fraction,1000,,0.11390937119722366,0.029667584225535393,,
eqmotion_seed17,bounded_fraction,1100,,0.1063208058476448,0.042337626218795776,,
eqmotion_seed17,bounded_fraction,1200,,0.11394699662923813,0.033687375485897064,,
eqmotion_seed17,bounded_fraction,1300,,0.11428816616535187,0.036959823220968246,,
eqmotion_seed17,bounded_fraction,1400,,0.10579413920640945,0.031706783920526505,,
eqmotion_seed17,bounded_fraction,1500,,0.10674062371253967,0.04207547381520271,,
eqmotion_seed17,bounded_fraction,1600,,0.10146227478981018,0.10913292318582535,,
eqmotion_seed17,bounded_fraction,1700,,0.1023411750793457,0.03804594278335571,,
eqmotion_seed17,bounded_fraction,1800,,0.11041291058063507,0.045434072613716125,,
eqmotion_seed17,bounded_fraction,1900,,0.10944513976573944,0.06896155327558517,,
eqmotion_seed17,bounded_fraction,2000,,0.10130498558282852,0.0370732806622982,,
eqmotion_seed17,bounded_fraction,2100,,0.10723593831062317,0.04822932556271553,,
eqmotion_seed17,bounded_fraction,2200,,0.10891113430261612,0.042683087289333344,,
eqmotion_seed17,bounded_fraction,2300,,0.11170950531959534,0.06811997294425964,,
eqmotion_seed17,bounded_fraction,2400,,0.10291454195976257,0.05390043556690216,,
eqmotion_seed17,bounded_fraction,2500,,0.10892795026302338,0.05235037952661514,,
eqmotion_seed17,bounded_fraction,2600,,0.11286836862564087,0.06889118999242783,,
eqmotion_seed17,bounded_fraction,2700,,0.11136458814144135,0.04546964913606644,,
eqmotion_seed17,bounded_fraction,2800,,0.10737819224596024,0.04691191762685776,,
eqmotion_seed17,bounded_fraction,2900,,0.09534821659326553,0.05108220875263214,,
eqmotion_seed17,bounded_fraction,3000,,0.10582254827022552,0.04693126678466797,,
eqmotion_seed17,matched_fraction_forest,,16,,,0.09697950588375354,27356
eqmotion_seed17,matched_fraction_forest,,32,,,0.09662564990527546,55226
eqmotion_seed17,matched_fraction_forest,,48,,,0.09654574572015787,82534
eqmotion_seed17,matched_fraction_forest,,64,,,0.09649616179794845,110890
eqmotion_seed17,matched_fraction_forest,,80,,,0.09652258827781444,138188
eqmotion_seed17,matched_fraction_forest,,96,,,0.09644507721073955,166806
eqmotion_seed17,matched_fraction_forest,,112,,,0.09643925589338471,194202
eqmotion_seed17,matched_fraction_forest,,128,,,0.0964022775770329,222270
eqmotion_seed29,bounded_fraction,1,,0.14396147429943085,0.04168481007218361,,
eqmotion_seed29,bounded_fraction,100,,0.11909493803977966,0.029736250638961792,,
eqmotion_seed29,bounded_fraction,200,,0.11433479934930801,0.02409425750374794,,
eqmotion_seed29,bounded_fraction,300,,0.11531735956668854,0.028718817979097366,,
eqmotion_seed29,bounded_fraction,400,,0.11721978336572647,0.0387648306787014,,
eqmotion_seed29,bounded_fraction,500,,0.1284118890762329,0.030715975910425186,,
eqmotion_seed29,bounded_fraction,600,,0.11217822879552841,0.03188234567642212,,
eqmotion_seed29,bounded_fraction,700,,0.11079424619674683,0.02464812994003296,,
eqmotion_seed29,bounded_fraction,800,,0.11999450623989105,0.025317132472991943,,
eqmotion_seed29,bounded_fraction,900,,0.10373300313949585,0.030796987935900688,,
eqmotion_seed29,bounded_fraction,1000,,0.11261391639709473,0.03802986443042755,,
eqmotion_seed29,bounded_fraction,1100,,0.12422191351652145,0.046227745711803436,,
eqmotion_seed29,bounded_fraction,1200,,0.11473892629146576,0.044640008360147476,,
eqmotion_seed29,bounded_fraction,1300,,0.11402961611747742,0.04147210717201233,,
eqmotion_seed29,bounded_fraction,1400,,0.11055265367031097,0.04195418953895569,,
eqmotion_seed29,bounded_fraction,1500,,0.11005482077598572,0.05876854807138443,,
eqmotion_seed29,bounded_fraction,1600,,0.11082441359758377,0.035221345722675323,,
eqmotion_seed29,bounded_fraction,1700,,0.10977937281131744,0.05325238034129143,,
eqmotion_seed29,bounded_fraction,1800,,0.10686663538217545,0.03833182528614998,,
eqmotion_seed29,bounded_fraction,1900,,0.10974664241075516,0.04287321865558624,,
eqmotion_seed29,bounded_fraction,2000,,0.11694616079330444,0.07498590648174286,,
eqmotion_seed29,bounded_fraction,2100,,0.10571030527353287,0.05350157618522644,,
eqmotion_seed29,bounded_fraction,2200,,0.10598518699407578,0.03581606224179268,,
eqmotion_seed29,bounded_fraction,2300,,0.10143931955099106,0.029958875849843025,,
eqmotion_seed29,bounded_fraction,2400,,0.11129380017518997,0.05756758898496628,,
eqmotion_seed29,bounded_fraction,2500,,0.11384855210781097,0.06822720915079117,,
eqmotion_seed29,bounded_fraction,2600,,0.10035791993141174,0.07521368563175201,,
eqmotion_seed29,bounded_fraction,2700,,0.10225911438465118,0.04652857035398483,,
eqmotion_seed29,bounded_fraction,2800,,0.1053500771522522,0.0490020215511322,,
eqmotion_seed29,bounded_fraction,2900,,0.11592264473438263,0.04415434971451759,,
eqmotion_seed29,bounded_fraction,3000,,0.09570227563381195,0.04778384789824486,,
eqmotion_seed29,matched_fraction_forest,,16,,,0.09633163451696965,26612
eqmotion_seed29,matched_fraction_forest,,32,,,0.09612360595014621,53886
eqmotion_seed29,matched_fraction_forest,,48,,,0.09609632985310078,81576
eqmotion_seed29,matched_fraction_forest,,64,,,0.09607963913649958,108924
eqmotion_seed29,matched_fraction_forest,,80,,,0.09601116442342394,136688
eqmotion_seed29,matched_fraction_forest,,96,,,0.09609889659377913,162212
eqmotion_seed29,matched_fraction_forest,,112,,,0.09604351735864965,189966
eqmotion_seed29,matched_fraction_forest,,128,,,0.09601378566672572,217222
eqmotion_seed43,bounded_fraction,1,,0.1374131441116333,0.030277371406555176,,
eqmotion_seed43,bounded_fraction,100,,0.11636514961719513,0.027462076395750046,,
eqmotion_seed43,bounded_fraction,200,,0.11626332998275757,0.025713633745908737,,
eqmotion_seed43,bounded_fraction,300,,0.12025290727615356,0.03383247181773186,,
eqmotion_seed43,bounded_fraction,400,,0.11942331492900848,0.04392576217651367,,
eqmotion_seed43,bounded_fraction,500,,0.11507287621498108,0.03105928935110569,,
eqmotion_seed43,bounded_fraction,600,,0.11676111817359924,0.029986796900629997,,
eqmotion_seed43,bounded_fraction,700,,0.11034568399190903,0.033999934792518616,,
eqmotion_seed43,bounded_fraction,800,,0.10999681055545807,0.0361621156334877,,
eqmotion_seed43,bounded_fraction,900,,0.10627739876508713,0.05486785247921944,,
eqmotion_seed43,bounded_fraction,1000,,0.10053473711013794,0.03482181578874588,,
eqmotion_seed43,bounded_fraction,1100,,0.11014052480459213,0.039712563157081604,,
eqmotion_seed43,bounded_fraction,1200,,0.11163721978664398,0.04886702075600624,,
eqmotion_seed43,bounded_fraction,1300,,0.1065492182970047,0.043489426374435425,,
eqmotion_seed43,bounded_fraction,1400,,0.11695005744695663,0.1059703528881073,,
eqmotion_seed43,bounded_fraction,1500,,0.10240963101387024,0.040069978684186935,,
eqmotion_seed43,bounded_fraction,1600,,0.10607749968767166,0.03480575233697891,,
eqmotion_seed43,bounded_fraction,1700,,0.10417839884757996,0.05707518383860588,,
eqmotion_seed43,bounded_fraction,1800,,0.10317602008581161,0.04201703146100044,,
eqmotion_seed43,bounded_fraction,1900,,0.12468952685594559,0.05056223273277283,,
eqmotion_seed43,bounded_fraction,2000,,0.11398295313119888,0.049355585128068924,,
eqmotion_seed43,bounded_fraction,2100,,0.11220189929008484,0.048913899809122086,,
eqmotion_seed43,bounded_fraction,2200,,0.10450158268213272,0.029141636565327644,,
eqmotion_seed43,bounded_fraction,2300,,0.11494527012109756,0.04867792874574661,,
eqmotion_seed43,bounded_fraction,2400,,0.1068393737077713,0.03137918561697006,,
eqmotion_seed43,bounded_fraction,2500,,0.10980205237865448,0.04900389164686203,,
eqmotion_seed43,bounded_fraction,2600,,0.10930685698986053,0.04423270374536514,,
eqmotion_seed43,bounded_fraction,2700,,0.11006808280944824,0.05811408907175064,,
eqmotion_seed43,bounded_fraction,2800,,0.11365899443626404,0.04912416264414787,,
eqmotion_seed43,bounded_fraction,2900,,0.1084182932972908,0.0578325130045414,,
eqmotion_seed43,bounded_fraction,3000,,0.11034467071294785,0.06373527646064758,,
eqmotion_seed43,matched_fraction_forest,,16,,,0.09718733245655684,28828
eqmotion_seed43,matched_fraction_forest,,32,,,0.09731288459851865,56332
eqmotion_seed43,matched_fraction_forest,,48,,,0.09738748198176654,83602
eqmotion_seed43,matched_fraction_forest,,64,,,0.09726693168246067,113100
eqmotion_seed43,matched_fraction_forest,,80,,,0.09729000908794862,140810
eqmotion_seed43,matched_fraction_forest,,96,,,0.09723506094711416,169476
eqmotion_seed43,matched_fraction_forest,,112,,,0.09723977680998688,197374
eqmotion_seed43,matched_fraction_forest,,128,,,0.09726312935718091,224996
