view,action,policy,complete_selected,predicted_positive,observed_positive,predicted_net,observed_net,predicted_denominator,observed_denominator
hyang_seed29,transformer,net_matched_positive,8103,834.6522120026559,1162.109148995684,38.5234996517881,373.7589378061572,1901.8538806753083,3144.0475054692984
coupa_seed43,transformer,old_net,11275,3243.283003517591,2797.5157211257265,1325.7998774847756,1240.5454084688702,7209.513135660123,6699.599229523468
deathCircle_seed43,transformer,old_net,12636,1679.1127178359034,806.337539059348,1300.307847308514,572.1017285439323,2498.9134865280503,1796.1110011817925
gates_seed43,transformer,old_net,10393,2153.581412105694,1428.9929792968346,1633.810419069273,1176.8501403490075,3103.505522389705,2241.4808577481253
hyang_seed43,transformer,old_net,41794,7012.88929665119,8898.252246999382,4714.1373923648,6650.1973712794,8684.283933389612,15783.60388211131
coupa_seed43,transformer,old_strict,2896,567.51959123078,314.9911820852715,-447.2933990216412,-255.2658598100316,2482.0033318872147,1666.4333959768949
deathCircle_seed43,transformer,old_strict,3539,358.4860019405251,102.41987811662526,221.91986355976076,31.377811391123096,471.2998973956568,294.8542774384761
gates_seed43,transformer,old_strict,867,201.5856509256467,81.73800611807911,52.76305877392686,-12.29892379793963,249.35741022304512,179.658275495071
hyang_seed43,transformer,old_strict,3853,826.4536326984809,713.6050843368706,-211.8448365024545,70.55775181474986,1181.6158916213315,1371.8585598430761
coupa_seed43,transformer,old_positive_point,252,9.528069044607344,2.4627023915971353,-66.2687899875903,-141.9823183101451,388.3913058437472,591.4119307311394
deathCircle_seed43,transformer,old_positive_point,138,0.6976932842199706,1.310520220198171,-3.0465075298289532,-3.6846197052559093,39.60056414677932,31.683317885332055
gates_seed43,transformer,old_positive_point,3,0.06752552286645823,0.0,-1.0035672082018183,-2.116656987299681,2.238931254810354,3.9999999701976776
hyang_seed43,transformer,old_positive_point,62,0.8277577854519703,0.12291222979927952,-7.361727378317246,-14.647036303321292,33.61636561171833,51.458439985711635
coupa_seed43,transformer,old_positive_population,3372,319.8531116081782,149.4019706995383,-695.4316621676594,-758.8567285477407,2864.4039261018997,2569.8940984985766
deathCircle_seed43,transformer,old_positive_population,3615,193.555971445529,72.16442013585831,85.98208879478966,7.024413158860668,632.6004021462186,380.1755401689984
gates_seed43,transformer,old_positive_population,1088,74.6386449045898,36.42635727131314,18.990012152335844,-31.016725388337235,327.52416009622107,221.470384096136
hyang_seed43,transformer,old_positive_population,7993,474.38439953618075,635.5317588068532,53.403096429957166,-117.64387330976037,1595.974757579974,3127.6787183811894
coupa_seed43,transformer,positive_point,57,1.4027345797270194,1.1169688625169776,-7.170505667712558,-12.112153912475883,88.51213338372908,116.87448921971428
deathCircle_seed43,transformer,positive_point,108,0.3453655410421415,0.22025027911909023,-0.9867137673975699,-3.0540596419361052,26.309659219928644,18.24812177131527
gates_seed43,transformer,positive_point,0,0.0,0.0,0.0,0.0,0.0,0.0
hyang_seed43,transformer,positive_point,18,0.1473961160467455,0.25426172465500096,-0.90078846104615,-3.398435273041758,9.068346457239569,21.95128781241576
coupa_seed43,transformer,net_point,2834,254.26864564313104,63.4726377005527,-1114.5206774018582,-1130.1367751009839,3124.7397480587792,2812.0406933542013
deathCircle_seed43,transformer,net_point,1662,50.005946576808164,39.42696723093878,-72.94149399607687,-76.2213557053046,455.2503955715989,413.7302740472924
gates_seed43,transformer,net_point,434,63.89457349074135,17.665169567371464,-90.52267938967994,-98.24737272174124,243.50715597130255,231.21710730971876
hyang_seed43,transformer,net_point,3638,553.3450025503039,506.03421212361815,-515.468981200414,-452.6172003362275,1510.4138052913709,2189.635371138137
coupa_seed43,transformer,positive_population,2756,247.3256564015245,131.1283151043521,-511.36718398625726,-590.7045834605723,2251.945152853892,2101.655713475465
deathCircle_seed43,transformer,positive_population,3349,161.98289277469553,49.75915599775537,70.06281564154669,-8.819546887541591,577.9733382084596,353.3405721608151
gates_seed43,transformer,positive_population,964,57.49822256539353,28.778685427342825,18.86267133927352,-29.453491738476938,278.3414548901468,223.72393795108007
hyang_seed43,transformer,positive_population,7161,398.50148686812224,596.4162040623921,87.22533807010865,49.33651773059796,1297.083567844907,2557.238211855934
coupa_seed43,transformer,net_population,6758,1118.5631139938557,738.5626173587914,-482.47346762668224,-641.3001301801207,4910.114145310967,4571.351687342779
deathCircle_seed43,transformer,net_population,5110,304.898910198004,148.7138586001457,115.2048135628396,5.571796733750119,1017.9757701079975,724.0960637810467
gates_seed43,transformer,net_population,2327,238.20868491310335,104.17045344331393,18.20298848356969,-41.21712128373428,832.4055358569777,631.7028579622931
hyang_seed43,transformer,net_population,13807,1565.5401511367943,1864.8004116142836,156.10681439476735,468.9939162738213,3096.156602594596,5551.150170191363
coupa_seed43,transformer,net_matched_positive,2737,390.0522513680014,217.23551032868502,-368.26595528589826,-412.50442774549117,2012.052959509524,1818.198915502612
deathCircle_seed43,transformer,net_matched_positive,3296,205.8558919279738,90.3020820378681,87.51708702807996,12.766021465657934,593.7603094603079,394.68755947128454
gates_seed43,transformer,net_matched_positive,948,84.23666038396118,47.443563783957615,15.57788347853818,-18.51526702919886,287.9726165362812,250.63223027447418
hyang_seed43,transformer,net_matched_positive,7032,735.4022402497517,1018.7815018865454,95.47913635050095,398.8469580892876,1438.1276936356994,2389.62524459981
coupa_seed17,eqmotion,old_net,12805,4124.4029576867515,3556.351370982447,1287.4904514272291,1361.9760089822764,8483.40379522723,7902.4886673759975
deathCircle_seed17,eqmotion,old_net,19733,4372.580475449899,2845.2013919203264,3697.532869779866,2506.474192340024,3987.937026634775,3193.075621480995
gates_seed17,eqmotion,old_net,11450,2985.7631529139794,2445.106535593807,2469.805963308891,2152.3268697288613,3158.6600670567964,2562.275104798083
hyang_seed17,eqmotion,old_net,53934,9911.975272088011,13997.81751938007,7862.222313452476,10894.337495197797,13251.591216944977,21183.6557378524
coupa_seed17,eqmotion,old_strict,2314,447.11520017316764,79.38945676649487,-1129.7777683526333,-1087.2216819354474,2396.76126911225,1895.9027165788452
deathCircle_seed17,eqmotion,old_strict,665,91.14327359809175,79.98245289161873,8.305537775320175,20.95509490810505,143.86195661791976,149.38936924791727
gates_seed17,eqmotion,old_strict,364,57.01980201560398,6.3976166683871405,-19.70489795245103,-36.8539726417352,135.51923676187533,80.32181081871191
hyang_seed17,eqmotion,old_strict,2770,360.50352811987125,516.4543470006262,-217.3041291106964,-70.88997028545994,1038.0773032579923,1192.214551677736
coupa_seed17,eqmotion,old_positive_point,0,0.0,0.0,0.0,0.0,0.0,0.0
deathCircle_seed17,eqmotion,old_positive_point,1,0.06493214322070112,0.0,-0.8911446227042755,-1.1832625836674637,1.658016345683097,2.0833333022892475
gates_seed17,eqmotion,old_positive_point,6,0.3205461526347222,0.0,-3.940679799711857,-8.373361976040233,9.369550459344627,14.340423333365887
hyang_seed17,eqmotion,old_positive_point,2,0.09286899696187847,0.0,-0.5552343388142806,-1.1366379508685212,2.17931434057099,2.21067898404991
coupa_seed17,eqmotion,old_positive_population,1464,211.12719756597124,86.36949258456183,-554.5192248535913,-752.1437167860128,1471.6261355783854,1552.7874756105562
deathCircle_seed17,eqmotion,old_positive_population,1049,109.60905463362684,82.78267312320537,10.63369588574756,-0.5367834674172682,260.2556871801824,279.7855062100901
gates_seed17,eqmotion,old_positive_population,198,15.984235735888179,8.420967812470913,-34.583363399468794,-74.60693532754705,118.5901077648097,144.2239805362425
hyang_seed17,eqmotion,old_positive_population,4027,354.01452542265395,449.00845725469014,-104.10265426740212,-279.6638704788604,1209.5064413566365,1922.1696033216017
coupa_seed17,eqmotion,positive_point,0,0.0,0.0,0.0,0.0,0.0,0.0
deathCircle_seed17,eqmotion,positive_point,0,0.0,0.0,0.0,0.0,0.0,0.0
gates_seed17,eqmotion,positive_point,0,0.0,0.0,0.0,0.0,0.0,0.0
hyang_seed17,eqmotion,positive_point,0,0.0,0.0,0.0,0.0,0.0,0.0
coupa_seed17,eqmotion,net_point,2839,455.74631248788535,200.09198458047527,-1594.59944831858,-1481.5644116809626,3450.91283069266,3110.7899300471945
deathCircle_seed17,eqmotion,net_point,748,68.68793643430716,110.7827634606391,-115.08385296839967,-57.14941633023941,419.6475617419237,547.8727362819257
gates_seed17,eqmotion,net_point,357,42.32600254199462,23.298650820241676,-92.92625350379588,-97.60777271983403,273.3460976602581,256.84588973947484
hyang_seed17,eqmotion,net_point,2648,241.52842879497578,294.7986842638681,-566.1982647314255,-675.113640665471,1589.7029363725544,2137.4097939547564
coupa_seed17,eqmotion,positive_population,1302,180.0758224200769,82.18711983496263,-478.2971562112374,-714.1135411493746,1310.3571110572157,1460.4527472812267
deathCircle_seed17,eqmotion,positive_population,961,98.34467982808742,127.09163102207732,17.147476962617233,69.00160978385935,220.34938105934862,247.6489986211983
gates_seed17,eqmotion,positive_population,161,13.10330725935745,11.840459386866094,-21.199060965964193,-56.35542679519573,88.75479957901689,124.4394307830427
hyang_seed17,eqmotion,positive_population,3450,298.37322723460215,534.0839967276181,-34.62483661999349,-16.12655336252905,918.6410194924487,1584.5144063000362
coupa_seed17,eqmotion,net_population,7020,1658.5077041557256,1236.211253090186,-733.3662053415833,-719.1690170258306,5681.549624506351,5312.4349288668345
deathCircle_seed17,eqmotion,net_population,2858,359.417733503366,352.97288913071816,88.30124665452955,155.1566426687157,887.0246873060473,913.0348540941914
gates_seed17,eqmotion,net_population,1270,188.25840942774545,96.72011280316741,-6.359505598634684,-62.48558008705889,655.205358163026,551.3733415118267
hyang_seed17,eqmotion,net_population,9718,1159.8482257180658,1836.5927368614955,147.2456766998611,438.43029625767025,3052.7885681969265,4899.903581274021
coupa_seed17,eqmotion,net_matched_positive,1284,241.50644681751592,110.44362117850095,-377.1852399677815,-461.2151369313679,1103.030792301877,1091.7562872983863
deathCircle_seed17,eqmotion,net_matched_positive,965,116.32798404434324,119.437951324572,42.46209404932858,73.18522483516283,190.093742194468,197.0229766973646
gates_seed17,eqmotion,net_matched_positive,157,15.606098479755262,22.00102245144933,-16.98027528881325,-38.48084334567708,79.82984090199216,119.10418660522603
hyang_seed17,eqmotion,net_matched_positive,3424,364.5250886344248,679.4047589237991,9.441057451691783,179.16949909243561,927.5670002861159,1434.5280529265438
coupa_seed29,eqmotion,old_net,12165,4119.62099880171,3733.9999582602186,1349.512781931894,1727.5826399657658,7827.710254800992,7394.559423847402
deathCircle_seed29,eqmotion,old_net,19305,4306.251060134565,2819.103290584261,3669.9575111008453,2465.4009510560672,3872.0036876563677,3102.3343896859924
gates_seed29,eqmotion,old_net,11606,3095.6001605440056,2627.0109045005393,2584.5415841597696,2307.6708062217467,3223.0318147444464,2678.7593190004654
hyang_seed29,eqmotion,old_net,56596,10758.454223005801,14676.530547555076,8685.19437784333,11402.88186908791,14444.242541126905,23491.795445346383
coupa_seed29,eqmotion,old_strict,2061,399.7598556563531,147.25697617992125,-1020.7890477005183,-868.8265485551138,2099.8259750278166,1765.5326269513052
deathCircle_seed29,eqmotion,old_strict,740,104.31739280920245,73.16866131537068,25.26948037808752,18.2350841921593,140.17447856981215,153.16951955878307
gates_seed29,eqmotion,old_strict,383,54.99229134811851,4.550061953009031,-27.089023887760288,-61.30377237860216,142.35391374524045,106.61952322191834
hyang_seed29,eqmotion,old_strict,2806,371.4739522813917,536.2800569969679,-220.83375986872718,-77.37263677486757,1080.7326355306475,1243.5880615515257
coupa_seed29,eqmotion,old_positive_point,0,0.0,0.0,0.0,0.0,0.0,0.0
deathCircle_seed29,eqmotion,old_positive_point,3,0.14417185761694917,0.0,-2.171060127150582,-4.150629759644139,4.5722346568192,8.2123437045964
gates_seed29,eqmotion,old_positive_point,4,0.19567060146204246,0.0,-3.544816335238684,-6.186853777931514,7.807218658430564,11.090423329640597
hyang_seed29,eqmotion,old_positive_point,6,0.24480786092428275,0.0,-1.6618344964581966,-6.985687149567183,6.286813496935766,13.548090336382373
coupa_seed29,eqmotion,old_positive_population,1293,193.79898532453058,87.27313271095707,-515.7189128717711,-701.4646796735344,1272.201075708224,1405.2840413389017
deathCircle_seed29,eqmotion,old_positive_population,1040,105.28360028044145,70.9130145538847,12.223241974329934,2.895136243382937,242.94085635520597,222.20538632632008
gates_seed29,eqmotion,old_positive_population,231,18.286953527183154,12.850675172748591,-35.064476467498125,-76.21238662778987,140.54769962614245,178.13904457086144
hyang_seed29,eqmotion,old_positive_population,3985,347.70941996034173,451.03824456031015,-109.96761569748041,-224.08424081094904,1232.4524621571738,1874.3831924641456
coupa_seed29,eqmotion,positive_point,0,0.0,0.0,0.0,0.0,0.0,0.0
deathCircle_seed29,eqmotion,positive_point,0,0.0,0.0,0.0,0.0,0.0,0.0
gates_seed29,eqmotion,positive_point,0,0.0,0.0,0.0,0.0,0.0,0.0
hyang_seed29,eqmotion,positive_point,0,0.0,0.0,0.0,0.0,0.0,0.0
coupa_seed29,eqmotion,net_point,2701,506.95069322808695,290.5265072782292,-1518.7511721593414,-1273.2388576165295,3223.596126574735,3047.7667919339556
deathCircle_seed29,eqmotion,net_point,705,62.73194889186119,96.2943951858226,-107.16475160342823,-72.38320539670228,378.60407526374615,501.51074248643243
gates_seed29,eqmotion,net_point,304,34.60542623035876,24.17205819819719,-92.01685201062818,-95.99457468999793,250.30523998510998,256.95816815392305
hyang_seed29,eqmotion,net_point,2733,249.94222426915954,275.96996151562143,-551.7319292037869,-667.2496911016494,1624.6328634843392,2150.346740195633
coupa_seed29,eqmotion,positive_population,1092,154.71528822604557,43.42417597526644,-440.1361439179936,-647.8201770309324,1103.5566977372648,1226.498233937366
deathCircle_seed29,eqmotion,positive_population,988,98.59971371472444,89.98002840703114,12.795313074463563,24.114729678181583,225.11876185548098,249.75088074435644
gates_seed29,eqmotion,positive_population,176,13.197121416831997,24.147194447701693,-21.899256771509304,-43.94798916482806,110.03406153058273,160.1252764069923
hyang_seed29,eqmotion,positive_population,3437,291.02653230629215,547.2624912231377,-40.32997584530591,38.04568932824124,943.4955210759998,1617.3038375474734
coupa_seed29,eqmotion,net_population,6345,1630.7905977959144,1211.9653366338553,-680.9641490157665,-572.6290599753754,4966.433950530116,4742.914823513578
deathCircle_seed29,eqmotion,net_population,2718,338.75713526774217,259.1085239608004,86.6489184764198,63.94684240272152,822.7796311991094,795.9956136666581
gates_seed29,eqmotion,net_population,1176,172.07382088108875,108.14286104380125,-7.261154735343942,-43.95361395365704,616.8915430505024,507.19637326222085
hyang_seed29,eqmotion,net_population,9656,1163.9329073776132,1809.1889960903914,175.51819576418484,457.84534742796234,3074.6781377250045,5087.664312009501
coupa_seed29,eqmotion,net_matched_positive,1072,217.7867612766329,74.79297693411421,-322.50966901580847,-395.86950916844165,909.249741376204,873.3358066288231
deathCircle_seed29,eqmotion,net_matched_positive,985,117.53564182907246,94.5177292020829,38.85968347230159,39.698967156438606,199.44899589464472,216.75535037964715
gates_seed29,eqmotion,net_matched_positive,169,16.032831267191995,23.537606841779038,-17.266850140271476,-41.773709671719345,89.52806901107596,130.56325244526724
hyang_seed29,eqmotion,net_matched_positive,3425,368.0643259137,668.4838622486697,20.0023321164498,227.01903666190748,929.7220253976889,1445.4326867642167
coupa_seed43,eqmotion,old_net,12558,4118.068517778874,3520.0017671204005,1232.3188883664789,1418.5581020729712,8310.391150340125,7682.783779518257
deathCircle_seed43,eqmotion,old_net,19933,4341.0424712172835,2797.762487025123,3655.063288144361,2416.9025321960285,4134.034162445788,3321.9661467327
gates_seed43,eqmotion,old_net,11876,3077.7666810622086,2559.8535168680323,2545.775939181864,2235.1319214205787,3317.630460331687,2799.444933724041
hyang_seed43,eqmotion,old_net,56700,10261.204293537372,14469.034563102397,8156.399152025217,11046.92282785559,14418.403909722349,23688.630269456768
coupa_seed43,eqmotion,old_strict,2363,439.89606774255554,145.6233354763561,-1234.9448883261448,-1020.358649953289,2456.419018768186,1971.0110359800028
deathCircle_seed43,eqmotion,old_strict,1127,180.39706449366724,122.68968313442626,59.901352968630206,42.48254766364013,213.67356168837057,219.8780627408138
gates_seed43,eqmotion,old_strict,521,81.73261605656482,49.379248564809934,-24.566725839884818,-51.414867111308126,177.60574858309826,175.4991610679025
hyang_seed43,eqmotion,old_strict,2860,323.2532911246719,546.3377912621653,-283.15605393342435,-149.96221640956412,1084.4927901708006,1364.6584199668387
coupa_seed43,eqmotion,old_positive_point,1,0.0590517572194271,0.0,-1.037762113532078,-3.4757771692634085,1.972496838154728,5.574473701492088
deathCircle_seed43,eqmotion,old_positive_point,13,0.3363696260020373,0.8402282455520416,-7.170249461398321,-15.038575289021601,13.257604509114834,30.377273962912604
gates_seed43,eqmotion,old_positive_point,7,0.3306815229398533,0.0,-4.71302403541389,-9.066548139655408,11.02705623984309,18.306573960307674
hyang_seed43,eqmotion,old_positive_point,8,0.27345616358546426,0.0,-2.6353166866648983,-9.414908659021096,7.453713445683261,17.262385637382835
coupa_seed43,eqmotion,old_positive_population,1563,212.88080361255055,90.73547154111957,-634.3264089631958,-839.3122929803675,1584.9000185958926,1717.9518176779231
deathCircle_seed43,eqmotion,old_positive_population,1232,110.8350693259051,65.00630908201667,-3.5849374219376138,-24.51479370980571,310.9642069155367,288.29268854481944
gates_seed43,eqmotion,old_positive_population,260,19.810867067246438,16.704401527262306,-38.29070019184057,-75.44784722808093,149.77917743339017,200.18453052903251
hyang_seed43,eqmotion,old_positive_population,4397,352.59564845265595,462.86876845381323,-167.043389182043,-317.41057983061916,1395.0134016902487,2175.539511326351
coupa_seed43,eqmotion,positive_point,0,0.0,0.0,0.0,0.0,0.0,0.0
deathCircle_seed43,eqmotion,positive_point,0,0.0,0.0,0.0,0.0,0.0,0.0
gates_seed43,eqmotion,positive_point,0,0.0,0.0,0.0,0.0,0.0,0.0
hyang_seed43,eqmotion,positive_point,0,0.0,0.0,0.0,0.0,0.0,0.0
coupa_seed43,eqmotion,net_point,2818,448.963324316495,183.45290845506952,-1659.2693239484954,-1445.7044551304766,3398.5014351044747,3078.207903388722
deathCircle_seed43,eqmotion,net_point,1052,80.96596357892524,107.80436698450467,-125.44068555293764,-84.44151635496755,540.0718673054455,668.796454111309
gates_seed43,eqmotion,net_point,421,46.37052054686771,32.55160773074674,-103.64103388937656,-91.54330219313981,291.7717918831423,291.35420481254187
hyang_seed43,eqmotion,net_point,2877,225.89165143231918,297.1634668307024,-598.1474180903106,-708.220521164352,1686.6787833919525,2318.612428496754
coupa_seed43,eqmotion,positive_population,1342,176.9596794210243,94.75767510272365,-541.4816654875586,-701.902827455054,1366.3132981172735,1528.7156184144308
deathCircle_seed43,eqmotion,positive_population,1171,104.8520340914765,58.07890088553897,-1.1397720843639618,-15.355465262558866,282.52736509932856,263.0968337082
gates_seed43,eqmotion,positive_population,214,15.301861945154846,21.959653004285087,-27.762499618333745,-63.70908172866146,122.07322051458704,179.1367170105753
hyang_seed43,eqmotion,positive_population,3893,310.2815666034513,535.1114936258241,-89.70949970912481,-105.4040016317057,1133.6506370957352,1954.7955854014906
coupa_seed43,eqmotion,net_population,6937,1667.0740567326027,1206.4318818173856,-771.7284149231621,-665.1159496668081,5511.272041916938,5135.974967966215
deathCircle_seed43,eqmotion,net_population,3347,382.17290011109367,320.8648505553571,88.78002075596156,87.76595002038138,1027.7478617283518,1022.8464784950324
gates_seed43,eqmotion,net_population,1447,202.01115596153068,119.21563524578923,-8.663518176556876,-37.859517956073375,715.4179182745704,604.3809784309988
hyang_seed43,eqmotion,net_population,10376,1168.478029102988,1941.1633419510913,150.94153785553738,509.1752086551743,3278.7054615499983,5454.180553062797
coupa_seed43,eqmotion,net_matched_positive,1313,248.00723961303368,98.28012587073783,-434.54507022065246,-482.50709778597434,1156.5435163686311,1100.5962485665182
deathCircle_seed43,eqmotion,net_matched_positive,1184,133.8930516981831,107.34255135849492,39.222982284676796,48.44564063520142,237.11174689838285,222.9136690163224
gates_seed43,eqmotion,net_matched_positive,214,20.315403480030284,20.047153551628142,-21.53451612375985,-54.663422430021704,105.5221101715153,160.10914075930313
hyang_seed43,eqmotion,net_matched_positive,3842,388.2142379384812,726.9218297711984,-13.521873807666484,205.05816820279455,1075.0163871347997,1656.4305231444605
