family,candidate,control,ade,fde,gain_percent,easy_degradation_percent,hard_gain_percent,positive_harm,p95_error,switch_rate,proximity
transformer,seed29_neural_cost_conservative,independent_coupling_reference,6.075793545880906,14.129043440640459,0.0027426077033971073,31.307190495917293,0.006333389584250638,0.0004703409194518175,1.6831614528508043,0.01784248841826605,2.901339311324837e-06
transformer,seed29_neural_cost_conservative,unary_geometry_exact_count,6.075793545880906,14.129043440640459,0.0027426077033971073,31.307190495917293,0.006333389584250638,0.0004703409194518175,1.6831614528508043,0.01784248841826605,2.901339311324837e-06
transformer,seed29_neural_cost_conservative,joint_coupling_exact_count,6.075793545880906,14.129043440640459,0.0027426077033971073,31.307190495917293,0.006333389584250638,0.0004703409194518175,1.6831614528508043,0.01784248841826605,2.901339311324837e-06
transformer,seed29_neural_cost_moderate,independent_coupling_reference,6.075722417792976,14.128872074533689,0.00391325539950837,69.88805705941091,0.012161536597398739,0.0009714586264258777,1.6834802079710227,0.03454665784248842,9.006596557891734e-06
transformer,seed29_neural_cost_moderate,unary_geometry_exact_count,6.075722417792976,14.128872074533689,0.00391325539950837,69.88805705941091,0.012161536597398739,0.0009714586264258777,1.6834802079710227,0.03454665784248842,9.006596557891734e-06
transformer,seed29_neural_cost_moderate,joint_coupling_exact_count,6.075722417792976,14.128872074533689,0.00391325539950837,69.88805705941091,0.012161536597398739,0.0009714586264258777,1.6834802079710227,0.03454665784248842,9.006596557891734e-06
transformer,seed43_ridge_conservative,independent_coupling_reference,6.087769754371644,14.14473793424003,-0.19436547274546281,1874.2249781771116,-0.03964406219998339,0.012741196436036443,1.8397877345797082,0.025466578424884184,4.60956180405273e-06
transformer,seed43_ridge_conservative,unary_geometry_exact_count,6.087769754371644,14.14473793424003,-0.19436547274546281,1874.2249781771116,-0.03964406219998339,0.012741196436036443,1.8397877345797082,0.025466578424884184,4.60956180405273e-06
transformer,seed43_ridge_conservative,joint_coupling_exact_count,6.087769754371644,14.14473793424003,-0.19436547274546281,1874.2249781771116,-0.03964406219998339,0.012741196436036443,1.8397877345797082,0.025466578424884184,4.60956180405273e-06
transformer,seed43_ridge_moderate,independent_coupling_reference,6.088238354043297,14.14523943464215,-0.2020778286091729,1953.6996633758797,-0.040388737402063134,0.013347713336059244,1.8496226500661568,0.03459960291197882,5.826679580785766e-06
