view,locality,slice,rows,mean_cv,gain_pred,gain_actual,harm_pred,harm_actual,gain_mae,harm_mae,risk_mass_pred,risk_mass_actual,risk_harm_pred,risk_harm_actual,risk_mass_mae,risk_harm_mae
damping097_fold0_seed17_easy_both,eu-locality-119,population,5639,28.946880038043894,2.2633109092712402,2.417453110440135,0.7305731773376465,1.2550304636548228,1.9271098283963262,1.4375805927867653,0.6315905451774597,0.6896404096672981,0.012148109264671803,0.025011127897013662,0.80340245154783,0.03637817722458839
damping097_fold0_seed17_easy_both,eu-locality-119,selected,3037,14.05619831030072,0.4710661470890045,0.5234743312925644,0.19502201676368713,0.2577562319837182,0.45943839987709734,0.3290612941527598,0.8991891145706177,1.010697042734485,0.003384633455425501,0.0066500994596333535,1.0801636160632577,0.00982205671432417
damping097_fold0_seed17_easy_both,eu-locality-124,population,3550,42.613481942133895,3.0620150566101074,3.4453156411528867,1.0097512006759644,0.9673445252204965,2.9427548712723133,1.3921208122054445,0.6844440698623657,0.7299412652237124,0.016576969996094704,0.013340006382929719,0.8443645309605561,0.029428419755815463
damping097_fold0_seed17_easy_both,eu-locality-124,selected,2047,17.71178041430528,0.47473615407943726,0.8650901783053248,0.16966184973716736,0.06010454791993442,0.6124148712502083,0.19623826207287556,0.9597099423408508,1.131959628260156,0.003386235563084483,0.002599760944373652,1.1818567328650915,0.005867962787118745
neural_fold0_seed29_all_old,eu-locality-007,population,5526,13.731098649130566,2.9303078651428223,2.5564159908684765,1.3863853216171265,1.3524220908685927,3.229385526473136,2.0778444354340633,17.84057825087282,13.731098649130544,1.7982268769349556,1.3524220908685927,11.980407034649865,2.264713856640308
neural_fold0_seed29_all_old,eu-locality-007,selected,202,12.516641231432681,1.3913252353668213,2.763681396001602,0.13790330290794373,0.3852231978119879,2.679188309299242,0.4397880663392362,10.89515187952778,12.51664123143268,0.14735351130366325,0.3852231978119879,8.454744562317664,0.4677207951520823
neural_fold0_seed29_all_old,eu-locality-008,population,157961,18.214515006924465,3.3682668209075928,3.27489891416347,1.6730066537857056,3.562812112255174,4.158615046422865,4.145055400271808,25.540955522963348,18.214515006924312,1.5087582779837796,3.562812112255174,18.42198139572616,3.998518789314273
neural_fold0_seed29_all_old,eu-locality-008,selected,23934,19.140914582266458,1.9250648021697998,3.739311809835622,0.22723859548568726,3.6871098152409605,4.063351247313381,3.7547745244468516,17.246898903654582,19.140914582266443,0.22811655630218453,3.6871098152409605,14.431824926207565,3.718574588938622
neural_fold0_seed29_all_old,eu-locality-020,population,1225,6.529874789510041,1.093873143196106,0.6019841929560721,1.6562987565994263,3.509918146732316,1.3487148207439237,3.1367431885494197,16.193276173010165,6.529874789510041,2.7897044849295494,3.509918146732316,10.878123872618488,3.2172640403785064
neural_fold0_seed29_all_old,eu-locality-020,selected,21,4.818406651404314,0.0049616196192801,1.1906940831029633,3.668047838800703e-06,0.0,1.1857643586589783,3.668047969803146e-06,7.154515300478254,4.818406651404315,0.03714108846283385,0.0,3.355455053311784,0.03714108846283385
neural_fold0_seed29_all_old,eu-locality-048,population,8058,26.698045849916497,5.2975616455078125,5.112688221674001,2.258913993835449,4.392775662824172,5.644303246225761,4.979223548021286,31.5347036927343,26.698045849916557,2.058229230480908,4.392775662824172,20.657235713455858,4.9631911920826015
neural_fold0_seed29_all_old,eu-locality-048,selected,719,22.17458548271459,3.568317174911499,5.588282695966749,0.3322354555130005,3.073499406830766,5.342959980449755,3.189269597347448,21.762934958652927,22.174585482714573,0.3125265403799661,3.073499406830766,15.850451133991333,3.164768875161209
neural_fold0_seed29_all_old,eu-locality-067,population,6903,29.011553933538778,3.4618332386016846,5.482214745885272,1.4309741258621216,2.983051947002455,5.12276809590079,3.398110547194428,24.671207590438517,29.01155393353873,1.6845731857822728,2.983051947002455,19.026618489875595,3.5842647732557236
neural_fold0_seed29_all_old,eu-locality-067,selected,488,24.2991700674252,3.0234107971191406,5.512777192888839,0.21301041543483734,2.01043547710294,4.786506144764926,2.1020078724117575,19.73112314774609,24.299170067425198,0.27746589640541897,2.01043547710294,13.53031995210929,2.1187002142754996
neural_fold0_seed29_all_old,eu-locality-110,population,8550,30.697946977148565,3.699397325515747,6.165297457127083,1.8822942972183228,0.9226676844752806,5.092560756113585,2.352432041064563,24.530071773229288,30.697946977148565,1.631927925348418,0.9226676844752806,21.961394737663756,2.076782056001532
neural_fold0_seed29_all_old,eu-locality-110,selected,530,17.197282546847422,1.7037428617477417,3.850097661772359,0.3525201976299286,0.30436969866474545,3.1342378789620073,0.591005278611942,13.09904051861673,17.197282546847426,0.2063519829396545,0.30436969866474545,11.166863922277349,0.4709986783340405
neural_fold0_seed29_all_old,eu-locality-119,population,5639,28.946880038043894,4.562541484832764,5.525675666391747,2.1961400508880615,2.6722335082929263,5.321719895291911,3.6765010054349236,25.944805760653356,28.9468800380438,1.953309890934835,2.6722335082929263,21.100633130771822,3.426173490333946
neural_fold0_seed29_all_old,eu-locality-119,selected,124,16.654357459619625,1.6544450521469116,3.4681088505601316,0.41440707445144653,1.3059632619200827,3.33056875589434,1.4756314883056556,16.946411027062325,16.654357459619625,0.27054000298038217,1.3059632619200827,12.288406079981272,1.412845998150493
neural_fold0_seed29_all_old,eu-locality-124,population,3550,42.613481942133895,4.272543907165527,6.420780450094777,2.5735201835632324,2.444884433775988,6.01528675210222,3.737187300303969,27.04737159912855,42.61348194213386,2.7305064917024975,2.444884433775988,30.40800246555434,3.658124347710583
neural_fold0_seed29_all_old,eu-locality-124,selected,117,13.992766319873473,0.7792654037475586,2.6724831871801293,0.25491780042648315,0.42478906198370897,2.3513117683883915,0.6485073863429243,9.17867454326051,13.992766319873471,0.13814971711348273,0.42478906198370897,9.980613499563821,0.528536753910434
neural_fold0_seed29_all_utility_only,eu-locality-007,population,5526,13.731098649130566,2.2220871448516846,2.5564159908684765,1.146532416343689,1.3524220908685927,2.5160776491725225,1.669576762802697,17.84057825087282,13.731098649130544,1.7982268769349556,1.3524220908685927,11.980407034649865,2.264713856640308
neural_fold0_seed29_all_utility_only,eu-locality-007,selected,178,12.080935710443734,2.993398904800415,2.8660846045611987,0.3288089334964752,0.210440772768178,2.4998575737890665,0.4129723651554014,10.916952601979288,12.080935710443734,0.14410217600257208,0.210440772768178,8.246498490447964,0.2979142531653293
neural_fold0_seed29_all_utility_only,eu-locality-008,population,157961,18.214515006924465,5.031617641448975,3.27489891416347,2.568188428878784,3.562812112255174,4.9997376761413745,3.74790161013521,25.540955522963348,18.214515006924312,1.5087582779837796,3.562812112255174,18.42198139572616,3.998518789314273
neural_fold0_seed29_all_utility_only,eu-locality-008,selected,21611,19.33217346960282,7.827475547790527,3.852482824908321,1.437957525253296,3.7293890261948164,6.692123915879482,3.8508978524567623,17.79784344774036,19.33217346960288,0.23515001034648658,3.7293890261948164,14.59683788250231,3.762120048187388
neural_fold0_seed29_all_utility_only,eu-locality-020,population,1225,6.529874789510041,1.1110376119613647,0.6019841929560721,1.4273334741592407,3.509918146732316,1.1856584217693213,2.9810467196247483,16.193276173010165,6.529874789510041,2.7897044849295494,3.509918146732316,10.878123872618488,3.2172640403785064
neural_fold0_seed29_all_utility_only,eu-locality-020,selected,21,4.818406651404314,0.7797907590866089,1.1906940831029633,1.0987933762862667e-07,0.0,0.6477179856941058,1.0987933314234427e-07,7.154515300478254,4.818406651404315,0.03714108846283385,0.0,3.355455053311784,0.03714108846283385
neural_fold0_seed29_all_utility_only,eu-locality-048,population,8058,26.698045849916497,6.814199447631836,5.112688221674001,3.521362543106079,4.392775662824172,6.36770305122061,4.559223418486108,31.5347036927343,26.698045849916557,2.058229230480908,4.392775662824172,20.657235713455858,4.9631911920826015
neural_fold0_seed29_all_utility_only,eu-locality-048,selected,645,21.964244651280065,9.806694030761719,5.783580299060925,1.7023588418960571,2.677694326832174,7.8819126736661405,3.1499597976418663,22.072204555097475,21.964244651280058,0.3173728382720273,2.677694326832174,15.637869940522029,2.7805002882451793
neural_fold0_seed29_all_utility_only,eu-locality-067,population,6903,29.011553933538778,4.572533130645752,5.482214745885272,2.2515463829040527,2.983051947002455,4.969855802837098,3.2101415344842583,24.671207590438517,29.01155393353873,1.6845731857822728,2.983051947002455,19.026618489875595,3.5842647732557236
neural_fold0_seed29_all_utility_only,eu-locality-067,selected,454,23.114416959591274,6.510875225067139,5.62399557299118,0.7946378588676453,1.5689053030933848,5.2656960895411835,1.773600726472531,19.730232154548432,23.114416959591274,0.27998633541516543,1.5689053030933848,13.048058036871195,1.6884271471482695
neural_fold0_seed29_all_utility_only,eu-locality-110,population,8550,30.697946977148565,3.4160478115081787,6.165297457127083,1.936449646949768,0.9226676844752806,4.586103827089282,2.138207099175329,24.530071773229288,30.697946977148565,1.631927925348418,0.9226676844752806,21.961394737663756,2.076782056001532
neural_fold0_seed29_all_utility_only,eu-locality-110,selected,482,16.507883507151227,3.1608519554138184,3.8777694443201196,0.641549289226532,0.2631277888058355,2.3036615438591013,0.7491560293699515,12.85753165686279,16.50788350715122,0.20079515889505334,0.2631277888058355,10.726301127470721,0.43201778022539533
neural_fold0_seed29_all_utility_only,eu-locality-119,population,5639,28.946880038043894,4.175405502319336,5.525675666391747,2.223220109939575,2.6722335082929263,4.848422179281457,3.2650730371229075,25.944805760653356,28.9468800380438,1.953309890934835,2.6722335082929263,21.100633130771822,3.426173490333946
neural_fold0_seed29_all_utility_only,eu-locality-119,selected,112,16.46390715379794,4.122358322143555,3.3944101926594015,1.448314905166626,1.350603023767754,3.638622673827363,2.0876923647551027,17.634684862835066,16.46390715379794,0.2822688110245508,1.350603023767754,12.099487873061154,1.4541017420909625
neural_fold0_seed29_all_utility_only,eu-locality-124,population,3550,42.613481942133895,4.541083335876465,6.420780450094777,2.93943452835083,2.444884433775988,5.8334461058959475,3.5881312742300064,27.04737159912855,42.61348194213386,2.7305064917024975,2.444884433775988,30.40800246555434,3.658124347710583
neural_fold0_seed29_all_utility_only,eu-locality-124,selected,106,15.764866140176943,2.1793036460876465,3.1420277132622285,0.5431777238845825,0.4168224697243015,2.099186092643707,0.784672678836297,9.817936909929761,15.764866140176943,0.14915221336408616,0.4168224697243015,11.385820514643786,0.5323464228901554
neural_fold0_seed29_all_risk_only,eu-locality-007,population,5526,13.731098649130566,2.9303078651428223,2.5564159908684765,1.3863853216171265,1.3524220908685927,3.229385526473136,2.0778444354340633,17.86489486694336,13.731098649130544,1.8278148174285889,1.3524220908685927,11.8704885081311,2.0804941289838275
neural_fold0_seed29_all_risk_only,eu-locality-007,selected,896,3.5610069961164803,1.6808034181594849,0.24615873099084776,0.8850526213645935,0.05113334444464595,1.5496582425173722,0.8850640044901491,9.84422779083252,3.5610069961164768,0.07680828869342804,0.05113334444464595,8.137190465283902,0.10091130914568935
neural_fold0_seed29_all_risk_only,eu-locality-008,population,157961,18.214515006924465,3.3682668209075928,3.27489891416347,1.6730066537857056,3.562812112255174,4.158615046422865,4.145055400271808,25.4455509185791,18.214515006924312,2.8114683628082275,3.562812112255174,18.296474459355142,3.839064094777245
neural_fold0_seed29_all_risk_only,eu-locality-008,selected,30444,4.614039904764317,1.9266643524169922,0.45739882115951846,1.1202776432037354,0.02409711730264544,1.5348814100518402,1.1049178265796027,16.600723266601562,4.614039904764296,0.13857686519622803,0.02409711730264544,14.187886348072569,0.14327887988505775
neural_fold0_seed29_all_risk_only,eu-locality-020,population,1225,6.529874789510041,1.093873143196106,0.6019841929560721,1.6562987565994263,3.509918146732316,1.3487148207439237,3.1367431885494197,16.573572158813477,6.529874789510041,2.021838426589966,3.509918146732316,11.154982292422154,2.8980946659302624
neural_fold0_seed29_all_risk_only,eu-locality-020,selected,74,2.75826500024882,0.5065126419067383,0.5893678652479375,0.2940506935119629,0.003855643251012654,0.8321381813801587,0.2950256292820307,7.11514139175415,2.7582650002488203,0.05706729739904404,0.003855643251012654,4.582784172943839,0.05783951096847733
neural_fold0_seed29_all_risk_only,eu-locality-048,population,8058,26.698045849916497,5.2975616455078125,5.112688221674001,2.258913993835449,4.392775662824172,5.644303246225761,4.979223548021286,31.497587203979492,26.698045849916557,3.983534336090088,4.392775662824172,20.537407299391525,5.285880335786451
neural_fold0_seed29_all_risk_only,eu-locality-048,selected,1417,5.701775484792353,2.581651449203491,0.40923648002047364,1.3601107597351074,0.033686219267642495,2.18267957598668,1.3316682678973955,16.121244430541992,5.701775484792358,0.13761967420578003,0.033686219267642495,14.022784128824412,0.14357956760674978
neural_fold0_seed29_all_risk_only,eu-locality-067,population,6903,29.011553933538778,3.4618332386016846,5.482214745885272,1.4309741258621216,2.983051947002455,5.12276809590079,3.398110547194428,24.85958480834961,29.01155393353873,3.1148812770843506,2.983051947002455,18.910210244494937,4.029005858378297
neural_fold0_seed29_all_risk_only,eu-locality-067,selected,948,5.627346864204783,2.3117635250091553,0.4109127426836451,1.2197871208190918,0.053271764574989056,2.1999846309874616,1.2049457791458549,14.660255432128906,5.627346864204782,0.11511222273111343,0.053271764574989056,12.351712933676987,0.12995574389823245
neural_fold0_seed29_all_risk_only,eu-locality-110,population,8550,30.697946977148565,3.699397325515747,6.165297457127083,1.8822942972183228,0.9226676844752806,5.092560756113585,2.352432041064563,24.304967880249023,30.697946977148565,2.0712106227874756,0.9226676844752806,21.727283966489328,2.28012312458821
neural_fold0_seed29_all_risk_only,eu-locality-110,selected,2014,5.370161483754811,2.373176336288452,0.5116797976718813,1.3018451929092407,0.024859785137912288,1.9415767638182198,1.2780350999375507,16.141231536865234,5.370161483754815,0.15050175786018372,0.024859785137912288,13.854548690904785,0.15235289947784678
neural_fold0_seed29_all_risk_only,eu-locality-119,population,5639,28.946880038043894,4.562541484832764,5.525675666391747,2.1961400508880615,2.6722335082929263,5.321719895291911,3.6765010054349236,25.80425453186035,28.9468800380438,2.6289596557617188,2.6722335082929263,21.053171775753135,3.792784350180064
neural_fold0_seed29_all_risk_only,eu-locality-119,selected,1085,6.73786661816009,2.7960314750671387,0.48981095319242135,1.6110376119613647,0.03584718322954715,2.324398818440863,1.576098674558373,15.92728042602539,6.737866618160088,0.15104269981384277,0.03584718322954715,14.13730698769184,0.15845785885113564
neural_fold0_seed29_all_risk_only,eu-locality-124,population,3550,42.613481942133895,4.272543907165527,6.420780450094777,2.5735201835632324,2.444884433775988,6.01528675210222,3.737187300303969,26.723051071166992,42.61348194213386,3.2992427349090576,2.444884433775988,30.317091770144707,3.7674350214227443
neural_fold0_seed29_all_risk_only,eu-locality-124,selected,531,6.754324920341489,2.2590556144714355,0.5736936141503459,1.2183769941329956,0.06442661420957453,1.898524976979549,1.2387342954126752,14.38292121887207,6.754324920341486,0.14938171207904816,0.06442661420957453,12.225763442997978,0.18789620007172367
neural_fold0_seed29_all_both,eu-locality-007,population,5526,13.731098649130566,2.2220871448516846,2.5564159908684765,1.146532416343689,1.3524220908685927,2.5160776491725225,1.669576762802697,17.86489486694336,13.731098649130544,1.8278148174285889,1.3524220908685927,11.8704885081311,2.0804941289838275
neural_fold0_seed29_all_both,eu-locality-007,selected,932,3.98002143069525,0.22664028406143188,0.2530163735537057,0.05430493503808975,0.05048609499289541,0.2040278265560163,0.08746460315436837,9.975423812866211,3.9800214306952477,0.08047203719615936,0.05048609499289541,8.129568497211638,0.10327575238668595
neural_fold0_seed29_all_both,eu-locality-008,population,157961,18.214515006924465,5.031617641448975,3.27489891416347,2.568188428878784,3.562812112255174,4.9997376761413745,3.74790161013521,25.4455509185791,18.214515006924312,2.8114683628082275,3.562812112255174,18.296474459355142,3.839064094777245
neural_fold0_seed29_all_both,eu-locality-008,selected,30189,4.5635419411921285,0.22601114213466644,0.463026807116293,0.11332147568464279,0.024127606433691943,0.30334323462987084,0.12193644525985643,16.521625518798828,4.563541941192099,0.1380753517150879,0.024127606433691943,14.05915229505204,0.1428802352061045
neural_fold0_seed29_all_both,eu-locality-020,population,1225,6.529874789510041,1.1110376119613647,0.6019841929560721,1.4273334741592407,3.509918146732316,1.1856584217693213,2.9810467196247483,16.573572158813477,6.529874789510041,2.021838426589966,3.509918146732316,11.154982292422154,2.8980946659302624
neural_fold0_seed29_all_both,eu-locality-020,selected,138,2.122204199396048,0.1778891682624817,0.3715048539992342,0.016537519171833992,0.004610987160988917,0.23999294660368226,0.019446291148519184,5.331286907196045,2.122204199396048,0.047839902341365814,0.004610987160988917,3.465145989229077,0.04793899724609566
neural_fold0_seed29_all_both,eu-locality-048,population,8058,26.698045849916497,6.814199447631836,5.112688221674001,3.521362543106079,4.392775662824172,6.36770305122061,4.559223418486108,31.497587203979492,26.698045849916557,3.983534336090088,4.392775662824172,20.537407299391525,5.285880335786451
neural_fold0_seed29_all_both,eu-locality-048,selected,1281,5.749108150915985,0.21414677798748016,0.4166150570464792,0.11162180453538895,0.03359739951439955,0.27297247212724934,0.12469784681476657,16.066455841064453,5.749108150915988,0.13791491091251373,0.03359739951439955,13.997251242989895,0.14456874507091147
neural_fold0_seed29_all_both,eu-locality-067,population,6903,29.011553933538778,4.572533130645752,5.482214745885272,2.2515463829040527,2.983051947002455,4.969855802837098,3.2101415344842583,24.85958480834961,29.01155393353873,3.1148812770843506,2.983051947002455,18.910210244494937,4.029005858378297
neural_fold0_seed29_all_both,eu-locality-067,selected,793,6.187178395391965,0.44595301151275635,0.43439201156231805,0.08928505331277847,0.06519704174094045,0.3554581862378192,0.12477158093702789,14.176230430603027,6.187178395391967,0.11522340774536133,0.06519704174094045,11.675632699387403,0.1360880107954732
neural_fold0_seed29_all_both,eu-locality-110,population,8550,30.697946977148565,3.4160478115081787,6.165297457127083,1.936449646949768,0.9226676844752806,4.586103827089282,2.138207099175329,24.304967880249023,30.697946977148565,2.0712106227874756,0.9226676844752806,21.727283966489328,2.28012312458821
neural_fold0_seed29_all_both,eu-locality-110,selected,1633,5.2222342413859195,0.28174275159835815,0.5241995376073938,0.11631731688976288,0.022502232469455822,0.3020658997829829,0.12177805919182985,15.966975212097168,5.222234241385929,0.1473621279001236,0.022502232469455822,13.688906358997357,0.14902778595650937
neural_fold0_seed29_all_both,eu-locality-119,population,5639,28.946880038043894,4.175405502319336,5.525675666391747,2.223220109939575,2.6722335082929263,4.848422179281457,3.2650730371229075,25.80425453186035,28.9468800380438,2.6289596557617188,2.6722335082929263,21.053171775753135,3.792784350180064
neural_fold0_seed29_all_both,eu-locality-119,selected,891,7.257850848350919,0.24405159056186676,0.4844597491156539,0.14239367842674255,0.04202800659765356,0.3284273194894712,0.15390939119212818,16.130393981933594,7.2578508483509205,0.15422303974628448,0.04202800659765356,14.36158044514707,0.16355704821125877
neural_fold0_seed29_all_both,eu-locality-124,population,3550,42.613481942133895,4.541083335876465,6.420780450094777,2.93943452835083,2.444884433775988,5.8334461058959475,3.5881312742300064,26.723051071166992,42.61348194213386,3.2992427349090576,2.444884433775988,30.317091770144707,3.7674350214227443
neural_fold0_seed29_all_both,eu-locality-124,selected,467,7.217095221372418,0.3783555030822754,0.5687306492502104,0.12100144475698471,0.07851732537582597,0.419642013046218,0.17774974367680485,13.993465423583984,7.217095221372419,0.15020745992660522,0.07851732537582597,11.71437754677609,0.193458022504741
neural_fold0_seed29_easy_old,eu-locality-007,population,5526,13.731098649130566,2.9303078651428223,2.5564159908684765,1.3863853216171265,1.3524220908685927,3.229385526473136,2.0778444354340633,0.7787193702042111,0.7150531000730783,0.04089733148192815,0.0955114211922039,0.8402082760752426,0.13200849661366668
neural_fold0_seed29_easy_old,eu-locality-007,selected,562,7.36080260453071,0.6609096527099609,1.0540339166359227,0.3864520192146301,0.22192014626047912,1.1996825579441102,0.5282760803062168,1.3801845620349844,1.081508342931283,0.016294774842392914,0.022486062847239467,1.175139148740938,0.03598241794724496
neural_fold0_seed29_easy_old,eu-locality-008,population,157961,18.214515006924465,3.3682668209075928,3.27489891416347,1.6730066537857056,3.562812112255174,4.158615046422865,4.145055400271808,0.7040378908861294,0.772520484965893,0.029558658667913875,0.10232279542404682,0.89566340858428,0.12943475189636333
neural_fold0_seed29_easy_old,eu-locality-008,selected,23454,10.452654753484465,1.1393665075302124,1.6637598285365833,0.7131972312927246,0.5079041047207526,1.6935435012287419,1.1384995784882914,1.1000230816823038,1.084043823428714,0.013118295730639199,0.03827740152840704,1.1889992287234588,0.0500009910610309
neural_fold0_seed29_easy_old,eu-locality-020,population,1225,6.529874789510041,1.093873143196106,0.6019841929560721,1.6562987565994263,3.509918146732316,1.3487148207439237,3.1367431885494197,0.677631459379439,0.9551284881322778,0.1279958284899695,0.7822815580807351,0.9555252476600845,0.8564900333637445
neural_fold0_seed29_easy_old,eu-locality-020,selected,70,2.6063890406640455,0.089566171169281,0.525047402548125,0.034332044422626495,0.0008510053396205554,0.5669657766584628,0.03348103828830597,1.5477803503030112,1.4543847036974311,0.012405923615421801,0.0008510053396205554,1.032895048896434,0.012001682176799535
neural_fold0_seed29_easy_old,eu-locality-048,population,8058,26.698045849916497,5.2975616455078125,5.112688221674001,2.258913993835449,4.392775662824172,5.644303246225761,4.979223548021286,0.5643063968745388,0.5830876920964152,0.035093258769072856,0.06694663882634558,0.7225267385592558,0.09889854938135087
neural_fold0_seed29_easy_old,eu-locality-048,selected,512,15.358424711304881,1.259035587310791,2.258776368241758,0.6963893175125122,0.6326458348161197,2.22842789817954,1.1899564242898204,1.0420161435613409,0.8612507400067081,0.014592409666875028,0.05903908723177743,1.0700814536820666,0.07158097183440677
neural_fold0_seed29_easy_old,eu-locality-067,population,6903,29.011553933538778,3.4618332386016846,5.482214745885272,1.4309741258621216,2.983051947002455,5.12276809590079,3.398110547194428,0.5818144178756668,0.4646461940217647,0.04183072724805554,0.061229282084262614,0.6838758076684797,0.09923772250600069
neural_fold0_seed29_easy_old,eu-locality-067,selected,419,13.597611084618531,0.9146329164505005,1.6379353238643837,0.49528688192367554,1.4287110875245614,1.7798678556524703,1.7479157097352,1.1098126513585627,0.941363555518375,0.01520014967994123,0.058147802674907344,1.1222134407211002,0.0715763612265331
neural_fold0_seed29_easy_old,eu-locality-110,population,8550,30.697946977148565,3.699397325515747,6.165297457127083,1.8822942972183228,0.9226676844752806,5.092560756113585,2.352432041064563,0.7260098394815602,0.7106936151634808,0.03541256463397279,0.010238227905708436,0.9037398272928167,0.04363897140886372
neural_fold0_seed29_easy_old,eu-locality-110,selected,806,18.77369849333959,1.8070895671844482,2.883824147393426,1.1853078603744507,0.18273001160967936,2.4025189329561747,1.252951600512901,0.9458439177131539,0.6535971764679434,0.013419446567649294,0.009008114546358525,1.0352672980914719,0.021710389765813576
neural_fold0_seed29_easy_old,eu-locality-119,population,5639,28.946880038043894,4.562541484832764,5.525675666391747,2.1961400508880615,2.6722335082929263,5.321719895291911,3.6765010054349236,0.6268675432270225,0.6896404096672981,0.045434294920179204,0.12191670154470707,0.8233024455548074,0.1631164470557144
neural_fold0_seed29_easy_old,eu-locality-119,selected,286,8.156234715058158,1.1719186305999756,1.0540309206251353,0.671075165271759,0.12258203978423532,1.199128776586111,0.7341253575198375,1.190497484253524,1.3656439775822842,0.016337738206946506,0.005342133249960714,1.1106711522407926,0.020635035260264667
neural_fold0_seed29_easy_old,eu-locality-124,population,3550,42.613481942133895,4.272543907165527,6.420780450094777,2.5735201835632324,2.444884433775988,6.01528675210222,3.737187300303969,0.6402741888592066,0.7299412652237124,0.06654316966187004,0.024312871566586593,0.8429849958187,0.08678661940107808
neural_fold0_seed29_easy_old,eu-locality-124,selected,189,10.136044079780394,0.8663829565048218,1.459949055382149,0.4952019155025482,0.06289473393372191,1.3527287416628133,0.4959350382383162,1.2424321298403715,1.2432176262641346,0.015223801717737356,0.0019127660539408928,1.2213931267586642,0.01641466685330331
neural_fold0_seed29_easy_utility_only,eu-locality-007,population,5526,13.731098649130566,2.2220871448516846,2.5564159908684765,1.146532416343689,1.3524220908685927,2.5160776491725225,1.669576762802697,0.7787193702042111,0.7150531000730783,0.04089733148192815,0.0955114211922039,0.8402082760752426,0.13200849661366668
neural_fold0_seed29_easy_utility_only,eu-locality-007,selected,470,7.299401854460703,0.5331288576126099,1.131719099627132,0.2069275826215744,0.200055105281883,0.9765768125314052,0.28799656146663477,1.3014474224021777,1.1513372076284112,0.016049610888086967,0.008364780725851317,1.151020410348453,0.02135735339372066
neural_fold0_seed29_easy_utility_only,eu-locality-008,population,157961,18.214515006924465,5.031617641448975,3.27489891416347,2.568188428878784,3.562812112255174,4.9997376761413745,3.74790161013521,0.7040378908861294,0.772520484965893,0.029558658667913875,0.10232279542404682,0.89566340858428,0.12943475189636333
neural_fold0_seed29_easy_utility_only,eu-locality-008,selected,22602,10.787821669082552,1.3818838596343994,1.6888477994366746,0.6135845184326172,0.6054854868042296,1.6023296465849497,0.9161095403149844,1.0333258828680763,1.0623159067298857,0.01227990630324145,0.02705807236076725,1.159012286318776,0.03811838913048793
neural_fold0_seed29_easy_utility_only,eu-locality-020,population,1225,6.529874789510041,1.1110376119613647,0.6019841929560721,1.4273334741592407,3.509918146732316,1.1856584217693213,2.9810467196247483,0.677631459379439,0.9551284881322778,0.1279958284899695,0.7822815580807351,0.9555252476600845,0.8564900333637445
neural_fold0_seed29_easy_utility_only,eu-locality-020,selected,82,2.60932339445983,0.2288234978914261,0.472908681931524,0.008151392452418804,0.0012543488054225106,0.3015448896506387,0.007421518586973032,1.5342234460546114,1.4114401026467012,0.014724391485154828,0.0009548338565618897,1.071279874943721,0.014150941446518309
neural_fold0_seed29_easy_utility_only,eu-locality-048,population,8058,26.698045849916497,6.814199447631836,5.112688221674001,3.521362543106079,4.392775662824172,6.36770305122061,4.559223418486108,0.5643063968745388,0.5830876920964152,0.035093258769072856,0.06694663882634558,0.7225267385592558,0.09889854938135087
neural_fold0_seed29_easy_utility_only,eu-locality-048,selected,430,16.328759644532838,1.5301002264022827,2.4393737829130147,0.7188699245452881,0.5576717615706652,2.046434164129551,0.9699436117716865,0.9976601891566155,0.9061679488589721,0.01375115473137432,0.0699599774263757,1.0353817944972856,0.08193504504198904
neural_fold0_seed29_easy_utility_only,eu-locality-067,population,6903,29.011553933538778,4.572533130645752,5.482214745885272,2.2515463829040527,2.983051947002455,4.969855802837098,3.2101415344842583,0.5818144178756668,0.4646461940217647,0.04183072724805554,0.061229282084262614,0.6838758076684797,0.09923772250600069
neural_fold0_seed29_easy_utility_only,eu-locality-067,selected,394,17.190441142306668,1.943278193473816,1.8802362386563356,0.8689581155776978,1.9473246143513971,2.2007981604900357,2.019835188993916,0.9614181600529984,0.7842987057326025,0.013007003860361624,0.07135258006014776,0.9897013394128165,0.08284507374078524
neural_fold0_seed29_easy_utility_only,eu-locality-110,population,8550,30.697946977148565,3.4160478115081787,6.165297457127083,1.936449646949768,0.9226676844752806,4.586103827089282,2.138207099175329,0.7260098394815602,0.7106936151634808,0.03541256463397279,0.010238227905708436,0.9037398272928167,0.04363897140886372
neural_fold0_seed29_easy_utility_only,eu-locality-110,selected,515,20.161001398076294,1.1400996446609497,3.1643999456083813,0.5828142762184143,0.1511042758859459,2.338681717577686,0.6410719737348048,0.88297468084634,0.5775233659829059,0.012083784057989036,0.010190869453576716,0.9798200462970702,0.021342398501842816
neural_fold0_seed29_easy_utility_only,eu-locality-119,population,5639,28.946880038043894,4.175405502319336,5.525675666391747,2.223220109939575,2.6722335082929263,4.848422179281457,3.2650730371229075,0.6268675432270225,0.6896404096672981,0.045434294920179204,0.12191670154470707,0.8233024455548074,0.1631164470557144
neural_fold0_seed29_easy_utility_only,eu-locality-119,selected,223,9.70436890101516,0.6069225072860718,1.1325202017063796,0.3072456121444702,0.22043525313505416,0.9132732999961147,0.4211186005395426,1.1594146752872008,1.3115227484654475,0.015144916342169667,0.012477183885725308,1.1143597739014819,0.026453610575430497
