arm,schedule,mode,group_type,group,rows,ade,cv_ade,gain_percent,harm_over_cv,easy_pixel_harm,actual_changed_rate
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video5:158,9,0.0,0.0,,0.0,0.0,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video5:159,8,0.0,0.0,,0.0,0.0,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video5:169,17,0.0,0.0,,0.0,0.0,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video5:31,25,0.0,0.0,,0.0,0.0,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video5:32,25,0.0,0.0,,0.0,0.0,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video5:42,25,0.0,0.0,,0.0,0.0,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video5:46,10,0.0,0.0,,0.0,0.0,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video5:47,7,0.0,0.0,,0.0,0.0,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video5:61,25,2.386793884522618,0.0,,2.386793884522618,0.0023867939978892442,0.08
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video5:84,21,2246.9904503535045,2246.9904503535045,0.0,0.0,,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video5:85,35,215.0396519675999,215.0396519675999,0.0,0.0,0.0,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video5:88,3,0.0,0.0,,0.0,0.0,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video5:90,3,0.0,0.0,,0.0,0.0,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video6:10,25,0.0,0.0,,0.0,0.0,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video6:120,8,1604.1666666666665,1604.1666666666665,0.0,0.0,,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video6:121,3,0.0,0.0,,0.0,0.0,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video6:126,23,0.0,0.0,,0.0,0.0,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video6:131,7,0.0,0.0,,0.0,0.0,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video6:18,34,1539.6606059570274,1539.6606059570274,0.0,0.0,0.0,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video6:22,2,0.0,0.0,,0.0,0.0,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video6:6,14,0.0,0.0,,0.0,0.0,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video6:61,16,0.0,0.0,,0.0,0.0,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video6:67,5,0.0,0.0,,0.0,0.0,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video6:7,17,0.0,0.0,,0.0,0.0,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video6:72,7,0.0,0.0,,0.0,0.0,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video6:73,26,1.4591099156870304,0.0,,1.4591099156870304,0.0014591099849910328,0.23076923076923078
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video6:74,26,0.0,0.0,,0.0,0.0,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video6:75,16,799.1963915847988,799.1963915847988,0.0,0.0,0.0,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video6:76,16,4159.131405280815,4159.131405280815,0.0,0.0,0.0,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video6:78,1,3513.3058040184355,3513.3058040184355,0.0,0.0,,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video6:79,26,0.0,0.0,,0.0,0.0,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video6:80,26,0.0,0.0,,0.0,0.0,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video6:81,26,0.0,0.0,,0.0,0.0,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video6:82,10,0.0,0.0,,0.0,0.0,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video6:87,7,0.0,0.0,,0.0,0.0,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video6:9,25,0.0,0.0,,0.0,0.0,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video6:92,25,0.0,0.0,,0.0,0.0,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video6:93,25,0.0,0.0,,0.0,0.0,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video6:94,25,0.0,0.0,,0.0,0.0,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video6:95,25,0.0,0.0,,0.0,0.0,0.0
mask_only,parent_2k,fixed_probability_guard,scoped_agent,bookstore/video6:98,66,646.8134450342027,646.8134450342027,0.0,0.0,0.0,0.0
mask_only,constant,uncontrolled,recording,bookstore/video0,2601,1089.7732848110738,1074.2519411608769,-1.4448513477596459,15.521343650197162,0.02933988818861716,1.0
mask_only,constant,uncontrolled,recording,bookstore/video1,1662,805.9025375729212,776.3253572015786,-3.809894923174917,29.577180371342575,0.04612616395021711,1.0
mask_only,constant,uncontrolled,recording,bookstore/video2,729,639.0886276014455,591.3380134598498,-8.07501176225971,47.75061414159579,0.06782972825571064,1.0
mask_only,constant,uncontrolled,recording,bookstore/video3,856,524.5596491476574,477.7487767400338,-9.798219207810899,46.81087240762369,0.05786574832216381,1.0
mask_only,constant,uncontrolled,recording,bookstore/video4,212,667.039127619385,536.9894501440408,-24.218292825019194,130.04967747534428,0.13928248253916853,1.0
mask_only,constant,uncontrolled,recording,bookstore/video5,352,466.89056225899935,412.81815739601626,-13.098359142936511,54.072404862983106,0.07045086210537348,1.0
mask_only,constant,uncontrolled,recording,bookstore/video6,532,389.375498399016,358.492541093981,-8.614672207904839,30.88295730503502,0.03506075665074552,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video0:102,21,8113.266539971513,8116.0014673480055,0.033697965525214535,-2.7349273764930198,,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video0:118,12,2651.2076150718362,2648.317090678963,-0.1091457062693646,2.890524392873433,,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video0:125,117,980.880651019788,972.9146400741182,-0.8187779911568605,7.96601094566984,0.017920672108893726,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video0:128,41,920.185913793011,907.6779847117049,-1.378013931370048,12.507929081306102,0.01842658014150866,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video0:132,46,641.8878616166832,623.8095187055804,-2.8980549941937106,18.078342911102833,0.03107255600960327,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video0:135,25,21.725313102419406,0.0,,21.725313102419406,0.02172531413431641,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video0:146,26,40.133427571991334,0.0,,40.133427571991334,0.04013342947822686,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video0:159,32,2377.4338373388578,2364.1932485415587,-0.560046806895631,13.240588797299127,0.04303909257023302,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video0:174,47,491.85601753334646,475.0644226520406,-3.5345932216028775,16.791594881305798,0.031103982273414304,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video0:175,242,765.433820579456,746.0449053210118,-2.5988938628434655,19.38891525844408,0.03421251462534723,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video0:176,513,561.4884891813334,544.0546100379071,-3.2044355147016645,17.433879143426438,0.030008826183116417,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video0:177,467,578.3435737572244,564.8616826162682,-2.3867597247014594,13.481891140956293,0.025884378038204512,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video0:19,13,1950.500524593708,1959.4310052085443,0.455769077405499,-8.930480614836195,,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video0:2,5,5307.822606053486,5301.514468504027,-0.11898746267573479,6.308137549460298,,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video0:20,2,9534.820942342416,9537.155630841818,0.024479924515985463,-2.3346884994034554,,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video0:205,25,19.148693072073264,0.0,,19.148693072073264,0.019148693981587382,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video0:21,26,29.155175555523392,0.0,,29.155175555523392,0.02915517694031992,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video0:219,26,20.28033887988976,0.0,,20.28033887988976,0.020280339843154162,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video0:222,14,13186.814383870336,13171.510110544199,-0.11619224521481897,15.304273326137283,0.033524544887294574,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video0:227,137,733.8858364656575,721.3230267185415,-1.741634369315359,12.562809747115976,0.022114551613275146,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video0:229,40,3802.581143261056,3791.462068390515,-0.29326615089309005,11.119074870540445,0.024305812331062264,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video0:27,35,1009.1632907411532,996.0502471881334,-1.3165042215528944,13.113043553020052,0.01848567257885935,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video0:31,291,1331.7411023707512,1313.300464654813,-1.4041446121611623,18.440637715938283,0.03643085278449214,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video0:5,153,1267.498705620677,1258.226693633538,-0.736911085582137,9.272011987139035,0.04128454221258492,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video0:59,20,56.19411674279483,0.0,,56.19411674279483,0.056194119411872155,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video0:65,61,3739.893497701544,3729.738865332944,-0.2722612154696824,10.15463236860005,0.021017874329386427,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video0:73,23,6268.326059159693,6263.850863112686,-0.07144480519740704,4.475196047007226,0.017743388096594773,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video0:90,140,577.8834428750864,561.4996688461836,-2.917859962868663,16.383774028902767,0.029869964290790457,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video0:97,1,25035.42464508166,25088.07741474434,0.20987168044903637,-52.65276966267993,,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:103,12,1707.8743524272547,1676.7769077603334,-1.854596429793287,31.097444666920847,,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:110,46,2645.522089595153,2631.425670098514,-0.5356951426300771,14.096419496639367,0.03238561434365669,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:117,176,1024.6881833004345,1001.6881596319558,-2.296126139389476,23.000023668478836,0.0439769017798204,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:12,12,1244.1640717409985,1237.510848046642,-0.5376295250145491,6.653223694356527,,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:126,25,84.47570277957468,0.0,,84.47570277957468,0.08447570679195528,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:127,18,1052.6664162715783,1008.281891691929,-4.401995607118447,44.38452457964959,0.05436158212645887,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:132,145,1093.3903805838584,1069.3708346214232,-2.246138120172181,24.019545962435462,0.0395871478360579,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:140,41,713.9405114479042,682.0029421931864,-4.682907840839068,31.937569254717722,0.045012534683901165,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:144,26,42.78005253786291,0.0,,42.78005253786291,0.04278005456980637,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:145,26,39.89320361761138,0.0,,39.89320361761138,0.03989320551243688,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:15,25,31.02992572260147,0.0,,31.02992572260147,0.03102992719644386,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:153,32,2779.3923925363924,2764.66522481139,-0.5326926237880114,14.727167725002442,0.04660089393916804,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:154,25,43.861133324146046,0.0,,43.861133324146046,0.04386113540743808,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:162,24,210.05006088217385,98.76015731477702,-112.6870456602088,111.28990356739682,0.11318253818983409,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:166,21,67.99709161390825,0.0,,67.99709161390825,0.06799709484359681,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:168,35,821.2069551948729,772.9803296014364,-6.239049526435303,48.22662559343636,0.057821717007622106,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:181,25,22.374450079843005,0.0,,22.374450079843005,0.022374451142572364,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:182,25,22.672697566249507,0.0,,22.672697566249507,0.022672698643144855,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:184,18,42.552639459753784,0.0,,42.552639459753784,0.0425526414808957,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:208,5,1184.9565427568562,1169.0197252218622,-1.36326335571193,15.93681753499386,,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:218,26,42.89872620793639,0.0,,42.89872620793639,0.042898728245516556,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:239,25,47.98854565485553,0.0,,47.98854565485553,0.04798854793418914,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:240,15,39.03600867655633,0.0,,39.03600867655633,0.03903601053066725,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:242,43,417.59070163362287,401.54060174232103,-3.9971300091843798,16.050099891301798,0.02633982397772568,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:243,63,547.199290347027,527.847916474434,-3.66608889959128,19.351373872593243,0.03369365089458613,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:27,82,1471.0343253243825,1440.7955592647409,-2.098754807036829,30.23876605964142,0.07578378711382688,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:280,2,3353.1927845599207,3335.412033596108,-0.533090088562238,17.780750963812807,,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:281,25,28.828325890834886,0.0,,28.828325890834886,0.028828327260106888,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:285,16,914.4212565149285,906.3006616153684,-0.8960155546048121,8.120594899560118,0.03258548788039109,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:286,26,26.982669583565293,0.0,,26.982669583565293,0.026982670865173333,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:287,26,24.148264801391843,0.0,,24.148264801391843,0.02414826594837287,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:299,6,8077.5067247245,8083.907783210015,0.0791827252014099,-6.401058485513356,,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:307,82,813.2175034809824,790.9406023927345,-2.8165074622362507,22.276901088247744,0.06189484846548801,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:308,45,1122.8616768327174,1113.6601869593508,-0.826238558324488,9.201489873367114,,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:309,79,680.1550876730195,646.1233585307223,-5.267063741463396,34.03172914229716,0.07216313764926321,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:35,15,1654.6686438906347,1624.1160461352722,-1.8811831721055272,30.55259775536243,0.04675866952507337,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:44,27,1312.8260430959008,1297.9634083033181,-1.145073481848824,14.862634792582252,0.05607772898762382,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:5,15,701.9573080393907,698.9043090985111,-0.4368264583770376,3.0529989408796343,,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:56,5,1928.6014130897136,1915.8749284104038,-0.6642649001033174,12.726484679309715,,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:61,44,1081.9898506926968,1045.5040602377933,-3.489779891108702,36.48579045490344,0.046264959649383555,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:71,43,450.69063015413263,429.90252554010084,-4.835539076658146,20.78810461403182,0.03620401174754585,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:73,36,477.5686611607206,453.2698325054156,-5.3607866468842635,24.298828655304963,0.0352708273643263,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:75,40,315.5367273419993,283.41044243751486,-11.335603807741679,32.126284904484535,0.04112020594678495,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:82,25,42.54113410427759,0.0,,42.54113410427759,0.042541136124873036,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:87,54,937.5087869131627,908.0702902147319,-3.241874226660313,29.438496698430882,0.07741292155799626,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video1:88,35,268.60884651055835,229.30043733082388,-17.14275368913587,39.30840917973445,0.04486634131382044,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video2:113,35,277.66957140935926,235.77690723032242,-17.76792505727176,41.892664179036835,0.05734993774063583,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video2:142,25,41.239523667280054,0.0,,41.239523667280054,0.04123952562605232,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video2:168,3,55.030610878194274,0.0,,55.030610878194274,0.055030613492008044,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video2:17,26,56.015975526654195,0.0,,56.015975526654195,0.05601597818727026,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video2:18,211,590.9773804862497,546.386768132164,-8.160997841605822,44.590612354085565,0.05881629185092482,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video2:181,35,672.8592383578816,578.0833646115001,-16.39484537149336,94.77587374638166,0.11256511870978657,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video2:19,240,966.660809288653,931.9656170620397,-3.7227974499732808,34.69519222661335,0.07232388232360022,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video2:224,46,549.255130499474,482.08099242253854,-13.934201748833551,67.17413807693556,0.08152535727618115,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video2:239,37,619.4622071481448,568.437329695354,-8.97634176842974,51.02487745279075,0.07100425712076819,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video2:276,25,101.61118438433438,0.0,,101.61118438433438,0.10161118921060668,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video2:54,4,653.4420457306245,615.3279981492814,-6.194102608036456,38.11404758134313,,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video2:83,26,51.69673007341418,0.0,,51.69673007341418,0.05169673252887709,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video2:87,14,926.0612194711912,884.8852822068036,-4.6532514544370684,41.17593726438758,0.05029051071840388,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video2:91,2,2815.463432610969,2791.666666666667,-0.852421466661557,23.79676594430225,,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video3:1,37,500.88752226786767,467.34234234234236,-7.177860186473839,33.545179925525275,0.0353853911611961,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video3:111,26,62.23792206994813,0.0,,62.23792206994813,0.06223792502609079,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video3:142,32,681.7725000844885,612.941973085625,-11.229533956103888,68.83052699886349,0.09003330730024757,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video3:15,14,2082.247738374349,2038.8498715445476,-2.12854646315499,43.39786682980138,0.04493792944775056,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video3:158,25,55.42468625755895,0.0,,55.42468625755895,0.05542468889009028,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video3:167,36,1176.0717105060742,1166.8190530113297,-0.79298135138135,9.252657494744604,,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video3:180,31,671.4263941966467,625.7165098871275,-7.305206685015353,45.70988430951935,0.07270769276959244,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video3:181,24,1734.6099691099025,1743.498762887637,0.5098250693916451,-8.888793777734136,,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video3:183,47,234.69684271361118,189.35434141721132,-23.945847217991734,45.34250129639983,0.05270340125773204,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video3:184,14,62.2757112128548,0.0,,62.2757112128548,0.06227571417079236,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video3:186,14,53.70730728406022,0.0,,53.70730728406022,0.053707309835020436,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video3:190,14,56.771644021552945,0.0,,56.771644021552945,0.056771646718061335,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video3:2,25,69.659464303075,0.0,,69.659464303075,0.06965946761172201,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video3:219,42,645.1710839093902,600.9313216034949,-7.36186660862479,44.23976230589529,0.07092049838863472,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video3:239,35,416.56381893632465,378.904892725334,-9.938886230822419,37.6589262109907,0.05824981389915861,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video3:258,24,53.261664158871135,0.0,,53.261664158871135,0.05326166668866442,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video3:260,39,3363.0214297352522,3324.3364604174567,-1.1636899507138754,38.684969317795435,0.07120790675818674,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video3:261,2,49.020390787843326,0.0,,49.020390787843326,0.049020393116186944,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video3:263,35,505.3150784645924,481.53247503752345,-4.938940707003336,23.782603427069045,0.028026904320255216,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video3:296,19,1084.8587561114882,1015.9637801324463,-6.781243320510932,68.89497597904199,0.0805239752505956,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video3:297,25,36.876792941286546,0.0,,36.876792941286546,0.03687679469284023,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video3:298,25,38.95626179513795,0.0,,38.95626179513795,0.03895626364546109,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video3:299,25,46.522971420981314,0.0,,46.522971420981314,0.04652297363070389,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video3:3,25,69.15418639331583,0.0,,69.15418639331583,0.06915418967796341,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video3:30,25,110.49839517058386,0.0,,110.49839517058386,0.11049840041897602,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video3:300,25,36.53956876916278,0.0,,36.53956876916278,0.03653957050469916,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video3:31,35,392.26321274645824,350.62533475751815,-11.875319282828078,41.63787798894008,0.06505971606937268,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video3:39,26,49.13445683986967,0.0,,49.13445683986967,0.04913445917363114,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video3:48,25,68.64432712679572,0.0,,68.64432712679572,0.06864433038722631,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video3:49,25,67.97717841427587,0.0,,67.97717841427587,0.0679771816430186,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video3:96,35,464.4727331983191,422.23368392172296,-10.003713792864222,42.239049276596155,0.06128594641954222,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video3:97,25,35.68286047413931,0.0,,35.68286047413931,0.03568286216898423,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video4:105,3,2070.37027690602,2166.6666666666665,4.444448758183683,-96.29638976064659,,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video4:111,25,206.9324556519609,0.0,,206.9324556519609,0.20693246548072516,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video4:126,13,700.0273692771366,657.7557446190024,-6.426644693558625,42.271624658134215,0.0461356145724151,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video4:151,1,85.87264212298307,0.0,,85.87264212298307,0.0858726462017147,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video4:158,25,103.51272135672383,0.0,,103.51272135672383,0.10351272627331426,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video4:185,35,2895.3905173898384,2822.59825001399,-2.5789099591303044,72.79226737584912,0.07814278153872072,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video4:21,25,162.05623168775867,0.0,,162.05623168775867,0.16205623938501668,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video4:27,6,89.53118331002922,0.0,,89.53118331002922,0.08953118756253224,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video4:28,7,110.16209654581122,0.0,,110.16209654581122,0.11016210177823003,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video4:43,4,66.61418753998286,0.0,,66.61418753998286,0.06661419070398698,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video4:45,8,79.58546575370394,0.0,,79.58546575370394,0.07958546953381074,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video4:71,14,44.68975047726228,0.0,,44.68975047726228,0.04468975259991152,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video4:79,11,90.79571161295861,0.0,,90.79571161295861,0.0907957159255235,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video4:82,20,337.9639671745405,0.0,,337.9639671745405,0.3379639832269676,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video4:85,15,151.24010173499678,0.0,,151.24010173499678,0.15124010891851614,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video5:105,15,81.74204292066588,0.0,,81.74204292066588,0.08174204680320458,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video5:11,64,694.4251121136808,650.1077504522352,-6.816925598966805,44.31736166144544,0.08949382843307743,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video5:12,55,931.5365078202822,890.7619654211832,-4.577490281572505,40.774542399098976,0.08312297081060285,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video5:152,5,101.70273368239123,0.0,,101.70273368239123,0.10170273851301186,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video5:158,9,65.9039447266909,0.0,,65.9039447266909,0.06590394785696028,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video5:159,8,65.22894635411942,0.0,,65.22894635411942,0.06522894945232811,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video5:169,17,56.34987365770326,0.0,,56.34987365770326,0.05634987633417864,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video5:31,25,51.62941770203599,0.0,,51.62941770203599,0.05162942015430175,1.0
mask_only,constant,uncontrolled,scoped_agent,bookstore/video5:32,25,45.564094270553376,0.0,,45.564094270553376,0.04556409643473173,1.0
