arm,schedule,mode,group_type,group,rows,ade,cv_ade,gain_percent,harm_over_cv,easy_pixel_harm,actual_changed_rate
mask_only,parent_2k,uncontrolled,scoped_agent,bookstore/video1:117,176,1015.00437869019,1001.6881596319558,-1.3293777040478183,13.316219058234248,0.023363246213492388,1.0
mask_only,parent_2k,uncontrolled,scoped_agent,bookstore/video1:12,12,1244.1399354459218,1237.510848046642,-0.5356791344288903,6.6290873992799435,,1.0
mask_only,parent_2k,uncontrolled,scoped_agent,bookstore/video1:126,25,34.86488883323286,0.0,,34.86488883323286,0.034864890489226225,1.0
mask_only,parent_2k,uncontrolled,scoped_agent,bookstore/video1:127,18,1030.4763318454688,1008.281891691929,-2.201213801062818,22.194440153539986,0.03437879336753773,1.0
mask_only,parent_2k,uncontrolled,scoped_agent,bookstore/video1:132,145,1082.8103907999719,1069.3708346214232,-1.2567722761306355,13.439556178548829,0.021550253644362662,1.0
mask_only,parent_2k,uncontrolled,scoped_agent,bookstore/video1:140,41,705.7906661244565,682.0029421931864,-3.4879210131811833,23.787723931270044,0.0313905549279696,1.0
mask_only,parent_2k,uncontrolled,scoped_agent,bookstore/video1:144,26,23.75354198998355,0.0,,23.75354198998355,0.02375354311821625,1.0
mask_only,parent_2k,uncontrolled,scoped_agent,bookstore/video1:145,26,23.326276864017125,0.0,,23.326276864017125,0.02332627797195582,1.0
mask_only,parent_2k,uncontrolled,scoped_agent,bookstore/video1:15,25,16.573780780295532,0.0,,16.573780780295532,0.016573781567507873,1.0
mask_only,parent_2k,uncontrolled,scoped_agent,bookstore/video1:153,32,2778.61194589518,2764.66522481139,-0.5044632875845334,13.946721083789866,0.025284586876072157,1.0
mask_only,parent_2k,uncontrolled,scoped_agent,bookstore/video1:154,25,21.644708078509638,0.0,,21.644708078509638,0.021644709106578106,1.0
mask_only,parent_2k,uncontrolled,scoped_agent,bookstore/video1:162,24,138.61740130935019,98.76015731477702,-40.35761493122847,39.85724399457318,0.04005482119337223,1.0
mask_only,parent_2k,uncontrolled,scoped_agent,bookstore/video1:166,21,36.196799657909864,0.0,,36.196799657909864,0.0361968013771656,1.0
mask_only,parent_2k,uncontrolled,scoped_agent,bookstore/video1:168,35,797.0677416612255,772.9803296014364,-3.11617400047024,24.08741205978892,0.029304607304263396,1.0
mask_only,parent_2k,uncontrolled,scoped_agent,bookstore/video1:181,25,11.80797976373549,0.0,,11.80797976373549,0.011807980324584435,1.0
