group,action,metric,subset,locality,rows,model_error,reference_error,gain_percent,model_p95,model_p99,reference_p95
fold0_seed17_all,original_neural,ADE_vs_floor,all,eu-locality-007,5526,13.351480095927764,12.998749893517914,-2.7135701917439414,44.91724785634503,77.77778214331735,44.69396378264957
fold0_seed17_all,original_neural,ADE_vs_floor,all,eu-locality-008,157961,17.78558999454837,17.303502959581245,-2.786066128304876,63.10591588245868,129.18535861243342,60.82730143640867
fold0_seed17_all,original_neural,ADE_vs_floor,all,eu-locality-020,1225,6.433934856165904,6.460669011065831,0.4137985532788768,20.840106881217874,42.958840384020256,20.649557710350873
fold0_seed17_all,original_neural,ADE_vs_floor,all,eu-locality-048,8058,26.13334253928138,25.082751984396175,-4.188497958831516,88.2274736380674,159.1891173653969,84.85689966796488
fold0_seed17_all,original_neural,ADE_vs_floor,all,eu-locality-067,6903,28.17697059978909,27.473980855213558,-2.5587473045142195,91.49076406810937,166.8480231307203,89.90024111755464
fold0_seed17_all,original_neural,ADE_vs_floor,all,eu-locality-110,8550,29.771919224450397,29.184410036686135,-2.0130925621786977,120.2855877437046,265.2101951477853,117.65654632538362
fold0_seed17_all,original_neural,ADE_vs_floor,all,eu-locality-119,5639,28.608213106253697,27.693468006462755,-3.3031077927021313,114.31522229375783,201.6878989025234,108.26550475649688
fold0_seed17_all,original_neural,ADE_vs_floor,all,eu-locality-124,3550,41.74353615036758,41.336761474640035,-0.9840506639038571,182.0860614167659,333.55000293878123,182.70620705979104
fold0_seed17_all,original_neural,ADE_vs_floor,easy,eu-locality-007,2133,1.790348615545667,1.8210563728148919,1.686260663186312,4.288088656280086,4.762239314000869,4.2311151932019575
fold0_seed17_all,original_neural,ADE_vs_floor,easy,eu-locality-008,52276,2.1486885814548318,2.243474684041627,4.224968672971052,4.32619680270143,4.714354584597162,4.269071060482178
fold0_seed17_all,original_neural,ADE_vs_floor,easy,eu-locality-020,695,1.6370473185943342,1.7101917213970081,4.276970931827706,4.272902529712657,4.652831970726819,4.357367994839923
fold0_seed17_all,original_neural,ADE_vs_floor,easy,eu-locality-048,2050,2.113301826620118,2.1840235094452143,3.2381374339262914,4.348689395981964,4.737764375542779,4.273239862021251
fold0_seed17_all,original_neural,ADE_vs_floor,easy,eu-locality-067,1508,2.016247860666066,2.076673680960981,2.909740747855627,4.326646187803056,4.666479325774553,4.337334773667172
