group,action,metric,subset,locality,rows,model_error,reference_error,gain_percent,model_p95,model_p99,reference_p95
fold2_seed17_all,original_neural,ADE_vs_floor,all,eu-locality-007,5526,13.645675130133409,12.991777920024441,-5.0331618515515375,45.89358032936613,80.21804688045466,45.00724434474006
fold2_seed17_all,original_neural,ADE_vs_floor,all,eu-locality-074,102348,19.56872937161326,18.92764236319861,-3.3870410065498957,64.11329994786327,132.1722918258203,62.841073853340426
fold2_seed17_all,original_neural,ADE_vs_floor,all,eu-locality-082,1368,13.635933835433955,13.380509632729787,-1.9089273108057192,51.77887705037489,101.91283477915022,51.425477538041534
fold2_seed17_all,original_neural,ADE_vs_floor,all,eu-locality-110,8550,30.324278892890554,29.584006087988765,-2.5022737039063214,120.58686240247472,265.2101951477853,120.18914167700885
fold2_seed17_all,original_neural,ADE_vs_floor,all,eu-locality-112,5004,24.629145708572395,23.938540624317927,-2.8849088801717437,86.2710070848162,185.7800808901213,84.7327219344217
fold2_seed17_all,original_neural,ADE_vs_floor,all,eu-locality-119,5639,28.861639671388538,28.265837350420544,-2.1078530721791333,114.31522229375783,201.6878989025234,112.76082577567496
fold2_seed17_all,original_neural,ADE_vs_floor,all,eu-locality-124,3550,42.369836254296516,41.69575112549785,-1.6166758257208702,184.84746443874639,339.2013573961945,183.4575493815521
fold2_seed17_all,original_neural,ADE_vs_floor,all,eu-locality-126,5790,19.73397440936089,18.99428412769555,-3.8942782823112365,85.52810201418245,154.13705580720486,83.50039592159716
fold2_seed17_all,original_neural,ADE_vs_floor,easy,eu-locality-007,1784,1.4053042714750352,1.3704127977134037,-2.5460557446522314,3.18148570549557,3.4332696321623493,3.069367262607619
fold2_seed17_all,original_neural,ADE_vs_floor,easy,eu-locality-074,17176,1.9826929895500374,1.9767437732957078,-0.3009604145311595,3.343000654148476,3.463449606688479,3.2720315058131417
fold2_seed17_all,original_neural,ADE_vs_floor,easy,eu-locality-082,515,1.6052959833148994,1.570776092858068,-2.197632788898729,3.1780470985439444,3.4499118397810564,3.0305478831342776
fold2_seed17_all,original_neural,ADE_vs_floor,easy,eu-locality-110,2009,1.8596477767136936,1.7398333075084131,-6.886548768103817,3.3426666625241372,3.6957540286502932,3.0739867959322544
fold2_seed17_all,original_neural,ADE_vs_floor,easy,eu-locality-112,575,2.1075609038839214,2.0219868174676443,-4.232178255417662,3.36628483654906,3.4595967602057143,3.1780176558709265
fold2_seed17_all,original_neural,ADE_vs_floor,easy,eu-locality-119,1323,1.8064066252875455,1.8065226110746158,0.006420389446515351,3.2775049796375124,3.4505294705105864,3.099600206318804
fold2_seed17_all,original_neural,ADE_vs_floor,easy,eu-locality-124,739,1.9859010481394097,1.8896994171099424,-5.090843028178282,3.2886764309768983,3.4361019577285226,3.0841436643812377
fold2_seed17_all,original_neural,ADE_vs_floor,easy,eu-locality-126,2167,1.4681975060171197,1.4008583701146202,-4.806991009161732,3.17156482441628,3.4630516350686826,2.953123766367965
fold2_seed17_all,original_neural,ADE_vs_floor,hard,eu-locality-007,1057,40.49838397510496,38.867019200614344,-4.19729839859917,80.93538095486694,113.78079974285086,79.62499588488345
fold2_seed17_all,original_neural,ADE_vs_floor,hard,eu-locality-074,26162,50.815207042558534,49.49370221685301,-2.67004642310944,119.18781376331333,216.72576212390888,118.1317138737513
fold2_seed17_all,original_neural,ADE_vs_floor,hard,eu-locality-082,245,48.468840744599646,47.446992635465826,-2.153662545031376,107.89454485219208,173.15779497326298,102.84492248432812
fold2_seed17_all,original_neural,ADE_vs_floor,hard,eu-locality-110,2779,77.95080252112194,76.56421290317572,-1.8110153103771065,222.84978994252683,399.24214427247335,217.7895967541795
fold2_seed17_all,original_neural,ADE_vs_floor,hard,eu-locality-112,1522,59.27153726148972,58.08125160337326,-2.0493457445523333,157.08224360877819,272.49583604010974,156.09076825692148
fold2_seed17_all,original_neural,ADE_vs_floor,hard,eu-locality-119,1922,70.00351799759038,68.68384459163119,-1.9213738162234373,175.76992045845242,274.8091526508623,172.96421361324747
fold2_seed17_all,original_neural,ADE_vs_floor,hard,eu-locality-124,1375,97.64711884073141,96.29617450708213,-1.4029055053998318,276.64063093775246,454.9614884293962,275.01545124860064
fold2_seed17_all,original_neural,ADE_vs_floor,hard,eu-locality-126,1386,64.11639621644046,61.91254518674053,-3.559619497232225,149.86566111088513,231.2736903008077,149.0788796981218
