view,locality,slice,rows,positive_rows,probability_mean,positive_rate,brier,ece,positive_fraction_mse
neural_fold0_seed29_all_product_mse,eu-locality-110,population,8550,1205,0.34369853138923645,0.1409356725146199,0.1652708202600479,0.2034754602872489,0.029723560866934652
neural_fold0_seed29_all_product_mse,eu-locality-110,selected,2043,249,0.34490275382995605,0.12187958883994127,0.15757304430007935,0.223841421515829,0.031488791275366766
neural_fold0_seed29_all_product_mse,eu-locality-119,population,5639,1704,0.3304651379585266,0.302181237808122,0.221156507730484,0.09499308307699585,0.02551839552992114
neural_fold0_seed29_all_product_mse,eu-locality-119,selected,1098,130,0.3337234556674957,0.11839708561020036,0.15028509497642517,0.21532639559148,0.03176138417043095
neural_fold0_seed29_all_product_mse,eu-locality-124,population,3550,807,0.34114378690719604,0.22732394366197184,0.1929057538509369,0.12008732040373374,0.028190856045449256
neural_fold0_seed29_all_product_mse,eu-locality-124,selected,564,63,0.32508739829063416,0.11170212765957446,0.14740027487277985,0.21350620676439708,0.024177950177387955
neural_fold0_seed29_all_hurdle,eu-locality-007,population,5526,1667,0.23699931800365448,0.3016648570394499,0.21241649985313416,0.09101511595734987,0.018404652796695554
neural_fold0_seed29_all_hurdle,eu-locality-007,selected,1737,371,0.16874480247497559,0.2135866436384571,0.17454688251018524,0.0758586805882163,0.018762270928780866
neural_fold0_seed29_all_hurdle,eu-locality-008,population,157961,44204,0.23998486995697021,0.27984122663189015,0.1727893203496933,0.06193524215926589,0.018549186308097314
neural_fold0_seed29_all_hurdle,eu-locality-008,selected,52879,6481,0.1777600646018982,0.12256283212617486,0.11179187148809433,0.06154072887012107,0.019284228644075876
neural_fold0_seed29_all_hurdle,eu-locality-020,population,1225,550,0.34610050916671753,0.4489795918367347,0.19076617062091827,0.12712762422707616,0.019613856493927075
neural_fold0_seed29_all_hurdle,eu-locality-020,selected,145,17,0.16969522833824158,0.11724137931034483,0.11959020793437958,0.08696857675396162,0.01321075470390406
neural_fold0_seed29_all_hurdle,eu-locality-048,population,8058,2800,0.2707321345806122,0.34748076445768183,0.20896850526332855,0.0787584968475261,0.017574468273102967
neural_fold0_seed29_all_hurdle,eu-locality-048,selected,2255,317,0.19631236791610718,0.14057649667405764,0.12765447795391083,0.06021217661527731,0.017981536648239427
neural_fold0_seed29_all_hurdle,eu-locality-067,population,6903,2422,0.2620576024055481,0.35086194408228305,0.22675591707229614,0.10157056683848498,0.017896817498712896
neural_fold0_seed29_all_hurdle,eu-locality-067,selected,1714,343,0.1937732994556427,0.2001166861143524,0.16210663318634033,0.03330911680743046,0.016700330650563623
neural_fold0_seed29_all_hurdle,eu-locality-110,population,8550,1205,0.23958472907543182,0.1409356725146199,0.12750542163848877,0.10008662924083352,0.018777653384193998
neural_fold0_seed29_all_hurdle,eu-locality-110,selected,3694,383,0.1996888965368271,0.1036816459122902,0.10500218719244003,0.09859638519153506,0.02118799787826974
neural_fold0_seed29_all_hurdle,eu-locality-119,population,5639,1704,0.26425036787986755,0.302181237808122,0.19766917824745178,0.05222188945483772,0.022156259746356963
neural_fold0_seed29_all_hurdle,eu-locality-119,selected,1796,232,0.2037150263786316,0.1291759465478842,0.11934036761522293,0.08172462073326908,0.01943296750001266
neural_fold0_seed29_all_hurdle,eu-locality-124,population,3550,807,0.298206090927124,0.22732394366197184,0.1617029309272766,0.0739238686796645,0.01921123735926705
neural_fold0_seed29_all_hurdle,eu-locality-124,selected,1082,109,0.19757454097270966,0.10073937153419593,0.10147298872470856,0.09946715164509587,0.013984229059260674
neural_fold0_seed29_easy_product_mse,eu-locality-007,population,5526,465,0.023801375180482864,0.08414766558089033,0.08043192327022552,0.060346290400407475,0.02097045040145165
neural_fold0_seed29_easy_product_mse,eu-locality-007,selected,2276,230,0.023413704708218575,0.10105448154657294,0.09617190062999725,0.07764077683835437,0.02239030746268742
neural_fold0_seed29_easy_product_mse,eu-locality-008,population,157961,7647,0.025666894391179085,0.04841068364976165,0.046652864664793015,0.022751483142678476,0.02389757029932641
neural_fold0_seed29_easy_product_mse,eu-locality-008,selected,58016,3717,0.02405587024986744,0.06406853281853282,0.061062779277563095,0.040016125109068795,0.026439496306900827
neural_fold0_seed29_easy_product_mse,eu-locality-020,population,1225,202,0.03395242244005203,0.16489795918367348,0.15248629450798035,0.13094553731533945,0.022193956975054985
neural_fold0_seed29_easy_product_mse,eu-locality-020,selected,173,14,0.008051915094256401,0.08092485549132948,0.07948735356330872,0.07287294039707308,0.004970359787626553
