view,locality,slice,rows,reference_pred,harm_pred,reference_actual,harm_actual
neural_fold0_seed17_all_product_mse,eu-locality-124,population,3550,28.152063369750977,3.0699355602264404,42.61348194213386,2.665158446331483
neural_fold0_seed17_all_product_mse,eu-locality-124,selected,472,19.91590118408203,0.21805965900421143,16.73723572589882,0.08844472296692205
neural_fold0_seed17_all_hurdle,eu-locality-007,population,5526,18.43478775024414,1.0155696868896484,13.731098649130544,1.3636854239269718
neural_fold0_seed17_all_hurdle,eu-locality-007,selected,1278,14.249405860900879,0.11783246695995331,8.16074098686052,0.3342104000100006
neural_fold0_seed17_all_hurdle,eu-locality-008,population,157961,26.947078704833984,2.0788488388061523,18.214515006924312,3.6625030508698213
neural_fold0_seed17_all_hurdle,eu-locality-008,selected,39606,16.79393196105957,0.11660636961460114,7.774972680267437,0.120785269285601
neural_fold0_seed17_all_hurdle,eu-locality-020,population,1225,15.750234603881836,1.6554522514343262,6.529874789510041,3.4185153079410417
neural_fold0_seed17_all_hurdle,eu-locality-020,selected,217,7.149997234344482,0.030987780541181564,2.9762107503854844,0.0868747670113862
neural_fold0_seed17_all_hurdle,eu-locality-048,population,8058,32.4580192565918,2.9415910243988037,26.698045849916557,4.41455534858953
neural_fold0_seed17_all_hurdle,eu-locality-048,selected,1693,19.147842407226562,0.15571710467338562,9.772329548477423,0.19540308249077645
neural_fold0_seed17_all_hurdle,eu-locality-067,population,6903,24.90273094177246,2.0802066326141357,29.01155393353873,3.00909479815102
neural_fold0_seed17_all_hurdle,eu-locality-067,selected,1241,18.713668823242188,0.1514107584953308,14.166152923904004,0.289718060958066
neural_fold0_seed17_all_hurdle,eu-locality-110,population,8550,25.27593994140625,1.455451250076294,30.697946977148565,0.9645959440405419
neural_fold0_seed17_all_hurdle,eu-locality-110,selected,2677,17.274883270263672,0.13999131321907043,9.856685780480376,0.05765766785625949
neural_fold0_seed17_all_hurdle,eu-locality-119,population,5639,26.04497718811035,1.8421128988265991,28.9468800380438,2.1602982466551466
neural_fold0_seed17_all_hurdle,eu-locality-119,selected,1145,16.910261154174805,0.14868035912513733,10.632487324475171,0.10184611084797446
neural_fold0_seed17_all_hurdle,eu-locality-124,population,3550,27.578405380249023,3.0718724727630615,42.61348194213386,2.665158446331483
neural_fold0_seed17_all_hurdle,eu-locality-124,selected,824,17.909503936767578,0.15571294724941254,17.03214115935851,0.09190334505192517
neural_fold0_seed17_easy_old,eu-locality-007,population,5526,0.814302347822692,0.04155115997493407,0.7150531000730783,0.09515704515280032
neural_fold0_seed17_easy_old,eu-locality-007,selected,339,1.4012672338761103,0.017111365466853667,0.9865125737151899,0.0779878697328777
neural_fold0_seed17_easy_old,eu-locality-008,population,157961,0.7479449461322096,0.03500113334475775,0.772520484965893,0.10615158084356123
neural_fold0_seed17_easy_old,eu-locality-008,selected,11646,1.2767923865195414,0.01804226692959859,1.227656705790212,0.018559775192538697
neural_fold0_seed17_easy_old,eu-locality-020,population,1225,0.6346946878353271,0.14029862476696606,0.9551284881322778,0.7508912159407349
neural_fold0_seed17_easy_old,eu-locality-020,selected,123,1.474990835458767,0.01124256961738602,1.1427664462460927,0.0015803178098375123
neural_fold0_seed17_easy_old,eu-locality-048,population,8058,0.5804706132048787,0.0421365441575142,0.5830876920964152,0.06849295084388149
neural_fold0_seed17_easy_old,eu-locality-048,selected,154,1.1946235181062252,0.0186232378518862,0.8819463794624514,0.16185299492232488
neural_fold0_seed17_easy_old,eu-locality-067,population,6903,0.5611219768622882,0.04803322228274008,0.4646461940217647,0.0614256585477076
neural_fold0_seed17_easy_old,eu-locality-067,selected,182,1.2449486671043763,0.013598249040005282,1.0277281787596395,0.01421490337238718
neural_fold0_seed17_easy_old,eu-locality-110,population,8550,0.7874280203065506,0.040855506257059915,0.7106936151634808,0.011626872650691308
neural_fold0_seed17_easy_old,eu-locality-110,selected,262,1.2136830474091835,0.018134609928221444,0.6905785615676799,0.007984522973763133
neural_fold0_seed17_easy_old,eu-locality-119,population,5639,0.6369830220077509,0.051423957190272,0.6896404096672981,0.11954689467817678
neural_fold0_seed17_easy_old,eu-locality-119,selected,91,1.4351487810222001,0.017533646202984306,1.4038960355804655,0.004864991633327285
neural_fold0_seed17_easy_old,eu-locality-124,population,3550,0.6738922971756225,0.06929382092907034,0.7299412652237124,0.025034008247332627
neural_fold0_seed17_easy_old,eu-locality-124,selected,103,1.4867612625499373,0.015480253236674596,1.2733834993528226,0.0014723670408143198
neural_fold0_seed17_easy_envelope,eu-locality-007,population,5526,0.8174423575401306,0.025860071182250977,0.7150531000730783,0.09515704515280032
neural_fold0_seed17_easy_envelope,eu-locality-007,selected,1309,1.1310925483703613,0.004370949696749449,1.0212732198154837,0.036123746689542977
neural_fold0_seed17_easy_envelope,eu-locality-008,population,157961,0.7557795643806458,0.04718993231654167,0.772520484965893,0.10615158084356123
neural_fold0_seed17_easy_envelope,eu-locality-008,selected,44577,1.0048373937606812,0.004456161521375179,1.2306653676333281,0.012290034219212919
neural_fold0_seed17_easy_envelope,eu-locality-020,population,1225,0.6861656308174133,0.07752835750579834,0.9551284881322778,0.7508912159407349
neural_fold0_seed17_easy_envelope,eu-locality-020,selected,206,1.2304539680480957,0.0016036826418712735,1.1214077569932148,0.016302982012746277
neural_fold0_seed17_easy_envelope,eu-locality-048,population,8058,0.5846045017242432,0.048780299723148346,0.5830876920964152,0.06849295084388149
neural_fold0_seed17_easy_envelope,eu-locality-048,selected,1810,0.9596671462059021,0.004925581160932779,1.2051978201874405,0.019167461838330242
neural_fold0_seed17_easy_envelope,eu-locality-067,population,6903,0.5655517578125,0.04974108934402466,0.4646461940217647,0.0614256585477076
neural_fold0_seed17_easy_envelope,eu-locality-067,selected,1228,0.9115874767303467,0.004853082820773125,1.0683078525241807,0.01628210993214661
neural_fold0_seed17_easy_envelope,eu-locality-110,population,8550,0.7816373109817505,0.026118850335478783,0.7106936151634808,0.011626872650691308
neural_fold0_seed17_easy_envelope,eu-locality-110,selected,3152,0.936852216720581,0.005599134601652622,1.1087621340183347,0.010896158710949509
neural_fold0_seed17_easy_envelope,eu-locality-119,population,5639,0.6373343467712402,0.037380997091531754,0.6896404096672981,0.11954689467817678
neural_fold0_seed17_easy_envelope,eu-locality-119,selected,1268,0.9432525038719177,0.005600694101303816,1.2205974035311224,0.01216302635600224
neural_fold0_seed17_easy_envelope,eu-locality-124,population,3550,0.6788038015365601,0.05445098504424095,0.7299412652237124,0.025034008247332627
neural_fold0_seed17_easy_envelope,eu-locality-124,selected,857,0.9974067807197571,0.005777616053819656,1.3308813876454357,0.015575342400674689
neural_fold0_seed17_easy_product_mse,eu-locality-007,population,5526,0.8057219982147217,0.026581741869449615,0.7150531000730783,0.09515704515280032
neural_fold0_seed17_easy_product_mse,eu-locality-007,selected,1887,0.8504998087882996,0.0028527663089334965,0.7550266938386516,0.07653801343076715
neural_fold0_seed17_easy_product_mse,eu-locality-008,population,157961,0.746129035949707,0.09390062093734741,0.772520484965893,0.10615158084356123
neural_fold0_seed17_easy_product_mse,eu-locality-008,selected,50167,0.8171730637550354,0.0028385911136865616,0.9975677526147003,0.046140261011023746
