policy,comparison,subset,locality,rows,model_error,reference_error,gain_percent,model_p95,model_p99,reference_p95
cv_targets__original,ADE_vs_floor,all,eu-locality-007,5526,13.616516067018418,13.651809360309718,0.25852465676754477,45.83062605295613,80.22724394770805,45.89358032936613
cv_targets__original,ADE_vs_floor,all,eu-locality-074,102348,19.650364815140165,19.68575278231391,0.1797643583411057,64.50119197197913,132.82571837209403,64.65958366924889
cv_targets__original,ADE_vs_floor,all,eu-locality-082,1368,13.496562702154101,13.590572422275391,0.6917274504729898,51.77887705037489,101.91283477915022,51.77887705037489
cv_targets__original,ADE_vs_floor,all,eu-locality-110,8550,30.475392907559264,30.533943409325204,0.19175545386010961,121.68449105426859,270.73137899676516,121.9052045177577
cv_targets__original,ADE_vs_floor,all,eu-locality-112,5004,24.549406072662546,24.586501362414754,0.15087665058728383,86.2710070848162,186.18759729912014,86.2710070848162
cv_targets__original,ADE_vs_floor,all,eu-locality-119,5639,28.881844597129252,28.889273119630527,0.025713774349789276,114.3522798565831,201.6878989025234,114.3522798565831
cv_targets__original,ADE_vs_floor,all,eu-locality-124,3550,42.47835850927945,42.53608880418179,0.1357207409644512,186.45287792257716,344.5055271166482,186.45287792257716
cv_targets__original,ADE_vs_floor,all,eu-locality-126,5790,19.77119535404019,19.773962499448388,0.013993884171037418,86.5533275336093,157.09863889864567,86.5533275336093
cv_targets__original,ADE_vs_floor,easy,eu-locality-007,1784,1.3657835832376832,1.3739891522696979,0.5972077012733168,3.10114446630758,3.415136275877181,3.10114446630758
cv_targets__original,ADE_vs_floor,easy,eu-locality-074,17176,1.951397746032331,1.9545704980787664,0.1623247690249019,3.230653377939756,3.423953314184988,3.230653377939756
cv_targets__original,ADE_vs_floor,easy,eu-locality-082,515,1.5528087426012536,1.5752770827102585,1.4263103523570742,3.032126970856838,3.395797043619774,3.0267587675843264
cv_targets__original,ADE_vs_floor,easy,eu-locality-110,2009,1.7451459371688778,1.749493174865365,0.2484855476399206,3.0932979341652325,3.3318667373158357,3.0932979341652325
cv_targets__original,ADE_vs_floor,easy,eu-locality-112,575,2.0223032353483026,2.0302808156616927,0.3929298967832784,3.253974590137463,3.417756753130131,3.253974590137463
cv_targets__original,ADE_vs_floor,easy,eu-locality-119,1323,1.7842974538447618,1.807827181002418,1.3015473716137649,3.1446790575108015,3.397289653333886,3.1455851604756813
cv_targets__original,ADE_vs_floor,easy,eu-locality-124,739,1.8815941505539762,1.9039573829003584,1.1745658042154106,3.132432246139888,3.372527110065305,3.132432246139888
