policy,comparison,subset,locality,rows,model_error,reference_error,gain_percent,model_p95,model_p99,reference_p95
cv_targets__original,ADE_vs_floor,all,eu-locality-008,157961,17.981625395022004,18.02690719715703,0.2511900773648379,63.85471877568163,131.2795710962386,63.84468641001397
cv_targets__original,ADE_vs_floor,all,eu-locality-020,1225,6.431653079174948,6.484840682462145,0.8201836543346275,20.950455289077674,42.958840384020256,20.950455289077674
cv_targets__original,ADE_vs_floor,all,eu-locality-048,8058,26.56070978589063,26.575321690893052,0.054982984486051656,89.53631371759984,160.11545465691114,89.53631371759984
cv_targets__original,ADE_vs_floor,all,eu-locality-067,6903,28.86333032216346,28.90517532819407,0.1447664840482532,92.98245834274,168.56927310186109,92.98245834274
cv_targets__original,ADE_vs_floor,all,eu-locality-074,102348,19.486411222010407,19.5572393804789,0.3621582631912368,64.24238888705668,132.2269274505699,64.39657188319329
cv_targets__original,ADE_vs_floor,all,eu-locality-082,1368,13.546816648935756,13.580559388525264,0.2484635472233876,51.77887705037489,101.91283477915022,51.77887705037489
cv_targets__original,ADE_vs_floor,all,eu-locality-112,5004,24.337483846420255,24.379039089256555,0.17045480211158592,86.2710070848162,185.7800808901213,86.2710070848162
cv_targets__original,ADE_vs_floor,all,eu-locality-126,5790,19.66182993234836,19.677511045156184,0.07969052982278457,86.5533275336093,157.09863889864567,86.5533275336093
cv_targets__original,ADE_vs_floor,easy,eu-locality-008,39889,1.6459262288968093,1.71309009137252,3.9206264056958817,3.0471185051483243,3.335689911595577,3.095109654741362
cv_targets__original,ADE_vs_floor,easy,eu-locality-020,593,1.2311810044905194,1.2552587319016983,1.9181485696340483,3.0318566298574696,3.377221877991791,3.0374597378190935
cv_targets__original,ADE_vs_floor,easy,eu-locality-048,1582,1.641021011904555,1.682188396481551,2.4472517265664906,3.0743694701381585,3.3586104509577224,3.089778592981668
cv_targets__original,ADE_vs_floor,easy,eu-locality-067,1219,1.5943454567729631,1.6103670755762431,0.9949047671349631,3.113645588465504,3.3448505278100407,3.1246994824291634
cv_targets__original,ADE_vs_floor,easy,eu-locality-074,17048,1.901083322832437,1.9674343051415686,3.3724624062787756,3.2153544633836084,3.4351668228861327,3.2443983953766256
cv_targets__original,ADE_vs_floor,easy,eu-locality-082,513,1.5525758595299863,1.5783418866695487,1.632474393360428,2.989965853556286,3.3963414460134995,2.993588685393693
cv_targets__original,ADE_vs_floor,easy,eu-locality-112,571,1.986716664684811,2.019496342291351,1.623161028821063,3.17721187207332,3.3512280546331503,3.1971800758576476
cv_targets__original,ADE_vs_floor,easy,eu-locality-126,2160,1.3773415289619286,1.4094588823089196,2.278700978802417,2.9510223271443903,3.224340694877394,2.9703261774895435
cv_targets__original,ADE_vs_floor,hard,eu-locality-008,28100,60.56912134206839,60.56736971196142,-0.002892035951540528,138.18886517744366,231.00032096955294,138.18886517744366
cv_targets__original,ADE_vs_floor,hard,eu-locality-020,30,43.81825835804657,43.81825835804657,0.0,64.04793996418368,69.65016417684733,64.04793996418368
cv_targets__original,ADE_vs_floor,hard,eu-locality-048,2478,63.84794309035531,63.84773892148025,-0.00031977463650356697,138.4648918912711,219.8528418739297,138.4648918912711
