policy,comparison,subset,locality,rows,model_error,reference_error,gain_percent,model_p95,model_p99,reference_p95
cv_targets__stop,ADE_vs_floor,all,eu-locality-007,5526,13.603173422665895,13.64789830589558,0.32770527906385016,45.980618780176684,80.22724394770805,46.043806660168336
cv_targets__stop,ADE_vs_floor,all,eu-locality-008,157961,17.984799249211367,18.01946869067815,0.19239990957512498,63.87058491799408,131.398306991468,63.87110052866994
cv_targets__stop,ADE_vs_floor,all,eu-locality-020,1225,6.453617384351892,6.506789818623793,0.8171838303384305,20.950455289077674,42.958840384020256,20.950455289077674
cv_targets__stop,ADE_vs_floor,all,eu-locality-048,8058,26.55049447271755,26.56803914779497,0.0660367706469489,89.55098636922551,160.18716362070072,89.55098636922551
cv_targets__stop,ADE_vs_floor,all,eu-locality-067,6903,28.8849074982582,28.924116458647177,0.13555802281820517,93.15038154789627,168.56927310186109,93.15038154789627
cv_targets__stop,ADE_vs_floor,all,eu-locality-110,8550,30.3517246069878,30.401031696246584,0.16218886829708623,121.68449105426859,272.09246013351503,121.9052045177577
cv_targets__stop,ADE_vs_floor,all,eu-locality-119,5639,28.843990326551637,28.86229479722535,0.0634200114797201,114.45336587739244,201.6878989025234,114.45336587739244
cv_targets__stop,ADE_vs_floor,all,eu-locality-124,3550,42.401122485660196,42.44684261854885,0.10771150471549085,186.18276158812444,344.5055271166482,186.18276158812444
cv_targets__stop,ADE_vs_floor,easy,eu-locality-007,2133,1.766989263584864,1.811840789257669,2.475467267252607,4.215481671555551,4.726064642309346,4.2311151932019575
cv_targets__stop,ADE_vs_floor,easy,eu-locality-008,52276,2.1412847755476196,2.2200121030134605,3.5462566784647653,4.226689725563478,4.634052713349412,4.2501406752232125
cv_targets__stop,ADE_vs_floor,easy,eu-locality-020,695,1.6270857135376815,1.6710333648543638,2.6299685117605387,4.2930456589077775,4.6911016198562985,4.2930456589077775
cv_targets__stop,ADE_vs_floor,easy,eu-locality-048,2050,2.1264974419496947,2.1848527331144614,2.6709027240285677,4.2716107997962185,4.688295113900718,4.2902832393824175
