policy,comparison,subset,locality,rows,model_error,reference_error,gain_percent,model_p95,model_p99,reference_p95
cv_targets__stop,ADE_vs_floor,all,eu-locality-007,5526,12.946367972577319,13.009232956776776,0.48323359577252534,44.51931535558221,77.2831555301788,44.93701519386373
cv_targets__stop,ADE_vs_floor,all,eu-locality-074,102348,18.880183994303643,18.982720535152364,0.5401572480553729,62.66150665923259,129.00983271306154,62.92608046476736
cv_targets__stop,ADE_vs_floor,all,eu-locality-082,1368,13.177599861403605,13.261231317567818,0.6306462360958998,51.02473347103528,100.89176991053361,51.02473347103528
cv_targets__stop,ADE_vs_floor,all,eu-locality-110,8550,29.338807487296414,29.596738281326978,0.8714838492635435,117.99667018094804,260.305669724724,119.569030928282
cv_targets__stop,ADE_vs_floor,all,eu-locality-112,5004,23.955720842004993,23.989720817224406,0.14172726510014444,84.24891982432871,184.63921224037153,84.24891982432871
cv_targets__stop,ADE_vs_floor,all,eu-locality-119,5639,28.323599478145578,28.35093096840462,0.09640420728864729,112.91699889427304,200.07679764830758,112.91699889427304
cv_targets__stop,ADE_vs_floor,all,eu-locality-124,3550,41.36151347134676,41.657644531618836,0.7108684698850509,181.81728158800658,333.55000293878123,183.18673156958803
cv_targets__stop,ADE_vs_floor,all,eu-locality-126,5790,19.01991282036434,19.03639803522713,0.08659839341604858,83.61853891093594,153.3589935989857,83.61853891093594
cv_targets__stop,ADE_vs_floor,easy,eu-locality-007,1784,1.36724491511866,1.3797446349076723,0.9059444387583104,3.0823492132546644,3.512509749656365,3.078958833845241
cv_targets__stop,ADE_vs_floor,easy,eu-locality-074,17176,1.9401792434600242,1.9783684949577367,1.9303406617647512,3.3397167075219563,4.5994761929682895,3.2779761953226334
cv_targets__stop,ADE_vs_floor,easy,eu-locality-082,515,1.5499363185965738,1.5690126551102537,1.2158178872266223,3.0267587675843264,3.3983598914660265,3.0267587675843264
cv_targets__stop,ADE_vs_floor,easy,eu-locality-110,2009,1.7617823367159149,1.7409828397591807,-1.1946985623138673,3.1410086582563976,3.5900946845024637,3.0801809974157854
cv_targets__stop,ADE_vs_floor,easy,eu-locality-112,575,2.01912471893671,2.0194109919720487,0.014176066015136879,3.204095412979926,4.050912523158226,3.1766595656107333
cv_targets__stop,ADE_vs_floor,easy,eu-locality-119,1323,1.7493989003703772,1.8113641014679855,3.420913611315912,3.1473173357340496,3.6036128274896226,3.1130605242341036
cv_targets__stop,ADE_vs_floor,easy,eu-locality-124,739,1.873641773925802,1.8951517982545545,1.1350027131633134,3.1203957752312315,3.382570867105653,3.1013688967242374
cv_targets__stop,ADE_vs_floor,easy,eu-locality-126,2167,1.3974622268137953,1.4068977032793626,0.670658317486339,2.964803974728191,3.3920125003403236,2.964803974728191
cv_targets__stop,ADE_vs_floor,hard,eu-locality-007,1057,38.59422432367637,38.873131607195276,0.7174808717167469,77.85223957053572,112.04683381609054,79.59556526967263
cv_targets__stop,ADE_vs_floor,hard,eu-locality-074,26162,49.2370252575808,49.596384026995054,0.7245664708513067,117.18319019751031,212.58188308156505,118.32473224324485
cv_targets__stop,ADE_vs_floor,hard,eu-locality-082,245,46.60706851546792,46.805631900012905,0.42422968451565346,102.84492248432812,169.5400402883042,102.84492248432812
cv_targets__stop,ADE_vs_floor,hard,eu-locality-110,2779,75.7756775155391,76.55330427316757,1.015797769948168,214.67222398484313,380.302674112872,217.7895967541795
cv_targets__stop,ADE_vs_floor,hard,eu-locality-112,1522,58.106621665055485,58.168215245503696,0.10588872322839782,156.09076825692148,273.8161229399875,156.09076825692148
cv_targets__stop,ADE_vs_floor,hard,eu-locality-119,1922,68.8646369612999,68.88390197167553,0.027967362219916136,173.15048247872713,274.8305239891827,173.15048247872713
cv_targets__stop,ADE_vs_floor,hard,eu-locality-124,1375,95.51170140830074,96.16337273765244,0.6776710412701004,271.53074393806423,446.42620010544863,274.49169803893716
cv_targets__stop,ADE_vs_floor,hard,eu-locality-126,1386,62.03294734141937,62.02758702945196,-0.00864181926805152,148.87193063177466,226.69528204190547,148.87193063177466
cv_targets__stop,ADE_vs_floor,complete,eu-locality-007,2882,12.853310546236036,12.916530116932837,0.4894470118869121,45.47448265068489,77.84836732115994,46.10523368271999
cv_targets__stop,ADE_vs_floor,complete,eu-locality-074,67309,18.49975846489639,18.60485343534371,0.5648793247017392,61.141037149272925,127.38719885996629,61.2823759940772
cv_targets__stop,ADE_vs_floor,complete,eu-locality-082,582,10.03205486690199,10.142203980169757,1.0860471105011538,48.19172118275565,88.77064559267427,48.19172118275565
cv_targets__stop,ADE_vs_floor,complete,eu-locality-110,5804,27.106688956663124,27.447500999710897,1.2416869683377074,112.50157360178385,258.6419853064315,114.8277381508773
cv_targets__stop,ADE_vs_floor,complete,eu-locality-112,2417,20.216020504137585,20.261775568536724,0.22581961903767045,69.68715616447264,166.24601331759155,69.68715616447264
cv_targets__stop,ADE_vs_floor,complete,eu-locality-119,3148,27.662481845833334,27.700454539475597,0.13708328716465212,107.57880410583122,201.11976424901218,107.57880410583122
cv_targets__stop,ADE_vs_floor,complete,eu-locality-124,2077,37.392620709865156,37.66480563863539,0.7226505597337729,171.50287382770406,315.79700044017295,173.47645938279405
cv_targets__stop,ADE_vs_floor,complete,eu-locality-126,3637,18.5528485596033,18.569668149445636,0.09057560806673415,80.65314730826648,154.7254474598112,80.6506713700502
cv_targets__stop,ADE_vs_stop,all,eu-locality-007,5526,12.946367972577319,12.946367972577319,0.0,44.51931535558221,77.2831555301788,44.51931535558221
cv_targets__stop,ADE_vs_stop,all,eu-locality-074,102348,18.880183994303643,18.880183994303643,0.0,62.66150665923259,129.00983271306154,62.66150665923259
cv_targets__stop,ADE_vs_stop,all,eu-locality-082,1368,13.177599861403605,13.177599861403605,0.0,51.02473347103528,100.89176991053361,51.02473347103528
cv_targets__stop,ADE_vs_stop,all,eu-locality-110,8550,29.338807487296414,29.338807487296414,0.0,117.99667018094804,260.305669724724,117.99667018094804
cv_targets__stop,ADE_vs_stop,all,eu-locality-112,5004,23.955720842004993,23.955720842004993,0.0,84.24891982432871,184.63921224037153,84.24891982432871
cv_targets__stop,ADE_vs_stop,all,eu-locality-119,5639,28.323599478145578,28.323599478145578,0.0,112.91699889427304,200.07679764830758,112.91699889427304
cv_targets__stop,ADE_vs_stop,all,eu-locality-124,3550,41.36151347134676,41.36151347134676,0.0,181.81728158800658,333.55000293878123,181.81728158800658
cv_targets__stop,ADE_vs_stop,all,eu-locality-126,5790,19.01991282036434,19.01991282036434,0.0,83.61853891093594,153.3589935989857,83.61853891093594
cv_targets__stop,ADE_vs_stop,easy,eu-locality-007,1784,1.36724491511866,1.36724491511866,0.0,3.0823492132546644,3.512509749656365,3.0823492132546644
cv_targets__stop,ADE_vs_stop,easy,eu-locality-074,17176,1.9401792434600242,1.9401792434600242,0.0,3.3397167075219563,4.5994761929682895,3.3397167075219563
cv_targets__stop,ADE_vs_stop,easy,eu-locality-082,515,1.5499363185965738,1.5499363185965738,0.0,3.0267587675843264,3.3983598914660265,3.0267587675843264
cv_targets__stop,ADE_vs_stop,easy,eu-locality-110,2009,1.7617823367159149,1.7617823367159149,0.0,3.1410086582563976,3.5900946845024637,3.1410086582563976
cv_targets__stop,ADE_vs_stop,easy,eu-locality-112,575,2.01912471893671,2.01912471893671,0.0,3.204095412979926,4.050912523158226,3.204095412979926
cv_targets__stop,ADE_vs_stop,easy,eu-locality-119,1323,1.7493989003703772,1.7493989003703772,0.0,3.1473173357340496,3.6036128274896226,3.1473173357340496
cv_targets__stop,ADE_vs_stop,easy,eu-locality-124,739,1.873641773925802,1.873641773925802,0.0,3.1203957752312315,3.382570867105653,3.1203957752312315
cv_targets__stop,ADE_vs_stop,easy,eu-locality-126,2167,1.3974622268137953,1.3974622268137953,0.0,2.964803974728191,3.3920125003403236,2.964803974728191
cv_targets__stop,ADE_vs_stop,hard,eu-locality-007,1057,38.59422432367637,38.59422432367637,0.0,77.85223957053572,112.04683381609054,77.85223957053572
cv_targets__stop,ADE_vs_stop,hard,eu-locality-074,26162,49.2370252575808,49.2370252575808,0.0,117.18319019751031,212.58188308156505,117.18319019751031
cv_targets__stop,ADE_vs_stop,hard,eu-locality-082,245,46.60706851546792,46.60706851546792,0.0,102.84492248432812,169.5400402883042,102.84492248432812
cv_targets__stop,ADE_vs_stop,hard,eu-locality-110,2779,75.7756775155391,75.7756775155391,0.0,214.67222398484313,380.302674112872,214.67222398484313
cv_targets__stop,ADE_vs_stop,hard,eu-locality-112,1522,58.106621665055485,58.106621665055485,0.0,156.09076825692148,273.8161229399875,156.09076825692148
cv_targets__stop,ADE_vs_stop,hard,eu-locality-119,1922,68.8646369612999,68.8646369612999,0.0,173.15048247872713,274.8305239891827,173.15048247872713
