seed,candidate,arm,subset,metric,status,count,baseline_error,selected_error,improvement_pct,degradation_fraction,mean_excess_over_floor,switch_rate_valid_labels
17,seed17_ridge_moderate,floor,all,fde,evaluated,33690,3.1558455469375857,3.1558455469375857,0.0,-0.0,0.0,0.0
17,seed17_ridge_moderate,floor,full_path_defined_easy,ade,evaluated,4359,0.001532864067341749,0.001532864067341749,0.0,-0.0,0.0,0.0
17,seed17_ridge_moderate,floor,full_path_defined_easy,fde,evaluated,4359,0.0024195038009013786,0.0024195038009013786,0.0,-0.0,0.0,0.0
17,seed17_ridge_moderate,floor,full_path_defined_hard,ade,evaluated,16040,3.4564539436101334,3.4564539436101334,0.0,-0.0,0.0,0.0
17,seed17_ridge_moderate,floor,full_path_defined_hard,fde,evaluated,16040,6.4185937859578654,6.4185937859578654,0.0,-0.0,0.0,0.0
17,seed17_ridge_moderate,independent,all,ade,evaluated,33686,1.693476048391338,1.781952981541742,-5.224575407160309,0.05224575407160309,0.08847693315040406,0.11835777474321676
17,seed17_ridge_moderate,independent,all,fde,evaluated,33690,3.1558455469375857,3.1804951594202184,-0.7810779113240379,0.007810779113240379,0.024649612482632755,0.11834372217275156
17,seed17_ridge_moderate,independent,full_path_defined_easy,ade,evaluated,4359,0.001532864067341749,0.5576180814048757,-36277.52970306634,362.7752970306634,0.5560852173375339,0.09314062858453774
17,seed17_ridge_moderate,independent,full_path_defined_easy,fde,evaluated,4359,0.0024195038009013786,0.17349700943460988,-7070.768211646293,70.70768211646293,0.1710775056337085,0.09314062858453774
17,seed17_ridge_moderate,independent,full_path_defined_hard,ade,evaluated,16040,3.4564539436101334,3.4810857951466976,-0.7126335816538379,0.00712633581653838,0.02463185153656422,0.14351620947630922
17,seed17_ridge_moderate,independent,full_path_defined_hard,fde,evaluated,16040,6.4185937859578654,6.420725376428149,-0.03320961789086889,0.0003320961789086889,0.002131590470283662,0.14351620947630922
17,seed17_ridge_moderate,independent_count_reference,all,ade,evaluated,33686,1.693476048391338,1.781952981541742,-5.224575407160309,0.05224575407160309,0.08847693315040406,0.11835777474321676
17,seed17_ridge_moderate,independent_count_reference,all,fde,evaluated,33690,3.1558455469375857,3.1804951594202184,-0.7810779113240379,0.007810779113240379,0.024649612482632755,0.11834372217275156
17,seed17_ridge_moderate,independent_count_reference,full_path_defined_easy,ade,evaluated,4359,0.001532864067341749,0.5576180814048757,-36277.52970306634,362.7752970306634,0.5560852173375339,0.09314062858453774
17,seed17_ridge_moderate,independent_count_reference,full_path_defined_easy,fde,evaluated,4359,0.0024195038009013786,0.17349700943460988,-7070.768211646293,70.70768211646293,0.1710775056337085,0.09314062858453774
17,seed17_ridge_moderate,independent_count_reference,full_path_defined_hard,ade,evaluated,16040,3.4564539436101334,3.4810857951466976,-0.7126335816538379,0.00712633581653838,0.02463185153656422,0.14351620947630922
17,seed17_ridge_moderate,independent_count_reference,full_path_defined_hard,fde,evaluated,16040,6.4185937859578654,6.420725376428149,-0.03320961789086889,0.0003320961789086889,0.002131590470283662,0.14351620947630922
17,seed17_ridge_moderate,joint,all,ade,evaluated,33686,1.693476048391338,1.781952981541742,-5.224575407160309,0.05224575407160309,0.08847693315040406,0.11835777474321676
17,seed17_ridge_moderate,joint,all,fde,evaluated,33690,3.1558455469375857,3.1804951594202184,-0.7810779113240379,0.007810779113240379,0.024649612482632755,0.11834372217275156
17,seed17_ridge_moderate,joint,full_path_defined_easy,ade,evaluated,4359,0.001532864067341749,0.5576180814048757,-36277.52970306634,362.7752970306634,0.5560852173375339,0.09314062858453774
17,seed17_ridge_moderate,joint,full_path_defined_easy,fde,evaluated,4359,0.0024195038009013786,0.17349700943460988,-7070.768211646293,70.70768211646293,0.1710775056337085,0.09314062858453774
