tag,arm,seed,pair,parameters,fitting_prior,start_BCE,end_BCE,start_Brier,end_Brier,fit_seconds
fold1_seed43_controller2_motion_only_eu-locality-048,linear,43,motion_only,400,0.030161590163009094,0.15263770520687103,0.10188377648591995,0.0339452363550663,0.025607163086533546,0.6058404579816852
fold1_seed43_controller2_motion_only_eu-locality-048,mlp,43,motion_only,12833,0.030161590163009094,0.15263770520687103,0.09884519875049591,0.0339452363550663,0.01949705183506012,1.1816185419738758
fold1_seed43_controller2_motion_only_eu-locality-067,linear,43,motion_only,400,0.022103590834894507,0.1259750872850418,0.07307489216327667,0.026623528450727463,0.01903574727475643,0.5972051249991637
fold1_seed43_controller2_motion_only_eu-locality-067,mlp,43,motion_only,12833,0.022103590834894507,0.1259750872850418,0.04537590220570564,0.026623528450727463,0.012892406433820724,1.0911156669899356
fold2_seed17_controller0_full_eu-locality-074,linear,17,full,400,0.06966606631499199,0.2544498145580292,0.16046318411827087,0.06536906957626343,0.04471726715564728,0.5230530420085415
fold2_seed17_controller0_full_eu-locality-074,mlp,17,full,12833,0.06966606631499199,0.2544498145580292,0.11734773963689804,0.06536906957626343,0.03709147125482559,1.4887390410003718
fold2_seed17_controller0_full_eu-locality-082,linear,17,full,400,0.0662782425176472,0.2752421796321869,0.22549016773700714,0.07216183841228485,0.0614437535405159,0.6048310420010239
fold2_seed17_controller0_full_eu-locality-082,mlp,17,full,12833,0.0662782425176472,0.2752421796321869,0.20010729134082794,0.07216183841228485,0.05567770451307297,0.9765197079977952
fold2_seed17_controller0_full_eu-locality-112,linear,17,full,400,0.08763172523521429,0.2839025557041168,0.23133043944835663,0.07533349841833115,0.06466534733772278,0.5859279579890426
fold2_seed17_controller0_full_eu-locality-112,mlp,17,full,12833,0.08763172523521429,0.2839025557041168,0.2077902853488922,0.07533349841833115,0.05790089815855026,1.1862072089861613
fold2_seed17_controller0_full_eu-locality-126,linear,17,full,400,0.06015852726379042,0.21236521005630493,0.15740421414375305,0.05172671377658844,0.04028210788965225,0.5772065840137657
fold2_seed17_controller0_full_eu-locality-126,mlp,17,full,12833,0.06015852726379042,0.21236521005630493,0.12697584927082062,0.05172671377658844,0.03205210715532303,1.2097212090156972
fold2_seed17_controller0_motion_only_eu-locality-074,linear,17,motion_only,400,0.005768810947643022,0.025900714099407196,0.0268551055341959,0.0038944592233747244,0.00394555414095521,0.5134242500062101
fold2_seed17_controller0_motion_only_eu-locality-074,mlp,17,motion_only,12833,0.005768810947643022,0.025900714099407196,0.01347512286156416,0.0038944592233747244,0.004105611704289913,1.2791776250232942
fold2_seed17_controller0_motion_only_eu-locality-082,linear,17,motion_only,400,0.016632858994946195,0.14426031708717346,0.12155455350875854,0.030487094074487686,0.0290490984916687,0.6240148750075605
fold2_seed17_controller0_motion_only_eu-locality-082,mlp,17,motion_only,12833,0.016632858994946195,0.14426031708717346,0.11436406522989273,0.030487094074487686,0.028649406507611275,1.7300770829897374
fold2_seed17_controller0_motion_only_eu-locality-112,linear,17,motion_only,400,0.017182152573013358,0.12797951698303223,0.11311598122119904,0.026699326932430267,0.025547651574015617,0.5888580000028014
fold2_seed17_controller0_motion_only_eu-locality-112,mlp,17,motion_only,12833,0.017182152573013358,0.12797951698303223,0.09591130912303925,0.026699326932430267,0.024573495611548424,0.957182708021719
fold2_seed17_controller0_motion_only_eu-locality-126,linear,17,motion_only,400,0.018332051945133154,0.15844528377056122,0.12668901681900024,0.034203335642814636,0.031968433409929276,0.5754585829854477
fold2_seed17_controller0_motion_only_eu-locality-126,mlp,17,motion_only,12833,0.018332051945133154,0.15844528377056122,0.1022731214761734,0.034203335642814636,0.028910014778375626,1.3039729169977363
fold2_seed17_controller1_full_eu-locality-007,linear,17,full,400,0.04954105330726369,0.154666930437088,0.11461961269378662,0.034127213060855865,0.02935732714831829,0.5253197920101229
fold2_seed17_controller1_full_eu-locality-007,mlp,17,full,12833,0.04954105330726369,0.154666930437088,0.090692900121212,0.034127213060855865,0.026602404192090034,1.3575988330121618
fold2_seed17_controller1_full_eu-locality-110,linear,17,full,400,0.051194098162656174,0.18940633535385132,0.14960788190364838,0.0446963869035244,0.03950253874063492,0.5250915419892408
fold2_seed17_controller1_full_eu-locality-110,mlp,17,full,12833,0.051194098162656174,0.18940633535385132,0.12878549098968506,0.0446963869035244,0.0353270024061203,1.543023208010709
fold2_seed17_controller1_full_eu-locality-119,linear,17,full,400,0.05610362279734643,0.15697839856147766,0.11872406303882599,0.034359075129032135,0.030309230089187622,0.5197412089910358
fold2_seed17_controller1_full_eu-locality-119,mlp,17,full,12833,0.05610362279734643,0.15697839856147766,0.1060844361782074,0.034359075129032135,0.03257153928279877,1.3100040830031503
fold2_seed17_controller1_full_eu-locality-124,linear,17,full,400,0.05934567778968998,0.21229194104671478,0.1622123122215271,0.05171848461031914,0.04586063325405121,0.5246240829874296
fold2_seed17_controller1_full_eu-locality-124,mlp,17,full,12833,0.05934567778968998,0.21229194104671478,0.1474258303642273,0.05171848461031914,0.04534043371677399,1.1507615000009537
fold2_seed17_controller1_motion_only_eu-locality-007,linear,17,motion_only,400,0.008119078710373099,0.06446513533592224,0.05032195895910263,0.01159437745809555,0.011067332699894905,0.5243865409865975
fold2_seed17_controller1_motion_only_eu-locality-007,mlp,17,motion_only,12833,0.008119078710373099,0.06446513533592224,0.029155630618333817,0.01159437745809555,0.007749018259346485,1.1313554999942426
fold2_seed17_controller1_motion_only_eu-locality-110,linear,17,motion_only,400,0.006816260926304208,0.04575853794813156,0.04047942906618118,0.007752454839646816,0.007591841742396355,0.5185762920009438
fold2_seed17_controller1_motion_only_eu-locality-110,mlp,17,motion_only,12833,0.006816260926304208,0.04575853794813156,0.021306399255990982,0.007752454839646816,0.006124057341367006,1.2392298750055488
fold2_seed17_controller1_motion_only_eu-locality-119,linear,17,motion_only,400,0.005179582839365537,0.025731662288308144,0.020188912749290466,0.003892612410709262,0.003730712691321969,0.5245653750025667
fold2_seed17_controller1_motion_only_eu-locality-119,mlp,17,motion_only,12833,0.005179582839365537,0.025731662288308144,0.011744166724383831,0.003892612410709262,0.0033146156929433346,1.3855509169807192
fold2_seed17_controller1_motion_only_eu-locality-124,linear,17,motion_only,400,0.006130422733296403,0.04590196534991264,0.034849267452955246,0.00775429792702198,0.007458331063389778,0.5158334159932565
fold2_seed17_controller1_motion_only_eu-locality-124,mlp,17,motion_only,12833,0.006130422733296403,0.04590196534991264,0.014531727880239487,0.00775429792702198,0.0043547931127250195,1.0594619589974172
fold2_seed29_controller0_full_eu-locality-074,linear,29,full,400,0.06462482174825852,0.22339048981666565,0.12332499027252197,0.05519690364599228,0.03409792482852936,0.5171140829916112
fold2_seed29_controller0_full_eu-locality-074,mlp,29,full,12833,0.06462482174825852,0.22339048981666565,0.0630660206079483,0.05519690364599228,0.019054124131798744,1.229930208006408
fold2_seed29_controller0_full_eu-locality-082,linear,29,full,400,0.049604840739116654,0.1546863317489624,0.10226204991340637,0.034129053354263306,0.024782977998256683,0.5885132910043467
fold2_seed29_controller0_full_eu-locality-082,mlp,29,full,12833,0.049604840739116654,0.1546863317489624,0.07832138985395432,0.034129053354263306,0.01971973106265068,0.9951393340015784
fold2_seed29_controller0_full_eu-locality-112,linear,29,full,400,0.07758727741317792,0.25482749938964844,0.16880621016025543,0.06542156636714935,0.04570555314421654,0.595785125013208
fold2_seed29_controller0_full_eu-locality-112,mlp,29,full,12833,0.07758727741317792,0.25482749938964844,0.12564805150032043,0.06542156636714935,0.03313932567834854,1.70091383298859
fold2_seed29_controller0_full_eu-locality-126,linear,29,full,400,0.06364035525755911,0.2548084855079651,0.15845990180969238,0.06541316211223602,0.04287028685212135,0.5872896669898182
fold2_seed29_controller0_full_eu-locality-126,mlp,29,full,12833,0.06364035525755911,0.2548084855079651,0.12162142992019653,0.06541316211223602,0.030374675989151,1.2179805840132758
fold2_seed29_controller0_motion_only_eu-locality-074,linear,29,motion_only,400,0.007301279298671123,0.026517009362578392,0.03494232892990112,0.0039025170262902975,0.004589670337736607,0.5194602500123437
fold2_seed29_controller0_motion_only_eu-locality-074,mlp,29,motion_only,12833,0.007301279298671123,0.026517009362578392,0.01665722206234932,0.0039025170262902975,0.0037639308720827103,1.2195434999885038
fold2_seed29_controller0_motion_only_eu-locality-082,linear,29,motion_only,400,0.016469935042293084,0.09648251533508301,0.09156571328639984,0.01915915124118328,0.01897556148469448,0.6019754590233788
fold2_seed29_controller0_motion_only_eu-locality-082,mlp,29,motion_only,12833,0.016469935042293084,0.09648251533508301,0.08156715333461761,0.01915915124118328,0.01844046823680401,1.2299727500067092
fold2_seed29_controller0_motion_only_eu-locality-112,linear,29,motion_only,400,0.01609892138727121,0.1286887228488922,0.11499489843845367,0.026722513139247894,0.025998897850513458,0.6386767500080168
fold2_seed29_controller0_motion_only_eu-locality-112,mlp,29,motion_only,12833,0.01609892138727121,0.1286887228488922,0.08414245396852493,0.026722513139247894,0.02161233127117157,1.503626332996646
fold2_seed29_controller0_motion_only_eu-locality-126,linear,29,motion_only,400,0.01725197990705237,0.12793771922588348,0.09894191473722458,0.026697909459471703,0.025208760052919388,0.6152590000128839
fold2_seed29_controller0_motion_only_eu-locality-126,mlp,29,motion_only,12833,0.01725197990705237,0.12793771922588348,0.06991814821958542,0.026697909459471703,0.02012263610959053,0.8821338330162689
fold2_seed29_controller1_full_eu-locality-007,linear,29,full,400,0.022891839996384753,0.0671478807926178,0.03944006562232971,0.011706260032951832,0.008936840109527111,0.5403759169857949
fold2_seed29_controller1_full_eu-locality-007,mlp,29,full,12833,0.022891839996384753,0.0671478807926178,0.019837575033307076,0.011706260032951832,0.0052628787234425545,1.6882931659929454
fold2_seed29_controller1_full_eu-locality-110,linear,29,full,400,0.041388878165490584,0.10364613682031631,0.0668383315205574,0.019627535715699196,0.01579306833446026,0.5317003329982981
fold2_seed29_controller1_full_eu-locality-110,mlp,29,full,12833,0.041388878165490584,0.10364613682031631,0.03953772783279419,0.019627535715699196,0.011336356401443481,1.096450500015635
fold2_seed29_controller1_full_eu-locality-119,linear,29,full,400,0.0325466944847635,0.12583798170089722,0.06208581477403641,0.026623141020536423,0.016211992129683495,0.526392208004836
fold2_seed29_controller1_full_eu-locality-119,mlp,29,full,12833,0.0325466944847635,0.12583798170089722,0.03720809519290924,0.026623141020536423,0.01132773794233799,1.1518161669955589
fold2_seed29_controller1_full_eu-locality-124,linear,29,full,400,0.0413754505483324,0.1404687464237213,0.08739667385816574,0.030375955626368523,0.02348984219133854,0.531734874995891
fold2_seed29_controller1_full_eu-locality-124,mlp,29,full,12833,0.0413754505483324,0.1404687464237213,0.06072216480970383,0.030375955626368523,0.01807214319705963,1.7366882910137065
