group,arm,metric,subset,locality,rows,model_error,reference_error,gain_percent,model_p95,model_p99,reference_p95
fold2_seed17_all,cv_targets,ADE_vs_floor,all,eu-locality-007,5526,12.941518986451428,12.991777920024441,0.38685185262864463,44.84717682318422,77.68841805298086,45.00724434474006
fold2_seed17_all,cv_targets,ADE_vs_floor,all,eu-locality-074,102348,18.83683455576649,18.92764236319861,0.4797629080771304,62.59880329171926,129.3714371398148,62.841073853340426
fold2_seed17_all,cv_targets,ADE_vs_floor,all,eu-locality-082,1368,13.290908578402206,13.380509632729787,0.6696385772064328,51.425477538041534,100.89176991053361,51.425477538041534
fold2_seed17_all,cv_targets,ADE_vs_floor,all,eu-locality-110,8550,29.27048569322964,29.584006087988765,1.0597631498136195,118.67901376095634,259.50840129027216,120.18914167700885
fold2_seed17_all,cv_targets,ADE_vs_floor,all,eu-locality-112,5004,23.904145317373303,23.938540624317927,0.14368172013662361,84.7327219344217,184.63921224037153,84.7327219344217
fold2_seed17_all,cv_targets,ADE_vs_floor,all,eu-locality-119,5639,28.24527476320321,28.265837350420544,0.07274713627766216,112.76082577567496,199.205258771303,112.76082577567496
fold2_seed17_all,cv_targets,ADE_vs_floor,all,eu-locality-124,3550,41.50336874715956,41.69575112549785,0.46139564139100475,182.21453770902772,336.20062332280685,183.4575493815521
fold2_seed17_all,cv_targets,ADE_vs_floor,all,eu-locality-126,5790,18.968182101752593,18.99428412769555,0.13742042483664285,83.24529303809784,153.3589935989857,83.50039592159716
fold2_seed17_all,cv_targets,ADE_vs_floor,easy,eu-locality-007,1784,1.3572243883019037,1.3704127977134037,0.9623676481645194,3.0652832538828902,3.465152291336453,3.069367262607619
fold2_seed17_all,cv_targets,ADE_vs_floor,easy,eu-locality-074,17176,1.9366746148610485,1.9767437732957078,2.027028438180145,3.364096708264963,4.783244921616815,3.2720315058131417
fold2_seed17_all,cv_targets,ADE_vs_floor,easy,eu-locality-082,515,1.5501776479225358,1.570776092858068,1.3113546245826058,3.0305478831342776,3.395797043619774,3.0305478831342776
fold2_seed17_all,cv_targets,ADE_vs_floor,easy,eu-locality-110,2009,1.7815626912831488,1.7398333075084131,-2.3984702209486786,3.169482980955016,3.8804244016407052,3.0739867959322544
fold2_seed17_all,cv_targets,ADE_vs_floor,easy,eu-locality-112,575,2.032113956193115,2.0219868174676443,-0.5008508778585608,3.2339164105344,3.62819261486815,3.1780176558709265
fold2_seed17_all,cv_targets,ADE_vs_floor,easy,eu-locality-119,1323,1.729829212719462,1.8065226110746158,4.245360555411615,3.1446790575108015,3.6287067993047146,3.099600206318804
fold2_seed17_all,cv_targets,ADE_vs_floor,easy,eu-locality-124,739,1.8645062943686554,1.8896994171099424,1.3331814844826817,3.122035057622891,3.4152815444908433,3.0841436643812377
fold2_seed17_all,cv_targets,ADE_vs_floor,easy,eu-locality-126,2167,1.3954854515863049,1.4008583701146202,0.3835447353522037,2.980833359308779,3.464739507716555,2.953123766367965
fold2_seed17_all,cv_targets,ADE_vs_floor,hard,eu-locality-007,1057,38.654449449870036,38.867019200614344,0.5469154957500555,79.37656597410016,109.16038099456655,79.62499588488345
fold2_seed17_all,cv_targets,ADE_vs_floor,hard,eu-locality-074,26162,49.18991492195157,49.49370221685301,0.6137897980846518,117.31564138214145,213.88518690477443,118.1317138737513
fold2_seed17_all,cv_targets,ADE_vs_floor,hard,eu-locality-082,245,47.248338538032215,47.446992635465826,0.41868638326535423,102.84492248432812,169.5400402883042,102.84492248432812
fold2_seed17_all,cv_targets,ADE_vs_floor,hard,eu-locality-110,2779,75.61710232042597,76.56421290317572,1.2370147185441271,214.67222398484313,380.302674112872,217.7895967541795
fold2_seed17_all,cv_targets,ADE_vs_floor,hard,eu-locality-112,1522,58.01617844520279,58.08125160337326,0.11203814720599503,155.91825887565795,273.8161229399875,156.09076825692148
fold2_seed17_all,cv_targets,ADE_vs_floor,hard,eu-locality-119,1922,68.69565362661272,68.68384459163119,-0.01719332260992079,172.96421361324747,274.8305239891827,172.96421361324747
fold2_seed17_all,cv_targets,ADE_vs_floor,hard,eu-locality-124,1375,95.92070930698394,96.29617450708213,0.3899066624610037,274.49169803893716,449.5844879798989,275.01545124860064
fold2_seed17_all,cv_targets,ADE_vs_floor,hard,eu-locality-126,1386,61.88325376983899,61.91254518674053,0.04731095582194422,149.0788796981218,226.69528204190547,149.0788796981218
fold2_seed17_all,cv_targets,ADE_vs_floor,complete,eu-locality-007,2882,12.823036366090893,12.88855291351885,0.5083312910888371,46.265229520868125,78.38155397781499,46.265229520868125
fold2_seed17_all,cv_targets,ADE_vs_floor,complete,eu-locality-074,67309,18.455033568376166,18.54227252488696,0.4704868639682891,61.22920611895085,127.69196886962007,61.41138260386461
fold2_seed17_all,cv_targets,ADE_vs_floor,complete,eu-locality-082,582,10.07004041147377,10.194464812089912,1.2205093931815236,48.02343140325714,88.77064559267427,48.02343140325714
fold2_seed17_all,cv_targets,ADE_vs_floor,complete,eu-locality-110,5804,27.05604578840463,27.433513136013133,1.3759351408514475,113.15051999257986,258.0393692355908,115.70539160624364
fold2_seed17_all,cv_targets,ADE_vs_floor,complete,eu-locality-112,2417,20.152983620455007,20.200725795494098,0.23633890941552327,69.55732193239137,166.6324072648943,69.55732193239137
fold2_seed17_all,cv_targets,ADE_vs_floor,complete,eu-locality-119,3148,27.58573703465554,27.61125374339043,0.09241416189222917,107.1771812925754,201.11976424901218,106.68215257251505
fold2_seed17_all,cv_targets,ADE_vs_floor,complete,eu-locality-124,2077,37.49262435145262,37.72786174052776,0.6235110558159285,173.61541077171694,315.79700044017295,174.2361940078016
fold2_seed17_all,cv_targets,ADE_vs_floor,complete,eu-locality-126,3637,18.505506924233003,18.542416800278417,0.1990564468643541,80.17176997487404,154.7254474598112,80.6506713700502
fold2_seed17_all,cv_targets,ADE_vs_CV,all,eu-locality-007,5526,12.941518986451428,13.731098649130566,5.7503021633970475,44.84717682318422,77.68841805298086,46.03588494020081
fold2_seed17_all,cv_targets,ADE_vs_CV,all,eu-locality-074,102348,18.83683455576649,19.761464600296893,4.678955043223421,62.59880329171926,129.3714371398148,64.81408896393752
fold2_seed17_all,cv_targets,ADE_vs_CV,all,eu-locality-082,1368,13.290908578402206,13.688548886436024,2.9049120643302007,51.425477538041534,100.89176991053361,51.85945295918717
fold2_seed17_all,cv_targets,ADE_vs_CV,all,eu-locality-110,8550,29.27048569322964,30.697946977148565,4.65002198675214,118.67901376095634,259.50840129027216,121.85948441325701
fold2_seed17_all,cv_targets,ADE_vs_CV,all,eu-locality-112,5004,23.904145317373303,24.679682084525158,3.142409875847385,84.7327219344217,184.63921224037153,86.2710070848162
fold2_seed17_all,cv_targets,ADE_vs_CV,all,eu-locality-119,5639,28.24527476320321,28.946880038043894,2.423768205480481,112.76082577567496,199.205258771303,114.3522798565831
fold2_seed17_all,cv_targets,ADE_vs_CV,all,eu-locality-124,3550,41.50336874715956,42.613481942133895,2.605075071034535,182.21453770902772,336.20062332280685,186.45287792257716
fold2_seed17_all,cv_targets,ADE_vs_CV,all,eu-locality-126,5790,18.968182101752593,19.860903597678185,4.494868481361314,83.24529303809784,153.3589935989857,86.5533275336093
fold2_seed17_all,cv_targets,ADE_vs_CV,easy,eu-locality-007,1784,1.3572243883019037,1.4116372489032123,3.8545922929977383,3.0652832538828902,3.465152291336453,3.1829165280653378
fold2_seed17_all,cv_targets,ADE_vs_CV,easy,eu-locality-074,17176,1.9366746148610485,2.0345987086931556,4.812943870145514,3.364096708264963,4.783244921616815,3.3227202724286355
fold2_seed17_all,cv_targets,ADE_vs_CV,easy,eu-locality-082,515,1.5501776479225358,1.6292457075972016,4.853046984010456,3.0305478831342776,3.395797043619774,3.1617325949953337
fold2_seed17_all,cv_targets,ADE_vs_CV,easy,eu-locality-110,2009,1.7815626912831488,1.8571965321602297,4.072473729482262,3.169482980955016,3.8804244016407052,3.2841980969419593
fold2_seed17_all,cv_targets,ADE_vs_CV,easy,eu-locality-112,575,2.032113956193115,2.120126457156666,4.1512854417931955,3.2339164105344,3.62819261486815,3.337428914790469
fold2_seed17_all,cv_targets,ADE_vs_CV,easy,eu-locality-119,1323,1.729829212719462,1.9039962115564375,9.147444610438649,3.1446790575108015,3.6287067993047146,3.27321556485438
fold2_seed17_all,cv_targets,ADE_vs_CV,easy,eu-locality-124,739,1.8645062943686554,2.0089308960456713,7.189127409076024,3.122035057622891,3.4152815444908433,3.2764853371884692
fold2_seed17_all,cv_targets,ADE_vs_CV,easy,eu-locality-126,2167,1.3954854515863049,1.49949345147157,6.936209009995609,2.980833359308779,3.464739507716555,3.17156482441628
fold2_seed17_all,cv_targets,ADE_vs_CV,hard,eu-locality-007,1057,38.654449449870036,40.83331489123355,5.335999409225756,79.37656597410016,109.16038099456655,80.93538095486694
fold2_seed17_all,cv_targets,ADE_vs_CV,hard,eu-locality-074,26162,49.18991492195157,51.415078544215746,4.327842503149326,117.31564138214145,213.88518690477443,121.13055215594181
fold2_seed17_all,cv_targets,ADE_vs_CV,hard,eu-locality-082,245,47.248338538032215,48.427260238933755,2.4344175059354933,102.84492248432812,169.5400402883042,103.63458869349301
fold2_seed17_all,cv_targets,ADE_vs_CV,hard,eu-locality-110,2779,75.61710232042597,79.04005401307697,4.33065454647169,214.67222398484313,380.302674112872,227.93329072835834
fold2_seed17_all,cv_targets,ADE_vs_CV,hard,eu-locality-112,1522,58.01617844520279,59.38637008969798,2.307249361133923,155.91825887565795,273.8161229399875,157.81065006811522
fold2_seed17_all,cv_targets,ADE_vs_CV,hard,eu-locality-119,1922,68.69565362661272,70.16792579432192,2.0982124682219605,172.96421361324747,274.8305239891827,175.76992045845242
fold2_seed17_all,cv_targets,ADE_vs_CV,hard,eu-locality-124,1375,95.92070930698394,98.12001538443555,2.2414448966754597,274.49169803893716,449.5844879798989,277.5179890841983
fold2_seed17_all,cv_targets,ADE_vs_CV,hard,eu-locality-126,1386,61.88325376983899,64.50839967178213,4.069463690464881,149.0788796981218,226.69528204190547,150.6407980804362
fold2_seed17_all,cv_targets,ADE_vs_matched_cv_target,all,eu-locality-007,5526,12.941518986451428,12.941518986451428,0.0,44.84717682318422,77.68841805298086,44.84717682318422
fold2_seed17_all,cv_targets,ADE_vs_matched_cv_target,all,eu-locality-074,102348,18.83683455576649,18.83683455576649,0.0,62.59880329171926,129.3714371398148,62.59880329171926
fold2_seed17_all,cv_targets,ADE_vs_matched_cv_target,all,eu-locality-082,1368,13.290908578402206,13.290908578402206,0.0,51.425477538041534,100.89176991053361,51.425477538041534
fold2_seed17_all,cv_targets,ADE_vs_matched_cv_target,all,eu-locality-110,8550,29.27048569322964,29.27048569322964,0.0,118.67901376095634,259.50840129027216,118.67901376095634
fold2_seed17_all,cv_targets,ADE_vs_matched_cv_target,all,eu-locality-112,5004,23.904145317373303,23.904145317373303,0.0,84.7327219344217,184.63921224037153,84.7327219344217
fold2_seed17_all,cv_targets,ADE_vs_matched_cv_target,all,eu-locality-119,5639,28.24527476320321,28.24527476320321,0.0,112.76082577567496,199.205258771303,112.76082577567496
fold2_seed17_all,cv_targets,ADE_vs_matched_cv_target,all,eu-locality-124,3550,41.50336874715956,41.50336874715956,0.0,182.21453770902772,336.20062332280685,182.21453770902772
fold2_seed17_all,cv_targets,ADE_vs_matched_cv_target,all,eu-locality-126,5790,18.968182101752593,18.968182101752593,0.0,83.24529303809784,153.3589935989857,83.24529303809784
fold2_seed17_all,cv_targets,ADE_vs_matched_cv_target,easy,eu-locality-007,1784,1.3572243883019037,1.3572243883019037,0.0,3.0652832538828902,3.465152291336453,3.0652832538828902
fold2_seed17_all,cv_targets,ADE_vs_matched_cv_target,easy,eu-locality-074,17176,1.9366746148610485,1.9366746148610485,0.0,3.364096708264963,4.783244921616815,3.364096708264963
fold2_seed17_all,cv_targets,ADE_vs_matched_cv_target,easy,eu-locality-082,515,1.5501776479225358,1.5501776479225358,0.0,3.0305478831342776,3.395797043619774,3.0305478831342776
fold2_seed17_all,cv_targets,ADE_vs_matched_cv_target,easy,eu-locality-110,2009,1.7815626912831488,1.7815626912831488,0.0,3.169482980955016,3.8804244016407052,3.169482980955016
fold2_seed17_all,cv_targets,ADE_vs_matched_cv_target,easy,eu-locality-112,575,2.032113956193115,2.032113956193115,0.0,3.2339164105344,3.62819261486815,3.2339164105344
fold2_seed17_all,cv_targets,ADE_vs_matched_cv_target,easy,eu-locality-119,1323,1.729829212719462,1.729829212719462,0.0,3.1446790575108015,3.6287067993047146,3.1446790575108015
fold2_seed17_all,cv_targets,ADE_vs_matched_cv_target,easy,eu-locality-124,739,1.8645062943686554,1.8645062943686554,0.0,3.122035057622891,3.4152815444908433,3.122035057622891
fold2_seed17_all,cv_targets,ADE_vs_matched_cv_target,easy,eu-locality-126,2167,1.3954854515863049,1.3954854515863049,0.0,2.980833359308779,3.464739507716555,2.980833359308779
fold2_seed17_all,cv_targets,ADE_vs_matched_cv_target,hard,eu-locality-007,1057,38.654449449870036,38.654449449870036,0.0,79.37656597410016,109.16038099456655,79.37656597410016
fold2_seed17_all,cv_targets,ADE_vs_matched_cv_target,hard,eu-locality-074,26162,49.18991492195157,49.18991492195157,0.0,117.31564138214145,213.88518690477443,117.31564138214145
fold2_seed17_all,cv_targets,ADE_vs_matched_cv_target,hard,eu-locality-082,245,47.248338538032215,47.248338538032215,0.0,102.84492248432812,169.5400402883042,102.84492248432812
fold2_seed17_all,cv_targets,ADE_vs_matched_cv_target,hard,eu-locality-110,2779,75.61710232042597,75.61710232042597,0.0,214.67222398484313,380.302674112872,214.67222398484313
fold2_seed17_all,cv_targets,ADE_vs_matched_cv_target,hard,eu-locality-112,1522,58.01617844520279,58.01617844520279,0.0,155.91825887565795,273.8161229399875,155.91825887565795
