group,arm,metric,subset,locality,rows,model_error,reference_error,gain_percent,model_p95,model_p99,reference_p95
fold1_seed17_all,cv_targets,ADE_vs_floor,all,eu-locality-008,157961,17.122479512222398,17.39461485452092,1.5644804129008594,60.66496295991188,124.45847599385276,60.901524840130136
fold1_seed17_all,cv_targets,ADE_vs_floor,all,eu-locality-020,1225,6.412004212094947,6.454131713950232,0.6527214460812503,20.840106881217874,42.41115215338725,20.840106881217874
fold1_seed17_all,cv_targets,ADE_vs_floor,all,eu-locality-048,8058,24.675655350763584,25.144477231120284,1.864512338226143,84.60738782984838,146.7798993166384,85.65711123273013
fold1_seed17_all,cv_targets,ADE_vs_floor,all,eu-locality-067,6903,26.76028724057995,27.34478547410642,2.13751259478685,87.73624167513663,160.46757978837815,88.61761282974824
fold1_seed17_all,cv_targets,ADE_vs_floor,all,eu-locality-074,102348,18.27748142858786,18.646452258173927,1.9787722858879198,60.71855269027774,125.54329819644113,61.67655316701959
fold1_seed17_all,cv_targets,ADE_vs_floor,all,eu-locality-082,1368,13.1736499470423,13.31492526900714,1.0610297775661137,51.33307131828658,99.68977167861865,51.33307131828658
fold1_seed17_all,cv_targets,ADE_vs_floor,all,eu-locality-112,5004,23.154246640428777,23.67403823868376,2.1956186477963713,82.94414214629924,181.26239158697405,83.91872194267576
fold1_seed17_all,cv_targets,ADE_vs_floor,all,eu-locality-126,5790,18.534391595391842,18.815797357405835,1.4955824442020371,82.11617123553677,153.12653237687047,82.70914875351129
fold1_seed17_all,cv_targets,ADE_vs_floor,easy,eu-locality-008,39889,1.6122687475013353,1.7243479527289463,6.499802145514478,2.999818659124476,3.4290549165874165,3.10302716520485
fold1_seed17_all,cv_targets,ADE_vs_floor,easy,eu-locality-020,593,1.2425940377763884,1.2634681870928663,1.6521309780270443,3.0462253444924383,3.3906395485198555,3.0462253444924383
fold1_seed17_all,cv_targets,ADE_vs_floor,easy,eu-locality-048,1582,1.6237622157603278,1.691706559598439,4.016319701109349,3.074262556999487,4.219381749236826,3.080321842954575
fold1_seed17_all,cv_targets,ADE_vs_floor,easy,eu-locality-067,1219,1.5802695994255413,1.6070554939116386,1.6667684835760865,3.125280103751406,3.5598152500977176,3.125280103751406
fold1_seed17_all,cv_targets,ADE_vs_floor,easy,eu-locality-074,17048,1.9471755339142065,2.006190904847624,2.941662769520925,3.386078946154587,6.4714938340762025,3.3143761140128665
fold1_seed17_all,cv_targets,ADE_vs_floor,easy,eu-locality-082,513,1.5057724434719815,1.5710258646135113,4.153554859364639,2.964743488814622,3.399770284704364,2.9984720219030083
fold1_seed17_all,cv_targets,ADE_vs_floor,easy,eu-locality-112,571,1.934369352525794,2.0131556427536705,3.913571735571808,3.2012554596203366,3.587528604360788,3.1756828589252075
