model,dataset,subset,horizon,FDE,baseline_FDE,improvement,ADE,episodes,alpha,intervention,residual,physical_validity
per_agent_scene_only,trajnet,goalbench_official,10,20.752849,20.771859,0.000915,11.603111,30,0.566133,1.0,0.200163,0.916667
per_agent_scene_only,trajnet,silver,1,1.43376,1.434547,0.000549,1.43376,30,0.566133,1.0,0.200163,1.0
per_agent_scene_only,trajnet,silver,5,10.363433,10.375013,0.001116,6.431628,30,0.566133,1.0,0.200163,0.893333
per_agent_scene_only,trajnet,silver,10,20.752849,20.771859,0.000915,11.603111,30,0.566133,1.0,0.200163,0.916667
per_agent_scene_only,trajnet,ge2,1,1.43376,1.434547,0.000549,1.43376,30,0.566133,1.0,0.200163,1.0
per_agent_scene_only,trajnet,ge2,5,10.363433,10.375013,0.001116,6.431628,30,0.566133,1.0,0.200163,0.893333
per_agent_scene_only,trajnet,ge2,10,20.752849,20.771859,0.000915,11.603111,30,0.566133,1.0,0.200163,0.916667
per_agent_scene_only,trajnet,ge5,1,1.43376,1.434547,0.000549,1.43376,30,0.566133,1.0,0.200163,1.0
per_agent_scene_only,trajnet,ge5,5,10.363433,10.375013,0.001116,6.431628,30,0.566133,1.0,0.200163,0.893333
per_agent_scene_only,trajnet,ge5,10,20.752849,20.771859,0.000915,11.603111,30,0.566133,1.0,0.200163,0.916667
per_agent_scene_only,trajnet,pedestrian_drone,1,1.43376,1.434547,0.000549,1.43376,30,0.566133,1.0,0.200163,1.0
per_agent_scene_only,trajnet,pedestrian_drone,5,10.363433,10.375013,0.001116,6.431628,30,0.566133,1.0,0.200163,0.893333
per_agent_scene_only,trajnet,pedestrian_drone,10,20.752849,20.771859,0.000915,11.603111,30,0.566133,1.0,0.200163,0.916667
per_agent_goal_only,aerialmpt,all,1,0.543324,0.514499,-0.056025,0.543324,8,1.0,1.0,0.799126,1.0
per_agent_goal_only,aerialmpt,all,5,2.755548,2.735528,-0.007318,1.565515,8,1.0,1.0,0.799126,0.9625
per_agent_goal_only,aerialmpt,hard,1,0.543324,0.514499,-0.056025,0.543324,8,1.0,1.0,0.799126,1.0
per_agent_goal_only,aerialmpt,hard,5,2.755548,2.735528,-0.007318,1.565515,8,1.0,1.0,0.799126,0.9625
per_agent_goal_only,aerialmpt,baseline_failure,1,0.543324,0.514499,-0.056025,0.543324,8,1.0,1.0,0.799126,1.0
per_agent_goal_only,aerialmpt,baseline_failure,5,2.755548,2.735528,-0.007318,1.565515,8,1.0,1.0,0.799126,0.9625
per_agent_goal_only,aerialmpt,goalbench_official,1,0.543324,0.514499,-0.056025,0.543324,8,1.0,1.0,0.799126,1.0
per_agent_goal_only,aerialmpt,goalbench_official,5,2.755548,2.735528,-0.007318,1.565515,8,1.0,1.0,0.799126,0.9625
per_agent_goal_only,aerialmpt,silver,1,0.543324,0.514499,-0.056025,0.543324,8,1.0,1.0,0.799126,1.0
per_agent_goal_only,aerialmpt,silver,5,2.755548,2.735528,-0.007318,1.565515,8,1.0,1.0,0.799126,0.9625
per_agent_goal_only,aerialmpt,ge2,1,0.543324,0.514499,-0.056025,0.543324,8,1.0,1.0,0.799126,1.0
per_agent_goal_only,aerialmpt,ge2,5,2.755548,2.735528,-0.007318,1.565515,8,1.0,1.0,0.799126,0.9625
per_agent_goal_only,aerialmpt,ge5,1,0.543324,0.514499,-0.056025,0.543324,8,1.0,1.0,0.799126,1.0
per_agent_goal_only,aerialmpt,ge5,5,2.755548,2.735528,-0.007318,1.565515,8,1.0,1.0,0.799126,0.9625
per_agent_goal_only,aerialmpt,pixel_space,1,0.543324,0.514499,-0.056025,0.543324,8,1.0,1.0,0.799126,1.0
per_agent_goal_only,aerialmpt,pixel_space,5,2.755548,2.735528,-0.007318,1.565515,8,1.0,1.0,0.799126,0.9625
per_agent_goal_only,eth_ucy,all,1,0.789016,0.789101,0.000109,0.789016,31,0.157429,0.569892,0.39643,1.0
per_agent_goal_only,eth_ucy,all,5,2.725349,2.732957,0.002784,1.792095,31,0.157429,0.569892,0.39643,0.909677
per_agent_goal_only,eth_ucy,all,10,5.165272,5.17126,0.001158,3.021038,31,0.157429,0.569892,0.39643,0.905645
per_agent_goal_only,eth_ucy,hard,1,0.865887,0.865988,0.000116,0.865887,28,0.154316,0.559524,0.40162,1.0
per_agent_goal_only,eth_ucy,hard,5,2.792365,2.799948,0.002708,1.816697,28,0.154316,0.559524,0.40162,0.9
per_agent_goal_only,eth_ucy,hard,10,5.371875,5.378648,0.001259,3.085058,28,0.154316,0.559524,0.40162,0.895536
per_agent_goal_only,eth_ucy,baseline_failure,1,0.785986,0.78607,0.000106,0.785986,26,0.152073,0.551282,0.393006,1.0
per_agent_goal_only,eth_ucy,baseline_failure,5,2.926622,2.93439,0.002647,1.896652,26,0.152073,0.551282,0.393006,0.923077
per_agent_goal_only,eth_ucy,baseline_failure,10,5.350043,5.352848,0.000524,3.194384,26,0.152073,0.551282,0.393006,0.914423
per_agent_goal_only,eth_ucy,goalbench_official,1,0.789016,0.789101,0.000109,0.789016,31,0.157429,0.569892,0.39643,1.0
per_agent_goal_only,eth_ucy,goalbench_official,5,2.725349,2.732957,0.002784,1.792095,31,0.157429,0.569892,0.39643,0.909677
per_agent_goal_only,eth_ucy,goalbench_official,10,5.165272,5.17126,0.001158,3.021038,31,0.157429,0.569892,0.39643,0.905645
per_agent_goal_only,eth_ucy,silver,1,0.789016,0.789101,0.000109,0.789016,31,0.157429,0.569892,0.39643,1.0
per_agent_goal_only,eth_ucy,silver,5,2.725349,2.732957,0.002784,1.792095,31,0.157429,0.569892,0.39643,0.909677
per_agent_goal_only,eth_ucy,silver,10,5.165272,5.17126,0.001158,3.021038,31,0.157429,0.569892,0.39643,0.905645
per_agent_goal_only,eth_ucy,ge2,1,0.789016,0.789101,0.000109,0.789016,31,0.157429,0.569892,0.39643,1.0
per_agent_goal_only,eth_ucy,ge2,5,2.725349,2.732957,0.002784,1.792095,31,0.157429,0.569892,0.39643,0.909677
per_agent_goal_only,eth_ucy,ge2,10,5.165272,5.17126,0.001158,3.021038,31,0.157429,0.569892,0.39643,0.905645
per_agent_goal_only,eth_ucy,ge5,1,1.045058,1.045163,0.0001,1.045058,21,0.171462,0.619048,0.425204,1.0
per_agent_goal_only,eth_ucy,ge5,5,2.745736,2.759664,0.005047,1.995699,21,0.171462,0.619048,0.425204,0.866667
per_agent_goal_only,eth_ucy,ge5,10,5.136544,5.169275,0.006332,3.216613,21,0.171462,0.619048,0.425204,0.860714
per_agent_goal_only,eth_ucy,pedestrian_drone,1,0.789016,0.789101,0.000109,0.789016,31,0.157429,0.569892,0.39643,1.0
per_agent_goal_only,eth_ucy,pedestrian_drone,5,2.725349,2.732957,0.002784,1.792095,31,0.157429,0.569892,0.39643,0.909677
per_agent_goal_only,eth_ucy,pedestrian_drone,10,5.165272,5.17126,0.001158,3.021038,31,0.157429,0.569892,0.39643,0.905645
per_agent_goal_only,eth_ucy_ewap,all,1,0.618865,0.618865,0.0,0.618865,160,0.0,0.0,0.340784,1.0
per_agent_goal_only,eth_ucy_ewap,all,5,2.51635,2.51635,0.0,1.701286,160,0.0,0.0,0.340784,0.936875
per_agent_goal_only,eth_ucy_ewap,all,10,3.678802,3.678802,0.0,2.544834,160,0.0,0.0,0.340784,0.946116
per_agent_goal_only,eth_ucy_ewap,all,25,4.360079,4.360079,0.0,3.572197,160,0.0,0.0,0.340784,0.968713
per_agent_goal_only,eth_ucy_ewap,all,50,4.884364,4.884364,0.0,4.164947,160,0.0,0.0,0.340784,0.984239
per_agent_goal_only,eth_ucy_ewap,all,100,5.460224,5.460224,0.0,4.692049,160,0.0,0.0,0.340784,0.992403
per_agent_goal_only,eth_ucy_ewap,hard,1,0.618865,0.618865,0.0,0.618865,160,0.0,0.0,0.340784,1.0
per_agent_goal_only,eth_ucy_ewap,hard,5,2.51635,2.51635,0.0,1.701286,160,0.0,0.0,0.340784,0.936875
per_agent_goal_only,eth_ucy_ewap,hard,10,3.678802,3.678802,0.0,2.544834,160,0.0,0.0,0.340784,0.946116
per_agent_goal_only,eth_ucy_ewap,hard,25,4.360079,4.360079,0.0,3.572197,160,0.0,0.0,0.340784,0.968713
per_agent_goal_only,eth_ucy_ewap,hard,50,4.884364,4.884364,0.0,4.164947,160,0.0,0.0,0.340784,0.984239
per_agent_goal_only,eth_ucy_ewap,hard,100,5.460224,5.460224,0.0,4.692049,160,0.0,0.0,0.340784,0.992403
per_agent_goal_only,eth_ucy_ewap,baseline_failure,1,0.618865,0.618865,0.0,0.618865,160,0.0,0.0,0.340784,1.0
per_agent_goal_only,eth_ucy_ewap,baseline_failure,5,2.51635,2.51635,0.0,1.701286,160,0.0,0.0,0.340784,0.936875
per_agent_goal_only,eth_ucy_ewap,baseline_failure,10,3.678802,3.678802,0.0,2.544834,160,0.0,0.0,0.340784,0.946116
per_agent_goal_only,eth_ucy_ewap,baseline_failure,25,4.360079,4.360079,0.0,3.572197,160,0.0,0.0,0.340784,0.968713
per_agent_goal_only,eth_ucy_ewap,baseline_failure,50,4.884364,4.884364,0.0,4.164947,160,0.0,0.0,0.340784,0.984239
per_agent_goal_only,eth_ucy_ewap,baseline_failure,100,5.460224,5.460224,0.0,4.692049,160,0.0,0.0,0.340784,0.992403
per_agent_goal_only,eth_ucy_ewap,goalbench_official,1,0.618865,0.618865,0.0,0.618865,160,0.0,0.0,0.340784,1.0
per_agent_goal_only,eth_ucy_ewap,goalbench_official,5,2.51635,2.51635,0.0,1.701286,160,0.0,0.0,0.340784,0.936875
per_agent_goal_only,eth_ucy_ewap,goalbench_official,10,3.678802,3.678802,0.0,2.544834,160,0.0,0.0,0.340784,0.946116
per_agent_goal_only,eth_ucy_ewap,goalbench_official,25,4.360079,4.360079,0.0,3.572197,160,0.0,0.0,0.340784,0.968713
per_agent_goal_only,eth_ucy_ewap,goalbench_official,50,4.884364,4.884364,0.0,4.164947,160,0.0,0.0,0.340784,0.984239
per_agent_goal_only,eth_ucy_ewap,goalbench_official,100,5.460224,5.460224,0.0,4.692049,160,0.0,0.0,0.340784,0.992403
per_agent_goal_only,eth_ucy_ewap,silver,1,0.618865,0.618865,0.0,0.618865,160,0.0,0.0,0.340784,1.0
per_agent_goal_only,eth_ucy_ewap,silver,5,2.51635,2.51635,0.0,1.701286,160,0.0,0.0,0.340784,0.936875
per_agent_goal_only,eth_ucy_ewap,silver,10,3.678802,3.678802,0.0,2.544834,160,0.0,0.0,0.340784,0.946116
per_agent_goal_only,eth_ucy_ewap,silver,25,4.360079,4.360079,0.0,3.572197,160,0.0,0.0,0.340784,0.968713
per_agent_goal_only,eth_ucy_ewap,silver,50,4.884364,4.884364,0.0,4.164947,160,0.0,0.0,0.340784,0.984239
per_agent_goal_only,eth_ucy_ewap,silver,100,5.460224,5.460224,0.0,4.692049,160,0.0,0.0,0.340784,0.992403
per_agent_goal_only,eth_ucy_ewap,ge2,1,0.618865,0.618865,0.0,0.618865,160,0.0,0.0,0.340784,1.0
per_agent_goal_only,eth_ucy_ewap,ge2,5,2.51635,2.51635,0.0,1.701286,160,0.0,0.0,0.340784,0.936875
per_agent_goal_only,eth_ucy_ewap,ge2,10,3.678802,3.678802,0.0,2.544834,160,0.0,0.0,0.340784,0.946116
per_agent_goal_only,eth_ucy_ewap,ge2,25,4.360079,4.360079,0.0,3.572197,160,0.0,0.0,0.340784,0.968713
per_agent_goal_only,eth_ucy_ewap,ge2,50,4.884364,4.884364,0.0,4.164947,160,0.0,0.0,0.340784,0.984239
per_agent_goal_only,eth_ucy_ewap,ge2,100,5.460224,5.460224,0.0,4.692049,160,0.0,0.0,0.340784,0.992403
per_agent_goal_only,eth_ucy_ewap,ge5,1,0.618865,0.618865,0.0,0.618865,160,0.0,0.0,0.340784,1.0
per_agent_goal_only,eth_ucy_ewap,ge5,5,2.51635,2.51635,0.0,1.701286,160,0.0,0.0,0.340784,0.936875
per_agent_goal_only,eth_ucy_ewap,ge5,10,3.678802,3.678802,0.0,2.544834,160,0.0,0.0,0.340784,0.946116
per_agent_goal_only,eth_ucy_ewap,ge5,25,4.360079,4.360079,0.0,3.572197,160,0.0,0.0,0.340784,0.968713
per_agent_goal_only,eth_ucy_ewap,ge5,50,4.884364,4.884364,0.0,4.164947,160,0.0,0.0,0.340784,0.984239
per_agent_goal_only,eth_ucy_ewap,ge5,100,5.460224,5.460224,0.0,4.692049,160,0.0,0.0,0.340784,0.992403
per_agent_goal_only,eth_ucy_ewap,metric,1,0.618865,0.618865,0.0,0.618865,160,0.0,0.0,0.340784,1.0
per_agent_goal_only,eth_ucy_ewap,metric,5,2.51635,2.51635,0.0,1.701286,160,0.0,0.0,0.340784,0.936875
per_agent_goal_only,eth_ucy_ewap,metric,10,3.678802,3.678802,0.0,2.544834,160,0.0,0.0,0.340784,0.946116
per_agent_goal_only,eth_ucy_ewap,metric,25,4.360079,4.360079,0.0,3.572197,160,0.0,0.0,0.340784,0.968713
per_agent_goal_only,eth_ucy_ewap,metric,50,4.884364,4.884364,0.0,4.164947,160,0.0,0.0,0.340784,0.984239
per_agent_goal_only,eth_ucy_ewap,metric,100,5.460224,5.460224,0.0,4.692049,160,0.0,0.0,0.340784,0.992403
per_agent_goal_only,trajnet,all,1,1.433939,1.434547,0.000424,1.433939,30,0.549467,1.0,0.215594,1.0
per_agent_goal_only,trajnet,all,5,10.363179,10.375013,0.001141,6.431779,30,0.549467,1.0,0.215594,0.893333
per_agent_goal_only,trajnet,all,10,20.748859,20.771859,0.001107,11.602565,30,0.549467,1.0,0.215594,0.916667
per_agent_goal_only,trajnet,hard,1,1.433939,1.434547,0.000424,1.433939,30,0.549467,1.0,0.215594,1.0
per_agent_goal_only,trajnet,hard,5,10.363179,10.375013,0.001141,6.431779,30,0.549467,1.0,0.215594,0.893333
per_agent_goal_only,trajnet,hard,10,20.748859,20.771859,0.001107,11.602565,30,0.549467,1.0,0.215594,0.916667
per_agent_goal_only,trajnet,baseline_failure,1,1.35563,1.35613,0.000369,1.35563,25,0.549467,1.0,0.224226,1.0
per_agent_goal_only,trajnet,baseline_failure,5,10.38599,10.398949,0.001246,6.36518,25,0.549467,1.0,0.224226,0.912
per_agent_goal_only,trajnet,baseline_failure,10,21.10793,21.131931,0.001136,11.748078,25,0.549467,1.0,0.224226,0.936
per_agent_goal_only,trajnet,goalbench_official,1,1.433939,1.434547,0.000424,1.433939,30,0.549467,1.0,0.215594,1.0
per_agent_goal_only,trajnet,goalbench_official,5,10.363179,10.375013,0.001141,6.431779,30,0.549467,1.0,0.215594,0.893333
per_agent_goal_only,trajnet,goalbench_official,10,20.748859,20.771859,0.001107,11.602565,30,0.549467,1.0,0.215594,0.916667
per_agent_goal_only,trajnet,silver,1,1.433939,1.434547,0.000424,1.433939,30,0.549467,1.0,0.215594,1.0
per_agent_goal_only,trajnet,silver,5,10.363179,10.375013,0.001141,6.431779,30,0.549467,1.0,0.215594,0.893333
per_agent_goal_only,trajnet,silver,10,20.748859,20.771859,0.001107,11.602565,30,0.549467,1.0,0.215594,0.916667
per_agent_goal_only,trajnet,ge2,1,1.433939,1.434547,0.000424,1.433939,30,0.549467,1.0,0.215594,1.0
per_agent_goal_only,trajnet,ge2,5,10.363179,10.375013,0.001141,6.431779,30,0.549467,1.0,0.215594,0.893333
per_agent_goal_only,trajnet,ge2,10,20.748859,20.771859,0.001107,11.602565,30,0.549467,1.0,0.215594,0.916667
per_agent_goal_only,trajnet,ge5,1,1.433939,1.434547,0.000424,1.433939,30,0.549467,1.0,0.215594,1.0
per_agent_goal_only,trajnet,ge5,5,10.363179,10.375013,0.001141,6.431779,30,0.549467,1.0,0.215594,0.893333
per_agent_goal_only,trajnet,ge5,10,20.748859,20.771859,0.001107,11.602565,30,0.549467,1.0,0.215594,0.916667
per_agent_goal_only,trajnet,pedestrian_drone,1,1.433939,1.434547,0.000424,1.433939,30,0.549467,1.0,0.215594,1.0
per_agent_goal_only,trajnet,pedestrian_drone,5,10.363179,10.375013,0.001141,6.431779,30,0.549467,1.0,0.215594,0.893333
per_agent_goal_only,trajnet,pedestrian_drone,10,20.748859,20.771859,0.001107,11.602565,30,0.549467,1.0,0.215594,0.916667
per_agent_interaction_only,aerialmpt,all,1,0.634811,0.514499,-0.233842,0.634811,8,0.9246,1.0,0.969059,1.0
per_agent_interaction_only,aerialmpt,all,5,2.847836,2.735528,-0.041055,1.627211,8,0.9246,1.0,0.969059,0.9625
per_agent_interaction_only,aerialmpt,hard,1,0.634811,0.514499,-0.233842,0.634811,8,0.9246,1.0,0.969059,1.0
per_agent_interaction_only,aerialmpt,hard,5,2.847836,2.735528,-0.041055,1.627211,8,0.9246,1.0,0.969059,0.9625
per_agent_interaction_only,aerialmpt,baseline_failure,1,0.634811,0.514499,-0.233842,0.634811,8,0.9246,1.0,0.969059,1.0
per_agent_interaction_only,aerialmpt,baseline_failure,5,2.847836,2.735528,-0.041055,1.627211,8,0.9246,1.0,0.969059,0.9625
per_agent_interaction_only,aerialmpt,goalbench_official,1,0.634811,0.514499,-0.233842,0.634811,8,0.9246,1.0,0.969059,1.0
per_agent_interaction_only,aerialmpt,goalbench_official,5,2.847836,2.735528,-0.041055,1.627211,8,0.9246,1.0,0.969059,0.9625
per_agent_interaction_only,aerialmpt,silver,1,0.634811,0.514499,-0.233842,0.634811,8,0.9246,1.0,0.969059,1.0
per_agent_interaction_only,aerialmpt,silver,5,2.847836,2.735528,-0.041055,1.627211,8,0.9246,1.0,0.969059,0.9625
per_agent_interaction_only,aerialmpt,ge2,1,0.634811,0.514499,-0.233842,0.634811,8,0.9246,1.0,0.969059,1.0
per_agent_interaction_only,aerialmpt,ge2,5,2.847836,2.735528,-0.041055,1.627211,8,0.9246,1.0,0.969059,0.9625
per_agent_interaction_only,aerialmpt,ge5,1,0.634811,0.514499,-0.233842,0.634811,8,0.9246,1.0,0.969059,1.0
per_agent_interaction_only,aerialmpt,ge5,5,2.847836,2.735528,-0.041055,1.627211,8,0.9246,1.0,0.969059,0.9625
per_agent_interaction_only,aerialmpt,pixel_space,1,0.634811,0.514499,-0.233842,0.634811,8,0.9246,1.0,0.969059,1.0
per_agent_interaction_only,aerialmpt,pixel_space,5,2.847836,2.735528,-0.041055,1.627211,8,0.9246,1.0,0.969059,0.9625
per_agent_interaction_only,eth_ucy,all,1,0.789101,0.789101,0.0,0.789101,31,0.05684,0.301075,0.425547,1.0
per_agent_interaction_only,eth_ucy,all,5,2.730581,2.732957,0.00087,1.793829,31,0.05684,0.301075,0.425547,0.935484
per_agent_interaction_only,eth_ucy,all,10,5.167094,5.17126,0.000806,3.019255,31,0.05684,0.301075,0.425547,0.923387
per_agent_interaction_only,eth_ucy,hard,1,0.865988,0.865988,0.0,0.865988,28,0.056409,0.297619,0.411319,1.0
per_agent_interaction_only,eth_ucy,hard,5,2.797433,2.799948,0.000898,1.818649,28,0.056409,0.297619,0.411319,0.928571
per_agent_interaction_only,eth_ucy,hard,10,5.373992,5.378648,0.000866,3.084113,28,0.056409,0.297619,0.411319,0.915179
per_agent_interaction_only,eth_ucy,baseline_failure,1,0.78607,0.78607,0.0,0.78607,26,0.055157,0.294872,0.431212,1.0
per_agent_interaction_only,eth_ucy,baseline_failure,5,2.932467,2.93439,0.000655,1.898855,26,0.055157,0.294872,0.431212,0.938462
per_agent_interaction_only,eth_ucy,baseline_failure,10,5.348081,5.352848,0.00089,3.19061,26,0.055157,0.294872,0.431212,0.939423
per_agent_interaction_only,eth_ucy,goalbench_official,1,0.789101,0.789101,0.0,0.789101,31,0.05684,0.301075,0.425547,1.0
per_agent_interaction_only,eth_ucy,goalbench_official,5,2.730581,2.732957,0.00087,1.793829,31,0.05684,0.301075,0.425547,0.935484
per_agent_interaction_only,eth_ucy,goalbench_official,10,5.167094,5.17126,0.000806,3.019255,31,0.05684,0.301075,0.425547,0.923387
per_agent_interaction_only,eth_ucy,silver,1,0.789101,0.789101,0.0,0.789101,31,0.05684,0.301075,0.425547,1.0
per_agent_interaction_only,eth_ucy,silver,5,2.730581,2.732957,0.00087,1.793829,31,0.05684,0.301075,0.425547,0.935484
per_agent_interaction_only,eth_ucy,silver,10,5.167094,5.17126,0.000806,3.019255,31,0.05684,0.301075,0.425547,0.923387
per_agent_interaction_only,eth_ucy,ge2,1,0.789101,0.789101,0.0,0.789101,31,0.05684,0.301075,0.425547,1.0
per_agent_interaction_only,eth_ucy,ge2,5,2.730581,2.732957,0.00087,1.793829,31,0.05684,0.301075,0.425547,0.935484
per_agent_interaction_only,eth_ucy,ge2,10,5.167094,5.17126,0.000806,3.019255,31,0.05684,0.301075,0.425547,0.923387
per_agent_interaction_only,eth_ucy,ge5,1,1.045163,1.045163,0.0,1.045163,21,0.060594,0.31746,0.431123,1.0
per_agent_interaction_only,eth_ucy,ge5,5,2.752854,2.759664,0.002467,1.99861,21,0.060594,0.31746,0.431123,0.904762
per_agent_interaction_only,eth_ucy,ge5,10,5.164025,5.169275,0.001016,3.227854,21,0.060594,0.31746,0.431123,0.886905
per_agent_interaction_only,eth_ucy,pedestrian_drone,1,0.789101,0.789101,0.0,0.789101,31,0.05684,0.301075,0.425547,1.0
per_agent_interaction_only,eth_ucy,pedestrian_drone,5,2.730581,2.732957,0.00087,1.793829,31,0.05684,0.301075,0.425547,0.935484
per_agent_interaction_only,eth_ucy,pedestrian_drone,10,5.167094,5.17126,0.000806,3.019255,31,0.05684,0.301075,0.425547,0.923387
per_agent_interaction_only,eth_ucy_ewap,all,1,0.618865,0.618865,0.0,0.618865,160,0.0,0.0,0.379774,1.0
per_agent_interaction_only,eth_ucy_ewap,all,5,2.51635,2.51635,0.0,1.701286,160,0.0,0.0,0.379774,0.936875
per_agent_interaction_only,eth_ucy_ewap,all,10,3.678802,3.678802,0.0,2.544834,160,0.0,0.0,0.379774,0.946116
per_agent_interaction_only,eth_ucy_ewap,all,25,4.360079,4.360079,0.0,3.572197,160,0.0,0.0,0.379774,0.968713
per_agent_interaction_only,eth_ucy_ewap,all,50,4.884364,4.884364,0.0,4.164947,160,0.0,0.0,0.379774,0.984239
per_agent_interaction_only,eth_ucy_ewap,all,100,5.460224,5.460224,0.0,4.692049,160,0.0,0.0,0.379774,0.992403
per_agent_interaction_only,eth_ucy_ewap,hard,1,0.618865,0.618865,0.0,0.618865,160,0.0,0.0,0.379774,1.0
per_agent_interaction_only,eth_ucy_ewap,hard,5,2.51635,2.51635,0.0,1.701286,160,0.0,0.0,0.379774,0.936875
per_agent_interaction_only,eth_ucy_ewap,hard,10,3.678802,3.678802,0.0,2.544834,160,0.0,0.0,0.379774,0.946116
per_agent_interaction_only,eth_ucy_ewap,hard,25,4.360079,4.360079,0.0,3.572197,160,0.0,0.0,0.379774,0.968713
per_agent_interaction_only,eth_ucy_ewap,hard,50,4.884364,4.884364,0.0,4.164947,160,0.0,0.0,0.379774,0.984239
per_agent_interaction_only,eth_ucy_ewap,hard,100,5.460224,5.460224,0.0,4.692049,160,0.0,0.0,0.379774,0.992403
per_agent_interaction_only,eth_ucy_ewap,baseline_failure,1,0.618865,0.618865,0.0,0.618865,160,0.0,0.0,0.379774,1.0
per_agent_interaction_only,eth_ucy_ewap,baseline_failure,5,2.51635,2.51635,0.0,1.701286,160,0.0,0.0,0.379774,0.936875
per_agent_interaction_only,eth_ucy_ewap,baseline_failure,10,3.678802,3.678802,0.0,2.544834,160,0.0,0.0,0.379774,0.946116
per_agent_interaction_only,eth_ucy_ewap,baseline_failure,25,4.360079,4.360079,0.0,3.572197,160,0.0,0.0,0.379774,0.968713
per_agent_interaction_only,eth_ucy_ewap,baseline_failure,50,4.884364,4.884364,0.0,4.164947,160,0.0,0.0,0.379774,0.984239
per_agent_interaction_only,eth_ucy_ewap,baseline_failure,100,5.460224,5.460224,0.0,4.692049,160,0.0,0.0,0.379774,0.992403
per_agent_interaction_only,eth_ucy_ewap,goalbench_official,1,0.618865,0.618865,0.0,0.618865,160,0.0,0.0,0.379774,1.0
per_agent_interaction_only,eth_ucy_ewap,goalbench_official,5,2.51635,2.51635,0.0,1.701286,160,0.0,0.0,0.379774,0.936875
per_agent_interaction_only,eth_ucy_ewap,goalbench_official,10,3.678802,3.678802,0.0,2.544834,160,0.0,0.0,0.379774,0.946116
per_agent_interaction_only,eth_ucy_ewap,goalbench_official,25,4.360079,4.360079,0.0,3.572197,160,0.0,0.0,0.379774,0.968713
per_agent_interaction_only,eth_ucy_ewap,goalbench_official,50,4.884364,4.884364,0.0,4.164947,160,0.0,0.0,0.379774,0.984239
per_agent_interaction_only,eth_ucy_ewap,goalbench_official,100,5.460224,5.460224,0.0,4.692049,160,0.0,0.0,0.379774,0.992403
per_agent_interaction_only,eth_ucy_ewap,silver,1,0.618865,0.618865,0.0,0.618865,160,0.0,0.0,0.379774,1.0
per_agent_interaction_only,eth_ucy_ewap,silver,5,2.51635,2.51635,0.0,1.701286,160,0.0,0.0,0.379774,0.936875
per_agent_interaction_only,eth_ucy_ewap,silver,10,3.678802,3.678802,0.0,2.544834,160,0.0,0.0,0.379774,0.946116
per_agent_interaction_only,eth_ucy_ewap,silver,25,4.360079,4.360079,0.0,3.572197,160,0.0,0.0,0.379774,0.968713
per_agent_interaction_only,eth_ucy_ewap,silver,50,4.884364,4.884364,0.0,4.164947,160,0.0,0.0,0.379774,0.984239
per_agent_interaction_only,eth_ucy_ewap,silver,100,5.460224,5.460224,0.0,4.692049,160,0.0,0.0,0.379774,0.992403
per_agent_interaction_only,eth_ucy_ewap,ge2,1,0.618865,0.618865,0.0,0.618865,160,0.0,0.0,0.379774,1.0
per_agent_interaction_only,eth_ucy_ewap,ge2,5,2.51635,2.51635,0.0,1.701286,160,0.0,0.0,0.379774,0.936875
per_agent_interaction_only,eth_ucy_ewap,ge2,10,3.678802,3.678802,0.0,2.544834,160,0.0,0.0,0.379774,0.946116
per_agent_interaction_only,eth_ucy_ewap,ge2,25,4.360079,4.360079,0.0,3.572197,160,0.0,0.0,0.379774,0.968713
per_agent_interaction_only,eth_ucy_ewap,ge2,50,4.884364,4.884364,0.0,4.164947,160,0.0,0.0,0.379774,0.984239
per_agent_interaction_only,eth_ucy_ewap,ge2,100,5.460224,5.460224,0.0,4.692049,160,0.0,0.0,0.379774,0.992403
per_agent_interaction_only,eth_ucy_ewap,ge5,1,0.618865,0.618865,0.0,0.618865,160,0.0,0.0,0.379774,1.0
per_agent_interaction_only,eth_ucy_ewap,ge5,5,2.51635,2.51635,0.0,1.701286,160,0.0,0.0,0.379774,0.936875
per_agent_interaction_only,eth_ucy_ewap,ge5,10,3.678802,3.678802,0.0,2.544834,160,0.0,0.0,0.379774,0.946116
per_agent_interaction_only,eth_ucy_ewap,ge5,25,4.360079,4.360079,0.0,3.572197,160,0.0,0.0,0.379774,0.968713
per_agent_interaction_only,eth_ucy_ewap,ge5,50,4.884364,4.884364,0.0,4.164947,160,0.0,0.0,0.379774,0.984239
per_agent_interaction_only,eth_ucy_ewap,ge5,100,5.460224,5.460224,0.0,4.692049,160,0.0,0.0,0.379774,0.992403
per_agent_interaction_only,eth_ucy_ewap,metric,1,0.618865,0.618865,0.0,0.618865,160,0.0,0.0,0.379774,1.0
per_agent_interaction_only,eth_ucy_ewap,metric,5,2.51635,2.51635,0.0,1.701286,160,0.0,0.0,0.379774,0.936875
per_agent_interaction_only,eth_ucy_ewap,metric,10,3.678802,3.678802,0.0,2.544834,160,0.0,0.0,0.379774,0.946116
per_agent_interaction_only,eth_ucy_ewap,metric,25,4.360079,4.360079,0.0,3.572197,160,0.0,0.0,0.379774,0.968713
per_agent_interaction_only,eth_ucy_ewap,metric,50,4.884364,4.884364,0.0,4.164947,160,0.0,0.0,0.379774,0.984239
per_agent_interaction_only,eth_ucy_ewap,metric,100,5.460224,5.460224,0.0,4.692049,160,0.0,0.0,0.379774,0.992403
