seed,candidate,arm,subset,metric,status,count,baseline_error,selected_error,improvement_pct,degradation_fraction,mean_excess_over_floor,switch_rate_valid_labels
17,seed17_ridge_conservative,joint_exact_count,all,fde,evaluated,33690,3.1558455469375857,3.1689431637355803,-0.41502718061422383,0.0041502718061422385,0.013097616797994593,0.09059067972692193
17,seed17_ridge_conservative,joint_exact_count,full_path_defined_easy,ade,evaluated,4359,0.001532864067341749,0.08217469328990533,-5260.859781416263,52.60859781416263,0.08064182922256358,0.10506997017664602
17,seed17_ridge_conservative,joint_exact_count,full_path_defined_easy,fde,evaluated,4359,0.0024195038009013786,0.08023264215152291,-3216.0783678716475,32.16078367871648,0.07781313835062154,0.10506997017664602
17,seed17_ridge_conservative,joint_exact_count,full_path_defined_hard,ade,evaluated,16040,3.4564539436101334,3.461140622786262,-0.13559211991795217,0.0013559211991795218,0.004686679176128639,0.09189526184538653
17,seed17_ridge_conservative,joint_exact_count,full_path_defined_hard,fde,evaluated,16040,6.4185937859578654,6.421898655340301,-0.05148899420408101,0.0005148899420408101,0.0033048693824353492,0.09189526184538653
17,seed17_ridge_conservative,scene_uniform,all,ade,evaluated,33686,1.693476048391338,1.693476048391338,0.0,-0.0,0.0,0.0
17,seed17_ridge_conservative,scene_uniform,all,fde,evaluated,33690,3.1558455469375857,3.1558455469375857,0.0,-0.0,0.0,0.0
17,seed17_ridge_conservative,scene_uniform,full_path_defined_easy,ade,evaluated,4359,0.001532864067341749,0.001532864067341749,0.0,-0.0,0.0,0.0
17,seed17_ridge_conservative,scene_uniform,full_path_defined_easy,fde,evaluated,4359,0.0024195038009013786,0.0024195038009013786,0.0,-0.0,0.0,0.0
17,seed17_ridge_conservative,scene_uniform,full_path_defined_hard,ade,evaluated,16040,3.4564539436101334,3.4564539436101334,0.0,-0.0,0.0,0.0
17,seed17_ridge_conservative,scene_uniform,full_path_defined_hard,fde,evaluated,16040,6.4185937859578654,6.4185937859578654,0.0,-0.0,0.0,0.0
17,seed17_ridge_conservative,uncontrolled,all,ade,evaluated,33686,1.693476048391338,2.0599945859774293,-21.642971445285784,0.21642971445285786,0.3665185375860913,1.0
17,seed17_ridge_conservative,uncontrolled,all,fde,evaluated,33690,3.1558455469375857,3.473870763654499,-10.077337816025983,0.10077337816025983,0.3180252167169133,1.0
17,seed17_ridge_conservative,uncontrolled,full_path_defined_easy,ade,evaluated,4359,0.001532864067341749,2.197107923898185,-143233.51343464848,1432.335134346485,2.1955750598308432,1.0
17,seed17_ridge_conservative,uncontrolled,full_path_defined_easy,fde,evaluated,4359,0.0024195038009013786,2.011583764085019,-83040.34321151345,830.4034321151345,2.009164260284118,1.0
17,seed17_ridge_conservative,uncontrolled,full_path_defined_hard,ade,evaluated,16040,3.4564539436101334,3.5818223393456137,-3.627081331931125,0.03627081331931125,0.1253683957354803,1.0
17,seed17_ridge_conservative,uncontrolled,full_path_defined_hard,fde,evaluated,16040,6.4185937859578654,6.4941992495445025,-1.1779132019857863,0.011779132019857863,0.075605463586637,1.0
