trial,held_site,objective,seed,step,loss,gradient_norm,learning_rate,supported_batch_rows,mean_past_normalized_ADE
coupa_past_normalized_seed17,coupa,past_normalized,17,2350,0.2608233392238617,0.02866712398827076,0.00011123741113683434,64,33.188690185546875
coupa_past_normalized_seed17,coupa,past_normalized,17,2400,0.00238566636107862,0.11709872633218765,0.00010565535900300224,64,0.1889544427394867
coupa_past_normalized_seed17,coupa,past_normalized,17,2450,1.8666455745697021,0.043058961629867554,0.00010014403133597081,61,233.9188690185547
coupa_past_normalized_seed17,coupa,past_normalized,17,2500,1.2878245115280151,0.0046499017626047134,9.471193045361487e-05,64,115.2784423828125
coupa_past_normalized_seed17,coupa,past_normalized,17,2550,0.8224407434463501,0.15967321395874023,8.936743645075374e-05,64,104.7567367553711
coupa_past_normalized_seed17,coupa,past_normalized,17,2600,0.648407518863678,0.08975011110305786,8.411879427119006e-05,62,38.24533462524414
coupa_past_normalized_seed17,coupa,past_normalized,17,2650,0.7958908677101135,0.03503043204545975,7.897410098824593e-05,63,66.84925079345703
coupa_past_normalized_seed17,coupa,past_normalized,17,2700,2.081590414047241,0.15973202884197235,7.394129331341849e-05,62,265.4201354980469
coupa_past_normalized_seed17,coupa,past_normalized,17,2750,0.8859429359436035,0.0449121929705143,6.90281353524261e-05,62,61.346675872802734
coupa_past_normalized_seed17,coupa,past_normalized,17,2800,0.0025586173869669437,0.1475563943386078,6.424220662753214e-05,61,0.18998321890830994
coupa_past_normalized_seed17,coupa,past_normalized,17,2850,0.23289355635643005,0.026064833626151085,5.95908903846265e-05,62,29.648340225219727
coupa_past_normalized_seed17,coupa,past_normalized,17,2900,0.5294370651245117,0.05629170313477516,5.508136220310183e-05,64,33.40455627441406
coupa_past_normalized_seed17,coupa,past_normalized,17,2950,1.762092113494873,0.019415177404880524,5.072057892609671e-05,61,175.532958984375
coupa_past_normalized_seed17,coupa,past_normalized,17,3000,1.94918954372406,0.03349241241812706,4.651526792818301e-05,62,230.93507385253906
coupa_past_normalized_seed17,coupa,past_normalized,17,3050,0.14549708366394043,0.03157901018857956,4.2471916737054047e-05,64,18.439748764038086
coupa_past_normalized_seed17,coupa,past_normalized,17,3100,0.584632396697998,0.02033064141869545,3.8596763025224284e-05,63,74.46322631835938
coupa_past_normalized_seed17,coupa,past_normalized,17,3150,2.013869524002075,0.07705005258321762,3.489578498718005e-05,62,169.11636352539062
coupa_past_normalized_seed17,coupa,past_normalized,17,3200,0.20308563113212585,0.1268557757139206,3.13746921168271e-05,63,25.787370681762695
coupa_past_normalized_seed17,coupa,past_normalized,17,3250,0.523973822593689,0.2787199318408966,2.803891639946175e-05,64,48.889286041259766
coupa_past_normalized_seed17,coupa,past_normalized,17,3300,0.7224870324134827,0.049903083592653275,2.4893603931854464e-05,63,79.53947448730469
coupa_past_normalized_seed17,coupa,past_normalized,17,3350,2.3539981842041016,0.29267749190330505,2.1943606983373167e-05,63,184.96629333496094
coupa_past_normalized_seed17,coupa,past_normalized,17,3400,0.002614154014736414,0.06828275322914124,1.9193476510393732e-05,61,0.21470578014850616
coupa_past_normalized_seed17,coupa,past_normalized,17,3450,1.7552951574325562,0.012598400004208088,1.6647455135545614e-05,63,220.69570922851562
coupa_past_normalized_seed17,coupa,past_normalized,17,3500,1.6431670188903809,0.07722515612840652,1.4309470602623549e-05,63,96.86419677734375
coupa_past_normalized_seed17,coupa,past_normalized,17,3550,3.6815390586853027,0.04882843792438507,1.2183129717262534e-05,62,224.04037475585938
coupa_past_normalized_seed17,coupa,past_normalized,17,3600,0.10752087086439133,0.06450188905000687,1.0271712782723344e-05,63,13.655844688415527
coupa_past_normalized_seed17,coupa,past_normalized,17,3650,1.0795022249221802,0.08227192610502243,8.578168539373221e-06,64,121.35011291503906
coupa_past_normalized_seed17,coupa,past_normalized,17,3700,0.00237766420468688,0.05559316650032997,7.105109615667955e-06,64,0.17131716012954712
coupa_past_normalized_seed17,coupa,past_normalized,17,3750,0.002404618076980114,0.05673537030816078,5.854808497653461e-06,63,0.2028222233057022
coupa_past_normalized_seed17,coupa,past_normalized,17,3800,0.27929702401161194,0.14494293928146362,4.829194023204497e-06,63,35.495357513427734
coupa_past_normalized_seed17,coupa,past_normalized,17,3850,0.08088451623916626,0.10600443184375763,4.029848406409195e-06,63,4.85292387008667
coupa_past_normalized_seed17,coupa,past_normalized,17,3900,1.1549289226531982,0.05679123476147652,3.458004796689305e-06,64,92.53425598144531
coupa_past_normalized_seed17,coupa,past_normalized,17,3950,0.30692827701568604,0.1338445544242859,3.1145453764223597e-06,63,22.765928268432617
coupa_past_normalized_seed17,coupa,past_normalized,17,4000,0.003008169587701559,0.012957567349076271,2.9999999999999997e-06,64,0.2375337779521942
coupa_past_normalized_seed29,coupa,past_normalized,29,1,0.5686800479888916,0.04685862734913826,0.0003,63,65.03728485107422
coupa_past_normalized_seed29,coupa,past_normalized,29,50,2.1031079292297363,0.010798133909702301,0.00029988999006034904,64,184.67013549804688
coupa_past_normalized_seed29,coupa,past_normalized,29,100,0.03398441523313522,0.059771399945020676,0.0002995511049040809,62,2.8202524185180664
coupa_past_normalized_seed29,coupa,past_normalized,29,150,0.0016543871024623513,0.05008312687277794,0.00029898382150483655,60,0.1387104094028473
coupa_past_normalized_seed29,coupa,past_normalized,29,200,2.444575786590576,0.023154862225055695,0.0002981890150099629,62,295.450439453125
coupa_past_normalized_seed29,coupa,past_normalized,29,250,1.04388427734375,0.06890018284320831,0.00029716791156638426,62,100.23280334472656
coupa_past_normalized_seed29,coupa,past_normalized,29,300,0.38269853591918945,0.08476239442825317,0.00029592208642902746,62,32.1110725402832
coupa_past_normalized_seed29,coupa,past_normalized,29,350,2.2903597354888916,0.08873873203992844,0.0002944534615306779,63,143.78799438476562
coupa_past_normalized_seed29,coupa,past_normalized,29,400,5.132191181182861,0.026050463318824768,0.0002927643025170163,63,654.5464477539062
coupa_past_normalized_seed29,coupa,past_normalized,29,450,0.7340066432952881,0.12216641753911972,0.0002908572152514106,64,61.630313873291016
coupa_past_normalized_seed29,coupa,past_normalized,29,500,2.2469451427459717,0.056478939950466156,0.00028873514179485345,64,182.06298828125
coupa_past_normalized_seed29,coupa,past_normalized,29,550,7.113816738128662,0.09753276407718658,0.00028640135586724896,63,597.470703125
coupa_past_normalized_seed29,coupa,past_normalized,29,600,1.0320292711257935,0.08541661500930786,0.0002838594577970492,64,60.863040924072266
coupa_past_normalized_seed29,coupa,past_normalized,29,650,0.7403907179832458,0.03436727821826935,0.00028111336896703226,61,77.385498046875
coupa_past_normalized_seed29,coupa,past_normalized,29,700,0.1875099092721939,0.047628648579120636,0.00027816732576479037,64,23.819835662841797
coupa_past_normalized_seed29,coupa,past_normalized,29,750,0.6637568473815918,0.05202152580022812,0.00027502587304726044,62,44.676177978515625
coupa_past_normalized_seed29,coupa,past_normalized,29,800,2.973484992980957,0.09185940772294998,0.00027169385712937896,64,249.78382873535156
coupa_past_normalized_seed29,coupa,past_normalized,29,850,3.908151865005493,0.030509261414408684,0.0002681764183076788,64,237.68370056152344
coupa_past_normalized_seed29,coupa,past_normalized,29,900,0.002257893793284893,0.019264139235019684,0.00026447898293036027,62,0.1972166895866394
coupa_past_normalized_seed29,coupa,past_normalized,29,950,0.0022468040697276592,0.045057546347379684,0.000260607255026071,63,0.185016930103302
coupa_past_normalized_seed29,coupa,past_normalized,29,1000,0.8365234136581421,0.15242572128772736,0.00025656720750430874,63,95.76431274414062
coupa_past_normalized_seed29,coupa,past_normalized,29,1050,0.2991905212402344,0.05281636491417885,0.00025236507294102155,59,17.698074340820312
coupa_past_normalized_seed29,coupa,past_normalized,29,1100,0.0353352352976799,0.0974835753440857,0.0002480073339636212,62,3.0205254554748535
coupa_past_normalized_seed29,coupa,past_normalized,29,1150,0.9574121832847595,0.06748314946889877,0.00024350071325024268,63,84.42916107177734
coupa_past_normalized_seed29,coupa,past_normalized,29,1200,0.5001652240753174,0.14762668311595917,0.00023885216315867728,64,41.95061111450195
coupa_past_normalized_seed29,coupa,past_normalized,29,1250,1.207096815109253,0.03176218271255493,0.0002340688550009797,63,78.85936737060547
coupa_past_normalized_seed29,coupa,past_normalized,29,1300,0.7228251695632935,0.05222479999065399,0.00022915816798029423,62,48.83551788330078
coupa_past_normalized_seed29,coupa,past_normalized,29,1350,0.22745388746261597,0.1719304919242859,0.00022412767780696793,64,28.903303146362305
coupa_past_normalized_seed29,coupa,past_normalized,29,1400,1.7121391296386719,0.07628752291202545,0.00021898514501151274,63,139.63597106933594
coupa_past_normalized_seed29,coupa,past_normalized,29,1450,0.3643399477005005,0.08086259663105011,0.0002137385029724445,63,46.37275695800781
coupa_past_normalized_seed29,coupa,past_normalized,29,1500,0.7485154867172241,0.012547804974019527,0.00020839584567747136,64,66.423828125
coupa_past_normalized_seed29,coupa,past_normalized,29,1550,0.22939591109752655,0.07668349891901016,0.00020296541523690906,62,29.133819580078125
coupa_past_normalized_seed29,coupa,past_normalized,29,1600,0.0045168399810791016,0.21484896540641785,0.00019745558916858856,64,0.3506515622138977
coupa_past_normalized_seed29,coupa,past_normalized,29,1650,0.45338037610054016,0.06011161953210831,0.0001918748674738704,64,33.374942779541016
coupa_past_normalized_seed29,coupa,past_normalized,29,1700,0.0033673816360533237,0.03133859857916832,0.0001862318595247038,60,0.25187385082244873
coupa_past_normalized_seed29,coupa,past_normalized,29,1750,0.15840983390808105,0.07967094331979752,0.00018053527078196,62,13.308527946472168
coupa_past_normalized_seed29,coupa,past_normalized,29,1800,0.16600491106510162,0.013846676796674728,0.0001747938893655294,63,13.927469253540039
coupa_past_normalized_seed29,coupa,past_normalized,29,1850,0.6957279443740845,0.0049728890880942345,0.00016901657249690066,63,62.382293701171875
coupa_past_normalized_seed29,coupa,past_normalized,29,1900,0.5921066999435425,0.03587291017174721,0.00016321223283513668,60,56.991634368896484
coupa_past_normalized_seed29,coupa,past_normalized,29,1950,0.46758604049682617,0.05706179514527321,0.00015738982472732766,63,39.27909469604492
coupa_past_normalized_seed29,coupa,past_normalized,29,2000,0.6935585737228394,0.11764410883188248,0.0001515583303947313,62,46.759727478027344
coupa_past_normalized_seed29,coupa,past_normalized,29,2050,0.003081083297729492,0.046079300343990326,0.00014572674607591255,60,0.2716197967529297
coupa_past_normalized_seed29,coupa,past_normalized,29,2100,4.280130386352539,0.06794588267803192,0.00013990406814825762,63,392.52923583984375
coupa_past_normalized_seed29,coupa,past_normalized,29,2150,0.003535410389304161,0.00820777378976345,0.0001340992792492751,62,0.36511000990867615
coupa_past_normalized_seed29,coupa,past_normalized,29,2200,0.643998384475708,0.05411333590745926,0.00012832133441909274,64,41.13222122192383
coupa_past_normalized_seed29,coupa,past_normalized,29,2250,2.52103853225708,0.023094408214092255,0.00012257914728552898,60,211.70712280273438
coupa_past_normalized_seed29,coupa,past_normalized,29,2300,1.4712858200073242,0.0459245890378952,0.00011688157631305119,62,145.17242431640625
coupa_past_normalized_seed29,coupa,past_normalized,29,2350,0.0022940505295991898,0.08148735761642456,0.00011123741113683434,62,0.184670090675354
coupa_past_normalized_seed29,coupa,past_normalized,29,2400,8.733853340148926,0.04239756613969803,0.00010565535900300224,62,752.819580078125
coupa_past_normalized_seed29,coupa,past_normalized,29,2450,1.3676879405975342,0.032763149589300156,0.00010014403133597081,62,80.673828125
coupa_past_normalized_seed29,coupa,past_normalized,29,2500,1.6652661561965942,0.01791723072528839,9.471193045361487e-05,61,137.65147399902344
coupa_past_normalized_seed29,coupa,past_normalized,29,2550,0.0021163802593946457,0.03106672875583172,8.936743645075374e-05,63,0.18021169304847717
coupa_past_normalized_seed29,coupa,past_normalized,29,2600,6.24627161026001,0.03588750585913658,8.411879427119006e-05,64,373.7586364746094
coupa_past_normalized_seed29,coupa,past_normalized,29,2650,0.0016976502956822515,0.03162587806582451,7.897410098824593e-05,63,0.14794549345970154
coupa_past_normalized_seed29,coupa,past_normalized,29,2700,0.7498803734779358,0.04088670015335083,7.394129331341849e-05,60,47.04301834106445
coupa_past_normalized_seed29,coupa,past_normalized,29,2750,11.473515510559082,0.10442648082971573,6.90281353524261e-05,64,698.9564208984375
coupa_past_normalized_seed29,coupa,past_normalized,29,2800,5.690254211425781,0.059991177171468735,6.424220662753214e-05,61,490.72119140625
coupa_past_normalized_seed29,coupa,past_normalized,29,2850,0.043894920498132706,0.05509201064705849,5.95908903846265e-05,62,5.511651039123535
coupa_past_normalized_seed29,coupa,past_normalized,29,2900,1.2195299863815308,0.03518455848097801,5.508136220310183e-05,63,155.42120361328125
coupa_past_normalized_seed29,coupa,past_normalized,29,2950,0.2316112220287323,0.05243741720914841,5.072057892609671e-05,64,19.428478240966797
coupa_past_normalized_seed29,coupa,past_normalized,29,3000,1.05448317527771,0.035023074597120285,4.651526792818301e-05,64,115.37348937988281
coupa_past_normalized_seed29,coupa,past_normalized,29,3050,0.5020427107810974,0.019555190578103065,4.2471916737054047e-05,61,29.631710052490234
coupa_past_normalized_seed29,coupa,past_normalized,29,3100,0.4448448121547699,0.027436276897788048,3.8596763025224284e-05,63,36.80236053466797
coupa_past_normalized_seed29,coupa,past_normalized,29,3150,0.09053894132375717,0.14986799657344818,3.489578498718005e-05,63,5.399939060211182
coupa_past_normalized_seed29,coupa,past_normalized,29,3200,2.6477909088134766,0.04235903546214104,3.13746921168271e-05,64,222.38482666015625
coupa_past_normalized_seed29,coupa,past_normalized,29,3250,1.2539480924606323,0.18865808844566345,2.803891639946175e-05,64,94.16851806640625
coupa_past_normalized_seed29,coupa,past_normalized,29,3300,0.22665190696716309,0.020727073773741722,2.4893603931854464e-05,63,28.83112907409668
coupa_past_normalized_seed29,coupa,past_normalized,29,3350,1.26408851146698,0.13754403591156006,2.1943606983373167e-05,63,74.57432556152344
coupa_past_normalized_seed29,coupa,past_normalized,29,3400,0.3511475920677185,0.04249091073870659,1.9193476510393732e-05,64,40.18089294433594
coupa_past_normalized_seed29,coupa,past_normalized,29,3450,0.00258127273991704,0.07948232442140579,1.6647455135545614e-05,63,0.21696671843528748
coupa_past_normalized_seed29,coupa,past_normalized,29,3500,0.377663254737854,0.045782167464494705,1.4309470602623549e-05,61,29.292577743530273
coupa_past_normalized_seed29,coupa,past_normalized,29,3550,0.3481448292732239,0.07527995109558105,1.2183129717262534e-05,64,32.98638916015625
coupa_past_normalized_seed29,coupa,past_normalized,29,3600,1.0245410203933716,0.03905395790934563,1.0271712782723344e-05,64,74.91632080078125
coupa_past_normalized_seed29,coupa,past_normalized,29,3650,1.9674052000045776,0.020858269184827805,8.578168539373221e-06,63,242.9221649169922
coupa_past_normalized_seed29,coupa,past_normalized,29,3700,0.00557177048176527,0.08660070598125458,7.105109615667955e-06,63,0.49551305174827576
coupa_past_normalized_seed29,coupa,past_normalized,29,3750,1.0250685214996338,0.09183140844106674,5.854808497653461e-06,63,130.63890075683594
coupa_past_normalized_seed29,coupa,past_normalized,29,3800,1.7257368564605713,0.04489990323781967,4.829194023204497e-06,63,144.01968383789062
coupa_past_normalized_seed29,coupa,past_normalized,29,3850,0.25320035219192505,0.0872875526547432,4.029848406409195e-06,62,32.0416145324707
coupa_past_normalized_seed29,coupa,past_normalized,29,3900,0.24849458038806915,0.03127444535493851,3.458004796689305e-06,62,24.87088394165039
coupa_past_normalized_seed29,coupa,past_normalized,29,3950,0.0019460089970380068,0.0065213460475206375,3.1145453764223597e-06,62,0.17020875215530396
coupa_past_normalized_seed29,coupa,past_normalized,29,4000,0.0025708030443638563,0.06862737238407135,2.9999999999999997e-06,63,0.21633554995059967
coupa_past_normalized_seed43,coupa,past_normalized,43,1,0.8411133885383606,0.06770256906747818,0.0003,63,49.62614440917969
coupa_past_normalized_seed43,coupa,past_normalized,43,50,0.8296681642532349,0.013106139376759529,0.00029988999006034904,64,53.224281311035156
coupa_past_normalized_seed43,coupa,past_normalized,43,100,0.3649260401725769,0.07316718995571136,0.0002995511049040809,62,41.847782135009766
coupa_past_normalized_seed43,coupa,past_normalized,43,150,0.17611688375473022,0.053710777312517166,0.00029898382150483655,63,14.82861042022705
coupa_past_normalized_seed43,coupa,past_normalized,43,200,0.8911766409873962,0.00840014312416315,0.0002981890150099629,64,52.554012298583984
coupa_past_normalized_seed43,coupa,past_normalized,43,250,0.3983754515647888,0.06305034458637238,0.00029716791156638426,63,50.738555908203125
coupa_past_normalized_seed43,coupa,past_normalized,43,300,0.9645484089851379,0.00904794316738844,0.00029592208642902746,63,117.52432250976562
coupa_past_normalized_seed43,coupa,past_normalized,43,350,1.1273982524871826,0.10253921151161194,0.0002944534615306779,64,69.6684799194336
coupa_past_normalized_seed43,coupa,past_normalized,43,400,4.2210612297058105,0.05366603285074234,0.0002927643025170163,64,279.4906005859375
coupa_past_normalized_seed43,coupa,past_normalized,43,450,0.470401793718338,0.012614071369171143,0.0002908572152514106,64,50.201812744140625
coupa_past_normalized_seed43,coupa,past_normalized,43,500,0.18603917956352234,0.030419789254665375,0.00028873514179485345,63,23.626113891601562
coupa_past_normalized_seed43,coupa,past_normalized,43,550,0.0023699088487774134,0.009789178147912025,0.00028640135586724896,63,0.2136167585849762
coupa_past_normalized_seed43,coupa,past_normalized,43,600,0.3385079801082611,0.07356293499469757,0.0002838594577970492,62,23.880109786987305
coupa_past_normalized_seed43,coupa,past_normalized,43,650,1.6641658544540405,0.027148548513650894,0.00028111336896703226,62,130.79039001464844
coupa_past_normalized_seed43,coupa,past_normalized,43,700,0.7445027828216553,0.05215703696012497,0.00027816732576479037,63,81.35002136230469
coupa_past_normalized_seed43,coupa,past_normalized,43,750,1.5780987739562988,0.09931017458438873,0.00027502587304726044,64,140.5314483642578
coupa_past_normalized_seed43,coupa,past_normalized,43,800,1.1214613914489746,0.0751161202788353,0.00027169385712937896,63,114.20484161376953
coupa_past_normalized_seed43,coupa,past_normalized,43,850,0.7485234141349792,0.03271199017763138,0.0002681764183076788,64,62.855072021484375
coupa_past_normalized_seed43,coupa,past_normalized,43,900,1.3070182800292969,0.034005749970674515,0.00026447898293036027,63,97.20591735839844
coupa_past_normalized_seed43,coupa,past_normalized,43,950,2.6028671264648438,0.03985981643199921,0.000260607255026071,64,218.5558319091797
coupa_past_normalized_seed43,coupa,past_normalized,43,1000,0.44784972071647644,0.08559291064739227,0.00025656720750430874,63,51.21160888671875
coupa_past_normalized_seed43,coupa,past_normalized,43,1050,1.2408936023712158,0.05164336785674095,0.00025236507294102155,63,104.29380798339844
coupa_past_normalized_seed43,coupa,past_normalized,43,1100,0.06271747499704361,0.02596949227154255,0.0002480073339636212,63,7.871262550354004
coupa_past_normalized_seed43,coupa,past_normalized,43,1150,0.5229855179786682,0.008832758292555809,0.00024350071325024268,63,66.54747009277344
coupa_past_normalized_seed43,coupa,past_normalized,43,1200,0.003323319833725691,0.05585593357682228,0.00023885216315867728,64,0.25613170862197876
coupa_past_normalized_seed43,coupa,past_normalized,43,1250,1.0173463821411133,0.04562252759933472,0.0002340688550009797,63,104.51046752929688
coupa_past_normalized_seed43,coupa,past_normalized,43,1300,6.624306678771973,0.05997689068317413,0.00022915816798029423,61,430.5475769042969
coupa_past_normalized_seed43,coupa,past_normalized,43,1350,0.2064005583524704,0.026937227696180344,0.00022412767780696793,62,26.261388778686523
coupa_past_normalized_seed43,coupa,past_normalized,43,1400,4.439938068389893,0.02220364660024643,0.00021898514501151274,63,331.8108215332031
coupa_past_normalized_seed43,coupa,past_normalized,43,1450,6.350381374359131,0.04942775517702103,0.0002137385029724445,64,378.94525146484375
coupa_past_normalized_seed43,coupa,past_normalized,43,1500,0.42789945006370544,0.024821961298584938,0.00020839584567747136,62,35.935325622558594
coupa_past_normalized_seed43,coupa,past_normalized,43,1550,0.5740479826927185,0.02110176719725132,0.00020296541523690906,63,38.26401138305664
coupa_past_normalized_seed43,coupa,past_normalized,43,1600,1.021663784980774,0.029039913788437843,0.00019745558916858856,64,61.035728454589844
coupa_past_normalized_seed43,coupa,past_normalized,43,1650,0.3113167881965637,0.008208844810724258,0.0001918748674738704,63,26.164636611938477
coupa_past_normalized_seed43,coupa,past_normalized,43,1700,0.366848349571228,0.0669349804520607,0.0001862318595247038,63,30.836917877197266
coupa_past_normalized_seed43,coupa,past_normalized,43,1750,0.3554830253124237,0.08063335716724396,0.00018053527078196,62,21.004039764404297
coupa_past_normalized_seed43,coupa,past_normalized,43,1800,0.5649322271347046,0.04726830869913101,0.0001747938893655294,62,59.314697265625
coupa_past_normalized_seed43,coupa,past_normalized,43,1850,0.0019467812962830067,0.034389011561870575,0.00016901657249690066,62,0.1700616478919983
coupa_past_normalized_seed43,coupa,past_normalized,43,1900,1.3176209926605225,0.04606227949261665,0.00016321223283513668,64,112.0580062866211
coupa_past_normalized_seed43,coupa,past_normalized,43,1950,0.5194979906082153,0.0645759180188179,0.00015738982472732766,63,30.72216796875
coupa_past_normalized_seed43,coupa,past_normalized,43,2000,0.9153029322624207,0.08657332509756088,0.0001515583303947313,62,116.63060760498047
coupa_past_normalized_seed43,coupa,past_normalized,43,2050,0.0024498719722032547,0.08337540924549103,0.00014572674607591255,61,0.18563932180404663
coupa_past_normalized_seed43,coupa,past_normalized,43,2100,0.0021534624975174665,0.013308248482644558,0.00013990406814825762,61,0.18010945618152618
coupa_past_normalized_seed43,coupa,past_normalized,43,2150,0.14475207030773163,0.06603677570819855,0.0001340992792492751,63,12.039416313171387
