head,kind,steps,resumed_phase_updates,seconds,parameters,draws,unique_rows,checkpoint_replay_rows,unknown_sampled,fixed_start_loss,fixed_end_loss,stochastic_start_loss,stochastic_end_loss
inner_shared/fold2_half0_seed17,ordinary_utility,2000,2000,1.7806965420022607,22914,512000,127881,4096,0,,,0.047905925661325455,0.03453381732106209
batch/inner_risk/fold2_half0_seed17_all,ranked_risk,2000,2000,2.656905875002849,22979,512000,127881,4096,0,3.379151541265725,2.2028534239656308,3.379151541265725,1.8809204725483069
batch/inner_risk/fold2_half0_seed17_easy,ranked_risk,2000,2000,2.608732125008828,22979,512000,127881,4096,0,0.5355933140998524,0.6905747239120346,0.5355933140998524,0.23729657283855993
inner_shared/fold2_half1_seed17,ordinary_utility,2000,2000,2.3654427500005113,22914,512000,14961,4096,0,,,0.035612158477306366,0.010754073038697243
batch/inner_risk/fold2_half1_seed17_all,ranked_risk,2000,2000,2.8649747500021476,22979,512000,14961,4096,0,2.5755561229792088,1.7328638813472899,2.5755561229792088,1.1429823092621323
batch/inner_risk/fold2_half1_seed17_easy,ranked_risk,2000,2000,2.533078458000091,22979,512000,14961,4096,0,0.6601136671489585,0.5400157694683283,0.6601136671489585,0.5683982196806019
inner_shared/fold2_half0_seed29,ordinary_utility,2000,2000,1.7392502919974504,22914,512000,127749,4096,0,,,0.03555969148874283,0.035345662385225296
batch/inner_risk/fold2_half0_seed29_all,ranked_risk,2000,2000,2.2677160000021104,22979,512000,127749,4096,0,2.1132261490933715,1.4120975844024848,2.1132261490933715,1.772204498258258
batch/inner_risk/fold2_half0_seed29_easy,ranked_risk,2000,2000,2.5547082080011023,22979,512000,127749,4096,0,0.2996123985758331,0.26702885586010633,0.2996123985758331,0.3137400056112146
inner_shared/fold2_half1_seed29,ordinary_utility,2000,2000,1.8619599160010694,22914,512000,14961,4096,0,,,0.019376443699002266,0.007986336015164852
batch/inner_risk/fold2_half1_seed29_all,ranked_risk,2000,2000,3.0659801670117304,22979,512000,14961,4096,0,1.7380630906181138,1.089301128500772,1.7380630906181138,1.2266694164493104
batch/inner_risk/fold2_half1_seed29_easy,ranked_risk,2000,2000,2.881297125000856,22979,512000,14961,4096,0,0.4969461714251565,0.4819314385374122,0.4969461714251565,0.22984919632603956
inner_shared/fold2_half0_seed43,ordinary_utility,2000,2000,1.9174735419946956,22914,512000,127713,4096,0,,,0.04891618341207504,0.0398591049015522
batch/inner_risk/fold2_half0_seed43_all,ranked_risk,2000,2000,2.7019156250025844,22979,512000,127713,4096,0,3.3534623155541636,2.2378652839433024,3.3534623155541636,1.7817723318425143
batch/inner_risk/fold2_half0_seed43_easy,ranked_risk,2000,2000,2.1201196670008358,22979,512000,127713,4096,0,0.32270515111402975,0.22081201789892926,0.32270515111402975,0.27051784472562984
inner_shared/fold2_half1_seed43,ordinary_utility,2000,2000,1.8397775000048568,22914,512000,14961,4096,0,,,0.026302870362997055,0.016110045835375786
batch/inner_risk/fold2_half1_seed43_all,ranked_risk,2000,2000,2.9829454170103418,22979,512000,14961,4096,0,2.347293016424396,1.4631327523846631,2.347293016424396,1.6580914328897711
batch/inner_risk/fold2_half1_seed43_easy,ranked_risk,2000,2000,2.9860485840035835,22979,512000,14961,4096,0,0.30200996746013975,0.2490885202320568,0.30200996746013975,0.3532548594950316
fitting/heads/fold0_seed17_all_cv_utility,bounded_utility,2000,2000,2.093584333997569,24514,512000,85178,4096,0,,,0.1768653392791748,0.051494915038347244
fitting/heads/fold0_seed17_all_cv_risk,ranked_risk,2000,2000,2.700990750003257,24579,512000,85178,4096,0,2.6600132068965046,2.217161428706417,2.6600132068965046,1.3080659150132603
fitting/heads/fold0_seed17_all_floor_utility,bounded_utility,2000,2000,2.2557485830038786,24514,512000,85178,4096,0,,,0.1165621429681778,0.03544631227850914
fitting/heads/fold0_seed17_all_floor_risk,ranked_risk,2000,2000,3.087557959006517,24579,512000,85178,4096,0,2.6596477623100716,2.3593860761115346,2.6596477623100716,1.30429492990544
fitting/heads/fold0_seed17_easy_cv_utility,bounded_utility,2000,2000,1.725889916997403,24514,512000,85178,4096,0,,,0.17655551433563232,0.052114520221948624
fitting/heads/fold0_seed17_easy_cv_risk,ranked_risk,2000,2000,2.1561292499973206,24579,512000,85178,4096,0,0.7819611809286307,0.630535623565375,0.7819611809286307,0.38903912732909585
fitting/heads/fold0_seed17_easy_floor_utility,bounded_utility,2000,2000,1.5618620419991203,24514,512000,85178,4096,0,,,0.15118062496185303,0.04771172255277634
fitting/heads/fold0_seed17_easy_floor_risk,ranked_risk,2000,2000,1.9986528330045985,24579,512000,85178,4096,0,0.7730191304659206,0.5444525448001023,0.7730191304659206,0.5312153121706839
fitting/heads/fold0_seed29_all_cv_utility,bounded_utility,2000,2000,2.295871458001784,24514,512000,85046,4096,0,,,0.24843959510326385,0.09921648353338242
fitting/heads/fold0_seed29_all_cv_risk,ranked_risk,2000,2000,2.4586225410021143,24579,512000,85046,4096,0,2.544320054457733,2.049869862620654,2.544320054457733,2.5706946240005673
fitting/heads/fold0_seed29_all_floor_utility,bounded_utility,2000,2000,2.2057938750076573,24514,512000,85046,4096,0,,,0.17677468061447144,0.07892753183841705
fitting/heads/fold0_seed29_all_floor_risk,ranked_risk,2000,2000,3.1705398750054883,24579,512000,85046,4096,0,2.5456710815559886,2.1079008700138053,2.5456710815559886,2.5321353992956537
fitting/heads/fold0_seed29_easy_cv_utility,bounded_utility,2000,2000,3.0788028329989174,24514,512000,85046,4096,0,,,0.24810460209846497,0.09588731825351715
fitting/heads/fold0_seed29_easy_cv_risk,ranked_risk,2000,2000,3.431342958996538,24579,512000,85046,4096,0,0.2935373108912216,0.29795573101396616,0.2935373108912216,0.2300193448673235
fitting/heads/fold0_seed29_easy_floor_utility,bounded_utility,2000,2000,2.8677695420046803,24514,512000,85046,4096,0,,,0.22312584519386292,0.09048938751220703
fitting/heads/fold0_seed29_easy_floor_risk,ranked_risk,2000,2000,3.588873041997431,24579,512000,85046,4096,0,0.41072064163533495,0.4273555020304586,0.41072064163533495,0.4661922797609528
fitting/heads/fold0_seed43_all_cv_utility,bounded_utility,2000,2000,2.6301267919916427,24514,512000,85034,4096,0,,,0.1300412118434906,0.1560763418674469
fitting/heads/fold0_seed43_all_cv_risk,ranked_risk,2000,2000,4.056888624996645,24579,512000,85034,4096,0,2.6344063740026233,2.0169302363250443,2.6344063740026233,1.88405408724292
fitting/heads/fold0_seed43_all_floor_utility,bounded_utility,2000,2000,2.237093082992942,24514,512000,85034,4096,0,,,0.08568011969327927,0.10330665856599808
fitting/heads/fold0_seed43_all_floor_risk,ranked_risk,2000,2000,2.6875721249962226,24579,512000,85034,4096,0,2.5625716485814514,2.0038933608232328,2.5625716485814514,1.8679376250668112
fitting/heads/fold0_seed43_easy_cv_utility,bounded_utility,2000,2000,1.590495958997053,24514,512000,85034,4096,0,,,0.1300409734249115,0.13327071070671082
fitting/heads/fold0_seed43_easy_cv_risk,ranked_risk,2000,2000,2.624056582993944,24579,512000,85034,4096,0,0.4098284114023709,0.37922955759045895,0.4098284114023709,0.3383015575829882
fitting/heads/fold0_seed43_easy_floor_utility,bounded_utility,2000,2000,1.3560104999924079,24514,512000,85034,4096,0,,,0.12193343788385391,0.10702052712440491
fitting/heads/fold0_seed43_easy_floor_risk,ranked_risk,2000,2000,2.5988419170025736,24579,512000,85034,4096,0,0.4741922362401933,0.4213509325551512,0.4741922362401933,0.4006069834375192
fitting/heads/fold1_seed17_all_cv_utility,bounded_utility,2000,2000,2.7327662089955993,24514,512000,23265,4096,0,,,0.4659775495529175,0.1411796659231186
fitting/heads/fold1_seed17_all_cv_risk,ranked_risk,2000,2000,3.361747375005507,24579,512000,23265,4096,0,2.1018937751143634,1.4186261427588642,2.1018937751143634,1.4004748694361808
fitting/heads/fold1_seed17_all_floor_utility,bounded_utility,2000,2000,2.123627833003411,24514,512000,23265,4096,0,,,0.33061185479164124,0.10487918555736542
fitting/heads/fold1_seed17_all_floor_risk,ranked_risk,2000,2000,3.01585808400705,24579,512000,23265,4096,0,2.0982654782384143,1.443408610041077,2.0982654782384143,1.3931313299010648
fitting/heads/fold1_seed17_easy_cv_utility,bounded_utility,2000,2000,1.834540708005079,24514,512000,23265,4096,0,,,0.46619629859924316,0.1379012167453766
fitting/heads/fold1_seed17_easy_cv_risk,ranked_risk,2000,2000,2.5974001660069916,24579,512000,23265,4096,0,0.28278470627806657,0.24999973272582476,0.28278470627806657,0.16511549401901823
fitting/heads/fold1_seed17_easy_floor_utility,bounded_utility,2000,2000,1.5443729580001673,24514,512000,23265,4096,0,,,0.4250713884830475,0.13099828362464905
fitting/heads/fold1_seed17_easy_floor_risk,ranked_risk,2000,2000,2.948084916002699,24579,512000,23265,4096,0,0.30572205344932,0.2743286264723629,0.30572205344932,0.2063919913850638
fitting/heads/fold1_seed29_all_cv_utility,bounded_utility,2000,2000,1.7140519590029726,24514,512000,23265,4096,0,,,0.15371426939964294,0.15211781859397888
fitting/heads/fold1_seed29_all_cv_risk,ranked_risk,2000,2000,2.7189852919982513,24579,512000,23265,4096,0,2.002937499202721,1.3736547240782557,2.002937499202721,1.8890416293108623
fitting/heads/fold1_seed29_all_floor_utility,bounded_utility,2000,2000,2.540697958000237,24514,512000,23265,4096,0,,,0.12943105399608612,0.11559713631868362
fitting/heads/fold1_seed29_all_floor_risk,ranked_risk,2000,2000,3.7139302089926787,24579,512000,23265,4096,0,2.0017889876030033,1.3364459934152337,2.0017889876030033,1.8367980197922216
fitting/heads/fold1_seed29_easy_cv_utility,bounded_utility,2000,2000,1.559738958007074,24514,512000,23265,4096,0,,,0.15381880104541779,0.13523787260055542
fitting/heads/fold1_seed29_easy_cv_risk,ranked_risk,2000,2000,3.1338164159969892,24579,512000,23265,4096,0,0.27929148349522404,0.31202361096728537,0.27929148349522404,0.37457717411375385
fitting/heads/fold1_seed29_easy_floor_utility,bounded_utility,2000,2000,2.013476874999469,24514,512000,23265,4096,0,,,0.14925049245357513,0.1402881145477295
fitting/heads/fold1_seed29_easy_floor_risk,ranked_risk,2000,2000,2.740809916998842,24579,512000,23265,4096,0,0.2538290512132493,0.27981373091008704,0.2538290512132493,0.4047774266268549
fitting/heads/fold1_seed43_all_cv_utility,bounded_utility,2000,2000,2.0750582500040764,24514,512000,23265,4096,0,,,0.15355774760246277,0.13376955687999725
fitting/heads/fold1_seed43_all_cv_risk,ranked_risk,2000,2000,2.3593953749950742,24579,512000,23265,4096,0,1.9297090767936649,1.6336462116223878,1.9297090767936649,2.18989510389347
fitting/heads/fold1_seed43_all_floor_utility,bounded_utility,2000,2000,1.8970159169984981,24514,512000,23265,4096,0,,,0.10546781122684479,0.1322743147611618
fitting/heads/fold1_seed43_all_floor_risk,ranked_risk,2000,2000,3.319131500000367,24579,512000,23265,4096,0,1.8811532131221158,1.5764883319454,1.8811532131221158,2.2322026161246695
fitting/heads/fold1_seed43_easy_cv_utility,bounded_utility,2000,2000,1.3162969170080032,24514,512000,23265,4096,0,,,0.1493334174156189,0.13464313745498657
fitting/heads/fold1_seed43_easy_cv_risk,ranked_risk,2000,2000,2.133838416004437,24579,512000,23265,4096,0,0.3307048132312426,0.323253989738565,0.3307048132312426,0.3085068673224371
fitting/heads/fold1_seed43_easy_floor_utility,bounded_utility,2000,2000,1.3640067079977598,24514,512000,23265,4096,0,,,0.13281026482582092,0.14558890461921692
fitting/heads/fold1_seed43_easy_floor_risk,ranked_risk,2000,2000,2.1638642090110807,24579,512000,23265,4096,0,0.2968993336730205,0.28357113157747416,0.2968993336730205,0.35483772123364454
fitting/heads/fold2_seed17_all_cv_utility,bounded_utility,2000,2000,1.8507467500021448,24514,512000,103722,4096,0,,,0.14670227468013763,0.09720002859830856
fitting/heads/fold2_seed17_all_cv_risk,ranked_risk,2000,2000,3.571874209010275,24579,512000,103722,4096,0,3.5116120336034813,2.385656224722035,3.5116120336034813,1.5114471555167999
fitting/heads/fold2_seed17_all_floor_utility,bounded_utility,2000,2000,2.344511584000429,24514,512000,103722,4096,0,,,0.13441532850265503,0.09896297007799149
fitting/heads/fold2_seed17_all_floor_risk,ranked_risk,2000,2000,3.3749639580055373,24579,512000,103722,4096,0,3.5036862388041428,2.370803342584668,3.5036862388041428,1.5835516336637787
fitting/heads/fold2_seed17_easy_cv_utility,bounded_utility,2000,2000,1.8657961249991786,24514,512000,103722,4096,0,,,0.14417971670627594,0.0943351611495018
fitting/heads/fold2_seed17_easy_cv_risk,ranked_risk,2000,2000,3.5494032920105383,24579,512000,103722,4096,0,0.62152857810386,0.49235355570787454,0.62152857810386,0.452692293569125
fitting/heads/fold2_seed17_easy_floor_utility,bounded_utility,2000,2000,1.790444332989864,24514,512000,103722,4096,0,,,0.14427542686462402,0.09937067329883575
fitting/heads/fold2_seed17_easy_floor_risk,ranked_risk,2000,2000,2.5973207079950953,24579,512000,103722,4096,0,0.6657577119762568,0.5072192919522336,0.6657577119762568,0.49170102565592483
fitting/heads/fold2_seed29_all_cv_utility,bounded_utility,2000,2000,2.5095194159948733,24514,512000,103862,4096,0,,,0.22560270130634308,0.10453464835882187
fitting/heads/fold2_seed29_all_cv_risk,ranked_risk,2000,2000,2.9810886659979587,24579,512000,103862,4096,0,2.4038958571153337,1.7935124170407315,2.4038958571153337,1.5601246658361858
fitting/heads/fold2_seed29_all_floor_utility,bounded_utility,2000,2000,1.7450339999923017,24514,512000,103862,4096,0,,,0.213693767786026,0.09327663481235504
fitting/heads/fold2_seed29_all_floor_risk,ranked_risk,2000,2000,3.123681042008684,24579,512000,103862,4096,0,2.4183213810430226,1.8416741437989463,2.4183213810430226,1.658944625313057
fitting/heads/fold2_seed29_easy_cv_utility,bounded_utility,2000,2000,3.0538249999954132,24514,512000,103862,4096,0,,,0.22677817940711975,0.10394234210252762
fitting/heads/fold2_seed29_easy_cv_risk,ranked_risk,2000,2000,2.8007137500098906,24579,512000,103862,4096,0,0.801028377262019,0.7301349849490935,0.801028377262019,0.6390538434888301
fitting/heads/fold2_seed29_easy_floor_utility,bounded_utility,2000,2000,2.100426499993773,24514,512000,103862,4096,0,,,0.2263639122247696,0.1017162948846817
fitting/heads/fold2_seed29_easy_floor_risk,ranked_risk,2000,2000,3.639227749998099,24579,512000,103862,4096,0,0.8433911985366671,0.7581286267211921,0.8433911985366671,0.6710689992649373
fitting/heads/fold2_seed43_all_cv_utility,bounded_utility,2000,2000,2.7757854999945266,24514,512000,103662,4096,0,,,0.18606312572956085,0.32562577724456787
fitting/heads/fold2_seed43_all_cv_risk,ranked_risk,2000,2000,3.198702374997083,24579,512000,103662,4096,0,2.2522129040345726,1.6053570509428845,2.2522129040345726,2.7683529867342846
fitting/heads/fold2_seed43_all_floor_utility,bounded_utility,2000,2000,2.522125582996523,24514,512000,103662,4096,0,,,0.16796043515205383,0.3011721074581146
fitting/heads/fold2_seed43_all_floor_risk,ranked_risk,2000,2000,3.313039665998076,24579,512000,103662,4096,0,2.282928724522147,1.6369515236401657,2.282928724522147,2.7818641619266975
fitting/heads/fold2_seed43_easy_cv_utility,bounded_utility,2000,2000,3.1129015420010546,24514,512000,103662,4096,0,,,0.18590973317623138,0.3249368965625763
fitting/heads/fold2_seed43_easy_cv_risk,ranked_risk,2000,2000,3.575215124990791,24579,512000,103662,4096,0,0.4154159954036133,0.35672950487026467,0.4154159954036133,0.41593665467462426
