view,locality,rows,selected,selected_known_ADE,predicted_risk_violations,selected_positive_harm_mean,selected_net_gain_mean
neural_fold0_seed43_all_hurdle_common,eu-locality-119,5787,1731,1719,0,0.12893884163864125,1.5851501675261017
neural_fold0_seed43_all_hurdle_common,eu-locality-124,3651,1196,1186,0,0.10504535245152596,2.3803672765943165
neural_fold0_seed43_all_hurdle_at_product,eu-locality-007,5664,934,918,0,0.17060770280088725,0.5459726261190722
neural_fold0_seed43_all_hurdle_at_product,eu-locality-008,161653,28208,27908,0,0.06813139781001556,0.4930246194232129
neural_fold0_seed43_all_hurdle_at_product,eu-locality-020,1282,183,166,0,0.01964797970846402,0.4211084578883395
neural_fold0_seed43_all_hurdle_at_product,eu-locality-048,8344,1200,1185,0,0.060291206787854795,1.1025243535984324
neural_fold0_seed43_all_hurdle_at_product,eu-locality-067,7105,906,891,0,0.168393361234288,1.4647930271207565
neural_fold0_seed43_all_hurdle_at_product,eu-locality-110,8660,1779,1767,0,0.04640455246413765,1.1006990012836648
neural_fold0_seed43_all_hurdle_at_product,eu-locality-119,5787,833,830,0,0.029522179313349446,0.5510625575834261
neural_fold0_seed43_all_hurdle_at_product,eu-locality-124,3651,476,471,0,0.06684085729159535,1.2951178369666372
neural_fold0_seed43_all_product_at_hurdle,eu-locality-007,5664,2087,2042,1153,0.5274275157835536,1.8982316461217288
neural_fold0_seed43_all_product_at_hurdle,eu-locality-008,161653,57837,57123,29629,1.393671600940741,1.0038573665924502
neural_fold0_seed43_all_product_at_hurdle,eu-locality-020,1282,283,263,100,0.5356614298199168,0.10698741805971744
neural_fold0_seed43_all_product_at_hurdle,eu-locality-048,8344,2268,2235,1068,1.0352805179230444,3.1613223628775176
neural_fold0_seed43_all_product_at_hurdle,eu-locality-067,7105,2004,1973,1098,0.6225891133241351,4.047822134099217
neural_fold0_seed43_all_product_at_hurdle,eu-locality-110,8660,3584,3554,1805,0.21365834556312524,3.4512947521778905
neural_fold0_seed43_all_product_at_hurdle,eu-locality-119,5787,1731,1724,898,0.5661203209391118,1.8288997091830674
neural_fold0_seed43_all_product_at_hurdle,eu-locality-124,3651,1196,1182,720,0.5416113638704094,3.827826374314109
neural_fold0_seed43_easy_product_original,eu-locality-007,5664,2190,2140,0,0.4294341725022694,0.9158959254648892
neural_fold0_seed43_easy_product_original,eu-locality-008,161653,59880,59085,0,0.48524203770971885,1.2040801990582408
neural_fold0_seed43_easy_product_original,eu-locality-020,1282,289,262,0,0.18252290477572658,0.2752754651489201
neural_fold0_seed43_easy_product_original,eu-locality-048,8344,2324,2291,0,0.6760376801723094,1.3673132698791997
neural_fold0_seed43_easy_product_original,eu-locality-067,7105,1936,1898,0,0.6539300401113252,1.742484602198705
neural_fold0_seed43_easy_product_original,eu-locality-110,8660,3875,3846,0,0.15267802857463458,2.837699387297936
neural_fold0_seed43_easy_product_original,eu-locality-119,5787,1779,1757,0,0.29485073613594304,1.042544275678786
neural_fold0_seed43_easy_product_original,eu-locality-124,3651,1199,1187,0,0.23244791486104532,1.6763469722039872
neural_fold0_seed43_easy_hurdle_original,eu-locality-007,5664,1213,1193,0,0.1304193134326395,0.3234622494271395
neural_fold0_seed43_easy_hurdle_original,eu-locality-008,161653,31074,30719,0,0.032620491142941736,0.4162623548158282
neural_fold0_seed43_easy_hurdle_original,eu-locality-020,1282,261,240,0,0.014180012689067437,0.40283808748428623
neural_fold0_seed43_easy_hurdle_original,eu-locality-048,8344,906,894,0,0.03614955472940666,0.22083382427698842
neural_fold0_seed43_easy_hurdle_original,eu-locality-067,7105,895,876,0,0.045755926046126286,0.9705620284421405
neural_fold0_seed43_easy_hurdle_original,eu-locality-110,8660,1253,1246,0,0.037048115792891315,0.929352333405208
neural_fold0_seed43_easy_hurdle_original,eu-locality-119,5787,636,631,0,0.022589921382932438,0.32317394632037727
neural_fold0_seed43_easy_hurdle_original,eu-locality-124,3651,429,424,0,0.014242708099119365,0.5796965615745475
neural_fold0_seed43_easy_product_common,eu-locality-007,5664,2190,2140,0,0.4294341725022694,0.9158959254648892
neural_fold0_seed43_easy_product_common,eu-locality-008,161653,59880,59085,0,0.48524203770971885,1.2040801990582408
neural_fold0_seed43_easy_product_common,eu-locality-020,1282,289,262,0,0.18252290477572658,0.2752754651489201
neural_fold0_seed43_easy_product_common,eu-locality-048,8344,2324,2291,0,0.6760376801723094,1.3673132698791997
neural_fold0_seed43_easy_product_common,eu-locality-067,7105,1936,1898,0,0.6539300401113252,1.742484602198705
neural_fold0_seed43_easy_product_common,eu-locality-110,8660,3875,3846,0,0.15267802857463458,2.837699387297936
neural_fold0_seed43_easy_product_common,eu-locality-119,5787,1779,1757,0,0.29485073613594304,1.042544275678786
neural_fold0_seed43_easy_product_common,eu-locality-124,3651,1199,1187,0,0.23244791486104532,1.6763469722039872
neural_fold0_seed43_easy_hurdle_common,eu-locality-007,5664,1213,1193,0,0.1304193134326395,0.3234622494271395
neural_fold0_seed43_easy_hurdle_common,eu-locality-008,161653,31074,30719,0,0.032620491142941736,0.4162623548158282
neural_fold0_seed43_easy_hurdle_common,eu-locality-020,1282,261,240,0,0.014180012689067437,0.40283808748428623
neural_fold0_seed43_easy_hurdle_common,eu-locality-048,8344,906,894,0,0.03614955472940666,0.22083382427698842
neural_fold0_seed43_easy_hurdle_common,eu-locality-067,7105,895,876,0,0.045755926046126286,0.9705620284421405
neural_fold0_seed43_easy_hurdle_common,eu-locality-110,8660,1253,1246,0,0.037048115792891315,0.929352333405208
neural_fold0_seed43_easy_hurdle_common,eu-locality-119,5787,636,631,0,0.022589921382932438,0.32317394632037727
neural_fold0_seed43_easy_hurdle_common,eu-locality-124,3651,429,424,0,0.014242708099119365,0.5796965615745475
neural_fold0_seed43_easy_hurdle_at_product,eu-locality-007,5664,2190,2137,977,0.3004128371742668,1.066912614966986
neural_fold0_seed43_easy_hurdle_at_product,eu-locality-008,161653,59880,59188,28806,0.17269743106659877,0.9491622231780465
neural_fold0_seed43_easy_hurdle_at_product,eu-locality-020,1282,289,261,28,0.014481633191734419,0.5174764320077089
neural_fold0_seed43_easy_hurdle_at_product,eu-locality-048,8344,2324,2297,1418,0.2542307276266662,0.7941776672578865
neural_fold0_seed43_easy_hurdle_at_product,eu-locality-067,7105,1936,1905,1041,0.2548235301453516,1.3756188970177292
neural_fold0_seed43_easy_hurdle_at_product,eu-locality-110,8660,3875,3844,2622,0.10916381209749837,1.661599175990316
neural_fold0_seed43_easy_hurdle_at_product,eu-locality-119,5787,1779,1766,1143,0.199906887813727,0.7434591128696595
neural_fold0_seed43_easy_hurdle_at_product,eu-locality-124,3651,1199,1190,770,0.06776401397351513,1.2909209854778425
neural_fold0_seed43_easy_product_at_hurdle,eu-locality-007,5664,1213,1189,0,0.2016876723699564,0.4209642453786802
neural_fold0_seed43_easy_product_at_hurdle,eu-locality-008,161653,31074,30723,0,0.17386639160209055,0.9677666792926901
neural_fold0_seed43_easy_product_at_hurdle,eu-locality-020,1282,261,238,0,0.09025900101919337,0.26777091362591304
neural_fold0_seed43_easy_product_at_hurdle,eu-locality-048,8344,906,897,0,0.22488693414915376,0.7373358614312955
neural_fold0_seed43_easy_product_at_hurdle,eu-locality-067,7105,895,883,0,0.3063499809634811,1.0212609974462388
neural_fold0_seed43_easy_product_at_hurdle,eu-locality-110,8660,1253,1245,0,0.10105359395483597,2.13698014049105
neural_fold0_seed43_easy_product_at_hurdle,eu-locality-119,5787,636,630,0,0.07630599909941942,0.7302264429511903
neural_fold0_seed43_easy_product_at_hurdle,eu-locality-124,3651,429,426,0,0.14029695489806432,1.4308025165289577
damping097_fold0_seed43_all_product_original,eu-locality-007,5664,1915,1877,0,0.1700372610724002,1.1488474752252755
damping097_fold0_seed43_all_product_original,eu-locality-008,161653,79015,77966,0,0.40228904771255947,0.7832151985107756
damping097_fold0_seed43_all_product_original,eu-locality-020,1282,222,197,0,0.2004362984724938,0.1272326194591124
damping097_fold0_seed43_all_product_original,eu-locality-048,8344,3764,3682,0,0.41963229327709256,2.034098583054996
damping097_fold0_seed43_all_product_original,eu-locality-067,7105,2527,2490,0,0.15982142800182042,2.067658515064924
damping097_fold0_seed43_all_product_original,eu-locality-110,8660,5651,5593,0,0.08601636711974589,1.489193287360728
damping097_fold0_seed43_all_product_original,eu-locality-119,5787,2606,2576,0,0.24306887826557172,1.7516655196538147
damping097_fold0_seed43_all_product_original,eu-locality-124,3651,1639,1620,0,0.16706609079396562,1.8983160584740593
damping097_fold0_seed43_all_hurdle_original,eu-locality-007,5664,2725,2647,0,0.18162938605460463,1.2953444588627714
damping097_fold0_seed43_all_hurdle_original,eu-locality-008,161653,100860,99437,0,0.2123993540843014,1.0850168579694461
damping097_fold0_seed43_all_hurdle_original,eu-locality-020,1282,261,233,0,0.24767220853320343,0.19680613381257853
damping097_fold0_seed43_all_hurdle_original,eu-locality-048,8344,4752,4628,0,0.19927877645227338,2.2236429238328346
damping097_fold0_seed43_all_hurdle_original,eu-locality-067,7105,3773,3716,0,0.1944468380554435,2.4245078383168264
damping097_fold0_seed43_all_hurdle_original,eu-locality-110,8660,6849,6783,0,0.08034893143687803,1.5461322322325022
damping097_fold0_seed43_all_hurdle_original,eu-locality-119,5787,3513,3455,0,0.2429116096301779,1.5395738330007716
damping097_fold0_seed43_all_hurdle_original,eu-locality-124,3651,2059,2032,0,0.16280170203726527,1.6085165026085912
damping097_fold0_seed43_all_product_common,eu-locality-007,5664,1915,1877,0,0.1700372610724002,1.1488474752252755
damping097_fold0_seed43_all_product_common,eu-locality-008,161653,79015,77966,0,0.40228904771255947,0.7832151985107756
damping097_fold0_seed43_all_product_common,eu-locality-020,1282,222,197,0,0.2004362984724938,0.1272326194591124
damping097_fold0_seed43_all_product_common,eu-locality-048,8344,3764,3682,0,0.41963229327709256,2.034098583054996
damping097_fold0_seed43_all_product_common,eu-locality-067,7105,2527,2490,0,0.15982142800182042,2.067658515064924
damping097_fold0_seed43_all_product_common,eu-locality-110,8660,5651,5593,0,0.08601636711974589,1.489193287360728
damping097_fold0_seed43_all_product_common,eu-locality-119,5787,2606,2576,0,0.24306887826557172,1.7516655196538147
damping097_fold0_seed43_all_product_common,eu-locality-124,3651,1639,1620,0,0.16706609079396562,1.8983160584740593
damping097_fold0_seed43_all_hurdle_common,eu-locality-007,5664,2725,2647,0,0.18162938605460463,1.2953444588627714
damping097_fold0_seed43_all_hurdle_common,eu-locality-008,161653,100860,99437,0,0.2123993540843014,1.0850168579694461
damping097_fold0_seed43_all_hurdle_common,eu-locality-020,1282,261,233,0,0.24767220853320343,0.19680613381257853
damping097_fold0_seed43_all_hurdle_common,eu-locality-048,8344,4752,4628,0,0.19927877645227338,2.2236429238328346
damping097_fold0_seed43_all_hurdle_common,eu-locality-067,7105,3773,3716,0,0.1944468380554435,2.4245078383168264
damping097_fold0_seed43_all_hurdle_common,eu-locality-110,8660,6849,6783,0,0.08034893143687803,1.5461322322325022
damping097_fold0_seed43_all_hurdle_common,eu-locality-119,5787,3513,3455,0,0.2429116096301779,1.5395738330007716
damping097_fold0_seed43_all_hurdle_common,eu-locality-124,3651,2059,2032,0,0.16280170203726527,1.6085165026085912
damping097_fold0_seed43_all_hurdle_at_product,eu-locality-007,5664,1915,1873,0,0.09471479075532377,1.040692225766365
damping097_fold0_seed43_all_hurdle_at_product,eu-locality-008,161653,79015,78134,0,0.07630184725340763,0.6993696029099226
damping097_fold0_seed43_all_hurdle_at_product,eu-locality-020,1282,222,197,0,0.06319368473075569,0.27110295695179265
damping097_fold0_seed43_all_hurdle_at_product,eu-locality-048,8344,3764,3680,0,0.1074491198636184,1.7203160596137852
damping097_fold0_seed43_all_hurdle_at_product,eu-locality-067,7105,2527,2494,0,0.11360377340479752,1.875206957138285
damping097_fold0_seed43_all_hurdle_at_product,eu-locality-110,8660,5651,5603,0,0.03532986220443593,0.986038882609716
damping097_fold0_seed43_all_hurdle_at_product,eu-locality-119,5787,2606,2579,0,0.1177001717181619,0.896407178105624
damping097_fold0_seed43_all_hurdle_at_product,eu-locality-124,3651,1639,1626,0,0.08259261902276993,0.9516653071404142
damping097_fold0_seed43_all_product_at_hurdle,eu-locality-007,5664,2725,2648,810,0.2515014148579374,1.316223556061202
damping097_fold0_seed43_all_product_at_hurdle,eu-locality-008,161653,100860,99196,21845,0.6111855254113461,0.920639602691323
damping097_fold0_seed43_all_product_at_hurdle,eu-locality-020,1282,261,234,39,0.4232769826998679,0.048171649665326007
damping097_fold0_seed43_all_product_at_hurdle,eu-locality-048,8344,4752,4643,988,0.6812556732002021,2.0149568848961485
damping097_fold0_seed43_all_product_at_hurdle,eu-locality-067,7105,3773,3710,1246,0.37080948404840564,2.314753427375561
damping097_fold0_seed43_all_product_at_hurdle,eu-locality-110,8660,6849,6772,1198,0.16052865637016367,1.8574934286395122
damping097_fold0_seed43_all_product_at_hurdle,eu-locality-119,5787,3513,3454,907,0.507368477089806,1.9128207508038666
damping097_fold0_seed43_all_product_at_hurdle,eu-locality-124,3651,2059,2028,420,0.3214273259741927,2.297804516166814
damping097_fold0_seed43_easy_product_original,eu-locality-007,5664,1896,1843,0,0.12291931370676987,0.6135655202744155
damping097_fold0_seed43_easy_product_original,eu-locality-008,161653,80881,79921,0,0.06453236659565177,0.5761309915702397
damping097_fold0_seed43_easy_product_original,eu-locality-020,1282,256,228,0,0.3814590635303674,0.11299798548812046
damping097_fold0_seed43_easy_product_original,eu-locality-048,8344,3102,3047,0,0.17687725034480212,0.6060241873397535
damping097_fold0_seed43_easy_product_original,eu-locality-067,7105,2261,2216,0,0.18178323733507046,0.5697907470652771
damping097_fold0_seed43_easy_product_original,eu-locality-110,8660,5565,5518,0,0.03837000955730854,0.8252136084868588
damping097_fold0_seed43_easy_product_original,eu-locality-119,5787,2501,2466,0,0.3073058718650905,0.27388183078534206
damping097_fold0_seed43_easy_product_original,eu-locality-124,3651,1664,1648,0,0.0768303586935838,0.9346512126984126
damping097_fold0_seed43_easy_hurdle_original,eu-locality-007,5664,1670,1627,0,0.0698660136564032,0.6444692838003137
damping097_fold0_seed43_easy_hurdle_original,eu-locality-008,161653,75898,75064,0,0.03130893892430364,0.48548698043738064
damping097_fold0_seed43_easy_hurdle_original,eu-locality-020,1282,209,185,0,0.05214025904646051,0.24841891958447146
damping097_fold0_seed43_easy_hurdle_original,eu-locality-048,8344,2743,2706,0,0.03348644537510216,0.48969207491529326
damping097_fold0_seed43_easy_hurdle_original,eu-locality-067,7105,1904,1876,0,0.05538995211543262,0.5813874973203701
damping097_fold0_seed43_easy_hurdle_original,eu-locality-110,8660,4964,4920,0,0.021009012332286796,0.71414035903162
damping097_fold0_seed43_easy_hurdle_original,eu-locality-119,5787,1945,1932,0,0.04424348410420879,0.38031239054759564
damping097_fold0_seed43_easy_hurdle_original,eu-locality-124,3651,1455,1447,0,0.03653791699080494,1.1053248694548572
damping097_fold0_seed43_easy_product_common,eu-locality-007,5664,1896,1843,0,0.12291931370676987,0.6135655202744155
damping097_fold0_seed43_easy_product_common,eu-locality-008,161653,80881,79921,0,0.06453236659565177,0.5761309915702397
damping097_fold0_seed43_easy_product_common,eu-locality-020,1282,256,228,0,0.3814590635303674,0.11299798548812046
damping097_fold0_seed43_easy_product_common,eu-locality-048,8344,3102,3047,0,0.17687725034480212,0.6060241873397535
damping097_fold0_seed43_easy_product_common,eu-locality-067,7105,2261,2216,0,0.18178323733507046,0.5697907470652771
damping097_fold0_seed43_easy_product_common,eu-locality-110,8660,5565,5518,0,0.03837000955730854,0.8252136084868588
damping097_fold0_seed43_easy_product_common,eu-locality-119,5787,2501,2466,0,0.3073058718650905,0.27388183078534206
damping097_fold0_seed43_easy_product_common,eu-locality-124,3651,1664,1648,0,0.0768303586935838,0.9346512126984126
damping097_fold0_seed43_easy_hurdle_common,eu-locality-007,5664,1670,1627,0,0.0698660136564032,0.6444692838003137
damping097_fold0_seed43_easy_hurdle_common,eu-locality-008,161653,75898,75064,0,0.03130893892430364,0.48548698043738064
damping097_fold0_seed43_easy_hurdle_common,eu-locality-020,1282,209,185,0,0.05214025904646051,0.24841891958447146
damping097_fold0_seed43_easy_hurdle_common,eu-locality-048,8344,2743,2706,0,0.03348644537510216,0.48969207491529326
damping097_fold0_seed43_easy_hurdle_common,eu-locality-067,7105,1904,1876,0,0.05538995211543262,0.5813874973203701
damping097_fold0_seed43_easy_hurdle_common,eu-locality-110,8660,4964,4920,0,0.021009012332286796,0.71414035903162
damping097_fold0_seed43_easy_hurdle_common,eu-locality-119,5787,1945,1932,0,0.04424348410420879,0.38031239054759564
damping097_fold0_seed43_easy_hurdle_common,eu-locality-124,3651,1455,1447,0,0.03653791699080494,1.1053248694548572
damping097_fold0_seed43_easy_hurdle_at_product,eu-locality-007,5664,1896,1844,226,0.10211739764641244,0.8238286686198363
damping097_fold0_seed43_easy_hurdle_at_product,eu-locality-008,161653,80881,79956,4983,0.05143121324480478,0.561369200221813
damping097_fold0_seed43_easy_hurdle_at_product,eu-locality-020,1282,256,229,47,0.2385523044200192,0.2764533677802385
damping097_fold0_seed43_easy_hurdle_at_product,eu-locality-048,8344,3102,3058,359,0.08077244460628862,0.6689894834601042
damping097_fold0_seed43_easy_hurdle_at_product,eu-locality-067,7105,2261,2228,357,0.09301991427309979,0.8234304707641339
damping097_fold0_seed43_easy_hurdle_at_product,eu-locality-110,8660,5565,5516,601,0.03205045244153433,0.9247648151578611
damping097_fold0_seed43_easy_hurdle_at_product,eu-locality-119,5787,2501,2475,556,0.15495090262733396,0.5819071064311063
damping097_fold0_seed43_easy_hurdle_at_product,eu-locality-124,3651,1664,1650,209,0.06450709047631951,1.2911139983312858
damping097_fold0_seed43_easy_product_at_hurdle,eu-locality-007,5664,1670,1625,0,0.0968053348612916,0.442748379713185
damping097_fold0_seed43_easy_product_at_hurdle,eu-locality-008,161653,75898,75040,0,0.04752761756573986,0.5173686094302841
damping097_fold0_seed43_easy_product_at_hurdle,eu-locality-020,1282,209,185,0,0.07631136436721901,0.2254203418730077
damping097_fold0_seed43_easy_product_at_hurdle,eu-locality-048,8344,2743,2701,0,0.11547351012497446,0.5328577159676245
damping097_fold0_seed43_easy_product_at_hurdle,eu-locality-067,7105,1904,1875,0,0.10160046609845422,0.39280281586720217
damping097_fold0_seed43_easy_product_at_hurdle,eu-locality-110,8660,4964,4921,0,0.030711619492531397,0.7071659888431088
damping097_fold0_seed43_easy_product_at_hurdle,eu-locality-119,5787,1945,1923,0,0.17153483039557524,0.21584065128771449
damping097_fold0_seed43_easy_product_at_hurdle,eu-locality-124,3651,1455,1444,0,0.05377280502830544,0.7905206024170776
neural_fold1_seed17_all_product_original,eu-locality-008,161653,40559,40111,0,0.30599228455620586,0.7670642785265461
neural_fold1_seed17_all_product_original,eu-locality-020,1282,146,139,0,0.04904938301507087,0.6103592929845173
neural_fold1_seed17_all_product_original,eu-locality-048,8344,2070,2036,0,0.6574563852636877,1.949776786525615
neural_fold1_seed17_all_product_original,eu-locality-067,7105,1395,1378,0,0.3127213913066591,3.878128539198232
neural_fold1_seed17_all_product_original,eu-locality-074,104353,15218,15079,0,0.4818651064116865,2.640731876326405
neural_fold1_seed17_all_product_original,eu-locality-082,1448,285,282,0,0.09468710753021081,0.6565286713090164
neural_fold1_seed17_all_product_original,eu-locality-112,5131,950,944,0,0.11306371692018492,1.238985181265282
neural_fold1_seed17_all_product_original,eu-locality-126,5891,2634,2604,0,0.15618487394234803,0.5565346319086177
neural_fold1_seed17_all_hurdle_original,eu-locality-008,161653,65930,65234,0,0.1474603708311689,1.0260486114756127
neural_fold1_seed17_all_hurdle_original,eu-locality-020,1282,184,172,0,0.018332154563926343,0.6021873986254888
neural_fold1_seed17_all_hurdle_original,eu-locality-048,8344,2587,2555,0,0.477100993542171,1.3079690746024577
neural_fold1_seed17_all_hurdle_original,eu-locality-067,7105,1646,1622,0,0.2569907232278239,2.823366468660142
neural_fold1_seed17_all_hurdle_original,eu-locality-074,104353,28053,27807,0,0.415921034190441,1.897824391665947
neural_fold1_seed17_all_hurdle_original,eu-locality-082,1448,377,372,0,0.03033482771783208,0.7981901297541376
neural_fold1_seed17_all_hurdle_original,eu-locality-112,5131,1631,1619,0,0.08384612761439912,1.3940630401997038
neural_fold1_seed17_all_hurdle_original,eu-locality-126,5891,3089,3055,0,0.07471681086827732,0.769436669613663
neural_fold1_seed17_all_product_common,eu-locality-008,161653,40559,40111,0,0.30599228455620586,0.7670642785265461
neural_fold1_seed17_all_product_common,eu-locality-020,1282,146,139,0,0.04904938301507087,0.6103592929845173
neural_fold1_seed17_all_product_common,eu-locality-048,8344,2070,2036,0,0.6574563852636877,1.949776786525615
neural_fold1_seed17_all_product_common,eu-locality-067,7105,1395,1378,0,0.3127213913066591,3.878128539198232
neural_fold1_seed17_all_product_common,eu-locality-074,104353,15218,15079,0,0.4818651064116865,2.640731876326405
neural_fold1_seed17_all_product_common,eu-locality-082,1448,285,282,0,0.09468710753021081,0.6565286713090164
neural_fold1_seed17_all_product_common,eu-locality-112,5131,950,944,0,0.11306371692018492,1.238985181265282
neural_fold1_seed17_all_product_common,eu-locality-126,5891,2634,2604,0,0.15618487394234803,0.5565346319086177
neural_fold1_seed17_all_hurdle_common,eu-locality-008,161653,65930,65234,0,0.1474603708311689,1.0260486114756127
neural_fold1_seed17_all_hurdle_common,eu-locality-020,1282,184,172,0,0.018332154563926343,0.6021873986254888
neural_fold1_seed17_all_hurdle_common,eu-locality-048,8344,2587,2555,0,0.477100993542171,1.3079690746024577
neural_fold1_seed17_all_hurdle_common,eu-locality-067,7105,1646,1622,0,0.2569907232278239,2.823366468660142
neural_fold1_seed17_all_hurdle_common,eu-locality-074,104353,28053,27807,0,0.415921034190441,1.897824391665947
neural_fold1_seed17_all_hurdle_common,eu-locality-082,1448,377,372,0,0.03033482771783208,0.7981901297541376
neural_fold1_seed17_all_hurdle_common,eu-locality-112,5131,1631,1619,0,0.08384612761439912,1.3940630401997038
neural_fold1_seed17_all_hurdle_common,eu-locality-126,5891,3089,3055,0,0.07471681086827732,0.769436669613663
neural_fold1_seed17_all_hurdle_at_product,eu-locality-008,161653,40559,40154,0,0.06508960601588752,0.6230213662045408
neural_fold1_seed17_all_hurdle_at_product,eu-locality-020,1282,146,138,0,0.01848481496605799,0.5800641320281182
neural_fold1_seed17_all_hurdle_at_product,eu-locality-048,8344,2070,2044,0,0.28456114264002763,1.1911949393538783
neural_fold1_seed17_all_hurdle_at_product,eu-locality-067,7105,1395,1372,0,0.17953684147141924,2.3385661154817923
neural_fold1_seed17_all_hurdle_at_product,eu-locality-074,104353,15218,15086,0,0.3180240919907644,1.7570720335706358
neural_fold1_seed17_all_hurdle_at_product,eu-locality-082,1448,285,283,0,0.03550438315986727,0.6753827974442334
neural_fold1_seed17_all_hurdle_at_product,eu-locality-112,5131,950,944,0,0.06515841821537235,0.984757146935063
neural_fold1_seed17_all_hurdle_at_product,eu-locality-126,5891,2634,2604,0,0.05411432058488467,0.5629539614549575
neural_fold1_seed17_all_product_at_hurdle,eu-locality-008,161653,65930,65159,25371,0.5764441877854274,0.9502433588297802
neural_fold1_seed17_all_product_at_hurdle,eu-locality-020,1282,184,170,38,0.4064290043033834,0.1981296936182067
neural_fold1_seed17_all_product_at_hurdle,eu-locality-048,8344,2587,2544,517,0.8500228726995516,2.044904620491869
neural_fold1_seed17_all_product_at_hurdle,eu-locality-067,7105,1646,1623,251,0.35464896714092775,4.188107808407953
neural_fold1_seed17_all_product_at_hurdle,eu-locality-074,104353,28053,27759,12835,0.6539515447758667,2.519769900588892
neural_fold1_seed17_all_product_at_hurdle,eu-locality-082,1448,377,372,92,0.08940177873233943,0.9830424444598646
neural_fold1_seed17_all_product_at_hurdle,eu-locality-112,5131,1631,1619,681,0.20213464023770444,1.6816108461369184
neural_fold1_seed17_all_product_at_hurdle,eu-locality-126,5891,3089,3052,455,0.2032651241975495,0.78583514074587
neural_fold1_seed17_easy_product_original,eu-locality-008,161653,93982,92467,0,0.9014358535362711,0.8661351123369909
neural_fold1_seed17_easy_product_original,eu-locality-020,1282,211,199,0,0.5832092846282634,0.05933093273295778
neural_fold1_seed17_easy_product_original,eu-locality-048,8344,4134,4062,0,1.9481262831519879,0.5544079606279319
neural_fold1_seed17_easy_product_original,eu-locality-067,7105,2588,2545,0,1.00342312071957,1.7266794823293197
neural_fold1_seed17_easy_product_original,eu-locality-074,104353,50310,49705,0,0.8513680993591319,1.6060646460113928
neural_fold1_seed17_easy_product_original,eu-locality-082,1448,515,509,0,0.5554062064822688,0.8307419205095466
neural_fold1_seed17_easy_product_original,eu-locality-112,5131,2801,2771,0,0.43330242517615764,2.144933321759003
neural_fold1_seed17_easy_product_original,eu-locality-126,5891,3922,3875,0,0.7580448520147829,0.8963790813617813
neural_fold1_seed17_easy_hurdle_original,eu-locality-008,161653,35909,35511,0,0.027578603836429537,0.3689848415788889
neural_fold1_seed17_easy_hurdle_original,eu-locality-020,1282,66,64,0,0.011676931188401178,0.6210477295555568
neural_fold1_seed17_easy_hurdle_original,eu-locality-048,8344,1332,1311,0,0.035801412449367756,0.25833497854619075
neural_fold1_seed17_easy_hurdle_original,eu-locality-067,7105,791,775,0,0.02873899703254,0.3224492416062075
neural_fold1_seed17_easy_hurdle_original,eu-locality-074,104353,13446,13360,0,0.04542187279415163,0.47289513257106214
neural_fold1_seed17_easy_hurdle_original,eu-locality-082,1448,152,149,0,0.139384299191213,0.16429946063933532
neural_fold1_seed17_easy_hurdle_original,eu-locality-112,5131,445,441,0,0.045971937738728604,0.5098636147340876
neural_fold1_seed17_easy_hurdle_original,eu-locality-126,5891,1528,1509,0,0.0250401759276223,0.2245070834320213
neural_fold1_seed17_easy_product_common,eu-locality-008,161653,93982,92467,0,0.9014358535362711,0.8661351123369909
neural_fold1_seed17_easy_product_common,eu-locality-020,1282,211,199,0,0.5832092846282634,0.05933093273295778
neural_fold1_seed17_easy_product_common,eu-locality-048,8344,4134,4062,0,1.9481262831519879,0.5544079606279319
neural_fold1_seed17_easy_product_common,eu-locality-067,7105,2588,2545,0,1.00342312071957,1.7266794823293197
neural_fold1_seed17_easy_product_common,eu-locality-074,104353,50310,49705,0,0.8513680993591319,1.6060646460113928
neural_fold1_seed17_easy_product_common,eu-locality-082,1448,515,509,0,0.5554062064822688,0.8307419205095466
neural_fold1_seed17_easy_product_common,eu-locality-112,5131,2801,2771,0,0.43330242517615764,2.144933321759003
neural_fold1_seed17_easy_product_common,eu-locality-126,5891,3922,3875,0,0.7580448520147829,0.8963790813617813
neural_fold1_seed17_easy_hurdle_common,eu-locality-008,161653,35909,35511,0,0.027578603836429537,0.3689848415788889
neural_fold1_seed17_easy_hurdle_common,eu-locality-020,1282,66,64,0,0.011676931188401178,0.6210477295555568
neural_fold1_seed17_easy_hurdle_common,eu-locality-048,8344,1332,1311,0,0.035801412449367756,0.25833497854619075
neural_fold1_seed17_easy_hurdle_common,eu-locality-067,7105,791,775,0,0.02873899703254,0.3224492416062075
neural_fold1_seed17_easy_hurdle_common,eu-locality-074,104353,13446,13360,0,0.04542187279415163,0.47289513257106214
neural_fold1_seed17_easy_hurdle_common,eu-locality-082,1448,152,149,0,0.139384299191213,0.16429946063933532
neural_fold1_seed17_easy_hurdle_common,eu-locality-112,5131,445,441,0,0.045971937738728604,0.5098636147340876
neural_fold1_seed17_easy_hurdle_common,eu-locality-126,5891,1528,1509,0,0.0250401759276223,0.2245070834320213
neural_fold1_seed17_easy_hurdle_at_product,eu-locality-008,161653,93982,92753,58073,0.550292704074193,0.7823162358182804
neural_fold1_seed17_easy_hurdle_at_product,eu-locality-020,1282,211,201,145,3.155528252771679,-2.5526092092580153
neural_fold1_seed17_easy_hurdle_at_product,eu-locality-048,8344,4134,4062,2802,1.1379148045885472,0.514695132528262
