group,arm,metric,subset,locality,rows,model_error,reference_error,gain_percent,model_p95,model_p99,reference_p95
fold1_seed17_all,cv_targets,ADE_vs_floor,all,eu-locality-008,157961,17.12613041626265,17.395796821555276,1.5501813918548324,60.640325977086626,124.40336063972327,60.839020798358376
fold1_seed17_all,cv_targets,ADE_vs_floor,all,eu-locality-020,1225,6.412210190941962,6.45284690000414,0.6297485387752211,20.950455289077674,42.41115215338725,20.950455289077674
fold1_seed17_all,cv_targets,ADE_vs_floor,all,eu-locality-048,8058,24.723593189091172,25.165144698191387,1.7546154190480334,84.99637064138004,147.28198384677367,85.95711107357468
fold1_seed17_all,cv_targets,ADE_vs_floor,all,eu-locality-067,6903,26.768877503722898,27.32588816592067,2.0383991137475466,87.58427890742966,160.46757978837815,88.5042343006725
fold1_seed17_all,cv_targets,ADE_vs_floor,all,eu-locality-074,102348,18.262545659544806,18.630400216981688,1.974485535214543,60.620934556690486,125.36014513523256,61.57372433113355
fold1_seed17_all,cv_targets,ADE_vs_floor,all,eu-locality-082,1368,13.15646380183239,13.294846095216887,1.0408717212174623,51.33307131828658,99.68977167861865,51.33307131828658
fold1_seed17_all,cv_targets,ADE_vs_floor,all,eu-locality-112,5004,23.14446278070217,23.644898546243283,2.116463999887297,82.50413340097491,181.26239158697405,83.55800123644538
fold1_seed17_all,cv_targets,ADE_vs_floor,all,eu-locality-126,5790,18.509761594828866,18.80554261178729,1.5728395774819437,82.03220049841617,153.09993037598213,82.61895771370641
fold1_seed17_all,cv_targets,ADE_vs_floor,easy,eu-locality-008,39889,1.6104738799946825,1.725511647012295,6.66687861636861,2.9980000788661685,3.4285367510313813,3.103640660084443
fold1_seed17_all,cv_targets,ADE_vs_floor,easy,eu-locality-020,593,1.2402464908011586,1.260600786955964,1.6146504401251316,3.0442506244225767,3.3906395485198555,3.0442506244225767
fold1_seed17_all,cv_targets,ADE_vs_floor,easy,eu-locality-048,1582,1.623768426511244,1.6923567216453617,4.052827294439087,3.0750238570913164,4.194774292721845,3.086517584966639
fold1_seed17_all,cv_targets,ADE_vs_floor,easy,eu-locality-067,1219,1.5762192674916482,1.6070554939116386,1.9188028376626698,3.1153704513152674,3.44786713669118,3.125280103751406
fold1_seed17_all,cv_targets,ADE_vs_floor,easy,eu-locality-074,17048,1.9400503059220287,2.0068201574667865,3.327146744880305,3.372922620479912,6.286824339426928,3.313793954878173
fold1_seed17_all,cv_targets,ADE_vs_floor,easy,eu-locality-082,513,1.5040006265910413,1.5710258646135113,4.266335744826133,2.964743488814622,3.3963414460134995,2.9984720219030083
fold1_seed17_all,cv_targets,ADE_vs_floor,easy,eu-locality-112,571,1.9402357477706864,2.0188449440994947,3.8937708692567186,3.2101180542114545,3.7999425096836634,3.178153114730163
