arm,site,rows,all_gain,conditional_recording_ci95,nonzero_target_gain,oracle_gain,hard_gain,easy_pixel_harm,per_seed_gain
unconditional_control,coupa,4250,-2.1931703114987333,"[-3.3252422842239997, -1.7228640456008504]",-0.39884563488639113,0.4283465430230282,-0.012234070733607716,0.05345730741302062,"[-2.09879233314223, -2.5944263740414364, -1.8862922273124916]"
unconditional_control,deathCircle,3054,-2.764347070300593,"[-3.542617558080906, -1.330960888172004]",-0.17104865351591503,0.2838463231891186,-0.011546229532410912,0.04873618555814402,"[-2.5957610873075687, -3.408553204242537, -2.288726919351669]"
unconditional_control,gates,1662,-7.75892459168797,"[-13.367769352504393, -3.1613714031021143]",-0.3848162491699947,0.4295241518790016,0.11048067979537723,0.07161445537620503,"[-7.807389725158043, -9.087219508822342, -6.382164541083468]"
unconditional_control,hyang,6464,-8.810146165190314,"[-17.592572173707765, -4.903661676789843]",-1.8074937144018532,0.7432767871250578,-0.2006081083531397,0.14254284145818336,"[-9.329699580293859, -9.459470221013632, -7.641268694263426]"
motion_loss,coupa,4250,-101.20998616987096,"[-124.95873106166795, -84.16476707960412]",-41.688367247653346,4.2411496494324075,-4.133858724088135,1.773294165720881,"[-100.35917319919947, -108.38994832170417, -94.88083698870857]"
motion_loss,deathCircle,3054,-53.19262115086467,"[-66.54118859381357, -26.960507707720453]",-8.058703890114138,3.442977627113064,-1.3610512705828581,0.8482074227743943,"[-54.672375102900325, -55.79914786430986, -49.10634048538369]"
motion_loss,gates,1662,-133.4748254368189,"[-202.10738715918475, -75.0972354146941]",-13.216990281758733,3.43293784084886,-1.694478923145315,1.1678970486091802,"[-128.62892701029142, -138.21722733313334, -133.5783219670317]"
motion_loss,hyang,6464,-125.27184669475423,"[-232.71668728720616, -73.0409119520416]",-42.12253908575341,3.817639927414085,-5.49320705360663,1.692549880943044,"[-123.67981588777313, -123.63144458293304, -128.50427961355635]"
